canonical_source_id,canonical_path,alias_path,alias_kind,sha256,is_canonical,independent_evidence
DERIVED,SKRU1_ACTUAL_DATA_TABLES_v1.zip,work/data_repair/acceptance_20260905/pre_apply/files/SKRU1_ACTUAL_DATA_TABLES_v1.zip,file,edcced26f827fc1d24939eabb86d1a1cf5a41669ebe2b9e680af9a955cb733a7,False,no (alias)
DERIVED,SKRU1_ACTUAL_DATA_TABLES_v1/02_eda_targets_v1/SKRU1_v3_2_EDA_and_targets.xlsx,SKRU1_ACTUAL_DATA_TABLES_v1/02_eda_targets_v1/SKRU1_v3_2_EDA_and_targets.xlsx,file,f4df9ed50ffd5012c64f63d7e6c36f5d1bafcac1e6171bef412cbddcc8594eba,True,canonical copy
DERIVED,SKRU1_ACTUAL_DATA_TABLES_v1/02_eda_targets_v1/SKRU1_v3_2_EDA_and_targets.xlsx,SKRU1_ACTUAL_DATA_TABLES_v1/04_excel_workbooks/LATEST_EDA_and_targets_v3_2.xlsx,file,f4df9ed50ffd5012c64f63d7e6c36f5d1bafcac1e6171bef412cbddcc8594eba,False,no (alias)
DERIVED,SKRU1_ACTUAL_DATA_TABLES_v1/02_eda_targets_v1/SKRU1_v3_2_EDA_and_targets.xlsx,work/run_01/eda/SKRU1_v3_2_EDA_targets_v1/SKRU1_v3_2_EDA_and_targets.xlsx,file,f4df9ed50ffd5012c64f63d7e6c36f5d1bafcac1e6171bef412cbddcc8594eba,False,no (alias)
DERIVED,SKRU1_ACTUAL_DATA_TABLES_v1/02_eda_targets_v1/SKRU1_v3_2_EDA_and_targets.xlsx,work/run_02/eda/SKRU1_v3_2_EDA_targets_v1/SKRU1_v3_2_EDA_and_targets.xlsx,file,f4df9ed50ffd5012c64f63d7e6c36f5d1bafcac1e6171bef412cbddcc8594eba,False,no (alias)
DERIVED,SKRU1_ACTUAL_DATA_TABLES_v1/01_reconstruction_v3_2/geodata/skru1_data_reconstruction_v3_2.gpkg,SKRU1_ACTUAL_DATA_TABLES_v1.zip::SKRU1_ACTUAL_DATA_TABLES_v1/01_reconstruction_v3_2/geodata/skru1_data_reconstruction_v3_2.gpkg,zip_member,d2fe44ffeaccaba20141e530dee320427b2bf5d0c2cd525c99350a991448673b,False,no
SRC01,inputs/sources/primary/ВКР_Филатова_М_С.docx,SKRU1_ACTUAL_DATA_TABLES_v1.zip::SKRU1_ACTUAL_DATA_TABLES_v1/01_reconstruction_v3_2/source_inputs/ВКР_Филатова_М_С.docx,zip_member,45978d5fc446fa35d0b3e271c44a5790bc5b4101321b20f8078ff83dc8ae2931,False,no
DERIVED,SKRU1_ACTUAL_DATA_TABLES_v1/02_eda_targets_v1/SKRU1_v3_2_EDA_and_targets.xlsx,SKRU1_ACTUAL_DATA_TABLES_v1.zip::SKRU1_ACTUAL_DATA_TABLES_v1/02_eda_targets_v1/SKRU1_v3_2_EDA_and_targets.xlsx,zip_member,f4df9ed50ffd5012c64f63d7e6c36f5d1bafcac1e6171bef412cbddcc8594eba,False,no
DERIVED,SKRU1_ACTUAL_DATA_TABLES_v1/04_excel_workbooks/HISTORICAL_baseline_audit_v3_1.xlsx,SKRU1_ACTUAL_DATA_TABLES_v1.zip::SKRU1_ACTUAL_DATA_TABLES_v1/04_excel_workbooks/HISTORICAL_baseline_audit_v3_1.xlsx,zip_member,664b9820d69049bcd07538878051d194b3087e81373d4b7d88f4b90a9fa569c3,False,no
DERIVED,SKRU1_ACTUAL_DATA_TABLES_v1/04_excel_workbooks/HISTORICAL_data_catalog_v2_1.xlsx,SKRU1_ACTUAL_DATA_TABLES_v1.zip::SKRU1_ACTUAL_DATA_TABLES_v1/04_excel_workbooks/HISTORICAL_data_catalog_v2_1.xlsx,zip_member,9a533c58c3e37640afa558d89fe188b65e45b8c4576a42acaa57fb4197ad34ea,False,no
DERIVED,SKRU1_ACTUAL_DATA_TABLES_v1/04_excel_workbooks/HISTORICAL_data_catalog_v3_1.xlsx,SKRU1_ACTUAL_DATA_TABLES_v1.zip::SKRU1_ACTUAL_DATA_TABLES_v1/04_excel_workbooks/HISTORICAL_data_catalog_v3_1.xlsx,zip_member,17a7dddc07f3dc29c11dc95b60571300c597954c135e24b6b11772c60c271387,False,no
DERIVED,SKRU1_ACTUAL_DATA_TABLES_v1/04_excel_workbooks/HISTORICAL_reconstructed_dataset_v1.xlsx,SKRU1_ACTUAL_DATA_TABLES_v1.zip::SKRU1_ACTUAL_DATA_TABLES_v1/04_excel_workbooks/HISTORICAL_reconstructed_dataset_v1.xlsx,zip_member,fadcf3d6a0a30188da568dcfb95a280938c1c9aece5e29d0106299db5b561240,False,no
DERIVED,SKRU1_ACTUAL_DATA_TABLES_v1/04_excel_workbooks/LATEST_data_catalog_v3_2.xlsx,SKRU1_ACTUAL_DATA_TABLES_v1.zip::SKRU1_ACTUAL_DATA_TABLES_v1/04_excel_workbooks/LATEST_data_catalog_v3_2.xlsx,zip_member,1b1ad2a0237d9f8144c9bf21f3e0640cb616636bd2dddd39c4ee91fd97680559,False,no
DERIVED,SKRU1_ACTUAL_DATA_TABLES_v1/02_eda_targets_v1/SKRU1_v3_2_EDA_and_targets.xlsx,SKRU1_ACTUAL_DATA_TABLES_v1.zip::SKRU1_ACTUAL_DATA_TABLES_v1/04_excel_workbooks/LATEST_EDA_and_targets_v3_2.xlsx,zip_member,f4df9ed50ffd5012c64f63d7e6c36f5d1bafcac1e6171bef412cbddcc8594eba,False,no
DERIVED,SKRU1_ACTUAL_DATA_TABLES_v1/04_excel_workbooks/HISTORICAL_baseline_audit_v3_1.xlsx,SKRU1_ACTUAL_DATA_TABLES_v1.zip::SKRU1_ACTUAL_DATA_TABLES_v1/05_audit_and_result_tables/v3_1_baseline_audit/SKRU1_v3_1_baseline_audit.xlsx,zip_member,664b9820d69049bcd07538878051d194b3087e81373d4b7d88f4b90a9fa569c3,False,no
DERIVED,SKRU1_ACTUAL_DATA_TABLES_v1/01_reconstruction_v3_2/geodata/skru1_data_reconstruction_v3_2.gpkg,inputs/bootstrap/SKRU1_data_reconstruction_v3_2.zip::SKRU1_data_reconstruction_v3_2/geodata/skru1_data_reconstruction_v3_2.gpkg,zip_member,d2fe44ffeaccaba20141e530dee320427b2bf5d0c2cd525c99350a991448673b,False,no
SRC01,inputs/sources/primary/ВКР_Филатова_М_С.docx,inputs/bootstrap/SKRU1_data_reconstruction_v3_2.zip::SKRU1_data_reconstruction_v3_2/source_inputs/ВКР_Филатова_М_С.docx,zip_member,45978d5fc446fa35d0b3e271c44a5790bc5b4101321b20f8078ff83dc8ae2931,False,no
DERIVED,SKRU1_ACTUAL_DATA_TABLES_v1/02_eda_targets_v1/SKRU1_v3_2_EDA_and_targets.xlsx,inputs/bootstrap/SKRU1_v3_2_EDA_targets_v1.zip::SKRU1_v3_2_EDA_targets_v1/SKRU1_v3_2_EDA_and_targets.xlsx,zip_member,f4df9ed50ffd5012c64f63d7e6c36f5d1bafcac1e6171bef412cbddcc8594eba,False,no
DERIVED,SKRU1_ACTUAL_DATA_TABLES_v1/01_reconstruction_v3_2/geodata/skru1_data_reconstruction_v3_2.gpkg,SKRU1_ACTUAL_DATA_TABLES_v1/07_original_archives/SKRU1_data_reconstruction_v3_2.zip::SKRU1_data_reconstruction_v3_2/geodata/skru1_data_reconstruction_v3_2.gpkg,zip_member,d2fe44ffeaccaba20141e530dee320427b2bf5d0c2cd525c99350a991448673b,False,no
SRC01,inputs/sources/primary/ВКР_Филатова_М_С.docx,SKRU1_ACTUAL_DATA_TABLES_v1/07_original_archives/SKRU1_data_reconstruction_v3_2.zip::SKRU1_data_reconstruction_v3_2/source_inputs/ВКР_Филатова_М_С.docx,zip_member,45978d5fc446fa35d0b3e271c44a5790bc5b4101321b20f8078ff83dc8ae2931,False,no
DERIVED,SKRU1_ACTUAL_DATA_TABLES_v1/02_eda_targets_v1/SKRU1_v3_2_EDA_and_targets.xlsx,SKRU1_ACTUAL_DATA_TABLES_v1/07_original_archives/SKRU1_v3_2_EDA_targets_v1.zip::SKRU1_v3_2_EDA_targets_v1/SKRU1_v3_2_EDA_and_targets.xlsx,zip_member,f4df9ed50ffd5012c64f63d7e6c36f5d1bafcac1e6171bef412cbddcc8594eba,False,no
DERIVED,SKRU1_ACTUAL_DATA_TABLES_v1/01_reconstruction_v3_2/geodata/skru1_data_reconstruction_v3_2.gpkg,work/data_repair/acceptance_20260905/pre_apply/files/SKRU1_ACTUAL_DATA_TABLES_v1.zip::SKRU1_ACTUAL_DATA_TABLES_v1/01_reconstruction_v3_2/geodata/skru1_data_reconstruction_v3_2.gpkg,zip_member,d2fe44ffeaccaba20141e530dee320427b2bf5d0c2cd525c99350a991448673b,False,no
SRC01,inputs/sources/primary/ВКР_Филатова_М_С.docx,work/data_repair/acceptance_20260905/pre_apply/files/SKRU1_ACTUAL_DATA_TABLES_v1.zip::SKRU1_ACTUAL_DATA_TABLES_v1/01_reconstruction_v3_2/source_inputs/ВКР_Филатова_М_С.docx,zip_member,45978d5fc446fa35d0b3e271c44a5790bc5b4101321b20f8078ff83dc8ae2931,False,no
DERIVED,SKRU1_ACTUAL_DATA_TABLES_v1/02_eda_targets_v1/SKRU1_v3_2_EDA_and_targets.xlsx,work/data_repair/acceptance_20260905/pre_apply/files/SKRU1_ACTUAL_DATA_TABLES_v1.zip::SKRU1_ACTUAL_DATA_TABLES_v1/02_eda_targets_v1/SKRU1_v3_2_EDA_and_targets.xlsx,zip_member,f4df9ed50ffd5012c64f63d7e6c36f5d1bafcac1e6171bef412cbddcc8594eba,False,no
DERIVED,SKRU1_ACTUAL_DATA_TABLES_v1/04_excel_workbooks/HISTORICAL_baseline_audit_v3_1.xlsx,work/data_repair/acceptance_20260905/pre_apply/files/SKRU1_ACTUAL_DATA_TABLES_v1.zip::SKRU1_ACTUAL_DATA_TABLES_v1/04_excel_workbooks/HISTORICAL_baseline_audit_v3_1.xlsx,zip_member,664b9820d69049bcd07538878051d194b3087e81373d4b7d88f4b90a9fa569c3,False,no
DERIVED,SKRU1_ACTUAL_DATA_TABLES_v1/04_excel_workbooks/HISTORICAL_data_catalog_v2_1.xlsx,work/data_repair/acceptance_20260905/pre_apply/files/SKRU1_ACTUAL_DATA_TABLES_v1.zip::SKRU1_ACTUAL_DATA_TABLES_v1/04_excel_workbooks/HISTORICAL_data_catalog_v2_1.xlsx,zip_member,9a533c58c3e37640afa558d89fe188b65e45b8c4576a42acaa57fb4197ad34ea,False,no
DERIVED,SKRU1_ACTUAL_DATA_TABLES_v1/04_excel_workbooks/HISTORICAL_data_catalog_v3_1.xlsx,work/data_repair/acceptance_20260905/pre_apply/files/SKRU1_ACTUAL_DATA_TABLES_v1.zip::SKRU1_ACTUAL_DATA_TABLES_v1/04_excel_workbooks/HISTORICAL_data_catalog_v3_1.xlsx,zip_member,17a7dddc07f3dc29c11dc95b60571300c597954c135e24b6b11772c60c271387,False,no
DERIVED,SKRU1_ACTUAL_DATA_TABLES_v1/04_excel_workbooks/HISTORICAL_reconstructed_dataset_v1.xlsx,work/data_repair/acceptance_20260905/pre_apply/files/SKRU1_ACTUAL_DATA_TABLES_v1.zip::SKRU1_ACTUAL_DATA_TABLES_v1/04_excel_workbooks/HISTORICAL_reconstructed_dataset_v1.xlsx,zip_member,fadcf3d6a0a30188da568dcfb95a280938c1c9aece5e29d0106299db5b561240,False,no
DERIVED,SKRU1_ACTUAL_DATA_TABLES_v1/04_excel_workbooks/LATEST_data_catalog_v3_2.xlsx,work/data_repair/acceptance_20260905/pre_apply/files/SKRU1_ACTUAL_DATA_TABLES_v1.zip::SKRU1_ACTUAL_DATA_TABLES_v1/04_excel_workbooks/LATEST_data_catalog_v3_2.xlsx,zip_member,1b1ad2a0237d9f8144c9bf21f3e0640cb616636bd2dddd39c4ee91fd97680559,False,no
DERIVED,SKRU1_ACTUAL_DATA_TABLES_v1/02_eda_targets_v1/SKRU1_v3_2_EDA_and_targets.xlsx,work/data_repair/acceptance_20260905/pre_apply/files/SKRU1_ACTUAL_DATA_TABLES_v1.zip::SKRU1_ACTUAL_DATA_TABLES_v1/04_excel_workbooks/LATEST_EDA_and_targets_v3_2.xlsx,zip_member,f4df9ed50ffd5012c64f63d7e6c36f5d1bafcac1e6171bef412cbddcc8594eba,False,no
DERIVED,SKRU1_ACTUAL_DATA_TABLES_v1/04_excel_workbooks/HISTORICAL_baseline_audit_v3_1.xlsx,work/data_repair/acceptance_20260905/pre_apply/files/SKRU1_ACTUAL_DATA_TABLES_v1.zip::SKRU1_ACTUAL_DATA_TABLES_v1/05_audit_and_result_tables/v3_1_baseline_audit/SKRU1_v3_1_baseline_audit.xlsx,zip_member,664b9820d69049bcd07538878051d194b3087e81373d4b7d88f4b90a9fa569c3,False,no
