sample_id,point_id,profile_id,current_date,split,use_class,available_90d,target_date_90d,true_increment_90d_mm,true_rate_90d_mm_y,available_180d,target_date_180d,true_increment_180d_mm,true_rate_180d_mm_y,available_365d,target_date_365d,true_increment_365d_mm,true_rate_365d_mm_y
P-D01-W002::C009::C010,P-D01-W002,P-D01,2020-06-02,train,synthetic_evaluation_only,True,2020-08-31,15.141139477956926,61.44779104804186,True,2020-11-29,28.485572196666624,57.80197358240269,True,2021-06-02,53.59900942666661,53.63572107695885
P-D01-W002::C010::C012,P-D01-W002,P-D01,2020-10-20,train,synthetic_evaluation_only,True,2021-01-18,13.070953670967697,53.046286981343904,True,2021-04-18,25.34766410430109,51.434635078310954,True,2021-10-20,47.8304476645161,47.86320824510824
P-D01-W002::C012::C014,P-D01-W002,P-D01,2021-05-18,train,synthetic_evaluation_only,True,2021-08-16,10.858728622580657,44.06834032663983,True,2021-11-14,21.84875686591397,44.334769140417094,True,2022-05-18,45.676974251612876,45.708259850415345
P-D01-W002::C014::C015,P-D01-W002,P-D01,2021-11-02,train,synthetic_evaluation_only,True,2022-01-31,11.678396180537618,47.394824499348495,True,2022-05-01,23.14236559666665,46.95971685656941,True,2022-11-02,45.31269217333329,45.34372826386297
P-D01-W002::C015::C016,P-D01-W002,P-D01,2022-03-01,train,synthetic_evaluation_only,True,2022-05-30,11.572396861290315,46.96464392873653,True,2022-08-28,22.81682842580642,46.29914768069886,True,2023-03-01,45.46321619999998,45.49435538917806
P-D01-W002::C016::C017,P-D01-W002,P-D01,2022-05-17,train,synthetic_evaluation_only,True,2022-08-15,11.397443199999998,46.254623653333326,True,2022-11-13,21.452602110322573,43.53090511552955,True,2023-05-17,44.91043668709676,44.941197260170114
P-D01-W002::C017::C018,P-D01-W002,P-D01,2022-07-19,train,synthetic_evaluation_only,True,2022-10-17,10.23489344838714,41.53660924470448,True,2023-01-15,21.466902877419386,43.55992375543017,True,2023-07-19,43.909875164516166,43.93995042147816
P-D01-W002::C018::C020,P-D01-W002,P-D01,2022-10-18,train,synthetic_evaluation_only,True,2023-01-16,11.255230180645185,45.67747581645171,True,2023-04-16,22.85317595483872,46.3729028750269,True,2023-10-18,43.543913261290356,43.57373785941453
P-D01-W002::C020::C022,P-D01-W002,P-D01,2023-05-16,train,synthetic_evaluation_only,True,2023-08-14,10.08726976774193,40.93750314075267,True,2023-11-12,19.83701010344089,40.252599668232136,True,2024-05-15,37.29030529677425,37.315846601772044
P-D01-W002::C022::C023,P-D01-W002,P-D01,2023-11-07,validation,synthetic_evaluation_only,True,2024-02-05,8.720202215172435,35.38948732324147,True,2024-05-05,17.068313060000037,34.634451917583405,True,2024-11-06,34.085320060000015,34.10866616963015
P-D01-W002::C023::C024,P-D01-W002,P-D01,2024-01-30,validation,synthetic_evaluation_only,True,2024-04-29,8.362488338924777,33.93776517546972,True,2024-07-28,16.451889361290398,33.38362549561843,True,2025-01-29,33.98537591290318,34.00865356763804
P-D01-W002::C024::C026,P-D01-W002,P-D01,2024-05-14,validation,synthetic_evaluation_only,True,2024-08-12,8.080942487096706,32.79515826013414,True,2024-11-10,16.579862919999925,33.64330517516652,True,2025-05-14,34.02115451290314,34.044456673528416
P-D01-W002::C026::C027,P-D01-W002,P-D01,2024-09-03,test,synthetic_evaluation_only,True,2024-12-02,8.573616553548277,34.79459384648342,True,2025-03-02,17.384748440645126,35.276552044142406,True,2025-09-03,33.199074346666634,33.2218134386849
P-D01-W002::C027::C029,P-D01-W002,P-D01,2025-07-22,test,synthetic_evaluation_only,True,2025-10-20,7.682884599999966,31.179706668333196,False,2026-01-18,,,False,2026-07-22,,
P-D01-W003::C005::C007,P-D01-W003,P-D01,2019-05-14,train,synthetic_evaluation_only,True,2019-08-12,0.654306077419335,2.6553921641934677,True,2019-11-10,2.2732063790322172,4.612714610786208,True,2020-05-13,3.361716929032241,3.364019474874044
P-D01-W003::C007::C008,P-D01-W003,P-D01,2019-11-05,train,synthetic_evaluation_only,True,2020-02-03,1.0159454413793014,4.1230452495976655,True,2020-05-03,1.1697593000000097,2.3736365795833527,True,2020-11-04,3.0638610000000313,3.065959534931538
P-D01-W003::C008::C010,P-D01-W003,P-D01,2020-04-21,train,synthetic_evaluation_only,True,2020-07-20,0.23811992580647257,0.9663700322312678,True,2020-10-18,1.6096966903225507,3.2663428674461756,True,2021-04-21,2.7100128000000154,2.7118689731507004
P-D01-W003::C010::C012,P-D01-W003,P-D01,2020-10-20,train,synthetic_evaluation_only,True,2021-01-18,1.002542445161282,4.068651423279537,True,2021-04-18,1.0657047225806764,2.162492499569956,True,2021-10-20,2.863886100000002,2.86584766582192
P-D01-W003::C012::C014,P-D01-W003,P-D01,2021-05-18,train,synthetic_evaluation_only,True,2021-08-16,0.5833293322580744,2.3673448734140186,True,2021-11-14,2.2570290766666403,4.579888168069391,True,2022-05-18,3.2688319774193246,3.2710709034312555
P-D01-W003::C014::C015,P-D01-W003,P-D01,2021-11-02,train,synthetic_evaluation_only,True,2022-01-31,1.084022685913908,4.399325400333943,True,2022-05-01,1.2106821633332743,2.456675889763769,True,2022-11-02,3.1119820433332848,3.114113537883513
P-D01-W003::C015::C016,P-D01-W003,P-D01,2022-03-01,train,synthetic_evaluation_only,True,2022-05-30,0.04173769677419159,0.16938548607526088,True,2022-08-28,0.7314449774193577,1.4842237666801132,True,2023-03-01,3.369534900000019,3.3718428006164576
P-D01-W003::C016::C018,P-D01-W003,P-D01,2022-05-17,train,synthetic_evaluation_only,True,2022-08-15,0.5060793032258175,2.0538385055914428,True,2022-11-13,2.095285434193613,4.251683360217873,True,2023-05-17,3.3882013161290843,3.39052200196205
P-D01-W003::C018::C020,P-D01-W003,P-D01,2022-10-18,train,synthetic_evaluation_only,True,2023-01-16,1.3997848967741788,5.680793706075209,True,2023-04-16,1.7734949774193183,3.5987168916800334,True,2023-10-18,3.349393858064502,3.3516879634467385
P-D01-W003::C020::C022,P-D01-W003,P-D01,2023-05-16,train,synthetic_evaluation_only,True,2023-08-14,0.5181649580645171,2.1028861214784986,True,2023-11-12,2.0184608086021285,4.095793390788486,True,2024-05-15,3.2668815322580826,3.26911912234867
P-D01-W003::C022::C023,P-D01-W003,P-D01,2023-11-07,validation,synthetic_evaluation_only,True,2024-02-05,1.12748551379309,4.5757120434769565,True,2024-05-05,1.3143083258064507,2.666950644448923,True,2024-11-06,3.4113313500000118,3.4136678783219296
P-D01-W003::C023::C024,P-D01-W003,P-D01,2024-01-30,validation,synthetic_evaluation_only,True,2024-04-29,0.21687544150535132,0.8801528334425508,True,2024-07-28,0.5742931548386991,1.165336526693527,True,2025-01-29,3.3527789548386977,3.3550753787803678
P-D01-W003::C024::C026,P-D01-W003,P-D01,2024-05-14,validation,synthetic_evaluation_only,True,2024-08-12,0.5151520483871082,2.0906587297043475,True,2024-11-10,2.15272414612906,4.368236079853551,True,2025-05-14,3.2026486354839108,3.204842230439722
P-D01-W003::C026::C027,P-D01-W003,P-D01,2024-09-03,test,synthetic_evaluation_only,True,2024-12-02,1.713046256989287,6.952112726281523,True,2025-03-02,2.363173189247334,4.795272263181048,True,2025-09-03,3.383452433333332,3.3857698665068483
P-D01-W003::C027::C029,P-D01-W003,P-D01,2025-07-22,test,synthetic_evaluation_only,True,2025-10-20,1.6008282000000236,6.496694445000095,False,2026-01-18,,,False,2026-07-22,,
P-D01-W004::C005::C007,P-D01-W004,P-D01,2019-05-14,train,synthetic_evaluation_only,True,2019-08-12,0.592687322580673,2.4053227174732315,True,2019-11-10,0.9542406958064475,1.9363134119072498,True,2020-05-13,2.3482180193548174,2.349826387861225
P-D01-W004::C007::C008,P-D01-W004,P-D01,2019-11-05,train,synthetic_evaluation_only,True,2020-02-03,0.7202762156322251,2.923120975107447,True,2020-05-03,1.3655414789247402,2.7709112509847853,True,2020-11-04,2.545877536666694,2.547621288404137
P-D01-W004::C008::C010,P-D01-W004,P-D01,2020-04-21,train,synthetic_evaluation_only,True,2020-07-20,0.6211687462366058,2.520909828476892,True,2020-10-18,1.1790594172043143,2.392508067410421,True,2021-04-21,2.557827133333376,2.55957906972607
P-D01-W004::C010::C012,P-D01-W004,P-D01,2020-10-20,train,synthetic_evaluation_only,True,2021-01-18,0.5052990806451021,2.050672102284706,True,2021-04-18,1.3368195409677242,2.7126296518803406,True,2021-10-20,2.396084587096709,2.397725740923488
P-D01-W004::C012::C014,P-D01-W004,P-D01,2021-05-18,train,synthetic_evaluation_only,True,2021-08-16,0.5381683290322599,2.1840664686559212,True,2021-11-14,0.9254205429032254,1.8778325183077949,True,2022-05-18,2.6207905741935633,2.6225856362306823
P-D01-W004::C014::C015,P-D01-W004,P-D01,2021-11-02,train,synthetic_evaluation_only,True,2022-01-31,0.7705379770968079,3.1270999570512124,True,2022-05-01,1.628849090000017,3.3052062784583676,True,2022-11-02,2.7526392500000156,2.754524619349331
P-D01-W004::C015::C016,P-D01-W004,P-D01,2022-03-01,train,synthetic_evaluation_only,True,2022-05-30,0.8290078516129142,3.3643901977957436,True,2022-08-28,1.3156872000000703,2.6697486100001426,True,2023-03-01,2.2401595000000043,2.2416938558219224
P-D01-W004::C016::C018,P-D01-W004,P-D01,2022-05-17,train,synthetic_evaluation_only,True,2022-08-15,0.5324481129032392,2.160851924865646,True,2022-11-13,1.0402530329031947,2.110846779266066,True,2023-05-17,2.037694580645166,2.039090261864786
P-D01-W004::C018::C020,P-D01-W004,P-D01,2022-10-18,train,synthetic_evaluation_only,True,2023-01-16,0.42707648064515524,1.7332187172849216,True,2023-04-16,0.9118893161290771,1.8503754039785856,True,2023-10-18,2.063701732258096,2.065115226595259
P-D01-W004::C020::C022,P-D01-W004,P-D01,2023-05-16,train,synthetic_evaluation_only,True,2023-08-14,0.5717033451612679,2.3201627424461453,True,2023-11-12,1.1043935944085774,2.2409986686540715,True,2024-05-15,3.2290163290322766,3.231227984052162
P-D01-W004::C022::C023,P-D01-W004,P-D01,2023-11-07,validation,synthetic_evaluation_only,True,2024-02-05,0.9186951779309993,3.728371263769972,True,2024-05-05,2.040776443225809,4.141075532712371,True,2024-11-06,3.6400310566666576,3.6425242286232784
P-D01-W004::C023::C024,P-D01-W004,P-D01,2024-01-30,validation,synthetic_evaluation_only,True,2024-04-29,1.1174812462365935,4.535111390976842,True,2024-07-28,2.067729332258068,4.195767436706996,True,2025-01-29,3.5289261612903147,3.5313432340035273
P-D01-W004::C024::C026,P-D01-W004,P-D01,2024-05-14,validation,synthetic_evaluation_only,True,2024-08-12,0.8808505032258154,3.5747849589247673,True,2024-11-10,1.5195454345161465,3.0834109442056805,True,2025-05-14,3.1529429483870786,3.1551024983517273
P-D01-W004::C026::C027,P-D01-W004,P-D01,2024-09-03,test,synthetic_evaluation_only,True,2024-12-02,0.6474610292473244,2.6276126770287247,True,2025-03-02,1.5033686647311697,3.050585582183665,True,2025-09-03,2.828141559999949,2.8300786432602227
P-D01-W004::C027::C029,P-D01-W004,P-D01,2025-07-22,test,synthetic_evaluation_only,True,2025-10-20,0.4261368935484029,1.7294055596506017,False,2026-01-18,,,False,2026-07-22,,
P-D01-W005::C005::C007,P-D01-W005,P-D01,2019-05-14,train,synthetic_evaluation_only,True,2019-08-12,7.973906883870967,32.36077210370968,True,2019-11-10,16.85343437419357,34.19842725096778,True,2020-05-13,33.827524761290334,33.85069429879807
P-D01-W005::C007::C008,P-D01-W005,P-D01,2019-11-05,train,synthetic_evaluation_only,True,2020-02-03,8.856597394252873,35.943024425009575,True,2020-05-03,16.72668673118281,33.94123515869178,True,2020-11-04,32.64459459666665,32.66695390803423
P-D01-W005::C008::C009,P-D01-W005,P-D01,2020-04-21,train,synthetic_evaluation_only,True,2020-07-20,6.908747518279569,28.038000345017917,True,2020-10-18,15.154053460215067,30.750100146353073,True,2021-04-21,34.717987299999976,34.74176674335614
P-D01-W005::C009::C010,P-D01-W005,P-D01,2020-06-02,train,synthetic_evaluation_only,True,2020-08-31,7.337388630537674,29.77756885893206,True,2020-11-29,16.322047760000004,33.12015524633334,True,2021-06-02,35.720839726666696,35.74530605524661
P-D01-W005::C010::C012,P-D01-W005,P-D01,2020-10-20,train,synthetic_evaluation_only,True,2021-01-18,9.632871103225796,39.093401893924685,True,2021-04-18,19.057682901720398,38.67121488807431,True,2021-10-20,37.77848894193545,37.80436461929294
P-D01-W005::C012::C014,P-D01-W005,P-D01,2021-05-18,train,synthetic_evaluation_only,True,2021-08-16,8.892202574193561,36.0875221136022,True,2021-11-14,18.525479055806443,37.591284584073904,True,2022-05-18,39.09378029032257,39.12055685216526
P-D01-W005::C014::C015,P-D01-W005,P-D01,2021-11-02,train,synthetic_evaluation_only,True,2022-01-31,10.002033980322551,40.591587903475684,True,2022-05-01,20.06263629,40.710432805125,True,2022-11-02,40.25618248999996,40.28375521773284
P-D01-W005::C015::C016,P-D01-W005,P-D01,2022-03-01,train,synthetic_evaluation_only,True,2022-05-30,10.056771280645194,40.81373011395174,True,2022-08-28,19.563232632258064,39.69705954962365,True,2023-03-01,40.90584000000001,40.93385769863015
P-D01-W005::C016::C017,P-D01-W005,P-D01,2022-05-17,train,synthetic_evaluation_only,True,2022-08-15,9.575188032258097,38.85930476424744,True,2022-11-13,19.777756745161298,40.13236472872313,True,2023-05-17,40.75030367419356,40.77821484109369
P-D01-W005::C017::C018,P-D01-W005,P-D01,2022-07-19,train,synthetic_evaluation_only,True,2022-10-17,9.798065306451633,39.763815035349545,True,2023-01-15,20.536244796774213,41.671463400121006,True,2023-07-19,40.57909785806453,40.606891760707036
P-D01-W005::C018::C020,P-D01-W005,P-D01,2022-10-18,train,synthetic_evaluation_only,True,2023-01-16,10.734457161290322,43.56400531290322,True,2023-04-16,20.70734812258064,42.018660565403216,True,2023-10-18,40.18969775806454,40.21722494830979
P-D01-W005::C020::C022,P-D01-W005,P-D01,2023-05-16,train,synthetic_evaluation_only,True,2023-08-14,9.380787422580681,38.07036228997327,True,2023-11-12,18.973923889032278,38.50125389149466,True,2024-05-15,39.878218416129016,39.905532264359245
P-D01-W005::C022::C023,P-D01-W005,P-D01,2023-11-07,validation,synthetic_evaluation_only,True,2024-02-05,10.355086905517226,42.02439435822407,True,2024-05-05,20.398817407741944,41.39260032320969,True,2024-11-06,39.413429673333326,39.44042517310958
P-D01-W005::C023::C024,P-D01-W005,P-D01,2024-01-30,validation,synthetic_evaluation_only,True,2024-04-29,10.082866246666697,40.91963218438901,True,2024-07-28,19.845538161290335,40.26990451895164,True,2025-01-29,38.17148117096781,38.19762602108491
P-D01-W005::C024::C026,P-D01-W005,P-D01,2024-05-14,validation,synthetic_evaluation_only,True,2024-08-12,9.710495025806438,39.408425646397795,True,2024-11-10,18.42062077483871,37.378509655610216,True,2025-05-14,36.70964604516132,36.73478963834294
P-D01-W005::C026::C027,P-D01-W005,P-D01,2024-09-03,test,synthetic_evaluation_only,True,2024-12-02,8.509064189677417,34.532618836440854,True,2025-03-02,17.765546341290303,36.04925445086824,True,2025-09-03,35.77414273333335,35.79864557082193
P-D01-W005::C027::C029,P-D01-W005,P-D01,2025-07-22,test,synthetic_evaluation_only,True,2025-10-20,9.34279068064518,37.916158845618355,False,2026-01-18,,,False,2026-07-22,,
P-D01-W006::C005::C007,P-D01-W006,P-D01,2019-05-14,train,synthetic_evaluation_only,True,2019-08-12,8.249962761290305,33.48109887290316,True,2019-11-10,16.76060215322579,34.01005520258733,True,2020-05-13,31.314230025806438,31.33567812856384
P-D01-W006::C007::C008,P-D01-W006,P-D01,2019-11-05,train,synthetic_evaluation_only,True,2020-02-03,7.842601004597697,31.82788907699232,True,2020-05-03,14.405431853763446,29.23102213659499,True,2020-11-04,26.129626006666683,26.147523010780837
P-D01-W006::C008::C009,P-D01-W006,P-D01,2020-04-21,train,synthetic_evaluation_only,True,2020-07-20,5.488532905376303,22.274296040985497,True,2020-10-18,11.376842815053749,23.085510212213233,True,2021-04-21,22.421413433333328,22.436770565821913
P-D01-W006::C009::C010,P-D01-W006,P-D01,2020-06-02,train,synthetic_evaluation_only,True,2020-08-31,5.641436378924709,22.894829304469443,True,2020-11-29,11.535265786666685,23.40697682544448,True,2021-06-02,22.04871868666669,22.063820548780843
P-D01-W006::C010::C012,P-D01-W006,P-D01,2020-10-20,train,synthetic_evaluation_only,True,2021-01-18,5.7777435064516,23.448009063682743,True,2021-04-18,10.758201813763435,21.830184513761637,True,2021-10-20,25.362982641935503,25.380354547854633
P-D01-W006::C012::C014,P-D01-W006,P-D01,2021-05-18,train,synthetic_evaluation_only,True,2021-08-16,6.3547439322580885,25.789669125080742,True,2021-11-14,15.99101358440862,32.44843173169583,True,2022-05-18,41.84973858064518,41.87840278515247
P-D01-W006::C014::C015,P-D01-W006,P-D01,2021-11-02,train,synthetic_evaluation_only,True,2022-01-31,11.059436641397781,44.88288036967266,True,2022-05-01,24.205183383333292,49.1163512820138,True,2022-11-02,67.89007770666666,67.9365777598904
P-D01-W006::C015::C016,P-D01-W006,P-D01,2022-03-01,train,synthetic_evaluation_only,True,2022-05-30,14.472213916129078,58.73306814295717,True,2022-08-28,34.447508348387146,69.89973569026891,True,2023-03-01,92.35639460000004,92.4196524045206
P-D01-W006::C016::C017,P-D01-W006,P-D01,2022-05-17,train,synthetic_evaluation_only,True,2022-08-15,19.131540209677382,77.64216735094071,True,2022-11-13,44.13555380903222,89.55839460416121,True,2023-05-17,109.16833838064514,109.24311121515242
P-D01-W006::C017::C018,P-D01-W006,P-D01,2022-07-19,train,synthetic_evaluation_only,True,2022-10-17,23.31683938709682,94.6275065126346,True,2023-01-15,51.729162667741946,104.9670925799597,True,2023-07-19,121.83423480967747,121.9176829157115
P-D01-W006::C018::C020,P-D01-W006,P-D01,2022-10-18,train,synthetic_evaluation_only,True,2023-01-16,28.465569241935498,115.5227685068549,True,2023-04-16,60.78324729193548,123.33933929655241,True,2023-10-18,136.60161256451613,136.695175312848
P-D01-W006::C020::C022,P-D01-W006,P-D01,2023-05-16,train,synthetic_evaluation_only,True,2023-08-14,36.652323648387096,148.74734680637096,True,2023-11-12,74.99443197827952,152.17620155592553,True,2024-05-15,151.83986812258064,151.94386803225365
P-D01-W006::C022::C023,P-D01-W006,P-D01,2023-11-07,validation,synthetic_evaluation_only,True,2024-02-05,38.29124101586217,155.39861978937398,True,2024-05-05,74.99128441741937,152.1698146303468,True,2024-11-06,152.14408575666675,152.24829403458227
P-D01-W006::C023::C024,P-D01-W006,P-D01,2024-01-30,validation,synthetic_evaluation_only,True,2024-04-29,36.797219444085954,149.3353822439155,True,2024-07-28,73.6149074903226,149.37691644911294,True,2025-01-29,152.41822824516134,152.5226242919046
P-D01-W006::C024::C026,P-D01-W006,P-D01,2024-05-14,validation,synthetic_evaluation_only,True,2024-08-12,37.10052839677428,150.56631107690896,True,2024-11-10,75.26965591838712,152.73467680106052,True,2025-05-14,152.61569797096774,152.72022927094787
P-D01-W006::C026::C027,P-D01-W006,P-D01,2024-09-03,test,synthetic_evaluation_only,True,2024-12-02,38.42298916258062,155.93329768480635,True,2025-03-02,76.5886734754838,155.41118326066922,True,2025-09-03,153.03894566666656,153.14376686232865
P-D01-W006::C027::C029,P-D01-W006,P-D01,2025-07-22,test,synthetic_evaluation_only,True,2025-10-20,38.86710018064514,157.73564823311818,False,2026-01-18,,,False,2026-07-22,,
P-D01-W007::C005::C007,P-D01-W007,P-D01,2019-05-14,train,synthetic_evaluation_only,True,2019-08-12,9.578442596774195,38.87251287190861,True,2019-11-10,19.9043588583871,40.389261516810485,True,2020-05-13,38.63177991612905,38.65824003935927
P-D01-W007::C007::C008,P-D01-W007,P-D01,2019-11-05,train,synthetic_evaluation_only,True,2020-02-03,10.143989107816111,41.167689129220385,True,2020-05-03,18.532278534623657,37.6050818598405,True,2020-11-04,33.78551050333334,33.808651263952065
P-D01-W007::C008::C009,P-D01-W007,P-D01,2020-04-21,train,synthetic_evaluation_only,True,2020-07-20,6.9896393311827865,28.366286285716807,True,2020-10-18,14.671232315053771,29.770375572629945,True,2021-04-21,30.98873686666667,31.009962028904113
P-D01-W007::C009::C010,P-D01-W007,P-D01,2020-06-02,train,synthetic_evaluation_only,True,2020-08-31,7.0616494668817325,28.658527419761697,True,2020-11-29,15.410997586666667,31.27148260294445,True,2021-06-02,30.35031323333331,30.371101119109564
P-D01-W007::C010::C012,P-D01-W007,P-D01,2020-10-20,train,synthetic_evaluation_only,True,2021-01-18,8.766434993548359,35.57711534881709,True,2021-04-18,15.93110538709675,32.326868014650486,True,2021-10-20,28.465319548387072,28.484816342598297
P-D01-W007::C012::C014,P-D01-W007,P-D01,2021-05-18,train,synthetic_evaluation_only,True,2021-08-16,6.04384301290321,24.527929560698862,True,2021-11-14,12.275302574408585,24.90863480723742,True,2022-05-18,21.827312138709658,21.842262352503294
P-D01-W007::C014::C015,P-D01-W007,P-D01,2021-11-02,train,synthetic_evaluation_only,True,2022-01-31,5.129586172688192,20.817570550826247,True,2022-05-01,9.44521455333333,19.16591453113888,True,2022-11-02,20.306369940000025,20.32027841256167
P-D01-W007::C015::C016,P-D01-W007,P-D01,2022-03-01,train,synthetic_evaluation_only,True,2022-05-30,4.5689146387096855,18.542178575430142,True,2022-08-28,9.693926912903237,19.67059336076615,True,2023-03-01,21.135946700000005,21.150423375821923
P-D01-W007::C016::C017,P-D01-W007,P-D01,2022-05-17,train,synthetic_evaluation_only,True,2022-08-15,5.0599119645161466,20.53480938932803,True,2022-11-13,10.707685749677438,21.727679000387134,True,2023-05-17,20.388770741935474,20.402735653402555
P-D01-W007::C017::C018,P-D01-W007,P-D01,2022-07-19,train,synthetic_evaluation_only,True,2022-10-17,5.452785190322572,22.12921989739244,True,2023-01-15,11.204602703225788,22.736006318628995,True,2023-07-19,19.33515424193547,19.348397498265562
P-D01-W007::C018::C020,P-D01-W007,P-D01,2022-10-18,train,synthetic_evaluation_only,True,2023-01-16,5.74755377741937,23.32548908002694,True,2023-04-16,10.224302532258065,20.746813888373655,True,2023-10-18,17.161543509677415,17.173297991533357
P-D01-W007::C020::C022,P-D01-W007,P-D01,2023-05-16,train,synthetic_evaluation_only,True,2023-08-14,3.458832387096777,14.037094770967753,True,2023-11-12,6.775556245591389,13.748732881679194,True,2024-05-15,13.845377996774204,13.85486113238843
P-D01-W007::C022::C023,P-D01-W007,P-D01,2023-11-07,validation,synthetic_evaluation_only,True,2024-02-05,3.4168984682758605,13.866912950419534,True,2024-05-05,6.939428581290343,14.081257162868322,True,2024-11-06,13.074303003333341,13.08325800539042
P-D01-W007::C023::C024,P-D01-W007,P-D01,2024-01-30,validation,synthetic_evaluation_only,True,2024-04-29,3.5524659901075495,14.417091143186472,True,2024-07-28,6.449976232258081,13.088076771290355,True,2025-01-29,11.8747343451613,11.882867724849767
