sample_id,point_id,current_date,target_date,true_current_settlement_mm,true_target_settlement_mm,true_increment_mm,true_rate_mm_y,process_family,use_class
P-D01-W001::C024::C026,P-D01-W001,2024-05-14,2024-09-03,611.8417164903226,658.65131102,46.80959452967738,152.65361073182737,accelerating,evaluation_only
P-D01-W001::C026::C027,P-D01-W001,2024-09-03,2025-07-22,658.65131102,790.8914040290323,132.2400930090323,150.00215519114613,accelerating,evaluation_only
P-D01-W001::C027::C029,P-D01-W001,2025-07-22,2025-11-04,790.8914040290323,834.01499194,43.12358791096767,150.0084808045804,accelerating,evaluation_only
P-D01-W002::C005::C007,P-D01-W002,2019-05-14,2019-11-05,253.81549329354837,288.8233639733333,35.00787067978493,73.06642723309398,decaying,evaluation_only
P-D01-W002::C007::C008,P-D01-W002,2019-11-05,2020-04-21,288.8233639733333,321.07958453333333,32.25622056000003,70.1284795210715,decaying,evaluation_only
P-D01-W002::C008::C009,P-D01-W002,2020-04-21,2020-06-02,321.07958453333333,328.8612992833334,7.781714750000049,67.67312648660756,decaying,evaluation_only
P-D01-W002::C009::C010,P-D01-W002,2020-06-02,2020-10-20,328.8612992833334,351.5547161290323,22.69341684569889,59.20550359208229,decaying,evaluation_only
P-D01-W002::C010::C012,P-D01-W002,2020-10-20,2021-05-18,351.5547161290323,380.62128857741936,29.06657244838709,50.55507422273041,decaying,evaluation_only
P-D01-W002::C012::C014,P-D01-W002,2021-05-18,2021-11-02,380.62128857741936,400.96959660333334,20.34830802591398,44.23940182419691,decaying,evaluation_only
P-D01-W002::C014::C015,P-D01-W002,2021-11-02,2022-03-01,400.96959660333334,416.269137,15.299540396666657,46.95930361245795,decaying,evaluation_only
P-D01-W002::C015::C016,P-D01-W002,2022-03-01,2022-05-17,416.269137,426.1696569096774,9.900519909677428,46.96318048064521,decaying,evaluation_only
P-D01-W002::C016::C017,P-D01-W002,2022-05-17,2022-07-19,426.1696569096774,434.26742889999997,8.097771990322542,46.94779713436998,decaying,evaluation_only
P-D01-W002::C017::C018,P-D01-W002,2022-07-19,2022-10-18,434.26742889999997,444.6128657451613,10.345436845161316,41.52385502961726,decaying,evaluation_only
P-D01-W002::C018::C020,P-D01-W002,2022-10-18,2023-05-16,444.6128657451613,470.9652258032258,26.352360058064505,45.83428338670505,decaying,evaluation_only
P-D01-W002::C020::C022,P-D01-W002,2023-05-16,2023-11-07,470.9652258032258,490.28043404,19.315208236774197,40.31359890561015,decaying,evaluation_only
P-D01-W002::C022::C023,P-D01-W002,2023-11-07,2024-01-30,490.28043404,498.4433455677419,8.162911527741926,35.494088517949265,decaying,evaluation_only
P-D01-W002::C023::C024,P-D01-W002,2024-01-30,2024-05-14,498.4433455677419,508.16485270000004,9.721507132258125,33.81695695292648,decaying,evaluation_only
P-D01-W002::C024::C026,P-D01-W002,2024-05-14,2024-09-03,508.16485270000004,518.25459074,10.089738039999986,32.9042573134821,decaying,evaluation_only
P-D01-W002::C026::C027,P-D01-W002,2024-09-03,2025-07-22,518.25459074,547.8027161645161,29.548125424516115,33.51693419659786,decaying,evaluation_only
P-D01-W002::C027::C029,P-D01-W002,2025-07-22,2025-11-04,547.8027161645161,556.8360474,9.033331235483843,31.42308794057594,decaying,evaluation_only
P-D01-W003::C005::C007,P-D01-W003,2019-05-14,2019-11-05,422.5548395709678,424.7467972,2.191957629032231,4.574928708594414,stable,evaluation_only
P-D01-W003::C007::C008,P-D01-W003,2019-11-05,2020-04-21,424.7467972,425.9165565,1.1697593000000097,2.5431820495535926,stable,evaluation_only
P-D01-W003::C008::C010,P-D01-W003,2020-04-21,2020-10-20,425.9165565,427.56086457741935,1.644308077419339,3.299909479546228,stable,evaluation_only
P-D01-W003::C010::C012,P-D01-W003,2020-10-20,2021-05-18,427.56086457741935,428.6265693,1.0657047225806764,1.8535649996313908,stable,evaluation_only
P-D01-W003::C012::C014,P-D01-W003,2021-05-18,2021-11-02,428.6265693,430.6844207366667,2.057851436666681,4.473989507395864,stable,evaluation_only
P-D01-W003::C014::C015,P-D01-W003,2021-11-02,2022-03-01,430.6844207366667,431.8538742,1.1694534633332978,3.5894359452309836,stable,evaluation_only
P-D01-W003::C015::C016,P-D01-W003,2022-03-01,2022-05-17,431.8538742,431.8953837258064,0.041509525806418424,0.19690070520512115,stable,evaluation_only
P-D01-W003::C016::C018,P-D01-W003,2022-05-17,2022-10-18,431.8953837258064,433.5097959225807,1.6144121967742535,3.8289873692973773,stable,evaluation_only
P-D01-W003::C018::C020,P-D01-W003,2022-10-18,2023-05-16,433.5097959225807,435.2835666580645,1.7737707354838221,3.085094100645076,stable,evaluation_only
P-D01-W003::C020::C022,P-D01-W003,2023-05-16,2023-11-07,435.2835666580645,437.2182128,1.9346461419355023,4.03788287623967,stable,evaluation_only
P-D01-W003::C022::C023,P-D01-W003,2023-11-07,2024-01-30,437.2182128,438.3064709451613,1.0882581451613191,4.731979613335379,stable,evaluation_only
P-D01-W003::C023::C024,P-D01-W003,2024-01-30,2024-05-14,438.3064709451613,438.54865548387096,0.24218453870963685,0.8424562167970938,stable,evaluation_only
P-D01-W003::C024::C026,P-D01-W003,2024-05-14,2024-09-03,438.54865548387096,439.3780137333333,0.8293582494623593,2.704670541215417,stable,evaluation_only
P-D01-W003::C026::C027,P-D01-W003,2024-09-03,2025-07-22,439.3780137333333,442.110678116129,2.73266438279569,3.0997070366960426,stable,evaluation_only
P-D01-W003::C027::C029,P-D01-W003,2025-07-22,2025-11-04,442.110678116129,444.01263364,1.9019555238709813,6.6160881437512,stable,evaluation_only
P-D01-W004::C005::C007,P-D01-W004,2019-05-14,2019-11-05,424.03917857419356,424.9585319533333,0.9193533791397499,1.918821838461678,stable,evaluation_only
P-D01-W004::C007::C008,P-D01-W004,2019-11-05,2020-04-21,424.9585319533333,426.23776646666664,1.2792345133333356,2.7811928928273857,stable,evaluation_only
P-D01-W004::C008::C010,P-D01-W004,2020-04-21,2020-10-20,426.23776646666664,427.4269689290323,1.1892024623656425,2.3865725240607194,stable,evaluation_only
P-D01-W004::C010::C012,P-D01-W004,2020-10-20,2021-05-18,427.4269689290323,429.03613268709677,1.6091637580644829,2.7987955363478685,stable,evaluation_only
P-D01-W004::C012::C014,P-D01-W004,2021-05-18,2021-11-02,429.03613268709677,429.88256311,0.8464304229032109,1.840230428365463,stable,evaluation_only
P-D01-W004::C014::C015,P-D01-W004,2021-11-02,2022-03-01,429.88256311,430.9306291,1.0480659899999978,3.216858007121842,stable,evaluation_only
P-D01-W004::C015::C016,P-D01-W004,2022-03-01,2022-05-17,430.9306291,431.6483637870968,0.7177346870968222,3.4045791488586272,stable,evaluation_only
P-D01-W004::C016::C018,P-D01-W004,2022-05-17,2022-10-18,431.6483637870968,432.54741018387097,0.8990463967741675,2.1323162105309397,stable,evaluation_only
P-D01-W004::C018::C020,P-D01-W004,2022-10-18,2023-05-16,432.54741018387097,433.67814793225807,1.130737748387105,1.9666760123732863,stable,evaluation_only
P-D01-W004::C020::C022,P-D01-W004,2023-05-16,2023-11-07,433.67814793225807,434.74335556,1.065207627741927,2.2232404916156505,stable,evaluation_only
P-D01-W004::C022::C023,P-D01-W004,2023-11-07,2024-01-30,434.74335556,435.5912881870968,0.8479326270967817,3.6869927624654704,stable,evaluation_only
P-D01-W004::C023::C024,P-D01-W004,2024-01-30,2024-05-14,435.5912881870968,436.89486103548387,1.3035728483870912,4.53457126546081,stable,evaluation_only
P-D01-W004::C024::C026,P-D01-W004,2024-05-14,2024-09-03,436.89486103548387,437.93849549333333,1.043634457849464,3.4034596940135424,stable,evaluation_only
P-D01-W004::C026::C027,P-D01-W004,2024-09-03,2025-07-22,437.93849549333333,440.5275154935484,2.5890200002150436,2.9367688045917535,stable,evaluation_only
P-D01-W004::C027::C029,P-D01-W004,2025-07-22,2025-11-04,440.5275154935484,440.9894226,0.46190710645163335,1.6067768631567532,stable,evaluation_only
P-D01-W005::C005::C007,P-D01-W005,2019-05-14,2019-11-05,220.36723102580643,236.72531773333333,16.358086707526894,34.14166382813828,uniform_creep,evaluation_only
P-D01-W005::C007::C008,P-D01-W005,2019-11-05,2020-04-21,236.72531773333333,252.49628393333333,15.770966200000004,34.28777026517858,uniform_creep,evaluation_only
P-D01-W005::C008::C009,P-D01-W005,2020-04-21,2020-06-02,252.49628393333333,255.68088565333332,3.184601719999989,27.69466138642848,uniform_creep,evaluation_only
P-D01-W005::C009::C010,P-D01-W005,2020-06-02,2020-10-20,255.68088565333332,267.8508534516129,12.1699677982796,31.750576702297316,uniform_creep,evaluation_only
P-D01-W005::C010::C012,P-D01-W005,2020-10-20,2021-05-18,267.8508534516129,289.91652207419355,22.06566862258063,38.37850221141703,uniform_creep,evaluation_only
P-D01-W005::C012::C014,P-D01-W005,2021-05-18,2021-11-02,289.91652207419355,307.06755941,17.15103733580645,37.288192779186346,uniform_creep,evaluation_only
P-D01-W005::C014::C015,P-D01-W005,2021-11-02,2022-03-01,307.06755941,320.2806652,13.213105789999986,40.555352015105,uniform_creep,evaluation_only
P-D01-W005::C015::C016,P-D01-W005,2022-03-01,2022-05-17,320.2806652,328.8997078548387,8.619042654838722,40.884484801036926,uniform_creep,evaluation_only
P-D01-W005::C016::C017,P-D01-W005,2022-05-17,2022-07-19,328.8997078548387,335.65419211935483,6.7544842645161225,39.159926628801806,uniform_creep,evaluation_only
P-D01-W005::C017::C018,P-D01-W005,2022-07-19,2022-10-18,335.65419211935483,345.56881867741936,9.914626558064526,39.794696157506245,uniform_creep,evaluation_only
P-D01-W005::C018::C020,P-D01-W005,2022-10-18,2023-05-16,345.56881867741936,369.54356747096773,23.974748793548372,41.69893808020734,uniform_creep,evaluation_only
P-D01-W005::C020::C022,P-D01-W005,2023-05-16,2023-11-07,369.54356747096773,387.95079906,18.40723158903228,38.41852193082308,uniform_creep,evaluation_only
P-D01-W005::C022::C023,P-D01-W005,2023-11-07,2024-01-30,387.95079906,397.61958799999996,9.668788939999956,42.041966194464095,uniform_creep,evaluation_only
P-D01-W005::C023::C024,P-D01-W005,2024-01-30,2024-05-14,397.61958799999996,409.3145689451613,11.69498094516132,40.68182657352545,uniform_creep,evaluation_only
P-D01-W005::C024::C026,P-D01-W005,2024-05-14,2024-09-03,409.3145689451613,421.27446862,11.95989967483871,39.00315496638249,uniform_creep,evaluation_only
P-D01-W005::C026::C027,P-D01-W005,2024-09-03,2025-07-22,421.27446862,452.7753169387097,31.5008483187097,35.73194052300844,uniform_creep,evaluation_only
P-D01-W005::C027::C029,P-D01-W005,2025-07-22,2025-11-04,452.7753169387097,463.81881351000004,11.043496571290348,38.415591644417134,uniform_creep,evaluation_only
P-D01-W006::C005::C007,P-D01-W006,2019-05-14,2019-11-05,229.5689694967742,245.88563973333333,16.316670236559133,34.05522173658985,reactivated,evaluation_only
P-D01-W006::C007::C008,P-D01-W006,2019-11-05,2020-04-21,245.88563973333333,259.50237703333335,13.616737300000011,29.60424582633931,reactivated,evaluation_only
P-D01-W006::C008::C009,P-D01-W006,2020-04-21,2020-06-02,259.50237703333335,262.0668419533333,2.5644649199999776,22.301686000714092,reactivated,evaluation_only
P-D01-W006::C009::C010,P-D01-W006,2020-06-02,2020-10-20,262.0668419533333,271.0143091129032,8.947467159569896,23.34330271452075,reactivated,evaluation_only
P-D01-W006::C010::C012,P-D01-W006,2020-10-20,2021-05-18,271.0143091129032,283.31834483225805,12.304035719354829,21.400233554735006,reactivated,evaluation_only
P-D01-W006::C012::C014,P-D01-W006,2021-05-18,2021-11-02,283.31834483225805,297.8856902166667,14.567345384408668,31.670969652709918,reactivated,evaluation_only
P-D01-W006::C014::C015,P-D01-W006,2021-11-02,2022-03-01,297.8856902166667,312.8680176,14.982327383333256,45.985672913970355,reactivated,evaluation_only
P-D01-W006::C015::C016,P-D01-W006,2022-03-01,2022-05-17,312.8680176,324.9870710709678,12.119053470967799,57.48680883468816,reactivated,evaluation_only
P-D01-W006::C016::C017,P-D01-W006,2022-05-17,2022-07-19,324.9870710709678,337.788175732258,12.801104661290253,74.21592821486135,reactivated,evaluation_only
P-D01-W006::C017::C018,P-D01-W006,2022-07-19,2022-10-18,337.788175732258,361.3961146580645,23.60793892580648,94.75604057858041,reactivated,evaluation_only
P-D01-W006::C018::C020,P-D01-W006,2022-10-18,2023-05-16,361.3961146580645,433.7619115483871,72.3657968903226,125.86479673423965,reactivated,evaluation_only
P-D01-W006::C020::C022,P-D01-W006,2023-05-16,2023-11-07,433.7619115483871,506.59594405999997,72.83403251161286,152.01503071352343,reactivated,evaluation_only
P-D01-W006::C022::C023,P-D01-W006,2023-11-07,2024-01-30,506.59594405999997,542.3815423225807,35.78559826258072,155.6034495881858,reactivated,evaluation_only
P-D01-W006::C023::C024,P-D01-W006,2024-01-30,2024-05-14,542.3815423225807,585.2003245516129,42.818782229032195,148.9481924681334,reactivated,evaluation_only
P-D01-W006::C024::C026,P-D01-W006,2024-05-14,2024-09-03,585.2003245516129,631.5596527600001,46.35932820838718,151.1852198938698,reactivated,evaluation_only
P-D01-W006::C026::C027,P-D01-W006,2024-09-03,2025-07-22,631.5596527600001,766.3037407064517,134.7440879464516,152.8424786411225,reactivated,evaluation_only
P-D01-W006::C027::C029,P-D01-W006,2025-07-22,2025-11-04,766.3037407064517,811.77356439,45.469823683548384,158.17002952777187,reactivated,evaluation_only
P-D01-W007::C005::C007,P-D01-W007,2019-05-14,2019-11-05,102.5557618516129,121.87196542666666,19.316203575053763,40.315676318790786,decaying,evaluation_only
P-D01-W007::C007::C008,P-D01-W007,2019-11-05,2020-04-21,121.87196542666666,139.37231083333333,17.500345406666668,38.04762595110119,decaying,evaluation_only
P-D01-W007::C008::C009,P-D01-W007,2020-04-21,2020-06-02,139.37231083333333,142.74966442666667,3.377353593333339,29.370914284881003,decaying,evaluation_only
P-D01-W007::C009::C010,P-D01-W007,2020-06-02,2020-10-20,142.74966442666667,154.23119321290324,11.481528786236566,29.954488494092185,decaying,evaluation_only
P-D01-W007::C010::C012,P-D01-W007,2020-10-20,2021-05-18,154.23119321290324,172.12630843225807,17.895115219354835,31.124718256520733,decaying,evaluation_only
P-D01-W007::C012::C014,P-D01-W007,2021-05-18,2021-11-02,172.12630843225807,183.58946964666666,11.463161214408586,24.92214067596867,decaying,evaluation_only
P-D01-W007::C014::C015,P-D01-W007,2021-11-02,2022-03-01,183.58946964666666,190.0333669,6.443897253333347,19.778432535966427,decaying,evaluation_only
P-D01-W007::C015::C016,P-D01-W007,2022-03-01,2022-05-17,190.0333669,193.89956549032257,3.8661985903225684,18.339338118380756,decaying,evaluation_only
P-D01-W007::C016::C017,P-D01-W007,2022-05-17,2022-07-19,193.89956549032257,197.38381243225808,3.4842469419355098,20.20033643717373,decaying,evaluation_only
P-D01-W007::C017::C018,P-D01-W007,2022-07-19,2022-10-18,197.38381243225808,202.90290216774193,5.5190897354838455,22.152170614126096,decaying,evaluation_only
P-D01-W007::C018::C020,P-D01-W007,2022-10-18,2023-05-16,202.90290216774193,214.25058436774194,11.347682200000008,19.7368615407143,decaying,evaluation_only
P-D01-W007::C020::C022,P-D01-W007,2023-05-16,2023-11-07,214.25058436774194,220.82422788,6.573643512258059,13.720133102012891,decaying,evaluation_only
P-D01-W007::C022::C023,P-D01-W007,2023-11-07,2024-01-30,220.82422788,224.0059440032258,3.1817161232258115,13.834783500097947,decaying,evaluation_only
P-D01-W007::C023::C024,P-D01-W007,2024-01-30,2024-05-14,224.0059440032258,228.06273177419357,4.056787770967759,14.111826031866418,decaying,evaluation_only
P-D01-W007::C024::C026,P-D01-W007,2024-05-14,2024-09-03,228.06273177419357,231.6158591,3.553127325806429,11.587319247774985,decaying,evaluation_only
P-D01-W007::C026::C027,P-D01-W007,2024-09-03,2025-07-22,231.6158591,241.01228095483873,9.396421854838735,10.658518889688969,decaying,evaluation_only
P-D01-W007::C027::C029,P-D01-W007,2025-07-22,2025-11-04,241.01228095483873,245.47837824,4.466097285161283,15.535638413382461,decaying,evaluation_only
P-H01-W001::C005::C007,P-H01-W001,2019-05-14,2019-11-05,81.77732618645162,99.3224888,17.545162613548385,36.61926082627741,decaying,evaluation_only
P-H01-W001::C007::C008,P-H01-W001,2019-11-05,2020-04-21,99.3224888,113.5608945,14.238405700000001,30.95581953526786,decaying,evaluation_only
P-H01-W001::C008::C010,P-H01-W001,2020-04-21,2020-10-20,113.5608945,128.63553379032257,15.074639290322565,30.252813191155585,decaying,evaluation_only
P-H01-W001::C010::C012,P-H01-W001,2020-10-20,2021-05-18,128.63553379032257,144.55939564193548,15.923861851612912,27.6961454347696,decaying,evaluation_only
P-H01-W001::C012::C014,P-H01-W001,2021-05-18,2021-11-02,144.55939564193548,156.34347282666667,11.784077184731188,25.619846379303965,decaying,evaluation_only
P-H01-W001::C014::C016,P-H01-W001,2021-11-02,2022-05-17,156.34347282666667,167.59071284193547,11.247240015268801,20.959461303963927,decaying,evaluation_only
P-H01-W001::C016::C018,P-H01-W001,2022-05-17,2022-10-18,167.59071284193547,176.33557411935485,8.744861277419375,20.740653127126148,decaying,evaluation_only
P-H01-W001::C018::C019,P-H01-W001,2022-10-18,2023-01-17,176.33557411935485,180.91638569032258,4.5808115709677395,18.386169519735898,decaying,evaluation_only
P-H01-W001::C019::C020,P-H01-W001,2023-01-17,2023-05-16,180.91638569032258,187.1748011064516,6.258415416129026,19.209127989421233,decaying,evaluation_only
P-H01-W001::C020::C022,P-H01-W001,2023-05-16,2023-11-07,187.1748011064516,195.93326263999998,8.75846153354837,18.28016042930596,decaying,evaluation_only
P-H01-W001::C022::C023,P-H01-W001,2023-11-07,2024-01-30,195.93326263999998,199.37270567419355,3.439443034193573,14.955435336180983,decaying,evaluation_only
P-H01-W001::C023::C024,P-H01-W001,2024-01-30,2024-05-14,199.37270567419355,203.45778058064516,4.085074906451609,14.21022485315667,decaying,evaluation_only
P-H01-W001::C024::C029,P-H01-W001,2024-05-14,2025-07-22,203.45778058064516,219.67064139354838,16.212860812903216,13.64457929012189,decaying,evaluation_only
P-H01-W002::C005::C007,P-H01-W002,2019-05-14,2019-11-05,32.240981801612904,41.845566616000006,9.604584814387103,20.046140591170797,accelerating,evaluation_only
P-H01-W002::C007::C008,P-H01-W002,2019-11-05,2020-04-21,41.845566616000006,49.35110110666666,7.505534490666655,16.31783614711902,accelerating,evaluation_only
P-H01-W002::C008::C010,P-H01-W002,2020-04-21,2020-10-20,49.35110110666666,60.29318608870968,10.94208498204302,21.95932164665502,accelerating,evaluation_only
P-H01-W002::C010::C012,P-H01-W002,2020-10-20,2021-05-18,60.29318608870968,79.68935714129033,19.396171052580648,33.73548322359563,accelerating,evaluation_only
P-H01-W002::C012::C014,P-H01-W002,2021-05-18,2021-11-02,79.68935714129033,109.07439945,29.38504230870967,63.88623037652505,accelerating,evaluation_only
P-H01-W002::C014::C016,P-H01-W002,2021-11-02,2022-05-17,109.07439945,161.37032232258065,52.29592287258065,97.45451953678612,accelerating,evaluation_only
P-H01-W002::C016::C018,P-H01-W002,2022-05-17,2022-10-18,161.37032232258065,214.35267997096776,52.98235764838711,125.66107877320385,accelerating,evaluation_only
P-H01-W002::C018::C019,P-H01-W002,2022-10-18,2023-01-17,214.35267997096776,245.73121863548386,31.3785386645161,125.94517854081873,accelerating,evaluation_only
P-H01-W002::C019::C020,P-H01-W002,2023-01-17,2023-05-16,245.73121863548386,289.58406083548385,43.8528422,134.59874465168068,accelerating,evaluation_only
P-H01-W002::C020::C022,P-H01-W002,2023-05-16,2023-11-07,289.58406083548385,355.23269318,65.64863234451616,137.01807407905443,accelerating,evaluation_only
P-H01-W002::C022::C023,P-H01-W002,2023-11-07,2024-01-30,355.23269318,385.9470866709678,30.71439349096778,133.55276455447597,accelerating,evaluation_only
P-H01-W002::C023::C024,P-H01-W002,2024-01-30,2024-05-14,385.9470866709678,426.68696736451614,40.73988069354834,141.71658498398602,accelerating,evaluation_only
P-H01-W002::C024::C025,P-H01-W002,2024-05-14,2024-07-09,426.68696736451614,449.0230221870968,22.33605482258065,145.68292899906396,accelerating,evaluation_only
P-H01-W002::C025::C027,P-H01-W002,2024-07-09,2025-07-22,449.0230221870968,587.0680356129033,138.04501342580647,133.3887332110471,accelerating,evaluation_only
P-H01-W002::C027::C029,P-H01-W002,2025-07-22,2025-11-04,587.0680356129033,625.23091575,38.16288013709675,132.75230447690083,accelerating,evaluation_only
P-H01-W003::C005::C007,P-H01-W003,2019-05-14,2019-11-05,273.9699102064516,289.4199973066667,15.450087100215114,32.246538933448974,step_change,evaluation_only
P-H01-W003::C007::C008,P-H01-W003,2019-11-05,2020-04-21,289.4199973066667,303.3292297666667,13.909232459999998,30.240161642946426,step_change,evaluation_only
P-H01-W003::C008::C010,P-H01-W003,2020-04-21,2020-10-20,303.3292297666667,316.9666962032258,13.637466436559123,27.368596790951756,step_change,evaluation_only
P-H01-W003::C010::C012,P-H01-W003,2020-10-20,2021-05-18,316.9666962032258,330.07665172258066,13.109955519354855,22.801958349735052,step_change,evaluation_only
P-H01-W003::C012::C014,P-H01-W003,2021-05-18,2021-11-02,330.07665172258066,375.1167743166667,45.04012259408603,97.92205224696383,step_change,evaluation_only
P-H01-W003::C014::C016,P-H01-W003,2021-11-02,2022-05-17,375.1167743166667,423.93050698064513,48.81373266397844,90.96538701794962,step_change,evaluation_only
P-H01-W003::C016::C018,P-H01-W003,2022-05-17,2022-10-18,423.93050698064513,453.74609779677417,29.81559081612903,70.71522432202032,step_change,evaluation_only
P-H01-W003::C018::C019,P-H01-W003,2022-10-18,2023-01-17,453.74609779677417,472.8185855935484,19.072487796774226,76.55193590958007,step_change,evaluation_only
P-H01-W003::C019::C020,P-H01-W003,2023-01-17,2023-05-16,472.8185855935484,496.797472183871,23.97888659032259,73.59906157239769,step_change,evaluation_only
P-H01-W003::C020::C022,P-H01-W003,2023-05-16,2023-11-07,496.797472183871,532.7782634399999,35.98079125612895,75.09705146457772,step_change,evaluation_only
P-H01-W003::C022::C023,P-H01-W003,2023-11-07,2024-01-30,532.7782634399999,550.3694077774194,17.59114433741945,76.49006511002922,step_change,evaluation_only
P-H01-W003::C023::C024,P-H01-W003,2024-01-30,2024-05-14,550.3694077774194,571.2321683322581,20.8627605548387,72.57260278718891,step_change,evaluation_only
P-H01-W003::C024::C025,P-H01-W003,2024-05-14,2024-07-09,571.2321683322581,582.4998225258065,11.267654193548424,73.4912623963136,step_change,evaluation_only
P-H01-W003::C025::C027,P-H01-W003,2024-07-09,2025-07-22,582.4998225258065,658.3408378064515,75.84101528064502,73.28288579697248,step_change,evaluation_only
P-H01-W004::C005::C007,P-H01-W004,2019-05-14,2019-11-05,109.98814971612903,132.57894786,22.59079814387097,47.15022298313641,decaying,evaluation_only
P-H01-W004::C007::C008,P-H01-W004,2019-11-05,2020-04-21,132.57894786,150.37936000000002,17.80041214000002,38.700003179375045,decaying,evaluation_only
P-H01-W004::C008::C010,P-H01-W004,2020-04-21,2020-10-20,150.37936000000002,169.69251044838708,19.313150448387063,38.75894616084272,decaying,evaluation_only
P-H01-W004::C010::C012,P-H01-W004,2020-10-20,2021-05-18,169.69251044838708,186.5291133967742,16.83660294838711,29.28366298523044,decaying,evaluation_only
P-H01-W004::C012::C014,P-H01-W004,2021-05-18,2021-11-02,186.5291133967742,200.79605941,14.266946013225805,31.017869234111462,decaying,evaluation_only
P-H01-W004::C014::C016,P-H01-W004,2021-11-02,2022-05-17,200.79605941,212.9417474580645,12.1456880480645,22.63373754875285,decaying,evaluation_only
P-H01-W004::C016::C019,P-H01-W004,2022-05-17,2022-10-18,212.9417474580645,223.25586202903227,10.314114570967774,24.462534721077787,decaying,evaluation_only
P-H01-W004::C019::C020,P-H01-W004,2023-01-17,2023-05-16,228.0393822967742,234.32381000322582,6.284427706451623,19.28896823345761,decaying,evaluation_only
P-H01-W004::C020::C022,P-H01-W004,2023-05-16,2023-11-07,234.32381000322582,244.09512174,9.77131173677418,20.394123496324397,decaying,evaluation_only
P-H01-W004::C022::C023,P-H01-W004,2023-11-07,2024-01-30,244.09512174,247.57765176774194,3.4825300277419444,15.14278681705649,decaying,evaluation_only
P-H01-W004::C023::C027,P-H01-W004,2024-01-30,2024-05-14,247.57765176774194,252.0247358129032,4.447084045161262,15.469499499953816,decaying,evaluation_only
P-H01-W004::C027::C029,P-H01-W004,2025-07-22,2025-11-04,270.496629183871,275.02402536,4.5273961761290025,15.748870984105888,decaying,evaluation_only
P-H01-W005::C005::C007,P-H01-W005,2019-05-14,2019-11-05,259.99744511612903,292.18306244666667,32.18561733053764,67.17598131416499,decaying,evaluation_only
P-H01-W005::C007::C008,P-H01-W005,2019-11-05,2020-04-21,292.18306244666667,322.1488865333333,29.965824086666657,65.1489121884226,decaying,evaluation_only
P-H01-W005::C008::C010,P-H01-W005,2020-04-21,2020-10-20,322.1488865333333,352.197005016129,30.0481184827957,60.3026114057205,decaying,evaluation_only
P-H01-W005::C010::C012,P-H01-W005,2020-10-20,2021-05-18,352.197005016129,383.78599256774197,31.588987551612945,54.94227477726965,decaying,evaluation_only
P-H01-W005::C012::C014,P-H01-W005,2021-05-18,2021-11-02,383.78599256774197,405.31931447333335,21.53332190559138,46.8157489643884,decaying,evaluation_only
P-H01-W005::C014::C016,P-H01-W005,2021-11-02,2022-05-17,405.31931447333335,427.3146938548387,21.99537938150536,40.988838362728735,decaying,evaluation_only
P-H01-W005::C016::C018,P-H01-W005,2022-05-17,2022-10-18,427.3146938548387,442.5554255290323,15.240731674193569,36.14725483116364,decaying,evaluation_only
