row_id,catalog,category,subcategory,item,value_as_printed,unit,site_attribution,scope,spatial_level,depth_or_unit_context,time_context,status,evidence_type,scale,skru1_transfer,evidence_strength,confidence,relevance_normal_skru1,relevance_accident_scenario,worldspec_role,source_ids,locator,vn_ids,prev_evidence_ids,extraction_method,quote_check,visual_recheck,conflict_ref,notes
GPR-011,gpr_evidence_catalog,SURVEY_INVENTORY,ANALOGUE_ABROAD,"Зарубежная практика: GPR активно применяется в калийных рудниках Канады, Германии, Франции для изучения внутреннего строения; обнаружение заколов в кровле — рутина (машины с подъёмом антенны); трещины с раскрытием первые мм обнаружимы; канадское правило — сохранять пачку соли ≥ 0,5–1 м под глиной в кровле","трещины «первые миллиметры»; пачка соли 0,5–1 м",мм; м,"Канада, Германия, Франция",OTHER_POTASH_SITE,working,,,FACT,LITERATURE_CITED,NOT_APPLICABLE,NON_VKM_ANALOGUE,WEAK,MEDIUM,LOW,NONE,CONTEXT_ONLY,VKM-SRC-040,"VKM-SRC-040 p.4 (Введение, Актуальность) | VKM-SRC-040 p.138 (§5.1) | VKM-SRC-040 p.142 (§5.3)",EV-VN-S040-0004;EV-VN-S040-0348;EV-VN-S040-0367,,TEXT_LAYER,EXACT,,GPR-CF10,"Ссылки на «первые мм» [32,57,56,50] указывают на учебник, ТЭО Петрика и отчёты по стволам (GPR-CF10) — формально не подтверждают утверждение; держать как LITERATURE_CITED низкой силы."
GPR-012,gpr_evidence_catalog,INSTRUMENT_FREQUENCY,IN_MINE_SALT,"GPR-гипсометрия ВНИИ Галургии: SIR-4000 (GSSI), постоянная база, экранированные антенны 400 и 900 МГц по кровле и почве выработок",400; 900,МГц,рудник не назван,VKM_REGIONAL,working,,,FACT,MEASURED,FIELD,METHOD_ONLY,MODERATE,HIGH,LOW,NONE,OBSERVATION_OPERATOR,VKM-SRC-015,VKM-SRC-015 p.4 (§Методы; Рис. 1),EV-VN-S015-0018,,TEXT_LAYER,EXACT,,,Перенос на СКРУ-1: METHOD_ONLY; статус FACT; дополнительных замечаний нет (см. item/value_as_printed).
GPR-013,gpr_evidence_catalog,ACQUISITION_PARAMS,IN_MINE_SALT,"Параметры регистрации 400 МГц: длина записи 150 нс, 2048 отсчётов, запись по времени, метки каждые 5 м, профили >50 м разбиты на отрезки; сшивка и привязка — SeisPro",150 нс; 2048; метки 5 м; отрезки 50 м,нс; —; м,рудник не назван,VKM_REGIONAL,gpr_profile,,,FACT,MEASURED,FIELD,METHOD_ONLY,MODERATE,HIGH,LOW,NONE,OBSERVATION_OPERATOR,VKM-SRC-015,VKM-SRC-015 p.5 (§Методы),EV-VN-S015-0024,,TEXT_LAYER,EXACT,,,Перенос на СКРУ-1: METHOD_ONLY; статус FACT; дополнительных замечаний нет (см. item/value_as_printed).
GPR-014,gpr_evidence_catalog,ACQUISITION_PARAMS,IN_MINE_SALT,"Параметры регистрации 900 МГц: длина записи 60 нс, 2048 отсчётов, колесо-одометр, шаг 2,5 см («АБ 900 МГц» = антенный блок, НЕ пласт АБ)","60 нс; 2048; шаг 2,5 см",нс; —; см,рудник не назван,VKM_REGIONAL,gpr_profile,,,FACT,MEASURED,FIELD,METHOD_ONLY,MODERATE,HIGH,LOW,NONE,OBSERVATION_OPERATOR,VKM-SRC-015,VKM-SRC-015 p.5 (§Методы),EV-VN-S015-0025,,TEXT_LAYER,EXACT,,,Ловушка для автоматического извлечения: «АБ» здесь = антенный блок.
GPR-015,gpr_evidence_catalog,ACQUISITION_PARAMS,IN_MINE_SALT,Скорость перемещения антенн ≤ 2 км/ч; производительность ~500 пог. м за 4-часовую смену бригадой из 3 человек,≤ 2 км/ч; ~500 пог. м/смена 4 ч; 3 чел.,км/ч; пог. м,рудник не назван,VKM_REGIONAL,gpr_profile,,,FACT,MEASURED,FIELD,METHOD_ONLY,MODERATE,HIGH,LOW,NONE,OBSERVATION_OPERATOR,VKM-SRC-015,VKM-SRC-015 p.5 (§Методы),EV-VN-S015-0026;EV-VN-S015-0027,,TEXT_LAYER,EXACT,,,Перенос на СКРУ-1: METHOD_ONLY; статус FACT; дополнительных замечаний нет (см. item/value_as_printed).
GPR-016,gpr_evidence_catalog,INSTRUMENT_FREQUENCY,IN_MINE_SALT,"Кампания СКРУ-3 2016: SIR-3000; антенны 100, 200, 400 МГц; для просвечивания — 100 МГц (разнос Tx/Rx до 30 м)",100; 200; 400; разнос до 30 м,МГц; м,СКРУ-3,SKRU3,pillar,,2016,FACT,FIELD_OBSERVATION,FIELD,METHOD_ONLY,MODERATE,HIGH,LOW,NONE,OBSERVATION_OPERATOR,VKM-SRC-040,"VKM-SRC-040 p.125 (§4.2 Просвечивание) | VKM-SRC-040 p.118 (§4.1, Рис. 4.2) | VKM-SRC-040 p.128 (§4.3)",EV-VN-S040-0298;EV-VN-S040-0275;EV-VN-S040-0310,,TEXT_LAYER,EXACT,,,Перенос на СКРУ-1: METHOD_ONLY; статус FACT; дополнительных замечаний нет (см. item/value_as_printed).
GPR-017,gpr_evidence_catalog,INSTRUMENT_FREQUENCY,LAB_MODEL,"Выбор частоты для крепи ствола: ≥ 900 МГц нецелесообразно (поглощение), < 400 МГц — невозможно в стволе из-за габаритов/веса (антенна 200 МГц — 18,5 кг); далее только 400 МГц","400 (рекомендовано); 200 МГц — 18,5 кг",МГц; кг,модель,GENERAL_METHOD,specimen,,,MODEL_CHOICE,INTERPRETATION,LAB,METHOD_ONLY,MODERATE,HIGH,NONE,LOW,CONTEXT_ONLY,VKM-SRC-040,VKM-SRC-040 p.73 (§2.2.5 p.73),EV-VN-S040-0171,,TEXT_LAYER,EXACT,,,Перенос на СКРУ-1: METHOD_ONLY; статус MODEL_CHOICE; дополнительных замечаний нет (см. item/value_as_printed).
GPR-018,gpr_evidence_catalog,ACQUISITION_PARAMS,SHAFT_LINING,"Рекомендуемые настройки SIR-3000 для крепи ствола (табл. 3.1): Samples 1024; Range 50 нс; DIEL 14 (при скорости 8 см/нс); SCN/UNIT 50 трасс/м; межпрофильное расстояние 0,5–1 м; шаг 1–2 см; скорость съёмки до 1 м/с","1024; 50 нс; DIEL 14; 50 тр/м; 0,5–1 м; 1–2 см",,стволы ВКМС (рекомендация),VKM_REGIONAL,working,,,MODEL_CHOICE,DESIGN_VALUE,DESIGN,METHOD_ONLY,MODERATE,HIGH,NONE,LOW,CONTEXT_ONLY,VKM-SRC-040,VKM-SRC-040 p.112 (Табл. 3.1) | VKM-SRC-040 p.98 (§3.3 p.98),EV-VN-S040-0257;EV-VN-S040-0258;EV-VN-S040-0217,,OCR_VISUALLY_CONFIRMED,EXACT,предыдущий sweep: Табл. 3.1 OK_CONFIRMED,,"DIEL 14 относится к бетону крепи, НЕ к соли (ε соли — см. PERMITTIVITY)."
GPR-019,gpr_evidence_catalog,ACQUISITION_PARAMS,SHAFT_LINING,"Привязка по расстоянию в стволах — главная трудность: колесо-одометр GSSI (только горизонтальные поверхности), тележка Geoscanners AB (зазор ~2 см → воздушные помехи), нитяной одометр, запись по времени (нужно равномерное движение); предложено модифицированное колесо с пружинным прижимом",зазор ~2 см,см,стволы ВКМС,VKM_REGIONAL,working,,,FACT,FIELD_OBSERVATION,FIELD,METHOD_ONLY,MODERATE,HIGH,NONE,LOW,CONTEXT_ONLY,VKM-SRC-040,"VKM-SRC-040 p.98 (§3.3 p.98–100, Рис. 3.9–3.12) | VKM-SRC-040 p.112 (§3.5)",EV-VN-S040-0218;EV-VN-S040-0256,,TEXT_LAYER,FUZZY_82,,,Перенос на СКРУ-1: METHOD_ONLY; статус FACT; дополнительных замечаний нет (см. item/value_as_printed).
GPR-020,gpr_evidence_catalog,PROCESSING,IN_MINE_SALT,Граф обработки гипсометрии: удаление постоянной составляющей и «звона» антенны; полосовые фильтры 200–600 МГц (400) и 700–1100 МГц (900); амплитудная коррекция в окне 10 нс; миграция Кирхгофа с постоянной скоростью 12 см/нс [21],"12 см/нс (постоянная, для всех пластов)",см/нс,рудник не назван,VKM_REGIONAL,gpr_profile,,,MODEL_CHOICE,LITERATURE_CITED,FIELD,METHOD_ONLY,MODERATE,HIGH,LOW,NONE,OBSERVATION_OPERATOR,VKM-SRC-015,VKM-SRC-015 p.5 (§Методы; обработка),EV-VN-S015-0029;EV-VN-S015-0030,,TEXT_LAYER,EXACT,,GPR-CF1;GPR-CF8,"Одна скорость на все пласты (сильвинит, карналлит, каменная соль) — выбор модели, не калибровка на участке (EV-VN-S015-0106)."
GPR-021,gpr_evidence_catalog,PROCESSING,LAB_MODEL,"Граф обработки на модели крепи (400/900 МГц): удаление постоянной составляющей, смещение нуля, полосовая фильтрация, удаление звона, амплитудная коррекция; для 900 МГц ни одна процедура (RADAN, stacking, АРУ, сеть 20 см, 3D-куб) не дала результата",—,,модель,GENERAL_METHOD,specimen,,,FACT,LAB_TEST,LAB,METHOD_ONLY,MODERATE,HIGH,NONE,NONE,CONTEXT_ONLY,VKM-SRC-040,VKM-SRC-040 p.73 (§2.2.5 p.73),EV-VN-S040-0169,,TEXT_LAYER,EXACT,,,Перенос на СКРУ-1: METHOD_ONLY; статус FACT; дополнительных замечаний нет (см. item/value_as_printed).
GPR-022,gpr_evidence_catalog,PROCESSING,IN_MINE_SALT,"Интерпретация гипсометрии: прослеживание синфазных осей отражений, увязка с пластами соляной толщи по подземным скважинам и геологическим зарисовкам",—,,рудник не назван,VKM_REGIONAL,gpr_profile,,,FACT,DESCRIPTIVE,NOT_APPLICABLE,METHOD_ONLY,MODERATE,HIGH,LOW,NONE,OBSERVATION_OPERATOR,VKM-SRC-015,VKM-SRC-015 p.5 (§Методы; интерпретация),EV-VN-S015-0031,,TEXT_LAYER,EXACT,,,Перенос на СКРУ-1: METHOD_ONLY; статус FACT; дополнительных замечаний нет (см. item/value_as_printed).
GPR-023,gpr_evidence_catalog,PENETRATION,IN_MINE_SALT,"Глубинность и вертикальное разрешение (заявленные возможности антенн): 400 МГц — до 6 м, ~8 см; 900 МГц — до 2,5 м, ~3 см","400: до 6 м, ~8 см; 900: до 2,5 м, ~3 см",м; см,рудник не назван,VKM_REGIONAL,gpr_profile,,,FACT,INTERPRETATION,FIELD,REGIONAL_PRIOR,WEAK,MEDIUM,LOW,NONE,OBSERVATION_OPERATOR,VKM-SRC-015,VKM-SRC-015 p.4 (§Методы) | VKM-SRC-015 p.5 (§Методы),EV-VN-S015-0021;EV-VN-S015-0023,,TEXT_LAYER,EXACT,,GPR-CF2,"Утверждение авторов о возможностях антенн, не формальная калибровка. На примерах: 400 МГц ~5–6 м, 900 МГц ~2–3 м (сильвинит); пласт В — 400 МГц ~8 м (визуальное чтение рисунков, ±0,5–1 м)."
GPR-024,gpr_evidence_catalog,PENETRATION,IN_MINE_SALT,"Эффективная глубинность ЭМ волн в солях СКРУ-3 (табл. 4.2): 100 МГц — КС «-», КрII 16, АБ 14, Вс 12, среднее 14; 200 МГц — 9, 13, 10, 9, среднее 10,5; 400 МГц — 5,5, 10, 8,5, 7,5, среднее 7,9 (м)","100 МГц ср. 14; 200 МГц ср. 10,5; 400 МГц ср. 7,9; диапазон 5,5–16",м,"СКРУ-3, 4 пласта",SKRU3,pillar,вдоль напластования,2016,FACT,MEASURED,FIELD,OTHER_VKM_SITE_ANALOGUE,MODERATE,HIGH,MEDIUM,LOW,PARAMETER_PRIOR,VKM-SRC-040,VKM-SRC-040 p.132 (Табл. 4.2) | VKM-SRC-040 p.131 (§4.3),EV-VN-S040-0323;EV-VN-S040-0322,,OCR_VISUALLY_CONFIRMED,EXACT,этот поток: SRC-040 p132 Табл. 4.2 CONFIRMED на рендере,GPR-CF2,Глубинность определена как положение исчезновения отражения от противоположной стенки целика. Для КС 100 МГц значение отсутствует (данные отбракованы). Единица в таблице не напечатана (м — по тексту).
GPR-025,gpr_evidence_catalog,PENETRATION,IN_MINE_SALT,"Регрессии амплитуды отражения от мощности целика: КрII — 200 МГц ln(A) = -0.47·H + 4.33; 400 МГц ln(A) = -0.56·H + 4.72; сводно по 4 пластам — 100 МГц -0.31·H + 8.57 (r 0,79); 200 МГц -0.60·H + 5.08 (r 0,88); 400 МГц -0.61·H + 4.59 (r 0,80); затухание 100 МГц слабее, чем 200/400","коэффициенты как напечатаны; A в усл. ед. (шум = 0,5)",H — м; A — усл. ед.,СКРУ-3,SKRU3,pillar,,2016,DERIVATION,CALCULATED_BY_AUTHOR,FIELD,OTHER_VKM_SITE_ANALOGUE,WEAK,MEDIUM,LOW,NONE,PARAMETER_PRIOR,VKM-SRC-040,VKM-SRC-040 p.131 (Рис. 4.15 (equations on figure) + text p131) | VKM-SRC-040 p.130 (Рис. 4.14 (equations printed on figure only)) | VKM-SRC-040 p.130 (§4.3) | VKM-SRC-040 p.131 (§4.3),EV-VN-S040-0320;EV-VN-S040-0318;EV-VN-S040-0317;EV-VN-S040-0322,,VISUAL_READ,EXACT,,,"Единственная количественная характеристика затухания в солях ВКМ — в приборных единицах (не дБ/м, не σ). Коэффициенты — регрессии автора (не пересчитывались). Автор предлагает использовать их для прогноза глубинности без опытных работ — MODEL_CHOICE автора."
GPR-026,gpr_evidence_catalog,PENETRATION,LAB_MODEL,"Модель крепи: граница бетона определима до ~900 мм (400 МГц, v = 8 см/нс); при мощности засоленного бетона 70–75 см граница бетон–соль под канистрой не видна, при 45 см видна; нижняя граница модели (солеотходы/грунт) не видна — вероятно затухание в солях",~900 мм; 70–75 см / 45 см,мм; см,модель,GENERAL_METHOD,specimen,,,FACT,LAB_TEST,LAB,METHOD_ONLY,MODERATE,HIGH,NONE,LOW,CONTEXT_ONLY,VKM-SRC-040,"VKM-SRC-040 p.84 (§2.2.5 выводы p.84) | VKM-SRC-040 p.77 (§2.2.5 p.77) | VKM-SRC-040 p.74 (§2.2.5 p.73–74, Рис. 2.29)",EV-VN-S040-0189;EV-VN-S040-0181;EV-VN-S040-0173,,TEXT_LAYER,EXACT,,,«~900 мм» — сводная оценка автора при максимальной мощности модели 80 см.
GPR-027,gpr_evidence_catalog,RESOLUTION,IN_MINE_SALT,Точность положения отражающего горизонта ~5 % (v ≈ 12 см/нс [21]); длины волн 13 и 30 см; вертикальное разрешение 3 и 8 см (900/400 МГц); при удалении горизонта 2 м погрешность до ~10 см (~3 % высоты выработки),~5 %; λ 13/30 см; 3/8 см; ≤ ~10 см на 2 м,%; см,рудник не назван,VKM_REGIONAL,gpr_profile,,,DERIVATION,CALCULATED_BY_AUTHOR,FIELD,REGIONAL_PRIOR,WEAK,MEDIUM,LOW,NONE,OBSERVATION_OPERATOR,VKM-SRC-015,VKM-SRC-015 p.9 (§Технические рекомендации) | VKM-SRC-015 p.10 (§Технические рекомендации),EV-VN-S015-0058;EV-VN-S015-0060,,TEXT_LAYER,FUZZY_81,,GPR-CF1,"Теоретическая оценка авторов, не эмпирическая невязка с бурением (см. GAP «количественная невязка»)."
GPR-028,gpr_evidence_catalog,RESOLUTION,LAB_MODEL,"Модель крепи (400 МГц, v = 8 см/нс): теоретическое горизонтальное разрешение 15 см; минимальные выделяемые неоднородности — «первые десятки сантиметров»; теннисные мячи Ø67 мм на глубине 400–700 мм не видны; полость 20×20 см на контакте видна, вершина гиперболы растягивается с ростом полости",15 см (теор.); Ø67 мм — нет; 20×20 см — да,см; мм,модель,GENERAL_METHOD,specimen,,,FACT,CALCULATED_BY_AUTHOR,LAB,METHOD_ONLY,MODERATE,HIGH,NONE,LOW,CONTEXT_ONLY,VKM-SRC-040,"VKM-SRC-040 p.85 (§2.2.5 p.85) | VKM-SRC-040 p.82 (§2.2.5 p.82) | VKM-SRC-040 p.76 (§2.2.5 p.76) | VKM-SRC-040 p.82 (§2.2.5 p.82, Рис. 2.35)",EV-VN-S040-0191;EV-VN-S040-0187;EV-VN-S040-0178;EV-VN-S040-0185,,TEXT_LAYER,EXACT,,,Перенос на СКРУ-1: METHOD_ONLY; статус FACT; дополнительных замечаний нет (см. item/value_as_printed).
