row_id,catalog,category,subcategory,item,value_as_printed,unit,site_attribution,scope,spatial_level,depth_or_unit_context,time_context,status,evidence_type,scale,skru1_transfer,evidence_strength,confidence,relevance_normal_skru1,relevance_accident_scenario,worldspec_role,source_ids,locator,vn_ids,prev_evidence_ids,extraction_method,quote_check,visual_recheck,conflict_ref,notes
SGP-011,seismic_geophysics_catalog,GDP_SKRU1,A_PHYSICAL_PROCESS,"Карналлитовый пласт В — самый выбросоопасный в свите; все ГДЯ на пласте В связаны со свойствами карналлита (повышенная газоносность, весьма низкая газопроницаемость); на СКРУ-1 — противовыбросовые меры: торпедирование (камуфлетное взрывание, Rэф ≤ 1,5 м), дегазация надработкой, расчёт выбросозащитной пачки h_вз при работе на Вк над смешанными солями АБ","Rэф ≤ 1,5 м; h_вз — расчётная",м,СКРУ-1 (пласт Вк; регламент 2016),SKRU1,seam,,,FACT,NORMATIVE,NOT_APPLICABLE,SITE_SPECIFIC,MODERATE,HIGH,MEDIUM,LOW,CONSTRAINT_CHECK,VKM-SRC-014;VKM-SRC-026,"VKM-SRC-026 p.22 (§4.3, ссылка [9]) | VKM-SRC-014 p.115 (§4.2) | VKM-SRC-014 p.116 (§4.2) | VKM-SRC-014 p.118 (§4.2, Рис. 4.4)",EV-VN-S026-0112;EV-VN-S014-0834;EV-VN-S014-0840;EV-VN-S014-0850,,TEXT_LAYER,EXACT,,,Технологический контекст: зоны торпедирования — искусственно трещиноватые (повреждённые) объёмы в пласте В СКРУ-1.
SGP-012,seismic_geophysics_catalog,GDP_MECHANISM,A_PHYSICAL_PROCESS,"Механизм ГДЯ: перераспределение НДС → резкое обнажение (взрыв/комбайн) газонасыщенной зоны → лавинообразное разрушение с выносом пород (до десятков м/с) → устойчивая полость; газоносность пород ВКМ незначительна, главную роль играет НДС; запоздалые ГДЯ при остановленном забое — до 40 % случаев; ГДЯ не зафиксированы в стволах",запоздалые до 40 %,%,ВКМ,VKM_REGIONAL,working,,,FACT,INTERPRETATION,NOT_APPLICABLE,REGIONAL_PRIOR,MODERATE,HIGH,MEDIUM,LOW,CONTEXT_ONLY,VKM-SRC-037,VKM-SRC-037 p.81 (§5.2 (с.161–162)) | VKM-SRC-037 p.82 (§5.2 (с.162–163)) | VKM-SRC-037 p.79 (§5.1 (с.156)),EV-VN-S037-0521;EV-VN-S037-0523;EV-VN-S037-0502;EV-VN-S037-0500;EV-VN-S037-0501,,OCR_VISUALLY_CONFIRMED,FUZZY_91,,,«Запоздалые ГДЯ» — проявление времени зависимого (реологического) перераспределения напряжений и газа; механизм не разрешён источником.
SGP-013,seismic_geophysics_catalog,GDP_SEASONAL,A_PHYSICAL_PROCESS,"Сезонность ГДЯ: максимум зимой (сухой воздух снижает пластичность приконтурных пород), корреляция с влагосодержанием рудничного воздуха r = 0,95; фон вне зоны климата ~3 ГДЯ/год (БКПРУ-2)","r = 0,95; ~3/год",,"ВКМ (БКПРУ-2, БКПРУ-3; рис. 5.1 с примесью Старобина)",VKM_REGIONAL,mine,,,FACT,FIELD_OBSERVATION,NOT_APPLICABLE,REGIONAL_PRIOR,MODERATE,MEDIUM,MEDIUM,LOW,BOUNDARY_CONDITION,VKM-SRC-037,"VKM-SRC-037 p.80 (§5.1 (с.157–158)) | VKM-SRC-037 p.81 (Рис. 5.1, 5.2 (с.161)) | VKM-SRC-037 p.80 (§5.1 (с.158))",EV-VN-S037-0511;EV-VN-S037-0519;EV-VN-S037-0512,,OCR_VISUALLY_CONFIRMED,EXACT,,,См. thermal_evidence_catalog (связь температуры/влажности и динамики).
SGP-014,seismic_geophysics_catalog,GDP_FACTORS,A_PHYSICAL_PROCESS,"Факторы ГДЯ: нарушения паспорта (защитная пачка сильвинита I слоя КрII < 0,6 м, каменной соли БВ < 1,5 м → 46 % ГДЯ на БКПРУ-2); структурные неоднородности (глинистые замещения в мульдах, изменения мощности ≥2 раз, зоны замещения, разрывы соли, открытые трещины); отработка на сокращающийся целик","0,6 м; 1,5 м; 46 %",м; %,БКПРУ-2 и ВКМ,VKM_REGIONAL,working,,,FACT,FIELD_OBSERVATION,NOT_APPLICABLE,REGIONAL_PRIOR,MODERATE,HIGH,LOW,NONE,CONTEXT_ONLY,VKM-SRC-020;VKM-SRC-037,"VKM-SRC-037 p.79 (§5.1 (с.157)) | VKM-SRC-020 p.82 (§2.4) | VKM-SRC-037 p.33 (§1, с.65 (рис. 1.35–1.36))",EV-VN-S037-0505;EV-VN-S020-0234;EV-VN-S037-0272;EV-VN-S037-0506,,OCR_VISUALLY_CONFIRMED,NOT_FOUND,,,Перенос на СКРУ-1: REGIONAL_PRIOR; статус FACT; дополнительных замечаний нет (см. item/value_as_printed).
SGP-015,seismic_geophysics_catalog,GDP_GAS,A_PHYSICAL_PROCESS,"Газоносность пластов СКПРУ-1 (табл. 1.6): количество газа (микровключённые/свободные) — карналлит В 0,06/0,3–2,5 м³/м³; сильвинит Б 0,1–0,158/0,08–1,48; А 0,08–0,12/0,01–1,5; КрII 0,06–0,07/0,06–0,6; в составе H2, CH4, CO2, N2",см. item,м³/м³; об. %,СКРУ-1 (СКПРУ-1),SKRU1,seam,,,FACT,MEASURED,LAB,SITE_SPECIFIC,MODERATE,MEDIUM,LOW,LOW,PARAMETER_PRIOR,VKM-SRC-037,"VKM-SRC-037 p.16 (Табл. 1.6, рудник СКПРУ-1) | VKM-SRC-037 p.16 (Табл. 1.6, рудники БКПРУ-1, БКПРУ-2, БКЗ-4, СКПРУ-2)",EV-VN-S037-0178;EV-VN-S037-0179,,VISUAL_READ,NOT_FOUND,,,"Таблица повёрнута, прочитана визуально 250 dpi в sweep (этим потоком не перепроверялась). Даты/число проб не указаны. Гнездовые скопления газа под давлением до 80 атм (SRC-020, регионально)."
SGP-016,seismic_geophysics_catalog,GDP_MONITORING,B_OBSERVATION_TECHNIQUE,"Текущий прогноз ГДЯ — барометрический метод (давление газа в дегазационных шпурах, приборы ПБ-1/ПБ-2) + визуальные признаки; опробованы методы: сейсмоакустика, АЭ, акустика, керн, радиометрический — широкого применения не нашли; группы газовой опасности рабочих зон I–III",методы (без чисел),,рудники ВКМ,VKM_REGIONAL,working,,,FACT,NORMATIVE,NOT_APPLICABLE,REGIONAL_PRIOR,MODERATE,HIGH,LOW,NONE,OBSERVATION_OPERATOR,VKM-SRC-020;VKM-SRC-037,VKM-SRC-037 p.86 (§5.4 (с.171)) | VKM-SRC-020 p.82 (§2.4) | VKM-SRC-020 p.247 (§7.1 (ПБ-2); Рис. 7.15) | VKM-SRC-020 p.31 (§1.5) | VKM-SRC-020 p.230 (§7.1) | VKM-SRC-020 p.249 (§7.2.1),EV-VN-S037-0543;EV-VN-S020-0236;EV-VN-S020-0423;EV-VN-S020-0181;EV-VN-S020-0419;EV-VN-S020-0430,,OCR_VISUALLY_CONFIRMED,EXACT,,,Специальные мероприятия на выбросоопасных пластах утверждены Госгортехнадзором 05.06.1993 (EV-VN-S020-0430).
SGP-017,seismic_geophysics_catalog,LAB_DILATANCY_AE,A_PHYSICAL_PROCESS,"Лабораторно (соль ВКМ): рост акустической эмиссии, резкое падение скорости продольной волны (поперёк нагрузки) и начало интенсивного разуплотнения происходят при σ ≈ (0,6–0,8)σсж — порог дилатансии; при дальнейшем нагружении V⊥ в разрушенном образце стремится к скорости в воздухе","σ/σсж = 0,6…0,8",—,образцы каменной соли / сильвинита ВКМ,VKM_REGIONAL,specimen,,,FACT,LAB_TEST,LAB,REGIONAL_PRIOR,MODERATE,HIGH,MEDIUM,MEDIUM,PARAMETER_PRIOR,VKM-SRC-025,"VKM-SRC-025 p.47 (§2.8, pp.47-48) | VKM-SRC-025 p.48 (§2.8) | VKM-SRC-025 p.102 (§4.1 p.102, рис. 4.5)",EV-VN-S025-0261;EV-VN-S025-0262;EV-VN-S025-0263;EV-VN-S025-0532,,OCR_VISUALLY_CONFIRMED,EXACT,,,LAB ≠ MASSIF. Физическая основа для сейсмоакустических/ультразвуковых индикаторов повреждённости.
SGP-018,seismic_geophysics_catalog,LAB_DAMAGE_VP,B_OBSERVATION_TECHNIQUE,"Коэффициент динамической нарушенности по УЗ-скорости P_v = (V_н − V⊥)/V_н; для КрII (>200 образцов) коррелирует с σсж (r = 0,96) и касательным модулем (r = 0,88); K_п = 10,6·P_v; при нагружении скорость растёт не более чем на 20 %","r = 0,96; r = 0,88; ΔVp ≤ 20 %",—,образцы пласта КрII ВКМ,VKM_REGIONAL,specimen,,,FACT,LAB_TEST,LAB,REGIONAL_PRIOR,MODERATE,HIGH,MEDIUM,LOW,OBSERVATION_OPERATOR,VKM-SRC-025,VKM-SRC-025 p.102 (§4.1 формула (4.5)) | VKM-SRC-025 p.104 (§4.1 p.104) | VKM-SRC-025 p.102 (§4.1 pp.102-104) | VKM-SRC-025 p.102 (§4.1 p.102),EV-VN-S025-0534;EV-VN-S025-0541;EV-VN-S025-0546;EV-VN-S025-0533,,OCR_VISUALLY_CONFIRMED,NOT_FOUND,,,Кандидат оператора «Vp → повреждённость» на масштабе образца; перенос на массив — требует Transfer.
SGP-019,seismic_geophysics_catalog,VP_LAB_ANISOTROPY,B_OBSERVATION_TECHNIQUE,"Анизотропия скоростей упругих волн (табл. 4.3): каменная соль Б-В (n=51) V1/V2/V3 = 4061/4145/4116 м/с; каменная соль КрII (n=43) 3956/4042/4089; сильвинит пёстрый А (n=40) 4223/4520/4392; карналлит В (n=50) 3183/3679/3725; V2/V1 = 1,02; 1,02; 1,08; 1,17",см. item,м/с,образцы ВКМ (рудник не указан),VKM_REGIONAL,specimen,,,FACT,LAB_TEST,LAB,REGIONAL_PRIOR,STRONG,HIGH,MEDIUM,LOW,PARAMETER_PRIOR,VKM-SRC-025,"VKM-SRC-025 p.111 (Табл. 4.3 row 'Каменная соль, Б-В') | VKM-SRC-025 p.111 (Табл. 4.3 row 'Каменная соль, КрII') | VKM-SRC-025 p.111 (Табл. 4.3 row 'Сильвинит пестрый, А') | VKM-SRC-025 p.111 (Табл. 4.3 row 'Карналлит, В') | VKM-SRC-025 p.113 (§4.3 формула (4.11))",EV-VN-S025-0591;EV-VN-S025-0592;EV-VN-S025-0593;EV-VN-S025-0594;EV-VN-S025-0603,,OCR_VISUALLY_CONFIRMED,NOT_FOUND,SRC-025 p111 рендер 110 dpi: все значения табл. 4.3 CONFIRMED,,"Результат: скоростная анизотропия каменной соли слабая (1,01–1,03), сильвинита 1,04–1,08, карналлита 1,17–1,18 — карналлит (пласт В) выделяется и по акустике. Лабораторный масштаб; направления осей не уточнены."
SGP-020,seismic_geophysics_catalog,VP_LOG_RANGE,B_OBSERVATION_TECHNIQUE,"Диапазон скоростей продольной волны соляных пород ВЗТ, в котором действительны статико-динамические регрессии: Vp 3750–4600 м/с (лаб.); по каротажу ~3440–4600 м/с",3750–4600 (лаб.); ~3440–4600 (каротаж),м/с,межшахтные целики СКРУ-1–СКРУ-2–СКРУ-3,SKRU1_SKRU2,district,,,FACT,MEASURED,LAB,SITE_SPECIFIC_SHARED_SKRU1_SKRU2,MODERATE,HIGH,HIGH,LOW,PARAMETER_PRIOR,VKM-SRC-012,"VKM-SRC-012 p.10 (Положения, выносимые на защиту, п.1 (pp.9-10)) | VKM-SRC-012 p.83 (первое защищаемое положение) | VKM-SRC-012 p.77 (Рис. 3.12 (облако точек))",EV-VN-S012-0014;EV-VN-S012-0462;EV-VN-S012-0444,,TEXT_LAYER,NOT_FOUND,,SGP-CF4,Каротажный нижний край (~3440) ниже лабораторного (3750) — регрессии экстраполируются (SGP-CF4).
SGP-021,seismic_geophysics_catalog,ACOUSTIC_LOGGING,B_OBSERVATION_TECHNIQUE,"Акустический каротаж (Vp) имеется лишь в 6 скважинах района межшахтных целиков: 234с, 1036, 1402, 1405, 1407, 1409; по 234с и 1036 — только растровые записи (Vp 234с нормирован по остальным); 1403 исключена (некорректная запись); в интервалах за обсадкой запись в цементе удалена → кровля ПП не исследована",6 скважин с АК,,район целиков СКРУ-1–СКРУ-2(–СКРУ-3),SKRU1_SKRU2,borehole,,,FACT,DESCRIPTIVE,NOT_APPLICABLE,SITE_SPECIFIC_SHARED_SKRU1_SKRU2,STRONG,HIGH,HIGH,LOW,OBSERVATION_OPERATOR,VKM-SRC-012,"VKM-SRC-012 p.70 (§3.3) | VKM-SRC-012 p.73 (§3.3, Рис. 3.10)",EV-VN-S012-0405;EV-VN-S012-0406;EV-VN-S012-0423;EV-VN-S012-0535;EV-VN-S012-0408,,TEXT_LAYER,EXACT,,,Ключевые скважинные привязки (borehole ties) Vp для 3D-мира СКРУ-1; координаты и сами кривые — в корпусе не опубликованы (поток BOREHOLES).
SGP-022,seismic_geophysics_catalog,VP_3D_MODEL,B_OBSERVATION_TECHNIQUE,"3D-распределение Vp в районе целиков СКРУ-1–СКРУ-2–СКРУ-3 построено в IRAP RMS кригингом + условным стохастическим моделированием по каротажу; далее E(Vp), σсж(Vp), c(Vp), φ(Vp) → 3D-модель свойств (без 2D-сейсмики — не была доступна)",3D Vp-куб (~10 млн ячеек; параметры вариограмм не сообщены),,район межшахтных целиков СКРУ-1–СКРУ-2–СКРУ-3,SKRU1_SKRU2,district,,,INTERPOLATION,MODEL_CALIBRATED,CALIBRATED_EFFECTIVE_MODEL,SITE_SPECIFIC_SHARED_SKRU1_SKRU2,WEAK,HIGH,MEDIUM,LOW,RESEARCH_REQUIRED,VKM-SRC-012,"VKM-SRC-012 p.83 (§3.5, Рис. 3.17) | VKM-SRC-012 p.84 (§3.5) | VKM-SRC-012 p.63 (§3.1 p.63) | VKM-SRC-012 p.83 (§3.2–3.5) | VKM-SRC-012 p.116 (Заключение п.4 p.116)",EV-VN-S012-0466;EV-VN-S012-0470;EV-VN-S012-0295;EV-VN-S012-0534;EV-VN-S012-0609,,TEXT_LAYER,EXACT,,SGP-CF5,INTERPOLATION чужого автора; вариограммы не опубликованы; регрессии солей применены и к надсолевым породам (SGP-CF5). Не использовать как наблюдение; только как указатель на данные.
SGP-023,seismic_geophysics_catalog,VP_PROPERTY_TRANSFER,B_OBSERVATION_TECHNIQUE,"Статико-динамические регрессии (лаборатория ПНИПУ, соли ВЗТ): Ss = 0,597·exp(9,75·10⁻⁴·Vp) − 20,0 [МПа]; E = 417,53·exp(5,21·10⁻⁵·Vp) − 500,0 [ГПа]; φ и c как функции Vp; перенос Vp каротажа на Vp образца принят автором",формулы (как напечатано),МПа; ГПа; м/с,соли ВЗТ ВКМ (лаб. + каротаж),VKM_REGIONAL,specimen,,,MODEL_CHOICE,MODEL_CALIBRATED,LAB,REGIONAL_PRIOR,WEAK,MEDIUM,MEDIUM,LOW,RESEARCH_REQUIRED,VKM-SRC-012,"VKM-SRC-012 p.78 (Рис. 3.13 (уравнение на графике)) | VKM-SRC-012 p.79 (Рис. 3.14 (уравнение на графике)) | VKM-SRC-012 p.80 (§3.4) | VKM-SRC-012 p.81 (§3.4, Рис. 3.16) | VKM-SRC-012 p.80 (§3.4, Рис. 3.15) | VKM-SRC-012 p.76 (формула (3.1))",EV-VN-S012-0446;EV-VN-S012-0449;EV-VN-S012-0452;EV-VN-S012-0456;EV-VN-S012-0451;EV-VN-S012-0432,,VISUAL_READ,NOT_FOUND,,,"Уравнения прочитаны с рисунков; расхождение каротажной и лабораторной связей (CV 14 %). Перенос LAB→MASSIF через Vp — MODEL_CHOICE автора, не факт. Динамический модуль ≠ статическому без передаточной функции (EV-VN-S025-0168)."
