point_id,profile_label,figure_order,distance_label_as_printed_km,distance_value_from_label_km,method,observation_interval_label,source_pixel_x,source_pixel_y,signed_displacement_mm,axis_calibrated_signed_mm,digitization_minus_axis_calibration_mm,digitization_envelope_half_width_mm,reading_status,reading_envelope_interpretation,source_file,source_sha256,pdf_page,provenance,eligible_as_t1_time_series,mapped_synthetic_point_id
SUP01-P5-LEVELING-2011_2016-016,5,16,0.80,0.8,leveling,2011-2016,601.2173913043479,272.5,-189.6,-189.626866,0.026866,3.1,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-LEVELING-2011_2016-017,5,17,0.85,0.85,leveling,2011-2016,633.5652173913044,313.0,-231.9,-231.940299,0.040299,8.4,partially_occluded_approximation,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-LEVELING-2011_2016-018,5,18,0.90,0.9,leveling,2011-2016,665.9130434782609,345.0,-265.4,-265.373134,-0.026866,3.1,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-LEVELING-2011_2016-019,5,19,0.95,0.95,leveling,2011-2016,698.2608695652174,375.5,-297.2,-297.238806,0.038806,3.1,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-LEVELING-2011_2016-020,5,20,1.00,1.0,leveling,2011-2016,730.608695652174,385.5,-307.7,-307.686567,-0.013433,3.1,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-LEVELING-2011_2016-021,5,21,1.05,1.05,leveling,2011-2016,762.9565217391305,374.5,-296.2,-296.19403,-0.00597,3.1,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-LEVELING-2011_2016-022,5,22,1.10,1.1,leveling,2011-2016,795.304347826087,357.0,-277.9,-277.910448,0.010448,3.1,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-LEVELING-2011_2016-023,5,23,1.15,1.15,leveling,2011-2016,827.6521739130435,307.0,-225.7,-225.671642,-0.028358,3.1,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-LEVELING-2011_2016-024,5,24,1.20,1.2,leveling,2011-2016,860.0,243.0,-158.8,-158.80597,0.00597,8.4,partially_occluded_approximation,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-LEVELING-2015_2016-001,5,1,0,0.0,leveling,2015-2016,116.0,144.5,-55.9,-55.895522,-0.004478,3.1,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-LEVELING-2015_2016-002,5,2,0.10,0.1,leveling,2015-2016,148.34782608695653,138.5,-49.6,-49.626866,0.026866,3.1,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-LEVELING-2015_2016-003,5,3,0.15,0.15,leveling,2015-2016,180.69565217391306,131.0,-41.8,-41.791045,-0.008955,3.1,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-LEVELING-2015_2016-004,5,4,0.20,0.2,leveling,2015-2016,213.04347826086956,124.5,-35.0,-35.0,0.0,3.1,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-LEVELING-2015_2016-005,5,5,0.25,0.25,leveling,2015-2016,245.3913043478261,118.5,-28.7,-28.731343,0.031343,3.1,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-LEVELING-2015_2016-006,5,6,0.30,0.3,leveling,2015-2016,277.7391304347826,114.5,-24.6,-24.552239,-0.047761,3.1,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-LEVELING-2015_2016-007,5,7,0.35,0.35,leveling,2015-2016,310.0869565217391,110.5,-20.4,-20.373134,-0.026866,3.1,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-LEVELING-2015_2016-008,5,8,0.40,0.4,leveling,2015-2016,342.4347826086956,109.5,-19.3,-19.328358,0.028358,3.1,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-LEVELING-2015_2016-009,5,9,0.45,0.45,leveling,2015-2016,374.7826086956522,108.5,-18.3,-18.283582,-0.016418,3.1,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-LEVELING-2015_2016-010,5,10,0.50,0.5,leveling,2015-2016,407.1304347826087,106.0,-15.7,-15.671642,-0.028358,3.1,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-LEVELING-2015_2016-011,5,11,0.55,0.55,leveling,2015-2016,439.47826086956525,107.5,-17.2,-17.238806,0.038806,3.1,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-LEVELING-2015_2016-012,5,12,0.60,0.6,leveling,2015-2016,471.82608695652175,108.5,-18.3,-18.283582,-0.016418,3.1,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-LEVELING-2015_2016-013,5,13,0.65,0.65,leveling,2015-2016,504.17391304347825,109.0,-18.8,-18.80597,0.00597,3.1,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-LEVELING-2015_2016-014,5,14,0.70,0.7,leveling,2015-2016,536.5217391304348,108.5,-18.3,-18.283582,-0.016418,3.1,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-LEVELING-2015_2016-015,5,15,0.75,0.75,leveling,2015-2016,568.8695652173913,112.5,-22.5,-22.462687,-0.037313,3.1,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-LEVELING-2015_2016-016,5,16,0.80,0.8,leveling,2015-2016,601.2173913043479,112.5,-22.5,-22.462687,-0.037313,3.1,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-LEVELING-2015_2016-017,5,17,0.85,0.85,leveling,2015-2016,633.5652173913044,115.5,-25.6,-25.597015,-0.002985,3.1,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-LEVELING-2015_2016-018,5,18,0.90,0.9,leveling,2015-2016,665.9130434782609,120.5,-30.8,-30.820896,0.020896,3.1,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-LEVELING-2015_2016-019,5,19,0.95,0.95,leveling,2015-2016,698.2608695652174,124.5,-35.0,-35.0,0.0,3.1,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-LEVELING-2015_2016-020,5,20,1.00,1.0,leveling,2015-2016,730.608695652174,129.5,-40.2,-40.223881,0.023881,3.1,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-LEVELING-2015_2016-021,5,21,1.05,1.05,leveling,2015-2016,762.9565217391305,132.5,-43.4,-43.358209,-0.041791,3.1,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-LEVELING-2015_2016-022,5,22,1.10,1.1,leveling,2015-2016,795.304347826087,135.5,-46.5,-46.492537,-0.007463,3.1,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-LEVELING-2015_2016-023,5,23,1.15,1.15,leveling,2015-2016,827.6521739130435,136.5,-47.5,-47.537313,0.037313,3.1,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-LEVELING-2015_2016-024,5,24,1.20,1.2,leveling,2015-2016,860.0,132.5,-43.4,-43.358209,-0.041791,3.1,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-RADAR-2011_2016-001,5,1,0,0.0,radar,2011-2016,116.0,315.5,-234.6,-234.552239,-0.047761,3.1,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-RADAR-2011_2016-002,5,2,0.10,0.1,radar,2011-2016,148.34782608695653,269.5,-186.5,-186.492537,-0.007463,3.1,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-RADAR-2011_2016-003,5,3,0.15,0.15,radar,2011-2016,180.69565217391306,238.5,-154.1,-154.104478,0.004478,8.4,partially_occluded_approximation,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-RADAR-2011_2016-004,5,4,0.20,0.2,radar,2011-2016,213.04347826086956,230.5,-145.7,-145.746269,0.046269,8.4,partially_occluded_approximation,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-RADAR-2011_2016-005,5,5,0.25,0.25,radar,2011-2016,245.3913043478261,218.5,-133.2,-133.208955,0.008955,8.4,partially_occluded_approximation,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-RADAR-2011_2016-006,5,6,0.30,0.3,radar,2011-2016,277.7391304347826,211.5,-125.9,-125.895522,-0.004478,8.4,partially_occluded_approximation,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-RADAR-2011_2016-007,5,7,0.35,0.35,radar,2011-2016,310.0869565217391,210.5,-124.9,-124.850746,-0.049254,8.4,partially_occluded_approximation,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-RADAR-2011_2016-008,5,8,0.40,0.4,radar,2011-2016,342.4347826086956,208.5,-122.8,-122.761194,-0.038806,8.4,partially_occluded_approximation,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-RADAR-2011_2016-009,5,9,0.45,0.45,radar,2011-2016,374.7826086956522,209.5,-123.8,-123.80597,0.00597,8.4,partially_occluded_approximation,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-RADAR-2011_2016-010,5,10,0.50,0.5,radar,2011-2016,407.1304347826087,215.5,-130.1,-130.074627,-0.025373,8.4,partially_occluded_approximation,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-RADAR-2011_2016-011,5,11,0.55,0.55,radar,2011-2016,439.47826086956525,223.5,-138.4,-138.432836,0.032836,8.4,partially_occluded_approximation,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-RADAR-2011_2016-012,5,12,0.60,0.6,radar,2011-2016,471.82608695652175,229.5,-144.7,-144.701493,0.001493,8.4,partially_occluded_approximation,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-RADAR-2011_2016-013,5,13,0.65,0.65,radar,2011-2016,504.17391304347825,238.5,-154.1,-154.104478,0.004478,8.4,partially_occluded_approximation,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-RADAR-2011_2016-014,5,14,0.70,0.7,radar,2011-2016,536.5217391304348,247.5,-163.5,-163.507463,0.007463,8.4,partially_occluded_approximation,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-RADAR-2011_2016-015,5,15,0.75,0.75,radar,2011-2016,568.8695652173913,256.5,-172.9,-172.910448,0.010448,8.4,partially_occluded_approximation,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-RADAR-2011_2016-016,5,16,0.80,0.8,radar,2011-2016,601.2173913043479,273.5,-190.7,-190.671642,-0.028358,8.4,partially_occluded_approximation,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-RADAR-2011_2016-017,5,17,0.85,0.85,radar,2011-2016,633.5652173913044,296.5,-214.7,-214.701493,0.001493,3.1,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-RADAR-2011_2016-018,5,18,0.90,0.9,radar,2011-2016,665.9130434782609,325.5,-245.0,-245.0,0.0,8.4,partially_occluded_approximation,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-RADAR-2011_2016-019,5,19,0.95,0.95,radar,2011-2016,698.2608695652174,348.5,-269.0,-269.029851,0.029851,8.4,partially_occluded_approximation,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-RADAR-2011_2016-020,5,20,1.00,1.0,radar,2011-2016,730.608695652174,363.5,-284.7,-284.701493,0.001493,8.4,partially_occluded_approximation,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-RADAR-2011_2016-021,5,21,1.05,1.05,radar,2011-2016,762.9565217391305,347.0,-267.5,-267.462687,-0.037313,8.4,partially_occluded_approximation,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-RADAR-2011_2016-022,5,22,1.10,1.1,radar,2011-2016,795.304347826087,319.5,-238.7,-238.731343,0.031343,8.4,partially_occluded_approximation,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P5-RADAR-2011_2016-023,5,23,1.15,1.15,radar,2011-2016,827.6521739130435,293.5,-211.6,-211.567164,-0.032836,3.1,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
