point_id,profile_label,figure_order,distance_label_as_printed_km,distance_value_from_label_km,method,observation_interval_label,source_pixel_x,source_pixel_y,signed_displacement_mm,axis_calibrated_signed_mm,digitization_minus_axis_calibration_mm,digitization_envelope_half_width_mm,reading_status,reading_envelope_interpretation,source_file,source_sha256,pdf_page,provenance,eligible_as_t1_time_series,mapped_synthetic_point_id
SUP01-P1-LEVELING-2011_2016-011,1,11,1.1,1.1,leveling,2011-2016,681.3461538461538,326.0,-280.6,-280.597015,-0.002985,3.6,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P1-LEVELING-2011_2016-012,1,12,1.2,1.2,leveling,2011-2016,736.7307692307693,,,,,,unresolved_occlusion,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P1-LEVELING-2011_2016-013,1,13,1.3,1.3,leveling,2011-2016,792.1153846153846,383.5,-349.3,-349.253731,-0.046269,3.6,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P1-LEVELING-2011_2016-014,1,14,1.4,1.4,leveling,2011-2016,847.5,381.5,-346.9,-346.865672,-0.034328,3.6,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P1-LEVELING-2015_2016-001,1,1,0,0.0,leveling,2015-2016,127.5,90.5,0.6,0.597015,0.002985,3.6,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P1-LEVELING-2015_2016-002,1,2,0.2,0.2,leveling,2015-2016,182.8846153846154,90.5,0.6,0.597015,0.002985,3.6,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P1-LEVELING-2015_2016-003,1,3,0.3,0.3,leveling,2015-2016,238.26923076923077,103.5,-14.9,-14.925373,0.025373,3.6,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P1-LEVELING-2015_2016-004,1,4,0.4,0.4,leveling,2015-2016,293.6538461538462,103.5,-14.9,-14.925373,0.025373,3.6,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P1-LEVELING-2015_2016-005,1,5,0.5,0.5,leveling,2015-2016,349.03846153846155,103.5,-14.9,-14.925373,0.025373,3.6,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P1-LEVELING-2015_2016-006,1,6,0.6,0.6,leveling,2015-2016,404.4230769230769,111.5,-24.5,-24.477612,-0.022388,3.6,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P1-LEVELING-2015_2016-007,1,7,0.7,0.7,leveling,2015-2016,459.8076923076923,114.5,-28.1,-28.059701,-0.040299,3.6,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P1-LEVELING-2015_2016-008,1,8,0.8,0.8,leveling,2015-2016,515.1923076923077,120.5,-35.2,-35.223881,0.023881,3.6,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P1-LEVELING-2015_2016-009,1,9,0.9,0.9,leveling,2015-2016,570.5769230769231,132.5,-49.6,-49.552239,-0.047761,3.6,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P1-LEVELING-2015_2016-010,1,10,1.0,1.0,leveling,2015-2016,625.9615384615385,135.5,-53.1,-53.134328,0.034328,3.6,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P1-LEVELING-2015_2016-011,1,11,1.1,1.1,leveling,2015-2016,681.3461538461538,144.0,-63.3,-63.283582,-0.016418,3.6,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P1-LEVELING-2015_2016-012,1,12,1.2,1.2,leveling,2015-2016,736.7307692307693,147.5,-67.5,-67.462687,-0.037313,3.6,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P1-LEVELING-2015_2016-013,1,13,1.3,1.3,leveling,2015-2016,792.1153846153846,149.5,-69.9,-69.850746,-0.049254,3.6,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P1-LEVELING-2015_2016-014,1,14,1.4,1.4,leveling,2015-2016,847.5,149.5,-69.9,-69.850746,-0.049254,3.6,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P1-RADAR-2011_2016-001,1,1,0,0.0,radar,2011-2016,127.5,104.0,-15.5,-15.522388,0.022388,3.6,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P1-RADAR-2011_2016-002,1,2,0.2,0.2,radar,2011-2016,182.8846153846154,106.5,-18.5,-18.507463,0.007463,3.6,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P1-RADAR-2011_2016-003,1,3,0.3,0.3,radar,2011-2016,238.26923076923077,127.5,-43.6,-43.58209,-0.01791,3.6,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P1-RADAR-2011_2016-004,1,4,0.4,0.4,radar,2011-2016,293.6538461538462,161.5,-84.2,-84.179104,-0.020896,3.6,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P1-RADAR-2011_2016-005,1,5,0.5,0.5,radar,2011-2016,349.03846153846155,149.5,-69.9,-69.850746,-0.049254,3.6,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P1-RADAR-2011_2016-006,1,6,0.6,0.6,radar,2011-2016,404.4230769230769,171.5,-96.1,-96.119403,0.019403,3.6,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P1-RADAR-2011_2016-007,1,7,0.7,0.7,radar,2011-2016,459.8076923076923,235.5,-172.5,-172.537313,0.037313,3.6,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P1-RADAR-2011_2016-008,1,8,0.8,0.8,radar,2011-2016,515.1923076923077,271.5,-215.5,-215.522388,0.022388,3.6,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P1-RADAR-2011_2016-009,1,9,0.9,0.9,radar,2011-2016,570.5769230769231,303.5,-253.7,-253.731343,0.031343,3.6,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P1-RADAR-2011_2016-010,1,10,1.0,1.0,radar,2011-2016,625.9615384615385,324.5,-278.8,-278.80597,0.00597,3.6,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P1-RADAR-2011_2016-011,1,11,1.1,1.1,radar,2011-2016,681.3461538461538,347.5,-306.3,-306.268657,-0.031343,3.6,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P1-RADAR-2011_2016-012,1,12,1.2,1.2,radar,2011-2016,736.7307692307693,353.5,-313.4,-313.432836,0.032836,3.6,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P1-RADAR-2011_2016-013,1,13,1.3,1.3,radar,2011-2016,792.1153846153846,358.5,-319.4,-319.402985,0.002985,3.6,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P1-RADAR-2011_2016-014,1,14,1.4,1.4,radar,2011-2016,847.5,400.5,-369.6,-369.552239,-0.047761,3.6,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P1-RADAR-2015_2016-001,1,1,0,0.0,radar,2015-2016,127.5,91.5,-0.6,-0.597015,-0.002985,3.6,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P1-RADAR-2015_2016-002,1,2,0.2,0.2,radar,2015-2016,182.8846153846154,92.5,-1.8,-1.791045,-0.008955,3.6,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P1-RADAR-2015_2016-003,1,3,0.3,0.3,radar,2015-2016,238.26923076923077,96.0,-6.0,-5.970149,-0.029851,9.6,partially_occluded_approximation,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P1-RADAR-2015_2016-004,1,4,0.4,0.4,radar,2015-2016,293.6538461538462,99.5,-10.1,-10.149254,0.049254,3.6,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P1-RADAR-2015_2016-005,1,5,0.5,0.5,radar,2015-2016,349.03846153846155,96.0,-6.0,-5.970149,-0.029851,9.6,partially_occluded_approximation,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P1-RADAR-2015_2016-006,1,6,0.6,0.6,radar,2015-2016,404.4230769230769,99.5,-10.1,-10.149254,0.049254,3.6,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P1-RADAR-2015_2016-007,1,7,0.7,0.7,radar,2015-2016,459.8076923076923,115.5,-29.3,-29.253731,-0.046269,3.6,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P1-RADAR-2015_2016-008,1,8,0.8,0.8,radar,2015-2016,515.1923076923077,121.5,-36.4,-36.41791,0.01791,3.6,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P1-RADAR-2015_2016-009,1,9,0.9,0.9,radar,2015-2016,570.5769230769231,129.0,-45.4,-45.373134,-0.026866,9.6,partially_occluded_approximation,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P1-RADAR-2015_2016-010,1,10,1.0,1.0,radar,2015-2016,625.9615384615385,130.0,-46.6,-46.567164,-0.032836,9.6,partially_occluded_approximation,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P1-RADAR-2015_2016-011,1,11,1.1,1.1,radar,2015-2016,681.3461538461538,132.0,-49.0,-48.955224,-0.044776,9.6,partially_occluded_approximation,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P1-RADAR-2015_2016-012,1,12,1.2,1.2,radar,2015-2016,736.7307692307693,135.0,-52.5,-52.537313,0.037313,9.6,partially_occluded_approximation,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P1-RADAR-2015_2016-013,1,13,1.3,1.3,radar,2015-2016,792.1153846153846,138.0,-56.1,-56.119403,0.019403,9.6,partially_occluded_approximation,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P1-RADAR-2015_2016-014,1,14,1.4,1.4,radar,2015-2016,847.5,151.5,-72.2,-72.238806,0.038806,3.6,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
