cat_id,obs_class,schema_modality,item_kind,observable,equipment_method,spatial_support,time_support,cadence_revisit,precision_error,datum_reference,crs_note,site_attribution_strict,scope,latent_state_link,values_in_corpus,values_summary,usable_for_skru1,information_availability,source_id,locator,vn_ids,existing_evidence_ids,status,evidence_type,scale,confidence,extraction_method,quote_check,visual_recheck,origin,record_kind,notes
MON-0052,LEVELLING,levelling,NORMATIVE_SPEC,максимальная скорость оседания земной поверхности,method: levelling,deposit,dates: не указаны; publ=1992,,не указана,не указана,не указано,ВКМКС (рудник не указан),VKM_REGIONAL,"u_z(репер,t) − u_z(репер,t0) относительно исходных реперов; точечная опора; эпохи кампаний",SPEC_OR_DESCRIPTION_ONLY,классы <5; <50; >100 мм/мес; ось рис. 8.17 до 10³ мм/мес,METHOD/OPERATOR_PRIOR (не данные состояния),публично не ранее 1992 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: не указан,VKM-SRC-037,p171 [Табл. 8.27; рис. 8.17],EV-VN-S037-0995,,FACT,NORMATIVE,FIELD,MEDIUM,OCR_VISUALLY_CONFIRMED,NOT_FOUND,,merged,monitoring_observation,"Monitoring modality not named; mm/month rates imply repeated (at least monthly-resolved) surface surveys. Used as a design input (expected rate), not as observed data."
MON-0053,PROFILE_LINE_STATION,profile_line,SYSTEM_DESCRIPTION,оседания реперов профильных линий (нивелирование) — наземная наблюдательная станция,method: profile_line,"survey_line | наблюдательная сеть профильных линий Соликамска (линии 1, 5, 6, 17 показаны) | ids: Линия 1; Линия 5; Линия 6; Линия 17","dates: эпохи 2011, 2015, 2016 (implied)",,class not stated on slides (SRC-001: II класс for 2011 comparison),relative to first epoch; distances from first benchmark,"географические координаты, датум не указан",Соликамск: СКРУ-1 или СКРУ-2 — источник не разделяет (UNATTRIBUTED),SKRU1_OR_SKRU2_UNATTRIBUTED,"u_z и горизонтальная компонента вдоль линии (полная серия) в реперах через 20–50 м; производные: наклон, кривизна, ε",SPEC_OR_DESCRIPTION_ONLY,line numbering up to at least 17 implies ≥17 profile lines in the Solikamsk network,DISCOVERY_ONLY (слайды ПНИПУ; первичная публикация не найдена) | METHOD/OPERATOR_PRIOR (не данные состояния),год публикации не извлечён; внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: ПНИПУ каф. МДГиГИС; заказчик Уралкалий/СКРУ (по контексту),VKM-SRC-002,p15 [слайды 12-15 (сводно)],EV-VN-S002-0065,,FACT,DESCRIPTIVE,NOT_APPLICABLE,MEDIUM,VISUAL_READ,EXACT,,merged,monitoring_observation,"Existence of numbered profile-line network (Arabic numerals here, Roman 'XXVII' in SRC-001 Рис.6б) — two numbering systems may belong to different mines/networks. | ИСПРАВЛЕНИЯ 26.09.2026: область: SKRU1_SKRU2 → SKRU1_OR_SKRU2_UNATTRIBUTED (D-17; Соликамск (застроенная территория СКРУ-1 и СКРУ-2): рудник по линии источник не указывает); уверенность HIGH → MEDIUM (discovery-only); VKM-SRC-002 — слайды доклада ПНИПУ: перепечатка/компиляция рисунков без библиографической привязки; SOURCE_REGISTER: discovery-only до нахождения первичной публикации; первоисточник — DATA_REQUEST (отчёт ПНИПУ для Уралкалия / диссертация Мусихина). FACT — только факт изображения на слайде; как наблюдение СКРУ-1 для бенчмарка не использовать до получения первоисточника (PRIMARY_SECONDARY-010)"
MON-0054,PROFILE_LINE_STATION,profile_line,METHOD_PROTOCOL,суммарные оседания земной поверхности по профильным линиям vs положение предполагаемых разломов надсолевой толщи,method: profile_line,survey_line | ids: 7 участков сопоставления (из 30 намеченных),"event_date=2011; dates: сопоставление выполнено в 2011 г.; отчет Кудряшов, Мараков 2012; publ=2013; note: analysis 2011; report 2012",,не указана,не указана,не указано,шахтные поля «Сильвинит» и «Уралкалий» (7 участков сопоставления),VKM_REGIONAL,"u_z и горизонтальная компонента вдоль линии (полная серия) в реперах через 20–50 м; производные: наклон, кривизна, ε",SPEC_OR_DESCRIPTION_ONLY,"грунтовые реперы через 20–50 м; критерии отбора: угол пересечения разлома ≥45°; участок полностью отработан с одинаковым числом пластов; одинаковые/близкие параметры системы отработки (ширина/высота камер, ширина целиков, закладка и время ее внесения, полнота заполнения камер), глубина; наблюдения с момента подработки; сдвижение в стадии затухания или ≥50% конечных оседаний",METHOD/OPERATOR_PRIOR (не данные состояния),публично не ранее 2013 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: маркшейдерские службы «Сильвинит»/«Уралкалий»; обобщение Кудряшова (ООО НПФ «Геопрогноз»),VKM-SRC-011,p130 [стр. 259],EV-VN-S011-2085,EV-GEO-0179,FACT,FIELD_OBSERVATION,NOT_APPLICABLE,HIGH,TEXT_LAYER,FUZZY_76,,merged,monitoring_observation,Selection criteria are a ready-made protocol for choosing comparable subsidence profiles; they explicitly list backfill timing and fill completeness as controls.
MON-0055,PROFILE_LINE_STATION,profile_line,NORMATIVE_SPEC,surface displacement and deformation,method: profile_line,mine_field | наблюдательная станция в районе междушахтных целиков (сторона СКРУ-2),publ=2023,,,,не указано,"наблюдательная станция у м/ш целиков, сторона СКРУ-2",SKRU2,"u_z и горизонтальная компонента вдоль линии (полная серия) в реперах через 20–50 м; производные: наклон, кривизна, ε",SPEC_OR_DESCRIPTION_ONLY,,METHOD/OPERATOR_PRIOR (не данные состояния),"публично не ранее 2023 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: маркшейдерская служба ПАО «Уралкалий» (линии 1,7,8,10,23); ПНИПУ (линия 3, GNSS 507)",VKM-SRC-012,p40 [§2.1],EV-VN-S012-0192,EV-MON-0001,FACT,NORMATIVE,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,,merged,monitoring_observation, | ИСПРАВЛЕНИЯ 26.09.2026: область: SKRU1_SKRU2 → SKRU2 (D-17; наблюдательная станция у м/ш целиков со стороны СКРУ-2 (p.40))
MON-0056,PROFILE_LINE_STATION,profile_line,SYSTEM_DESCRIPTION,observation_station_purpose,,mine_field,publ=2023,,,,не указано,СКРУ-2,SKRU2,"u_z и горизонтальная компонента вдоль линии (полная серия) в реперах через 20–50 м; производные: наклон, кривизна, ε",SPEC_OR_DESCRIPTION_ONLY,"Purposes of the observation station near pillars (SKRU-2 side): regularities of surface movement in different mining conditions, actual deformations, efficiency of protective measures and their correction; link between surface deformation in time/space and deformation of undermined objects/buildings for timely safety measures.",METHOD/OPERATOR_PRIOR (не данные состояния),"публично не ранее 2023 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: маркшейдерская служба ПАО «Уралкалий» (линии 1,7,8,10,23); ПНИПУ (линия 3, GNSS 507)",VKM-SRC-012,p40 [§2.1],EV-VN-S012-0193,,FACT,DESCRIPTIVE,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,,merged,claim,
MON-0057,PROFILE_LINE_STATION,profile_line,NORMATIVE_SPEC,reference benchmark layout,,survey_line,publ=2023,,,,не указано,ВКМКС (рудник не указан),VKM_REGIONAL,"u_z и горизонтальная компонента вдоль линии (полная серия) в реперах через 20–50 м; производные: наклон, кривизна, ε",SPEC_OR_DESCRIPTION_ONLY,3 reference benchmarks per side outside influence zone; equilateral triangle side 50 m or in line with 45-60 m spacing; exceptionally >=3 at one end if terrain/wetland/water prevents,METHOD/OPERATOR_PRIOR (не данные состояния),"публично не ранее 2023 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: маркшейдерская служба ПАО «Уралкалий» (линии 1,7,8,10,23); ПНИПУ (линия 3, GNSS 507)",VKM-SRC-012,p41 [§2.1],EV-VN-S012-0196,EV-MON-0003,FACT,NORMATIVE,DESIGN,HIGH,TEXT_LAYER,EXACT,,merged,engineering_rule,
MON-0058,PROFILE_LINE_STATION,profile_line,NORMATIVE_SPEC,benchmark construction,method: levelling,benchmark,publ=2023,,,,не указано,ВКМКС (рудник не указан),VKM_REGIONAL,"u_z и горизонтальная компонента вдоль линии (полная серия) в реперах через 20–50 м; производные: наклон, кривизна, ε",SPEC_OR_DESCRIPTION_ONLY,"rail off-cuts on older lines; metal pins d>=20-25 mm, L>=2 m, driven or concrete-anchored below frost depth; centres up to 0.2 m above ground in forest, typically recessed to 0.4 m in fields/built-up areas; 2 mm hole drilled 3 mm deep on top",METHOD/OPERATOR_PRIOR (не данные состояния),"публично не ранее 2023 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: маркшейдерская служба ПАО «Уралкалий» (линии 1,7,8,10,23); ПНИПУ (линия 3, GNSS 507)",VKM-SRC-012,p41 [§2.1],EV-VN-S012-0197,EV-MON-0004,FACT,NORMATIVE,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,,merged,monitoring_observation,Benchmark type changes over time (rails -> pins) is relevant for observation-operator error model (older lines vs newer).
MON-0059,PROFILE_LINE_STATION,profile_line,NORMATIVE_SPEC,full series = vertical + horizontal benchmark displacements; reduced series = vertical only,method: levelling,survey_line,publ=2023,,,,не указано,ВКМКС (рудник не указан),VKM_REGIONAL,"u_z и горизонтальная компонента вдоль линии (полная серия) в реперах через 20–50 м; производные: наклон, кривизна, ε",SPEC_OR_DESCRIPTION_ONLY,,METHOD/OPERATOR_PRIOR (не данные состояния),"публично не ранее 2023 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: маркшейдерская служба ПАО «Уралкалий» (линии 1,7,8,10,23); ПНИПУ (линия 3, GNSS 507)",VKM-SRC-012,p42 [§2.1],EV-VN-S012-0202,EV-MON-0010,FACT,NORMATIVE,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,,merged,monitoring_observation,
MON-0060,PROFILE_LINE_STATION,profile_line,DATASET,vertical & horizontal displacements,method: profile_line,"survey_line | профильная линия №3 | ids: профильная линия №3 (ПНИПУ, нефтепровод)",measurement_date=2011-; dates: established 2011; area under mining influence since 2003; publ=2023,,"see p.57 (class II levelling, 1:20000)",,не указано,СКРУ-2,SKRU2,"u_z и горизонтальная компонента вдоль линии (полная серия) в реперах через 20–50 м; производные: наклон, кривизна, ε",TEXT_VALUES,"443 driven benchmarks, round bar d=25 mm, L=2 m, spacing 25 m; southern end beyond ПК238 exits influence zone via working benchmarks 668, 674, 679, 684, 689, 695 of Юрчукский полигон",NEIGHBOUR_ONLY (соседний рудник; не переносить на СКРУ-1 без статуса ANALOGUE),"публично не ранее 2023 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: маркшейдерская служба ПАО «Уралкалий» (линии 1,7,8,10,23); ПНИПУ (линия 3, GNSS 507)",VKM-SRC-012,p42 [§2.2],EV-VN-S012-0206,EV-MON-0012,FACT,FIELD_OBSERVATION,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,,merged,monitoring_observation,Influence since 2003 but line founded 2011 => 8-year gap with no baseline for this line.
MON-0061,PROFILE_LINE_STATION,profile_line,SYSTEM_DESCRIPTION,Uralkali_observation_base_SKRU2,,mine_field,publ=2023,,,,не указано,СКРУ-2,SKRU2,"u_z и горизонтальная компонента вдоль линии (полная серия) в реперах через 20–50 м; производные: наклон, кривизна, ε",SPEC_OR_DESCRIPTION_ONLY,Extensive subsidence observation base on SKRU-2 territory (Uralkali). Older lines retain fewer surviving benchmarks. Many profile lines established in 2017 at various SKRU-2 sites.,METHOD/OPERATOR_PRIOR (не данные состояния),"публично не ранее 2023 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: маркшейдерская служба ПАО «Уралкалий» (линии 1,7,8,10,23); ПНИПУ (линия 3, GNSS 507)",VKM-SRC-012,p48 [§2.3],EV-VN-S012-0227,EV-MON-0024,FACT,DESCRIPTIVE,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,,merged,claim,Benchmark attrition with line age -> gaps in long series.
MON-0062,PROFILE_LINE_STATION,profile_line,DATASET,subsidence troughs,method: profile_line,survey_line | ids: 10; 1; 7; 8,publ=2023,,,,не указано,"наблюдения со стороны СКРУ-2 обоих целиков: линии №10, 1, 7 — у м/ш целика СКРУ-1–СКРУ-2 (их реперы в зоне целика — отдельные строки MON-0027, MON-0028), линия №8 — у м/ш целика СКРУ-2–СКРУ-3 (СКРУ-2)",SKRU2,"u_z и горизонтальная компонента вдоль линии (полная серия) в реперах через 20–50 м; производные: наклон, кривизна, ε",TEXT_VALUES,Figs 2.7-2.10,NEIGHBOUR_ONLY (соседний рудник; не переносить на СКРУ-1 без статуса ANALOGUE),"публично не ранее 2023 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: маркшейдерская служба ПАО «Уралкалий» (линии 1,7,8,10,23); ПНИПУ (линия 3, GNSS 507)",VKM-SRC-012,p50 [§2.3],EV-VN-S012-0238,EV-MON-0030,FACT,FIELD_OBSERVATION,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,,merged,monitoring_observation," | ИСПРАВЛЕНИЯ 26.09.2026: область: SKRU1_SKRU2 → SKRU2 (D-17; наблюдения со стороны СКРУ-2 обоих целиков по линиям 10, 1, 7, 8 (p.50))"
MON-0063,PROFILE_LINE_STATION,profile_line,DATASET,subsidence,method: profile_line,"survey_line | профильная линия №1 | ids: №1, 30 реперов",measurement_date=2003-; dates: since 2003; publ=2023,,,,не указано,"линия №1 (вдоль сбойки через м/ш целик СКРУ-1–СКРУ-2): реперы 1–8 — зона целика, реперы 9–30 — сторона СКРУ-2 (1 СВП-143); на стороне СКРУ-1 измерений нет (SRC-012 p.107); строка без численных значений",SKRU1_SKRU2_PILLAR,"u_z и горизонтальная компонента вдоль линии (полная серия) в реперах через 20–50 м; производные: наклон, кривизна, ε",TEXT_VALUES,only 30 benchmarks with data since 2003 (benchmark loss),PARTIAL (зона м/ш целика СКРУ-1–СКРУ-2: для СКРУ-1 — только локально у целика или через Transfer),"публично не ранее 2023 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: маркшейдерская служба ПАО «Уралкалий» (линии 1,7,8,10,23); ПНИПУ (линия 3, GNSS 507)",VKM-SRC-012,p57 [§2.4 p.57],EV-VN-S012-0279,EV-MON-0041,FACT,FIELD_OBSERVATION,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,,merged,monitoring_observation,Fig 2.8 shows epochs from 09.08.00 though; line founded 1977 (p.34). Surviving benchmark count limits spatial coverage. | ИСПРАВЛЕНИЯ 26.09.2026: область: SKRU1_SKRU2 → SKRU1_SKRU2_PILLAR (D-17; линия №1 (30 реперов с 2003 г.); реперы 9–30 — сторона СКРУ-2)
MON-0064,PROFILE_LINE_STATION,profile_line,SYSTEM_DESCRIPTION,surface subsidence / displacements (levelling on observation station lines),method: profile_line,"survey_line | профильные линии № 1 (через целик СКРУ-1–СКРУ-2, меридиональная) и № 2 (через целик СКРУ-2–СКРУ-3, широтная) | ids: профильная линия № 1; профильная линия № 2",dates: not in this chunk (Chapter 2; comparison in §4.2); publ=2023,,,,не указано,линия №1 — м/ш целик СКРУ-1–СКРУ-2 (зона целика + сторона СКРУ-2); линия №2 — м/ш целик СКРУ-2–СКРУ-3 (СКРУ-2),SOLIKAMSK_GROUP,"u_z и горизонтальная компонента вдоль линии (полная серия) в реперах через 20–50 м; производные: наклон, кривизна, ε",SPEC_OR_DESCRIPTION_ONLY,,METHOD/OPERATOR_PRIOR (не данные состояния),"публично не ранее 2023 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: маркшейдерская служба ПАО «Уралкалий» (линии 1,7,8,10,23); ПНИПУ (линия 3, GNSS 507)",VKM-SRC-012,p84 [§3.5],EV-VN-S012-0533,EV-SYN-0010; EV-GEO-0232,FACT,DESCRIPTIVE,FIELD,HIGH,TEXT_LAYER,EXACT,,merged,monitoring_observation,FE sections deliberately follow survey lines so that model and observations can be compared. | ИСПРАВЛЕНИЯ 26.09.2026: область: SKRU1_SKRU2 → SOLIKAMSK_GROUP (D-17; линии №1 (целик СКРУ-1–СКРУ-2) и №2 (целик СКРУ-2–СКРУ-3))
MON-0065,PROFILE_LINE_STATION,profile_line,NORMATIVE_SPEC,"observation stations as profile lines of ground benchmarks; location (surface or underground), periodicity and methods defined by project documentation agreed with state mining supervision",,unstated,publ=2026,,,,не указано,общий метод (без площадки),GENERAL_METHOD,"u_z и горизонтальная компонента вдоль линии (полная серия) в реперах через 20–50 м; производные: наклон, кривизна, ε",SPEC_OR_DESCRIPTION_ONLY,"Приказ Ростехнадзора от 08.12.2020 №505, п.192",METHOD/OPERATOR_PRIOR (не данные состояния),публично не ранее 2026 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: маркшейдерский отдел ООО «ЕвроХим-ВолгаКалий» (аналог),VKM-SRC-024,"p49 [§6.1.1, ref [12]]",EV-VN-S024-0114,,FACT,NORMATIVE,DESIGN,HIGH,TEXT_LAYER,FUZZY_86,,merged,engineering_rule,Order №505 of 08.12.2020 — in RF this is the Federal norms 'Правила безопасности при ведении горных работ и переработке твердых полезных ископаемых' (identification by title not given in text; verify from bibliography [12] in c2).
MON-0066,PROFILE_LINE_STATION,profile_line,NORMATIVE_SPEC,оседания и горизонтальные смещения грунтовых реперов на поверхности; горизонтальная конвергенция очистных камер,method: levelling,mine | рудники ВКМ,dates: регулярно (нормативно); publ=2023,,не указана,не указан,не указано,ВКМКС (рудник не указан),VKM_REGIONAL,"u_z и горизонтальная компонента вдоль линии (полная серия) в реперах через 20–50 м; производные: наклон, кривизна, ε",SPEC_OR_DESCRIPTION_ONLY,,METHOD/OPERATOR_PRIOR (не данные состояния),публично не ранее 2023 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: маркшейдерские подразделения рудников; ГИ УрО РАН (станции),VKM-SRC-034,p1 [вводная часть],EV-VN-S034-0003,,FACT,NORMATIVE,FIELD,HIGH,TEXT_LAYER,EXACT,,merged,monitoring_observation,Two routine monitoring modalities on VKM mines: (1) surface levelling + horizontal displacement of ground benchmarks per Instruction 2004 [1] and Уралкалий tech regulation 2016 [2]; (2) chamber horizontal convergence per Указания 2022 [3].
MON-0067,PROFILE_LINE_STATION,profile_line,SYSTEM_DESCRIPTION,оседание грунтовых реперов профильной линии над камерным блоком,method: profile_line,"survey_line | профильная линия реперов 187–197, 1 ЮЗП БКПРУ-4 | ids: 187; 188; 189; 190; 191; 192; 193; 194; 195; 196; 197",dates: см. рис. 2а; publ=2023,,не указана,не указан (план без координат и масштаба),см. datum_reference,БКПРУ-4,BKPRU4,"u_z и горизонтальная компонента вдоль линии (полная серия) в реперах через 20–50 м; производные: наклон, кривизна, ε",SPEC_OR_DESCRIPTION_ONLY,"На плане: профильная линия (надпись «Профильная линия») проходит параллельно длинным осям камер пласта КрII; «Подземная наблюдательная станция» — между реперами 191 и 192; «Сев. выем. штрек», «Южный выем. штрек» у реперов 196–197.",METHOD/OPERATOR_PRIOR (не данные состояния),публично не ранее 2023 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: маркшейдерские подразделения рудников; ГИ УрО РАН (станции),VKM-SRC-034,p3 [Рис. 1а (выкопировка с плана горных работ)],EV-VN-S034-0031,,FACT,DESCRIPTIVE,FIELD,HIGH,VISUAL_READ,EXACT,,merged,monitoring_observation,Plan extract without scale/north arrow/coordinates.
MON-0068,HORIZONTAL_DEFORMATION,horizontal_deformation,DATASET,"horizontal strain (растяжение/сжатие) between benchmarks, surveying lines across subsidence trough edge",method: profile_line,"survey_line | профили 14, 19, 25 (БКПРУ-1) | ids: профиль 14 (Rp 2–7, …22, 25, 27, 29, 31, ОР1–ОР3); профиль 19 (Rp 1а–23а, 2–24, 13–18); профиль 25 (Rp 5–15, laid 2000)",measurement_date=≤1988–2002; dates: profile 14 series from ≤1988 to 2002; profile 19 from 1999 to 2002 (graph); profile 25 laid 2000; publ=2013,,not stated,not stated,не указано,БКПРУ-1,BKPRU1,ε_xx = ΔL/L между соседними реперами; проекция u_h на ось линии,TEXT_VALUES,"Rp 4–5 (пр.14): tension grew monotonically to 1995: 6,74 мм/м (21,6 см absolute), then compression; Rp 15–16 (пр.19): max apparently 2001, compression 2002; Rp 17–18: tension continuing, exceeds max of Rp 15–16; Rp 6–7 (пр.25): rapid growth, total unknown",VKM_ANALOGUE_ONLY,публично не ранее 2013 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: маркшейдерские службы «Сильвинит»/«Уралкалий»; обобщение Кудряшова (ООО НПФ «Геопрогноз»),VKM-SRC-011,"p35 [текст с.68-69; рис. 1.65, 1.66, 1.68]",EV-VN-S011-0653,EV-GEO-0129,FACT,MEASURED,FIELD,HIGH,TEXT_LAYER,EXACT,,merged,monitoring_observation,
MON-0069,HORIZONTAL_DEFORMATION,horizontal_deformation,NORMATIVE_SPEC,interval lengths between benchmarks (horizontal displacement/strain),method: profile_line,survey_line,publ=2023,,1:10 000,,не указано,ВКМКС (рудник не указан),VKM_REGIONAL,ε_xx = ΔL/L между соседними реперами; проекция u_h на ось линии,SPEC_OR_DESCRIPTION_ONLY,total station three-tripod or steel tape with rigid plumbs,METHOD/OPERATOR_PRIOR (не данные состояния),"публично не ранее 2023 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: маркшейдерская служба ПАО «Уралкалий» (линии 1,7,8,10,23); ПНИПУ (линия 3, GNSS 507)",VKM-SRC-012,p42 [§2.1],EV-VN-S012-0204,EV-MON-0009,FACT,NORMATIVE,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,,merged,monitoring_observation,
MON-0070,HORIZONTAL_DEFORMATION,horizontal_deformation,DATASET,vertical (blue) and horizontal (green) benchmark displacements for 2012-2020; curves of limiting RMS of fixed vertical (magenta) and horizontal (red ellipses) displacements,method: profile_line,survey_line | профильная линия №3 | ids: линия №3,measurement_date=2012-2020; dates: 2012-2020; publ=2023,,limit RMS curves drawn; vertical ~±4-5 mm; horizontal envelope ~±10-12 mm (visual),distance from reference cluster IV-V-VI,относительная (без абсолютного датума),СКРУ-2,SKRU2,ε_xx = ΔL/L между соседними реперами; проекция u_h на ось линии,FIGURE_READ (подписи/легенды/классы),"horizontal displacement labels (mm): -3.95, -15.14, -7.96, 17.53, -0.27, -9.69, 7.92, 5.56, -34.79, -14.30, -17.93, -11.10, 2.82, -11.61, -3.96, -3.41, -1.98, -0.14, 3.14, 3.89, 1.12; peak positive horizontal ~+29 mm at ~1.9 km (visual), min -34.79 at ~4.2 km (barrier pillar). Vertical labels same as Fig 2.2 except first '-36,20 (рп.434)'.",NEIGHBOUR_ONLY (соседний рудник; не переносить на СКРУ-1 без статуса ANALOGUE),"публично не ранее 2023 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: маркшейдерская служба ПАО «Уралкалий» (линии 1,7,8,10,23); ПНИПУ (линия 3, GNSS 507)",VKM-SRC-012,p47 [Рис. 2.3],EV-VN-S012-0226,EV-MON-0021,FACT,MEASURED,NOT_APPLICABLE,HIGH,VISUAL_READ,EXACT,,merged,monitoring_observation,Horizontal displacement sign convention not stated.
MON-0071,GNSS,gnss,CITED_DESCRIPTION,coseismic (permanent) displacements of the ground surface; station coordinates,method: GNSS,unstated,publ=2022,,units of mm (relative method),,не указано,общий метод (без площадки),GENERAL_METHOD,вектор u (3D) в пункте относительно опорной системы/базовой станции,SPEC_OR_DESCRIPTION_ONLY,displacements computed from daily-mean antenna coordinates or in real time; kinematic processing records all antenna motions incl. seismic-wave oscillations; coseismic estimates available within 1–2 min even for strongest earthquakes; real-time GPS main application = earthquake early warning,METHOD/OPERATOR_PRIOR (не данные состояния),публично не ранее 2022 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: не указан,VKM-SRC-006,p53 [§5.1 pp.53–54],EV-VN-S006-0130,,FACT,LITERATURE_CITED,NOT_APPLICABLE,MEDIUM,TEXT_LAYER,FUZZY_86_ADJ,,merged,monitoring_observation,Requirement: antenna rigidly fixed to ground surface (monument stability) — relevant for any VKM GNSS benchmark design.
MON-0072,GNSS,gnss,CITED_DESCRIPTION,station coordinates / horizontal velocities,method: GNSS,unstated | ids: GEONET,publ=2022,,,,не указано,вне ВКМ,NON_VKM,вектор u (3D) в пункте относительно опорной системы/базовой станции,SPEC_OR_DESCRIPTION_ONLY,">1200 stations, spacing 20–50 km, sampling every 30 s; monitoring also in USA and Russia",METHOD/OPERATOR_PRIOR (не данные состояния),публично не ранее 2022 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: не указан,VKM-SRC-006,"p54 [§5.1, рис. 5.4]",EV-VN-S006-0132,,FACT,LITERATURE_CITED,NOT_APPLICABLE,MEDIUM,TEXT_LAYER,EXACT,,merged,monitoring_observation,Network design analogue only; station spacing 20–50 km is far coarser than a mine subsidence trough.
MON-0073,GNSS,gnss,CITED_DESCRIPTION,spatial position of geodynamic benchmarks (fault-crossing baseline),method: GNSS,"benchmark | Краснослободский разлом (Старобин) | ids: 4 геодинамических репера, линия перпендикулярно Краснослободскому разлому","dates: not stated (publication Михайлов и др., 2013); publ=2022",,миллиметровый уровень точности (оперативное определение пространственного положения фундаментальных пунктов геодезической сети),not stated,не указано,АНАЛОГ: другое калийное месторождение,OTHER_POTASH_SITE,вектор u (3D) в пункте относительно опорной системы/базовой станции,SPEC_OR_DESCRIPTION_ONLY,no displacement values given,METHOD/OPERATOR_PRIOR (не данные состояния),публично не ранее 2022 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: не указан,VKM-SRC-006,p65 [§5.3 pp.65–66],EV-VN-S006-0158,,FACT,LITERATURE_CITED,FIELD,MEDIUM,TEXT_LAYER,FUZZY_84_ADJ,,merged,monitoring_observation,"Potash-deposit analogue: GNSS fault-crossing benchmark line in a geodynamically active zone of a potash deposit. Analogue for VKM geodynamic polygons; not VKM data. Cited Михайлов и др., 2013."
MON-0074,GNSS,gnss,DATASET,vertical displacement at 5 points,method: GNSS,mine | Belaruskali 3rd mine administration (третье рудоуправление) | ids: 650; 661; 662; 663; 663а,measurement_date=2011-09-23/2011-10-27; dates: 2011-09-23 and 2011-10-27 (35 days); publ=2012,,'высокоточный' (not quantified),unstated,не указано,"АНАЛОГ: Старобин, 3-е РУ «Беларуськалий»",OTHER_POTASH_SITE,вектор u (3D) в пункте относительно опорной системы/базовой станции,TEXT_VALUES,"0 cm at point 650 to 8.3 cm subsidence at point 663а; points 661, 662, 663, 663а lie in zone of largest displacements; 663а in most intense zone",ANALOGUE_ONLY (другое калийное м-е),"публично не ранее 2012 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: УП «Геоинформационные системы» (InSAR), маркшейдерская служба «Беларуськалий» (GPS)",VKM-SRC-009,p5 [Полевые работы (GPS)],EV-VN-S009-0029,EV-MON-0127,ANALOGUE,MEASURED,FIELD,HIGH,TEXT_LAYER,NOT_FOUND,,merged,monitoring_observation,Temporal support mismatch: GPS 35 days vs InSAR 13 days (common start date) — comparison not like-for-like; authors acknowledge dates differ.
