point_id,profile_label,figure_order,distance_label_as_printed_km,distance_value_from_label_km,method,observation_interval_label,source_pixel_x,source_pixel_y,signed_displacement_mm,axis_calibrated_signed_mm,digitization_minus_axis_calibration_mm,digitization_envelope_half_width_mm,reading_status,reading_envelope_interpretation,source_file,source_sha256,pdf_page,provenance,eligible_as_t1_time_series,mapped_synthetic_point_id
SUP01-P17-LEVELING-2015_2016-005,17,5,0.3,0.3,leveling,2015-2016,417.1,134.0,-25.7,-25.671642,-0.028358,1.8,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P17-LEVELING-2015_2016-006,17,6,0.3,0.3,leveling,2015-2016,487.5,130.5,-23.6,-23.58209,-0.01791,1.8,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P17-LEVELING-2015_2016-007,17,7,0.4,0.4,leveling,2015-2016,557.9000000000001,117.5,-15.8,-15.820896,0.020896,1.8,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P17-LEVELING-2015_2016-008,17,8,0.4,0.4,leveling,2015-2016,628.3000000000001,112.5,-12.8,-12.835821,0.035821,1.8,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P17-LEVELING-2015_2016-009,17,9,0.5,0.5,leveling,2015-2016,698.7,112.5,-12.8,-12.835821,0.035821,1.8,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P17-LEVELING-2015_2016-010,17,10,0.5,0.5,leveling,2015-2016,769.1,113.5,-13.4,-13.432836,0.032836,1.8,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P17-LEVELING-2015_2016-011,17,11,0.6,0.6,leveling,2015-2016,839.5,112.5,-12.8,-12.835821,0.035821,1.8,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P17-RADAR-2011_2016-001,17,1,0.0,0.0,radar,2011-2016,135.5,348.5,-153.7,-153.731343,0.031343,1.8,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P17-RADAR-2011_2016-002,17,2,0.1,0.1,radar,2011-2016,205.9,360.5,-160.9,-160.895522,-0.004478,1.8,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P17-RADAR-2011_2016-003,17,3,0.2,0.2,radar,2011-2016,276.3,338.5,-147.8,-147.761194,-0.038806,1.8,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P17-RADAR-2011_2016-004,17,4,0.2,0.2,radar,2011-2016,346.70000000000005,333.5,-144.8,-144.776119,-0.023881,1.8,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P17-RADAR-2011_2016-005,17,5,0.3,0.3,radar,2011-2016,417.1,329.5,-142.4,-142.38806,-0.01194,1.8,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P17-RADAR-2011_2016-006,17,6,0.3,0.3,radar,2011-2016,487.5,309.5,-130.4,-130.447761,0.047761,1.8,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P17-RADAR-2011_2016-007,17,7,0.4,0.4,radar,2011-2016,557.9000000000001,257.5,-99.4,-99.402985,0.002985,1.8,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P17-RADAR-2011_2016-008,17,8,0.4,0.4,radar,2011-2016,628.3000000000001,217.5,-75.5,-75.522388,0.022388,1.8,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P17-RADAR-2011_2016-009,17,9,0.5,0.5,radar,2011-2016,698.7,182.5,-54.6,-54.626866,0.026866,1.8,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P17-RADAR-2011_2016-010,17,10,0.5,0.5,radar,2011-2016,769.1,179.5,-52.8,-52.835821,0.035821,1.8,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P17-RADAR-2011_2016-011,17,11,0.6,0.6,radar,2011-2016,839.5,176.5,-51.0,-51.044776,0.044776,1.8,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P17-RADAR-2015_2016-001,17,1,0.0,0.0,radar,2015-2016,135.5,121.5,-18.2,-18.208955,0.008955,1.8,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P17-RADAR-2015_2016-002,17,2,0.1,0.1,radar,2015-2016,205.9,125.5,-20.6,-20.597015,-0.002985,1.8,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P17-RADAR-2015_2016-003,17,3,0.2,0.2,radar,2015-2016,276.3,123.0,-19.1,-19.104478,0.004478,4.8,partially_occluded_approximation,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P17-RADAR-2015_2016-004,17,4,0.2,0.2,radar,2015-2016,346.70000000000005,123.0,-19.1,-19.104478,0.004478,4.8,partially_occluded_approximation,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P17-RADAR-2015_2016-005,17,5,0.3,0.3,radar,2015-2016,417.1,123.0,-19.1,-19.104478,0.004478,4.8,partially_occluded_approximation,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P17-RADAR-2015_2016-006,17,6,0.3,0.3,radar,2015-2016,487.5,117.0,-15.5,-15.522388,0.022388,4.8,partially_occluded_approximation,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P17-RADAR-2015_2016-007,17,7,0.4,0.4,radar,2015-2016,557.9000000000001,112.0,-12.5,-12.537313,0.037313,4.8,partially_occluded_approximation,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P17-RADAR-2015_2016-008,17,8,0.4,0.4,radar,2015-2016,628.3000000000001,109.5,-11.0,-11.044776,0.044776,1.8,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P17-RADAR-2015_2016-009,17,9,0.5,0.5,radar,2015-2016,698.7,98.0,-4.2,-4.179104,-0.020896,4.8,partially_occluded_approximation,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P17-RADAR-2015_2016-010,17,10,0.5,0.5,radar,2015-2016,769.1,102.0,-6.6,-6.567164,-0.032836,4.8,partially_occluded_approximation,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
SUP01-P17-RADAR-2015_2016-011,17,11,0.6,0.6,radar,2015-2016,839.5,103.0,-7.2,-7.164179,-0.035821,4.8,partially_occluded_approximation,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,
