relative_path,bytes,sha256,access_class
external_validation/external_cycle_schema.csv,451,8172166836fca791e9c0f8a811ce63e039a376dd68b970b50d1a9a3068b4406e,PUBLIC_OR_DOCUMENTATION
external_validation/frozen_baseline_config.json,144,b0fa7d949c90804cbfe38f96674de3ac2730c7142b563fc194390c60bdaf53d8,PUBLIC_OR_DOCUMENTATION
external_validation/run_external_validation.py,2491,4372ada848af0eb1610bbcc06289f02049d43cb3274e2a668077f594940469e1,PUBLIC_OR_DOCUMENTATION
external_validation/synthetic_smoke_fixture.csv,3348,b904895888a25e66817a21795c6f2a809629e599e49a9644d19ee2ef2c940fc2,PUBLIC_OR_DOCUMENTATION
external_validation/synthetic_smoke_output/external_metrics.json,304,695ec1039cdd43fd6c74659e95822c702d6b7b5993ae3c6fcb0febd6ce409489,PUBLIC_OR_DOCUMENTATION
external_validation/synthetic_smoke_output/external_predictions.csv,3787,5d9f4bba180e810cf14ea185630e03fe761b86e3f2d882ead5279c32d126e7de,PUBLIC_OR_DOCUMENTATION
external_validation/synthetic_smoke_test_status.json,107,14253e5625306b1f1322602ae72bbd4d888beaa94501672b15800f217a0e3402,PUBLIC_OR_DOCUMENTATION
figures/01_spatial_field_v3.png,395378,6cdcfb5d2a71caad6beaf6d10cb90e51fa7e4a43cf46dbbd673344160945e9b2,PUBLIC_OR_DOCUMENTATION
figures/02_survey_network_v3.png,262206,24e19a321b63fbd5ccbdea8777fa7e9f7dba6521f9a8f651be35145e919d8c1e,PUBLIC_OR_DOCUMENTATION
figures/03_nominal_histories_v3.png,160202,7965af750142b3d7b3232526f9b4c341350cf38557df903c5926aa4b65bf31e1,PUBLIC_OR_DOCUMENTATION
figures/04_anchor_residuals_v3.png,45184,64282efac4a9803bec6711487f2e22157b1a32399230ab118e7dce9364db1cab,PUBLIC_OR_DOCUMENTATION
figures_v3_2/01_regime_balance.png,39685,bce70cf7b1cbbb9627a53a20aeabb30f7ab9248b139f8564ca34c65ab99c920f,PUBLIC_OR_DOCUMENTATION
figures_v3_2/02_velocity_distribution.png,29355,6011c08257d7d564dee6b3b05908af15d41b861652fdfc6ce9c1e56146d0a595,PUBLIC_OR_DOCUMENTATION
figures_v3_2/03_campaign_coverage.png,41219,889f955c8907d39a7289003ec612b3874344a4595444d85dedaac5f21be6557c,PUBLIC_OR_DOCUMENTATION
figures_v3_2/04_gnss_network.png,49226,867c1ba4e1a46d38f1f1e51961558f38d135de44e747b1b29e76ed004a7ffe41,PUBLIC_OR_DOCUMENTATION
figures_v3_2/05_insar_field.png,161515,0d7b8773f8c2183ff7e14356308d1f81b0665c9415c12bde082345b6e7f0cf11,PUBLIC_OR_DOCUMENTATION
figures_v3_2/06_early_warning_balance.png,24499,8da081b7898fd5f6d86f591fb3bafc2cfb3c2866945a4fc81a54544445116738,PUBLIC_OR_DOCUMENTATION
geodata/skru1_data_reconstruction_v3_2.gpkg,11517952,d2fe44ffeaccaba20141e530dee320427b2bf5d0c2cd525c99350a991448673b,PUBLIC_OR_DOCUMENTATION
metadata/model_ready_manifest.json,1024,600d11ce80339d1948ba710649d863716e765d65fed4d8a4efd06385ef6ea52b,PUBLIC_OR_DOCUMENTATION
metadata/reconstruction_config.json,648,6c9629dd564a20db28139f2b0da194a681ce44d7551749d012a36322dde686ec,PUBLIC_OR_DOCUMENTATION
metadata/validation_checks.csv,3943,047b103a8620bc2a176845ac1e57f27e00fc02bcb2c0def580bbbb31fff425c4,PUBLIC_OR_DOCUMENTATION
metadata/validation_report.json,859,4f9246307e62e0d69ea10841561a145710da9ac65c554a21f4fb7ca0fc1cdeec,PUBLIC_OR_DOCUMENTATION
model_ready/early_acceleration_balanced_index.csv,10174,c32814d9667cdef03a010574d697ee16aaabcfbe458b09476c699959e1521be2,MODEL_READY
model_ready/early_acceleration_features.csv,529607,f34494ce9df89561e77ffa3fbc4e590c26d40011f19584e72c6374d02adefd37,MODEL_READY
model_ready/feature_contract.csv,7329,643dce3c0030ff359bb0a469add725831d3d4e838cdb5878bddf52fb94b00d22,MODEL_READY
model_ready/next_cycle_features.csv,550022,bd1eed0554b56a0daa2df725a06cbc9d77d07c1abfd3cc156bbee99bf60f2a58,MODEL_READY
model_ready/point_feature_lineage_safe.csv,87227,58b40c88f3480b034a6de3c2e3873d719710a38b000af47f9320db8c4683e8ca,MODEL_READY
model_ready/static_point_features.csv,31948,42f8e0dc538acb6d107bf32a3781d080a2cc5a2e0ac69fe10f4113ce5d3a24a2,MODEL_READY
model_ready/stress_early_acceleration_features.csv,182004,b0f6f5c0ec281bd7ca2dadabd6df8446f57339a401d46095bc122208d1dc00a9,MODEL_READY
model_ready/stress_static_features.csv,17636,3e572a25936fe5e06c060c6019738ede89a398ade499f9a1a16e75883f5892af,MODEL_READY
private_generation/hidden_event_catalog.csv,2753,d1704529a21b776d15b64825d1ef15e943dbec6bf02f0da1b712d4c52a49fc08,PRIVATE_GENERATION
private_generation/insar_spatial_source_catalog.csv,452,fa24d34688176741d87671753d3a1d2bb34f3d4bd11fba799941ab985d82ccd3,PRIVATE_GENERATION
private_generation/process_family_assignment.csv,4258,4c14009ead220c04790c3451bb29575685ad8a91fa152de6bca3d0ba5b6c4c05,PRIVATE_GENERATION
private_generation/process_parameters_survey_points.csv,16695,a77d1c65dcf154b667be50ad3e1d29aabc1fe6ce8054b0f876d256543ff94c71,PRIVATE_GENERATION
reproduce_v3.py,104959,0d238f938183494ac9dbd8c523c4c01dedd018061edb0a550f5de229179d9f49,PUBLIC_OR_DOCUMENTATION
reproduce_v3_2.py,127593,1141d84bfb7b1e5f8af5309421c37343ae136b571606ab4eac4936818a231691,PUBLIC_OR_DOCUMENTATION
requirements.txt,96,43ca08b2750489607a9ef667b7d07e4c5b7681b32c38ea227a47ed0f3e43bea0,PUBLIC_OR_DOCUMENTATION
seed/normative_requirements.csv,3922,570e8e63805f7e52b3d7e77500ae6b2eb937ef40e2089758f67bbdff0245f239,PUBLIC_OR_DOCUMENTATION
seed/provenance_codes.csv,1138,aa7291cda6728d7c34a2a0a6c49cbf97f4ba24ba459b2211edca605ab8e4f204,PUBLIC_OR_DOCUMENTATION
seed/published_anchors_transcribed.csv,9473,e70e15c73d70f18e7c59f8ca1ac36275082f8a5007319cd1d44f2921dd151efe,PUBLIC_OR_DOCUMENTATION
seed/source_layer_manifest.csv,2044,c2a3642279d7dfa7c88b71a14a8cd3166b77950e1dff25e7e748b81fbb9efda6,PUBLIC_OR_DOCUMENTATION
seed/threshold_registry.csv,4824,79c53d4cb4e03b850fa4505d9b62f6a5b858cf9ced15994a13ba58005a2c6949,PUBLIC_OR_DOCUMENTATION
seed/vzt_engineering_criteria.csv,2758,f1dace30cc45a8aacd0bd7ea8a89a176a261a13f60279d899c3e0aaa0e77430b,PUBLIC_OR_DOCUMENTATION
source_inputs/╨Æ╨Ü╨á_╨ñ╨╕╨╗╨░╤é╨╛╨▓╨░_╨£_╨í.docx,17826165,45978d5fc446fa35d0b3e271c44a5790bc5b4101321b20f8078ff83dc8ae2931,SOURCE_INPUT
tables/anchor_settlement_residuals.csv,1532,0a4176b959348dec126816748190f946f10ac3763e1b0feeda4e287bb6a2058c,PUBLIC_OR_DOCUMENTATION
tables/anchor_spatial_links.csv,546,b5ed2edb3748cff7147ebd97d8e8433828f0407f7786933f5f962da38d0b8707,PUBLIC_OR_DOCUMENTATION
tables/anchor_support_cells.csv,23308,7f4c8bd86c9df340defd2e752a2e442b755f1c1027cdd2d53372da330def15e3,PUBLIC_OR_DOCUMENTATION
tables/benchmark_observations.csv,41346,02693f242ebd8e498701508d0ff65840ffa270382af9dcc22684244ee1c6821c,PUBLIC_OR_DOCUMENTATION
tables/campaign_point_membership.csv,338011,13c507b8707ea160d0c670a8d2fddc363be13352e11a30a9f51be8f80be6ebae,PUBLIC_OR_DOCUMENTATION
tables/coordinate_calibration_checks.csv,1195,5582bcd2e60bc2e4c562c1926ccd1da49b04066c282ad3573d3b10271d1ae2c5,PUBLIC_OR_DOCUMENTATION
tables/curvatures.csv,179608,002353572e6a784f5edc87eefbc6faf6272aef31b8e0faa7d7deb6d25cbfb59b,PUBLIC_OR_DOCUMENTATION
tables/data_dictionary.csv,42314,cbe3f85b1bcb2e265c10f2f9ad180197f4004f6b0125f8409897c8a79e36c23f,PUBLIC_OR_DOCUMENTATION
tables/data_dictionary_v3_2.csv,894,87b238d697cf59e4034ee0d867ff14ff81b2f038de10d98e5b27c0a0a313ecfd,PUBLIC_OR_DOCUMENTATION
tables/datum_benchmarks.csv,3431,3cf46650a5a071fc9fb9e171809c1d6c7baff8a343b5d5cdab67bc7fb2851a12,PUBLIC_OR_DOCUMENTATION
tables/field_coverage_summary.csv,1578,bcdc6a22ef1dfa52553bcc5aa60ceadb7546bbed0eb86485ebd851761483ef43,PUBLIC_OR_DOCUMENTATION
tables/field_grid_50m.csv,8769328,ed47d7294dfd1dff42f686180d89fac262507c3d197eaf8e57a4d45254e785c5,PUBLIC_OR_DOCUMENTATION
tables/forced_layer_memberships.csv,475,7d6a400c76480cdc1f95aa5f48ca904d66a0af7e62a41b2b11c785c5742e9264,PUBLIC_OR_DOCUMENTATION
tables/gnss_adjusted_epochs.csv,148453,03d5346883dd9ae022eae77e0f5aed621e2d68b98f5ef29c9cc243828ed90243,PUBLIC_OR_DOCUMENTATION
tables/gnss_network_design.csv,4789,2c09e89f4a378b1f2cf4bd8ce718a118baf1656a1c357cd343916c6777aac2fc,PUBLIC_OR_DOCUMENTATION
tables/gnss_sessions_raw.csv,260180,a2f97924932a5ef21eb3781bd8986e0bcdfce7f1264ae316dd21b1fc8543e7b3,PUBLIC_OR_DOCUMENTATION
tables/grid_coverage_summary.csv,365,3b90c35da058ea881356b9d873fedcdef66f9e6163af35b9be0fb827da84dcba,PUBLIC_OR_DOCUMENTATION
tables/horizontal_displacements.csv,179099,13b7251f5cdd7301fc33caa5d4228a979b8cfb8d440e59844355164512d18d65,PUBLIC_OR_DOCUMENTATION
tables/horizontal_strains.csv,177973,a9f4fcb99b6e80713ec94ffb3b78c577381a8a1562d13494d241ca3f429121e0,PUBLIC_OR_DOCUMENTATION
tables/insar_acquisition_catalog.csv,4627,eefcff8a363192a29e06bcf0f142cd97ada969b57474cb6901f9efdf96d17c6e,PUBLIC_OR_DOCUMENTATION
tables/insar_observations_relative.csv,3552475,17209a371e8f9db984bea3324406ad227ede2478975ea7767854d50f10a37b4d,PUBLIC_OR_DOCUMENTATION
tables/insar_point_catalog.csv,73412,0648eb16f5c1e1019023227ec6b3510f48c1d4b87dba2e861ff26b2bbf962805,PUBLIC_OR_DOCUMENTATION
tables/integrated_features_reconstructed.csv,587147,4be45ad6ef6c7361e5f1f802e20735bb59a0d715b9fe12bbbf88596780185d99,PUBLIC_OR_DOCUMENTATION
tables/leveling_adjusted_epochs.csv,354118,0177b382bf2e7c4a1dcbc8b0131614634ce695fe6cb1717fb2d3e1c288eb72db,PUBLIC_OR_DOCUMENTATION
tables/leveling_runs_summary.csv,24984,a638daf28a5a45bd67f88c74d1c84e17c9eadb1d46a3640a04ffb9dcc75cd750,PUBLIC_OR_DOCUMENTATION
tables/leveling_stations_raw.csv,886403,42a04eee4416cdfc1821fbb31173d8e05fff595a39fe34dbe77c9449b368b0a0,PUBLIC_OR_DOCUMENTATION
tables/normative_requirements.csv,3922,570e8e63805f7e52b3d7e77500ae6b2eb937ef40e2089758f67bbdff0245f239,PUBLIC_OR_DOCUMENTATION
tables/overview_georeference.csv,331,d6a1fb766ae6bf5c4ae6a10f8530e661a89530b1e330ec99c03d65d2df5f3945,PUBLIC_OR_DOCUMENTATION
tables/plan_units_reconstructed.csv,304579,00361808b863838a705662ee7c863732cf0443c9db462cbc7c85306bb347d3e5,PUBLIC_OR_DOCUMENTATION
tables/planar_observations_raw.csv,146926,f84f82574e15ec4cc726acc86d2a9e3157c95116ff43fa03fcc66815a7536f2b,PUBLIC_OR_DOCUMENTATION
tables/point_feature_lineage.csv,99765,0f2849ec1a0a4912a0fe1342779b0a479d0fbf077c627f88b6de88ef109496ca,PUBLIC_OR_DOCUMENTATION
tables/profile_kinematics.csv,26503,cb0f6bff8a09ac7cc8c76d75cae393a6ac70a5f118e8363c93c2b2e724732a77,PUBLIC_OR_DOCUMENTATION
tables/provenance_codes.csv,1136,486c8b7bdebaf91a974efd67a1331754c476494edd257dfe3ced7711b680951c,PUBLIC_OR_DOCUMENTATION
tables/published_anchor_spatial_links_all.csv,1566,31b6b138580f076013a55f54fb895bdb95df9226012935ac31a20fb88a65a044,PUBLIC_OR_DOCUMENTATION
tables/published_anchors.csv,9231,9773bc973865084494ac8b2fe677af3a11ac9c50b1ba7e843a4649bd44eef3c2,PUBLIC_OR_DOCUMENTATION
tables/published_combined_rows.csv,5342,a06c558b637961969555871532e128909277383d9e90fcf6fcedc2d481fe2b2a,PUBLIC_OR_DOCUMENTATION
tables/settlement_rates.csv,155476,70d86c144a762db3040af70e0488b21642e3932cdac279544a6c22ce493ce856,PUBLIC_OR_DOCUMENTATION
tables/source_declared_integrated_layer_metadata.csv,303,85b2a4875c5048ca456ee0c60ba6c6c4def5cbc6ade8040d0d8985e2d063c78e,PUBLIC_OR_DOCUMENTATION
tables/source_layer_manifest.csv,2044,c2a3642279d7dfa7c88b71a14a8cd3166b77950e1dff25e7e748b81fbb9efda6,PUBLIC_OR_DOCUMENTATION
tables/source_registry.csv,1162,bb0abaab709b3dde2677b2ce3603777f889976b7baa4dab666fcf34737381d8e,PUBLIC_OR_DOCUMENTATION
tables/stress_test_measurements.csv,165321,b69973c18373296202b90ed8fdf9d2054cb892c7f57065be8b6e81324b029ca7,PUBLIC_OR_DOCUMENTATION
tables/stress_test_scenario_catalog.csv,9128,0356eb57e3c7bc7d39c986c47ce4326cfe650fad99d139eac80563ec7fd14861,PUBLIC_OR_DOCUMENTATION
tables/survey_campaigns.csv,2359,c193ece0a743a42447cffa38a3a77f855557c706d094c682c70bf121086aced3,PUBLIC_OR_DOCUMENTATION
tables/survey_points.csv,22322,36c1b86e6e370a50cbb3bbf94e96684ef4c6b0b35a5cd62147cb6fd9869fb7f9,PUBLIC_OR_DOCUMENTATION
tables/survey_profiles.csv,611,51b718e103d6993493810cc8a4df384ce57db45bb325f4cbec55c8da09bb0e49,PUBLIC_OR_DOCUMENTATION
tables/threshold_registry.csv,4824,79c53d4cb4e03b850fa4505d9b62f6a5b858cf9ced15994a13ba58005a2c6949,PUBLIC_OR_DOCUMENTATION
tables/tilts.csv,173972,9b8e1c7e6e90232f43a6f80d975a120b3ac3af599cf67acd2435dff036cee453,PUBLIC_OR_DOCUMENTATION
tables/vzt_engineering_criteria.csv,2752,4d0940b2af2a81a7745ffa327163867be829e363456a618baa2f4e7a91ab632b,PUBLIC_OR_DOCUMENTATION
