relative_path,size_bytes,sha256
seed/vzt_engineering_criteria.csv,2758,f1dace30cc45a8aacd0bd7ea8a89a176a261a13f60279d899c3e0aaa0e77430b
source_inputs/╨Æ╨Ü╨á_╨ñ╨╕╨╗╨░╤é╨╛╨▓╨░_╨£_╨í.docx,17826165,45978d5fc446fa35d0b3e271c44a5790bc5b4101321b20f8078ff83dc8ae2931
tables/anchor_settlement_residuals.csv,1532,0a4176b959348dec126816748190f946f10ac3763e1b0feeda4e287bb6a2058c
tables/anchor_spatial_links.csv,546,b5ed2edb3748cff7147ebd97d8e8433828f0407f7786933f5f962da38d0b8707
tables/anchor_support_cells.csv,23308,7f4c8bd86c9df340defd2e752a2e442b755f1c1027cdd2d53372da330def15e3
tables/benchmark_observations.csv,41346,02693f242ebd8e498701508d0ff65840ffa270382af9dcc22684244ee1c6821c
tables/campaign_point_membership.csv,338011,13c507b8707ea160d0c670a8d2fddc363be13352e11a30a9f51be8f80be6ebae
tables/coordinate_calibration_checks.csv,1195,5582bcd2e60bc2e4c562c1926ccd1da49b04066c282ad3573d3b10271d1ae2c5
tables/curvatures.csv,179608,002353572e6a784f5edc87eefbc6faf6272aef31b8e0faa7d7deb6d25cbfb59b
tables/data_dictionary.csv,42314,cbe3f85b1bcb2e265c10f2f9ad180197f4004f6b0125f8409897c8a79e36c23f
tables/data_dictionary_v3_2.csv,894,87b238d697cf59e4034ee0d867ff14ff81b2f038de10d98e5b27c0a0a313ecfd
tables/datum_benchmarks.csv,3431,3cf46650a5a071fc9fb9e171809c1d6c7baff8a343b5d5cdab67bc7fb2851a12
tables/field_coverage_summary.csv,1578,bcdc6a22ef1dfa52553bcc5aa60ceadb7546bbed0eb86485ebd851761483ef43
tables/field_grid_50m.csv,8769328,ed47d7294dfd1dff42f686180d89fac262507c3d197eaf8e57a4d45254e785c5
tables/forced_layer_memberships.csv,475,7d6a400c76480cdc1f95aa5f48ca904d66a0af7e62a41b2b11c785c5742e9264
tables/gnss_adjusted_epochs.csv,148453,03d5346883dd9ae022eae77e0f5aed621e2d68b98f5ef29c9cc243828ed90243
tables/gnss_network_design.csv,4789,2c09e89f4a378b1f2cf4bd8ce718a118baf1656a1c357cd343916c6777aac2fc
tables/gnss_sessions_raw.csv,260180,a2f97924932a5ef21eb3781bd8986e0bcdfce7f1264ae316dd21b1fc8543e7b3
tables/grid_coverage_summary.csv,365,3b90c35da058ea881356b9d873fedcdef66f9e6163af35b9be0fb827da84dcba
tables/horizontal_displacements.csv,179099,13b7251f5cdd7301fc33caa5d4228a979b8cfb8d440e59844355164512d18d65
tables/horizontal_strains.csv,177973,a9f4fcb99b6e80713ec94ffb3b78c577381a8a1562d13494d241ca3f429121e0
tables/insar_acquisition_catalog.csv,4627,eefcff8a363192a29e06bcf0f142cd97ada969b57474cb6901f9efdf96d17c6e
tables/insar_observations_relative.csv,3552475,17209a371e8f9db984bea3324406ad227ede2478975ea7767854d50f10a37b4d
tables/insar_point_catalog.csv,73412,0648eb16f5c1e1019023227ec6b3510f48c1d4b87dba2e861ff26b2bbf962805
tables/integrated_features_reconstructed.csv,587147,4be45ad6ef6c7361e5f1f802e20735bb59a0d715b9fe12bbbf88596780185d99
tables/leveling_adjusted_epochs.csv,354118,0177b382bf2e7c4a1dcbc8b0131614634ce695fe6cb1717fb2d3e1c288eb72db
tables/leveling_runs_summary.csv,24984,a638daf28a5a45bd67f88c74d1c84e17c9eadb1d46a3640a04ffb9dcc75cd750
tables/leveling_stations_raw.csv,886403,42a04eee4416cdfc1821fbb31173d8e05fff595a39fe34dbe77c9449b368b0a0
tables/normative_requirements.csv,3922,570e8e63805f7e52b3d7e77500ae6b2eb937ef40e2089758f67bbdff0245f239
tables/overview_georeference.csv,331,d6a1fb766ae6bf5c4ae6a10f8530e661a89530b1e330ec99c03d65d2df5f3945
tables/plan_units_reconstructed.csv,304579,00361808b863838a705662ee7c863732cf0443c9db462cbc7c85306bb347d3e5
tables/planar_observations_raw.csv,146926,f84f82574e15ec4cc726acc86d2a9e3157c95116ff43fa03fcc66815a7536f2b
tables/point_feature_lineage.csv,99765,0f2849ec1a0a4912a0fe1342779b0a479d0fbf077c627f88b6de88ef109496ca
tables/profile_kinematics.csv,26503,cb0f6bff8a09ac7cc8c76d75cae393a6ac70a5f118e8363c93c2b2e724732a77
tables/provenance_codes.csv,1136,486c8b7bdebaf91a974efd67a1331754c476494edd257dfe3ced7711b680951c
tables/published_anchor_spatial_links_all.csv,1566,31b6b138580f076013a55f54fb895bdb95df9226012935ac31a20fb88a65a044
tables/published_anchors.csv,9231,9773bc973865084494ac8b2fe677af3a11ac9c50b1ba7e843a4649bd44eef3c2
tables/published_combined_rows.csv,5342,a06c558b637961969555871532e128909277383d9e90fcf6fcedc2d481fe2b2a
tables/settlement_rates.csv,155476,70d86c144a762db3040af70e0488b21642e3932cdac279544a6c22ce493ce856
tables/source_declared_integrated_layer_metadata.csv,303,85b2a4875c5048ca456ee0c60ba6c6c4def5cbc6ade8040d0d8985e2d063c78e
tables/source_layer_manifest.csv,2044,c2a3642279d7dfa7c88b71a14a8cd3166b77950e1dff25e7e748b81fbb9efda6
tables/source_registry.csv,1162,bb0abaab709b3dde2677b2ce3603777f889976b7baa4dab666fcf34737381d8e
tables/stress_test_measurements.csv,165321,b69973c18373296202b90ed8fdf9d2054cb892c7f57065be8b6e81324b029ca7
tables/stress_test_scenario_catalog.csv,9128,0356eb57e3c7bc7d39c986c47ce4326cfe650fad99d139eac80563ec7fd14861
tables/survey_campaigns.csv,2359,c193ece0a743a42447cffa38a3a77f855557c706d094c682c70bf121086aced3
tables/survey_points.csv,22322,36c1b86e6e370a50cbb3bbf94e96684ef4c6b0b35a5cd62147cb6fd9869fb7f9
tables/survey_profiles.csv,611,51b718e103d6993493810cc8a4df384ce57db45bb325f4cbec55c8da09bb0e49
tables/threshold_registry.csv,4824,79c53d4cb4e03b850fa4505d9b62f6a5b858cf9ced15994a13ba58005a2c6949
tables/tilts.csv,173972,9b8e1c7e6e90232f43a6f80d975a120b3ac3af599cf67acd2435dff036cee453
tables/vzt_engineering_criteria.csv,2752,4d0940b2af2a81a7745ffa327163867be829e363456a618baa2f4e7a91ab632b
