realization_id,point_id,date,true_settlement_mm,provenance
R01,P-D01-W005,2023-01-01,351.7518608,S
R01,P-D01-W005,2023-04-01,362.6557099,S
R01,P-D01-W005,2023-07-01,372.740447,S
R01,P-D01-W005,2023-10-01,382.6987223,S
R01,P-D01-W005,2024-01-01,391.6498156,S
R01,P-D01-W005,2024-04-01,401.905738,S
R01,P-D01-W005,2024-07-01,412.9015112,S
R01,P-D01-W005,2024-10-01,422.8063342,S
R01,P-D01-W005,2025-01-01,433.2547676,S
R01,P-D01-W005,2025-04-01,443.1695731,S
R01,P-D01-W005,2025-07-01,450.9699514,S
R01,P-D01-W005,2025-10-01,460.4149145,S
R01,P-D01-W006,2018-01-01,160.3873809,S
R01,P-D01-W006,2018-04-01,172.5017875,S
R01,P-D01-W006,2018-07-01,183.2760615,S
R01,P-D01-W006,2018-10-01,194.9134413,S
R01,P-D01-W006,2019-01-01,206.8181247,S
R01,P-D01-W006,2019-04-01,214.9455151,S
R01,P-D01-W006,2019-07-01,223.1419204,S
R01,P-D01-W006,2019-10-01,231.1093466,S
R01,P-D01-W006,2020-01-01,238.8493278,S
R01,P-D01-W006,2020-04-01,246.6839655,S
R01,P-D01-W006,2020-07-01,251.9972411,S
R01,P-D01-W006,2020-10-01,258.8330927,S
R01,P-D01-W006,2021-01-01,264.5290745,S
R01,P-D01-W006,2021-04-01,271.468868,S
R01,P-D01-W006,2021-07-01,275.7748221,S
R01,P-D01-W006,2021-10-01,283.5727918,S
R01,P-D01-W006,2022-01-01,294.5481994,S
R01,P-D01-W006,2022-04-01,305.9426806,S
R01,P-D01-W006,2022-07-01,322.0020102,S
R01,P-D01-W006,2022-10-01,344.5093476,S
R01,P-D01-W006,2023-01-01,371.7937938,S
R01,P-D01-W006,2023-04-01,402.52986,S
R01,P-D01-W006,2023-07-01,436.8577476,S
R01,P-D01-W006,2023-10-01,473.8308564,S
R01,P-D01-W006,2024-01-01,512.2000405,S
R01,P-D01-W006,2024-04-01,548.2712127,S
R01,P-D01-W006,2024-07-01,583.3606963,S
R01,P-D01-W006,2024-10-01,621.1435847,S
R01,P-D01-W006,2025-01-01,660.779967,S
R01,P-D01-W006,2025-04-01,696.6933744,S
R01,P-D01-W006,2025-07-01,733.9735654,S
R01,P-D01-W006,2025-10-01,772.7513472,S
R01,P-D01-W007,2018-01-01,28.28953863,S
R01,P-D01-W007,2018-04-01,45.09759974,S
R01,P-D01-W007,2018-07-01,60.49010076,S
R01,P-D01-W007,2018-10-01,73.4542562,S
R01,P-D01-W007,2019-01-01,86.59791303,S
R01,P-D01-W007,2019-04-01,98.38610046,S
R01,P-D01-W007,2019-07-01,108.0982036,S
R01,P-D01-W007,2019-10-01,118.626459,S
R01,P-D01-W007,2020-01-01,129.1372135,S
R01,P-D01-W007,2020-04-01,138.5689933,S
R01,P-D01-W007,2020-07-01,145.6262056,S
R01,P-D01-W007,2020-10-01,152.6847043,S
R01,P-D01-W007,2021-01-01,162.3902828,S
R01,P-D01-W007,2021-04-01,170.0715529,S
R01,P-D01-W007,2021-07-01,175.9684504,S
R01,P-D01-W007,2021-10-01,183.411466,S
R01,P-D01-W007,2022-01-01,189.2910372,S
R01,P-D01-W007,2022-04-01,193.626752,S
R01,P-D01-W007,2022-07-01,198.9016604,S
R01,P-D01-W007,2022-10-01,205.1679934,S
R01,P-D01-W007,2023-01-01,211.4445616,S
R01,P-D01-W007,2023-04-01,216.627234,S
R01,P-D01-W007,2023-07-01,221.3765935,S
R01,P-D01-W007,2023-10-01,225.6548559,S
R01,P-D01-W007,2024-01-01,230.7180838,S
R01,P-D01-W007,2024-04-01,234.3380002,S
R01,P-D01-W007,2024-07-01,238.0518848,S
R01,P-D01-W007,2024-10-01,241.7438139,S
R01,P-D01-W007,2025-01-01,245.8404636,S
R01,P-D01-W007,2025-04-01,248.6756903,S
R01,P-D01-W007,2025-07-01,252.0454485,S
R01,P-D01-W007,2025-10-01,254.7094375,S
R01,P-H01-REF-A,2018-01-01,0,S
R01,P-H01-REF-A,2018-04-01,0,S
R01,P-H01-REF-A,2018-07-01,0,S
R01,P-H01-REF-A,2018-10-01,0,S
R01,P-H01-REF-A,2019-01-01,0,S
R01,P-H01-REF-A,2019-04-01,0,S
R01,P-H01-REF-A,2019-07-01,0,S
R01,P-H01-REF-A,2019-10-01,0,S
R01,P-H01-REF-A,2020-01-01,0,S
R01,P-H01-REF-A,2020-04-01,0,S
R01,P-H01-REF-A,2020-07-01,0,S
R01,P-H01-REF-A,2020-10-01,0,S
R01,P-H01-REF-A,2021-01-01,0,S
R01,P-H01-REF-A,2021-04-01,0,S
R01,P-H01-REF-A,2021-07-01,0,S
R01,P-H01-REF-A,2021-10-01,0,S
R01,P-H01-REF-A,2022-01-01,0,S
R01,P-H01-REF-A,2022-04-01,0,S
R01,P-H01-REF-A,2022-07-01,0,S
R01,P-H01-REF-A,2022-10-01,0,S
R01,P-H01-REF-A,2023-01-01,0,S
R01,P-H01-REF-A,2023-04-01,0,S
R01,P-H01-REF-A,2023-07-01,0,S
R01,P-H01-REF-A,2023-10-01,0,S
R01,P-H01-REF-A,2024-01-01,0,S
R01,P-H01-REF-A,2024-04-01,0,S
R01,P-H01-REF-A,2024-07-01,0,S
R01,P-H01-REF-A,2024-10-01,0,S
R01,P-H01-REF-A,2025-01-01,0,S
R01,P-H01-REF-A,2025-04-01,0,S
R01,P-H01-REF-A,2025-07-01,0,S
R01,P-H01-REF-A,2025-10-01,0,S
R01,P-H01-REF-B,2018-01-01,0,S
R01,P-H01-REF-B,2018-04-01,0,S
R01,P-H01-REF-B,2018-07-01,0,S
R01,P-H01-REF-B,2018-10-01,0,S
R01,P-H01-REF-B,2019-01-01,0,S
R01,P-H01-REF-B,2019-04-01,0,S
R01,P-H01-REF-B,2019-07-01,0,S
R01,P-H01-REF-B,2019-10-01,0,S
R01,P-H01-REF-B,2020-01-01,0,S
R01,P-H01-REF-B,2020-04-01,0,S
R01,P-H01-REF-B,2020-07-01,0,S
R01,P-H01-REF-B,2020-10-01,0,S
R01,P-H01-REF-B,2021-01-01,0,S
R01,P-H01-REF-B,2021-04-01,0,S
R01,P-H01-REF-B,2021-07-01,0,S
R01,P-H01-REF-B,2021-10-01,0,S
R01,P-H01-REF-B,2022-01-01,0,S
R01,P-H01-REF-B,2022-04-01,0,S
R01,P-H01-REF-B,2022-07-01,0,S
R01,P-H01-REF-B,2022-10-01,0,S
R01,P-H01-REF-B,2023-01-01,0,S
R01,P-H01-REF-B,2023-04-01,0,S
R01,P-H01-REF-B,2023-07-01,0,S
R01,P-H01-REF-B,2023-10-01,0,S
R01,P-H01-REF-B,2024-01-01,0,S
R01,P-H01-REF-B,2024-04-01,0,S
R01,P-H01-REF-B,2024-07-01,0,S
R01,P-H01-REF-B,2024-10-01,0,S
R01,P-H01-REF-B,2025-01-01,0,S
R01,P-H01-REF-B,2025-04-01,0,S
R01,P-H01-REF-B,2025-07-01,0,S
R01,P-H01-REF-B,2025-10-01,0,S
R01,P-H01-W001,2018-01-01,22.76457564,S
R01,P-H01-W001,2018-04-01,33.37246459,S
R01,P-H01-W001,2018-07-01,44.53884223,S
R01,P-H01-W001,2018-10-01,54.84433894,S
R01,P-H01-W001,2019-01-01,64.04535237,S
R01,P-H01-W001,2019-04-01,72.15507843,S
R01,P-H01-W001,2019-07-01,81.28249517,S
R01,P-H01-W001,2019-10-01,89.53630559,S
R01,P-H01-W001,2020-01-01,96.58628443,S
R01,P-H01-W001,2020-04-01,103.1968563,S
R01,P-H01-W001,2020-07-01,109.4814098,S
R01,P-H01-W001,2020-10-01,117.0468008,S
R01,P-H01-W001,2021-01-01,122.5387471,S
R01,P-H01-W001,2021-04-01,129.2683182,S
R01,P-H01-W001,2021-07-01,135.4758138,S
R01,P-H01-W001,2021-10-01,143.022803,S
R01,P-H01-W001,2022-01-01,146.1220984,S
R01,P-H01-W001,2022-04-01,151.0475435,S
R01,P-H01-W001,2022-07-01,156.0609579,S
R01,P-H01-W001,2022-10-01,160.4586122,S
R01,P-H01-W001,2023-01-01,163.2870197,S
R01,P-H01-W001,2023-04-01,167.9498308,S
R01,P-H01-W001,2023-07-01,171.8749362,S
R01,P-H01-W001,2023-10-01,176.2047601,S
R01,P-H01-W001,2024-01-01,179.0699047,S
R01,P-H01-W001,2024-04-01,183.2970665,S
R01,P-H01-W001,2024-07-01,185.9781011,S
R01,P-H01-W001,2024-10-01,188.5165866,S
R01,P-H01-W001,2025-01-01,191.1810382,S
R01,P-H01-W001,2025-04-01,192.7174716,S
R01,P-H01-W001,2025-07-01,195.1458132,S
R01,P-H01-W001,2025-10-01,198.1754243,S
R01,P-H01-W002,2018-01-01,14.34669311,S
R01,P-H01-W002,2018-04-01,17.3843954,S
R01,P-H01-W002,2018-07-01,21.35422514,S
R01,P-H01-W002,2018-10-01,24.65351533,S
R01,P-H01-W002,2019-01-01,26.43061147,S
R01,P-H01-W002,2019-04-01,28.47087753,S
R01,P-H01-W002,2019-07-01,33.07426627,S
R01,P-H01-W002,2019-10-01,39.77068265,S
R01,P-H01-W002,2020-01-01,42.74804886,S
R01,P-H01-W002,2020-04-01,47.3594074,S
R01,P-H01-W002,2020-07-01,51.47357558,S
R01,P-H01-W002,2020-10-01,57.79988319,S
R01,P-H01-W002,2021-01-01,64.03110287,S
R01,P-H01-W002,2021-04-01,73.1310836,S
R01,P-H01-W002,2021-07-01,86.07223633,S
R01,P-H01-W002,2021-10-01,102.7745511,S
R01,P-H01-W002,2022-01-01,122.379932,S
R01,P-H01-W002,2022-04-01,146.9841054,S
R01,P-H01-W002,2022-07-01,177.1073755,S
R01,P-H01-W002,2022-10-01,208.4044999,S
R01,P-H01-W002,2023-01-01,239.6363971,S
R01,P-H01-W002,2023-04-01,272.7923971,S
R01,P-H01-W002,2023-07-01,307.8451667,S
R01,P-H01-W002,2023-10-01,342.1864116,S
R01,P-H01-W002,2024-01-01,373.8966734,S
R01,P-H01-W002,2024-04-01,407.1090322,S
R01,P-H01-W002,2024-07-01,444.481151,S
R01,P-H01-W002,2024-10-01,479.0777129,S
R01,P-H01-W002,2025-01-01,510.9141759,S
R01,P-H01-W002,2025-04-01,543.470573,S
R01,P-H01-W002,2025-07-01,578.4401965,S
R01,P-H01-W002,2025-10-01,611.8612127,S
R01,P-H01-W003,2018-01-01,229.1024193,S
R01,P-H01-W003,2018-04-01,236.6469207,S
R01,P-H01-W003,2018-07-01,244.2994615,S
R01,P-H01-W003,2018-10-01,252.9276396,S
R01,P-H01-W003,2019-01-01,261.3350555,S
R01,P-H01-W003,2019-04-01,267.6217558,S
R01,P-H01-W003,2019-07-01,274.2777241,S
R01,P-H01-W003,2019-10-01,281.6599237,S
R01,P-H01-W003,2020-01-01,288.931616,S
R01,P-H01-W003,2020-04-01,296.4816674,S
R01,P-H01-W003,2020-07-01,302.9353792,S
R01,P-H01-W003,2020-10-01,309.3904377,S
R01,P-H01-W003,2021-01-01,315.4109439,S
R01,P-H01-W003,2021-04-01,321.2417145,S
R01,P-H01-W003,2021-07-01,325.9251074,S
R01,P-H01-W003,2021-10-01,350.9077317,S
R01,P-H01-W003,2022-01-01,391.0493775,S
R01,P-H01-W003,2022-04-01,407.8653955,S
R01,P-H01-W003,2022-07-01,424.2530326,S
R01,P-H01-W003,2022-10-01,441.5816449,S
R01,P-H01-W003,2023-01-01,460.8540436,S
R01,P-H01-W003,2023-04-01,477.2000524,S
R01,P-H01-W003,2023-07-01,494.3036741,S
R01,P-H01-W003,2023-10-01,514.755641,S
R01,P-H01-W003,2024-01-01,535.1367071,S
R01,P-H01-W003,2024-04-01,552.8799822,S
R01,P-H01-W003,2024-07-01,568.9333938,S
R01,P-H01-W003,2024-10-01,588.6390387,S
R01,P-H01-W003,2025-01-01,605.774331,S
R01,P-H01-W003,2025-04-01,621.6558955,S
R01,P-H01-W003,2025-07-01,638.232547,S
R01,P-H01-W003,2025-10-01,654.8254038,S
R01,P-H01-W004,2018-01-01,31.59249761,S
R01,P-H01-W004,2018-04-01,48.48027509,S
R01,P-H01-W004,2018-07-01,64.43207029,S
R01,P-H01-W004,2018-10-01,79.52366998,S
R01,P-H01-W004,2019-01-01,93.58444337,S
R01,P-H01-W004,2019-04-01,105.2676791,S
R01,P-H01-W004,2019-07-01,116.9760058,S
R01,P-H01-W004,2019-10-01,129.2966576,S
R01,P-H01-W004,2020-01-01,141.4812174,S
R01,P-H01-W004,2020-04-01,150.9740542,S
R01,P-H01-W004,2020-07-01,160.4616896,S
R01,P-H01-W004,2020-10-01,171.1027849,S
R01,P-H01-W004,2021-01-01,179.6296005,S
R01,P-H01-W004,2021-04-01,186.8894231,S
R01,P-H01-W004,2021-07-01,194.0552592,S
R01,P-H01-W004,2021-10-01,200.5904334,S
R01,P-H01-W004,2022-01-01,205.5217027,S
R01,P-H01-W004,2022-04-01,209.5045053,S
R01,P-H01-W004,2022-07-01,216.3437757,S
R01,P-H01-W004,2022-10-01,223.6844594,S
R01,P-H01-W004,2023-01-01,229.0991987,S
R01,P-H01-W004,2023-04-01,234.5125083,S
R01,P-H01-W004,2023-07-01,239.8036102,S
R01,P-H01-W004,2023-10-01,244.8941144,S
R01,P-H01-W004,2024-01-01,250.8558379,S
R01,P-H01-W004,2024-04-01,254.8231115,S
R01,P-H01-W004,2024-07-01,259.5300318,S
R01,P-H01-W004,2024-10-01,263.9254804,S
R01,P-H01-W004,2025-01-01,268.179342,S
R01,P-H01-W004,2025-04-01,271.730192,S
R01,P-H01-W004,2025-07-01,273.9207464,S
R01,P-H01-W004,2025-10-01,277.6831309,S
R01,P-H01-W005,2018-01-01,140.6402111,S
R01,P-H01-W005,2018-04-01,162.7371694,S
R01,P-H01-W005,2018-07-01,184.3345911,S
R01,P-H01-W005,2018-10-01,202.5864074,S
R01,P-H01-W005,2019-01-01,222.413556,S
R01,P-H01-W005,2019-04-01,238.7116512,S
R01,P-H01-W005,2019-07-01,257.1764672,S
R01,P-H01-W005,2019-10-01,274.7205292,S
R01,P-H01-W005,2020-01-01,290.0016031,S
R01,P-H01-W005,2020-04-01,304.9042549,S
R01,P-H01-W005,2020-07-01,320.2733284,S
R01,P-H01-W005,2020-10-01,333.9225681,S
R01,P-H01-W005,2021-01-01,348.4550595,S
R01,P-H01-W005,2021-04-01,361.0045894,S
R01,P-H01-W005,2021-07-01,373.7054579,S
R01,P-H01-W005,2021-10-01,383.051127,S
R01,P-H01-W005,2022-01-01,392.8470274,S
R01,P-H01-W005,2022-04-01,401.4570863,S
R01,P-H01-W005,2022-07-01,411.1472553,S
R01,P-H01-W005,2022-10-01,420.1039567,S
R01,P-H01-W005,2023-01-01,429.0524405,S
R01,P-H01-W005,2023-04-01,438.7246474,S
R01,P-H01-W005,2023-07-01,446.5362961,S
R01,P-H01-W005,2023-10-01,454.0314229,S
R01,P-H01-W005,2024-01-01,461.086452,S
R01,P-H01-W005,2024-04-01,467.5490104,S
R01,P-H01-W005,2024-07-01,475.0846674,S
R01,P-H01-W005,2024-10-01,481.6084324,S
R01,P-H01-W005,2025-01-01,488.5071227,S
R01,P-H01-W005,2025-04-01,495.2897927,S
R01,P-H01-W005,2025-07-01,502.448286,S
R01,P-H01-W005,2025-10-01,507.5967266,S
R01,P-H01-W006,2018-01-01,108.0725423,S
R01,P-H01-W006,2018-04-01,131.6985408,S
R01,P-H01-W006,2018-07-01,155.052025,S
R01,P-H01-W006,2018-10-01,177.3126325,S
R01,P-H01-W006,2019-01-01,195.2593031,S
R01,P-H01-W006,2019-04-01,210.8075829,S
R01,P-H01-W006,2019-07-01,225.4953608,S
R01,P-H01-W006,2019-10-01,238.4439511,S
R01,P-H01-W006,2020-01-01,249.9207719,S
R01,P-H01-W006,2020-04-01,259.8468251,S
R01,P-H01-W006,2020-07-01,271.135296,S
R01,P-H01-W006,2020-10-01,283.0938772,S
R01,P-H01-W006,2021-01-01,291.7758333,S
R01,P-H01-W006,2021-04-01,301.0492235,S
R01,P-H01-W006,2021-07-01,310.3231398,S
R01,P-H01-W006,2021-10-01,317.7607412,S
R01,P-H01-W006,2022-01-01,325.1941041,S
R01,P-H01-W006,2022-04-01,332.6724451,S
R01,P-H01-W006,2022-07-01,338.4701316,S
R01,P-H01-W006,2022-10-01,343.7076515,S
R01,P-H01-W006,2023-01-01,348.9189464,S
R01,P-H01-W006,2023-04-01,353.5009081,S
R01,P-H01-W006,2023-07-01,357.2528543,S
R01,P-H01-W006,2023-10-01,362.4100258,S
R01,P-H01-W006,2024-01-01,367.0401701,S
R01,P-H01-W006,2024-04-01,371.7639621,S
R01,P-H01-W006,2024-07-01,375.4124251,S
R01,P-H01-W006,2024-10-01,380.2780435,S
R01,P-H01-W006,2025-01-01,386.0271642,S
R01,P-H01-W006,2025-04-01,389.6673968,S
R01,P-H01-W006,2025-07-01,392.3863698,S
R01,P-H01-W006,2025-10-01,396.9179286,S
R01,P-H01-W007,2018-01-01,89.68422604,S
R01,P-H01-W007,2018-04-01,98.9425071,S
R01,P-H01-W007,2018-07-01,109.5392119,S
R01,P-H01-W007,2018-10-01,119.312237,S
