sample_id,early_acceleration_label,current_true_rate_mm_y,max_true_rate_next_180d_mm_y,max_true_acceleration_next_180d_mm_y2,days_to_hidden_event,process_family,use_class
P-D01-W004::C016::C018,0,3.110021028,2.620197614,4.246575445,,stable,evaluation_only
P-D01-W004::C018::C020,0,2.15630268,2.642996378,6.812461738,,stable,evaluation_only
P-D01-W004::C020::C022,0,2.868224347,3.542223931,7.670321527,,stable,evaluation_only
P-D01-W004::C022::C023,0,2.511424792,4.979298398,11.5290377,,stable,evaluation_only
P-D01-W004::C023::C024,0,4.245163093,4.979298398,3.169510692,,stable,evaluation_only
P-D01-W004::C024::C026,0,4.572066783,4.008207622,3.218915825,,stable,evaluation_only
P-D01-W004::C026::C027,0,2.638357496,3.809261282,4.680433047,,stable,evaluation_only
P-D01-W004::C027::C029,0,2.154778839,1.997910378,5.935478785,,stable,evaluation_only
P-D01-W005::C005::C007,0,31.61902224,37.30742555,30.82444227,,uniform_creep,evaluation_only
P-D01-W005::C007::C008,0,36.46337276,36.33245405,-1.392550046,,uniform_creep,evaluation_only
P-D01-W005::C008::C009,0,29.11857853,35.85640628,30.22251343,,uniform_creep,evaluation_only
P-D01-W005::C009::C010,0,25.96550647,37.38208318,30.22251343,,uniform_creep,evaluation_only
P-D01-W005::C010::C012,0,36.79149857,40.50093967,22.19032683,,uniform_creep,evaluation_only
P-D01-W005::C012::C014,0,36.21062163,41.17056296,25.95907568,,uniform_creep,evaluation_only
P-D01-W005::C014::C015,0,41.21483014,42.49857843,13.20825651,,uniform_creep,evaluation_only
P-D01-W005::C015::C016,0,40.90508622,41.41412824,7.622369029,,uniform_creep,evaluation_only
P-D01-W005::C016::C017,0,40.39741496,43.72639899,28.50901496,,uniform_creep,evaluation_only
P-D01-W005::C017::C018,0,37.76819705,46.17309659,28.50901496,,uniform_creep,evaluation_only
P-D01-W005::C018::C020,0,42.68551936,46.17309659,28.50901496,,uniform_creep,evaluation_only
P-D01-W005::C020::C022,0,38.91839761,40.59301213,23.31964085,,uniform_creep,evaluation_only
P-D01-W005::C022::C023,0,40.91455665,42.66633098,12.4399131,,uniform_creep,evaluation_only
P-D01-W005::C023::C024,0,41.71388405,41.64819806,13.74248427,,uniform_creep,evaluation_only
P-D01-W005::C024::C026,0,39.12391977,41.22157873,13.74248427,,uniform_creep,evaluation_only
P-D01-W005::C026::C027,0,37.25505145,38.95744288,35.31672745,,uniform_creep,evaluation_only
P-D01-W005::C027::C029,0,36.48876727,42.97323314,42.23773837,,uniform_creep,evaluation_only
P-D01-W006::C005::C007,0,34.52608107,37.14132427,28.58532303,1175,reactivated,evaluation_only
P-D01-W006::C007::C008,0,33.28129913,32.28717004,-2.854118579,1000,reactivated,evaluation_only
P-D01-W006::C008::C009,0,24.05836793,24.66315767,25.67491516,832,reactivated,evaluation_only
P-D01-W006::C009::C010,0,20.13368545,24.6781966,25.67491516,790,reactivated,evaluation_only
P-D01-W006::C010::C012,0,24.67237508,24.6781966,6.618725814,650,reactivated,evaluation_only
P-D01-W006::C012::C014,0,19.16798568,42.66159235,78.93579293,440,reactivated,evaluation_only
P-D01-W006::C014::C015,0,42.03287299,61.1729147,97.0656938,272,reactivated,evaluation_only
P-D01-W006::C015::C016,1,50.1448663,85.08230145,104.2851707,153,reactivated,evaluation_only
P-D01-W006::C016::C017,1,66.27417152,108.7985134,112.6043932,76,reactivated,evaluation_only
P-D01-W006::C017::C018,1,81.76795096,124.4724525,112.6043932,13,reactivated,evaluation_only
P-D01-W006::C018::C020,1,106.5635656,135.6957984,94.0436343,,reactivated,evaluation_only
P-D01-W006::C020::C022,0,143.6347556,158.7682874,52.93482716,,reactivated,evaluation_only
P-D01-W006::C022::C023,0,158.3878452,156.8660762,0.5785762728,,reactivated,evaluation_only
P-D01-W006::C023::C024,0,152.8063398,152.6832219,43.6962465,,reactivated,evaluation_only
P-D01-W006::C024::C026,0,146.5773091,157.5823216,43.6962465,,reactivated,evaluation_only
P-D01-W006::C026::C027,0,153.2550259,158.3499156,26.39509038,,reactivated,evaluation_only
P-D01-W006::C027::C029,0,153.9013698,161.2054179,39.32467317,,reactivated,evaluation_only
P-D01-W007::C005::C007,0,40.85442909,44.85555308,34.64888355,,decaying,evaluation_only
P-D01-W007::C007::C008,0,44.351337,42.80791851,-8.409848557,,decaying,evaluation_only
P-D01-W007::C008::C009,0,31.20133833,31.2415516,38.21531596,,decaying,evaluation_only
P-D01-W007::C009::C010,0,27.51606183,37.61077093,38.21531596,,decaying,evaluation_only
P-D01-W007::C010::C012,0,35.02405278,37.61077093,27.62347316,,decaying,evaluation_only
P-D01-W007::C012::C014,0,23.7944211,26.45536709,14.25547432,,decaying,evaluation_only
P-D01-W007::C014::C015,0,25.01660887,24.40127788,14.45850102,,decaying,evaluation_only
P-D01-W007::C015::C016,0,17.32961851,21.97168148,14.45850102,,decaying,evaluation_only
P-D01-W007::C016::C017,0,19.74375455,25.48257884,25.8533297,,decaying,evaluation_only
P-D01-W007::C017::C018,0,21.18859664,25.48257884,25.8533297,,decaying,evaluation_only
P-D01-W007::C018::C020,0,24.34013936,25.48257884,-3.562853387,,decaying,evaluation_only
P-D01-W007::C020::C022,0,13.75605645,15.16562408,14.98633884,,decaying,evaluation_only
P-D01-W007::C022::C023,0,14.99926456,15.55377572,16.76370798,,decaying,evaluation_only
P-D01-W007::C023::C024,0,13.93027144,15.55377572,16.76370798,,decaying,evaluation_only
P-D01-W007::C024::C026,0,12.03505548,14.54020842,22.77140462,,decaying,evaluation_only
P-D01-W007::C026::C027,0,12.20922088,14.54020842,27.1094163,,decaying,evaluation_only
P-D01-W007::C027::C029,0,11.59850552,17.77558609,37.74338895,,decaying,evaluation_only
P-H01-W001::C005::C007,0,37.9262248,38.60377515,4.494679163,,decaying,evaluation_only
P-H01-W001::C007::C008,0,33.92767949,32.45147088,5.400876248,,decaying,evaluation_only
P-H01-W001::C008::C010,0,30.21284949,30.8338513,5.400876248,,decaying,evaluation_only
P-H01-W001::C010::C012,0,29.38656693,29.27549965,0.6819006827,,decaying,evaluation_only
P-H01-W001::C012::C014,0,27.07728659,26.92664117,-0.8048584104,,decaying,evaluation_only
P-H01-W001::C014::C016,0,22.53137429,21.73918061,6.764449837,,decaying,evaluation_only
P-H01-W001::C016::C018,0,21.627863,21.52350273,-2.413005843,,decaying,evaluation_only
P-H01-W001::C018::C019,0,18.80262294,19.46859047,8.848308909,,decaying,evaluation_only
P-H01-W001::C019::C020,0,18.63307208,20.07822433,8.848308909,,decaying,evaluation_only
P-H01-W001::C020::C022,0,19.81856407,20.07822433,1.888581354,,decaying,evaluation_only
P-H01-W001::C022::C023,0,15.51964587,15.18257268,9.287768183,,decaying,evaluation_only
P-H01-W001::C023::C024,0,14.63737545,15.55928803,9.287768183,,decaying,evaluation_only
P-H01-W001::C024::C029,0,15.1062537,15.55928803,3.134125384,,decaying,evaluation_only
P-H01-W002::C005::C007,0,17.82831277,23.88417297,36.19139288,902,accelerating,evaluation_only
P-H01-W002::C007::C008,0,12.75491157,20.26284341,61.65279016,727,accelerating,evaluation_only
P-H01-W002::C008::C010,0,18.84415226,27.54046658,56.46487552,559,accelerating,evaluation_only
P-H01-W002::C010::C012,0,21.30306982,41.35723512,96.15830428,377,accelerating,evaluation_only
P-H01-W002::C012::C014,0,50.49808332,70.32673907,80.26088501,167,accelerating,evaluation_only
P-H01-W002::C014::C016,1,70.45969328,121.5846578,148.5488949,,accelerating,evaluation_only
P-H01-W002::C016::C018,0,124.1166524,127.8091366,28.55522701,,accelerating,evaluation_only
P-H01-W002::C018::C019,0,127.193099,137.3995652,53.95383079,,accelerating,evaluation_only
P-H01-W002::C019::C020,0,126.74111,141.7658304,53.95383079,,accelerating,evaluation_only
P-H01-W002::C020::C022,0,140.185585,141.7658304,9.778287693,,accelerating,evaluation_only
P-H01-W002::C022::C023,0,133.9546202,146.6213413,59.55528172,,accelerating,evaluation_only
P-H01-W002::C023::C024,0,139.0757066,146.6213413,59.55528172,,accelerating,evaluation_only
P-H01-W002::C024::C025,0,146.4190405,146.1389318,-4.190532053,,accelerating,evaluation_only
P-H01-W002::C025::C027,0,144.3158509,139.6955293,16.58756849,,accelerating,evaluation_only
P-H01-W002::C027::C029,0,137.1123459,135.5833468,22.77464386,,accelerating,evaluation_only
P-H01-W003::C005::C007,0,29.16438898,33.61723672,25.2445455,841,step_change,evaluation_only
P-H01-W003::C007::C008,0,31.97805158,33.16790726,10.22431729,666,step_change,evaluation_only
P-H01-W003::C008::C010,0,27.16623957,28.76373687,5.580378763,498,step_change,evaluation_only
P-H01-W003::C010::C012,0,24.94853491,24.46761289,2.769240776,316,step_change,evaluation_only
P-H01-W003::C012::C014,1,23.53839268,179.4606775,897.5325325,106,step_change,evaluation_only
P-H01-W003::C014::C016,0,177.7738629,176.5601456,2.518109202,,step_change,evaluation_only
P-H01-W003::C016::C018,0,63.36571346,78.50006083,41.86311111,,step_change,evaluation_only
P-H01-W003::C018::C019,0,77.47693474,78.50006083,6.111067414,,step_change,evaluation_only
P-H01-W003::C019::C020,0,74.74012464,75.33270989,26.84346691,,step_change,evaluation_only
P-H01-W003::C020::C022,0,71.09913734,78.20140185,26.84346691,,step_change,evaluation_only
P-H01-W003::C022::C023,0,77.68330288,76.94336967,3.411171724,,step_change,evaluation_only
P-H01-W003::C023::C024,0,73.93257154,75.44227961,35.61118313,,step_change,evaluation_only
P-H01-W003::C024::C025,0,71.31323869,79.90546055,35.61118313,,step_change,evaluation_only
P-H01-W003::C025::C027,0,76.14576483,79.90546055,26.77908563,,step_change,evaluation_only
P-H01-W004::C005::C007,0,48.3268738,48.97180366,7.352353546,,decaying,evaluation_only
P-H01-W004::C007::C008,0,41.94441723,39.89864337,13.92691451,,decaying,evaluation_only
P-H01-W004::C008::C010,0,38.47331385,40.4357337,13.92691451,,decaying,evaluation_only
P-H01-W004::C010::C012,0,34.28670372,33.63151681,19.00275931,,decaying,evaluation_only
P-H01-W004::C012::C014,0,30.49539045,32.657243,15.59874782,,decaying,evaluation_only
P-H01-W004::C014::C016,0,26.49751804,24.82721417,25.64820874,,decaying,evaluation_only
P-H01-W004::C016::C019,0,24.63753184,25.24212853,4.694543199,,decaying,evaluation_only
P-H01-W004::C019::C020,0,17.96279447,21.2585838,12.9712753,,decaying,evaluation_only
P-H01-W004::C020::C022,0,20.12597018,21.38841213,7.722599863,,decaying,evaluation_only
P-H01-W004::C022::C023,0,17.39042598,17.14855261,21.6196525,,decaying,evaluation_only
P-H01-W004::C023::C027,0,14.07933568,19.36546166,21.6196525,,decaying,evaluation_only
P-H01-W004::C027::C029,0,18.3290865,18.68401285,-3.868128239,,decaying,evaluation_only
P-H01-W005::C005::C007,0,70.8410617,70.22841678,15.71059421,,decaying,evaluation_only
P-H01-W005::C007::C008,0,66.64595265,66.5672735,-0.5969700611,,decaying,evaluation_only
P-H01-W005::C008::C010,0,63.29674884,62.97557506,3.332284619,,decaying,evaluation_only
P-H01-W005::C010::C012,0,58.17620917,56.8943554,-2.281930693,,decaying,evaluation_only
P-H01-W005::C012::C014,0,50.94189902,49.58673745,8.610372677,,decaying,evaluation_only
P-H01-W005::C014::C016,0,43.71455573,44.92225628,-4.374401853,,decaying,evaluation_only
P-H01-W005::C016::C018,0,38.43483408,38.17000562,10.93204414,,decaying,evaluation_only
P-H01-W005::C018::C019,0,34.00887078,37.02861438,21.33395277,,decaying,evaluation_only
P-H01-W005::C019::C020,0,36.70429101,36.40023785,1.806592305,,decaying,evaluation_only
P-H01-W005::C020::C022,0,34.64279951,35.60784406,14.04542151,,decaying,evaluation_only
P-H01-W005::C022::C023,0,31.32255334,32.97144422,25.46919148,,decaying,evaluation_only
P-H01-W005::C023::C024,0,28.78448997,32.97144422,25.46919148,,decaying,evaluation_only
P-H01-W005::C024::C025,0,30.06432019,30.97931393,9.322969177,,decaying,evaluation_only
P-H01-W005::C025::C027,0,30.13692504,28.69735529,22.75866886,,decaying,evaluation_only
P-H01-W005::C027::C029,0,25.71487325,25.32778436,24.46293146,,decaying,evaluation_only
P-H01-W006::C005::C007,0,60.54865763,55.29945865,-8.81340931,,decaying,evaluation_only
P-H01-W006::C007::C010,0,47.74123891,46.34412586,26.1432642,,decaying,evaluation_only
P-H01-W006::C010::C012,0,39.00773395,37.88809423,13.04494523,,decaying,evaluation_only
P-H01-W006::C012::C014,0,33.75228497,34.60098154,11.18468175,,decaying,evaluation_only
P-H01-W006::C014::C016,0,31.66768462,30.69514096,13.9203063,,decaying,evaluation_only
P-H01-W006::C016::C018,0,22.47185528,24.00899622,8.31989382,,decaying,evaluation_only
P-H01-W006::C018::C019,0,21.4179885,20.43271639,25.78944317,,decaying,evaluation_only
P-H01-W006::C019::C020,0,18.34675891,17.32652282,39.46006785,,decaying,evaluation_only
P-H01-W006::C020::C022,0,14.61142837,22.90309991,39.46006785,,decaying,evaluation_only
P-H01-W006::C022::C023,0,22.31194355,19.9473181,36.20791695,,decaying,evaluation_only
P-H01-W006::C023::C024,0,15.34388485,20.17037116,36.20791695,,decaying,evaluation_only
P-H01-W006::C024::C025,0,16.08590525,23.95481605,29.57860348,,decaying,evaluation_only
P-H01-W006::C025::C027,0,20.60351772,23.95481605,22.70666932,,decaying,evaluation_only
P-H01-W006::C027::C029,0,15.53175729,22.49719808,41.19109102,,decaying,evaluation_only
P-H01-W007::C007::C008,0,36.13381445,39.00771306,15.3749886,,uniform_creep,evaluation_only
P-H01-W007::C008::C010,0,33.57190731,35.41159878,28.78056632,,uniform_creep,evaluation_only
P-H01-W007::C010::C012,0,37.2723508,39.32027368,23.45204943,,uniform_creep,evaluation_only
P-H01-W007::C012::C014,0,36.82912352,38.02308846,13.9474753,,uniform_creep,evaluation_only
P-H01-W007::C014::C016,0,37.31866253,40.27520456,12.46355974,,uniform_creep,evaluation_only
P-H01-W007::C016::C018,0,35.44012402,40.35175508,31.60469194,,uniform_creep,evaluation_only
P-H01-W007::C018::C019,0,39.90329839,42.79784785,12.9960593,,uniform_creep,evaluation_only
P-H01-W007::C019::C020,0,42.26662679,42.79784785,7.347984871,,uniform_creep,evaluation_only
P-H01-W007::C020::C022,0,41.14271148,41.7722576,19.06550945,,uniform_creep,evaluation_only
P-H01-W007::C022::C023,0,40.85980637,41.80996945,3.719921542,,uniform_creep,evaluation_only
P-H01-W007::C023::C024,0,39.78461338,39.71852824,11.07535122,,uniform_creep,evaluation_only
P-H01-W007::C024::C025,0,37.50900906,41.42546377,36.76686991,,uniform_creep,evaluation_only
P-H01-W007::C025::C027,0,34.38864929,41.42546377,36.76686991,,uniform_creep,evaluation_only
P-H01-W007::C027::C029,0,37.3835075,37.19514815,1.197857574,,uniform_creep,evaluation_only
P-H02-W001::C004::C005,0,76.5322645,75.99567658,-18.17364529,,decaying,evaluation_only
P-H02-W001::C005::C007,0,66.28484633,65.06357849,16.58224317,,decaying,evaluation_only
P-H02-W001::C007::C010,0,59.8075333,58.88051702,-9.356025107,,decaying,evaluation_only
P-H02-W001::C010::C012,0,41.72186506,45.64283013,15.74408473,,decaying,evaluation_only
P-H02-W001::C012::C014,0,38.71825994,37.09381214,9.926657314,,decaying,evaluation_only
P-H02-W001::C014::C016,0,29.75482218,36.34079864,30.38461812,,decaying,evaluation_only
P-H02-W001::C016::C018,0,29.248667,27.92424785,13.38321999,,decaying,evaluation_only
P-H02-W001::C018::C019,0,26.48321514,31.81898823,29.77730117,,decaying,evaluation_only
P-H02-W001::C019::C020,0,28.65604939,31.81898823,29.77730117,,decaying,evaluation_only
P-H02-W001::C020::C021,0,26.5029418,23.80818305,22.62090031,,decaying,evaluation_only
P-H02-W001::C021::C022,0,21.54386179,28.66051087,31.50720959,,decaying,evaluation_only
P-H02-W001::C022::C024,0,23.85053379,28.66051087,31.50720959,,decaying,evaluation_only
P-H02-W001::C024::C026,0,26.6216754,26.73822419,12.97112669,,decaying,evaluation_only
P-H02-W001::C026::C027,0,21.51424504,23.58471609,14.21680482,,decaying,evaluation_only
P-H02-W001::C027::C028,0,14.46444512,17.63757059,25.51783763,,decaying,evaluation_only
P-H02-W001::C028::C029,0,14.11357614,17.63757059,25.51783763,,decaying,evaluation_only
P-H02-W002::C004::C005,0,44.55213405,44.35864857,2.106806263,1478,reactivated,evaluation_only
P-H02-W002::C005::C007,0,43.78867217,42.99947409,6.31164776,1387,reactivated,evaluation_only
P-H02-W002::C007::C008,0,38.85280721,38.76749867,8.379884863,1212,reactivated,evaluation_only
P-H02-W002::C008::C012,0,31.88096963,33.52610007,8.379884863,1044,reactivated,evaluation_only
P-H02-W002::C012::C016,0,29.16597975,29.26266581,3.532874613,652,reactivated,evaluation_only
P-H02-W002::C016::C018,1,35.70900502,63.67853088,70.40841354,288,reactivated,evaluation_only
P-H02-W002::C018::C019,1,61.56293324,93.63836238,106.8188668,134,reactivated,evaluation_only
P-H02-W002::C019::C020,1,76.58104486,114.307635,106.8188668,43,reactivated,evaluation_only
P-H02-W002::C020::C021,1,106.7378639,135.6354025,76.60091203,,reactivated,evaluation_only
P-H02-W002::C021::C022,1,116.6237105,142.4126798,76.60091203,,reactivated,evaluation_only
P-H02-W002::C022::C024,0,136.8787305,149.669475,40.6636636,,reactivated,evaluation_only
P-H02-W002::C024::C026,0,150.94559,155.646407,15.60820692,,reactivated,evaluation_only
P-H02-W002::C026::C027,0,154.02645,155.646407,10.13263121,,reactivated,evaluation_only
P-H02-W002::C027::C028,0,152.9362455,154.2664647,13.03789493,,reactivated,evaluation_only
P-H02-W002::C028::C029,0,153.9557028,154.2664647,4.852026838,,reactivated,evaluation_only
P-H02-W003::C007::C008,0,30.73003235,30.03590976,3.546555704,908,accelerating,evaluation_only
P-H02-W003::C008::C010,0,24.84998099,30.23264589,41.22754604,740,accelerating,evaluation_only
P-H02-W003::C010::C012,0,30.66713755,33.62563206,22.13833662,558,accelerating,evaluation_only
P-H02-W003::C012::C014,0,35.08396252,52.77037571,62.19574385,348,accelerating,evaluation_only
P-H02-W003::C014::C016,1,52.87615806,81.89259005,72.70120084,180,accelerating,evaluation_only
P-H02-W003::C016::C018,1,83.83915408,112.1904069,91.05509639,,accelerating,evaluation_only
P-H02-W003::C018::C019,0,109.5115939,122.0636394,51.4559673,,accelerating,evaluation_only
P-H02-W003::C019::C020,0,115.7963915,123.9383212,41.89048297,,accelerating,evaluation_only
P-H02-W003::C020::C021,0,121.3636121,136.7226396,46.83574345,,accelerating,evaluation_only
P-H02-W003::C021::C022,0,127.27583,136.7226396,46.83574345,,accelerating,evaluation_only
P-H02-W003::C022::C024,0,136.5286047,137.4288453,13.0531592,,accelerating,evaluation_only
P-H02-W003::C024::C026,0,136.5162246,143.1401489,41.18174096,,accelerating,evaluation_only
P-H02-W003::C026::C027,0,141.9129689,143.1401489,4.444217791,,accelerating,evaluation_only
P-H02-W003::C027::C028,0,141.2941753,146.1273995,30.03349531,,accelerating,evaluation_only
P-H02-W003::C028::C029,0,142.6058674,146.1273995,30.03349531,,accelerating,evaluation_only
P-H02-W004::C004::C005,0,40.10328591,41.86910714,20.77418719,1631,reactivated,evaluation_only
P-H02-W004::C005::C007,0,40.06842962,39.26571706,-2.031791146,1540,reactivated,evaluation_only
P-H02-W004::C007::C008,0,34.47741336,36.2085652,38.79461889,1365,reactivated,evaluation_only
P-H02-W004::C008::C010,0,29.86956955,30.85392236,9.04236086,1197,reactivated,evaluation_only
P-H02-W004::C010::C012,0,25.545466,28.71496971,37.43314841,1015,reactivated,evaluation_only
P-H02-W004::C012::C014,0,27.52661499,27.10176623,-9.011709091,805,reactivated,evaluation_only
P-H02-W004::C014::C016,0,20.41431633,24.28790953,40.93730441,637,reactivated,evaluation_only
P-H02-W004::C016::C018,0,20.06004962,25.54141877,24.41614216,441,reactivated,evaluation_only
P-H02-W004::C018::C019,0,24.94538162,49.24880153,95.20138365,287,reactivated,evaluation_only
P-H02-W004::C019::C020,1,32.93217887,75.88172447,116.729229,196,reactivated,evaluation_only
P-H02-W004::C020::C021,1,61.00863974,111.8456257,116.729229,77,reactivated,evaluation_only
P-H02-W004::C021::C022,1,82.41599432,123.3766379,113.1054063,7,reactivated,evaluation_only
P-H02-W004::C022::C024,1,113.2523872,138.8571767,70.57878526,,reactivated,evaluation_only
P-H02-W004::C024::C026,0,138.6992894,146.4801188,28.72620977,,reactivated,evaluation_only
P-H02-W004::C026::C027,0,146.2460972,157.8496729,49.77306847,,reactivated,evaluation_only
P-H02-W004::C027::C028,0,155.7343423,156.1741099,8.691718489,,reactivated,evaluation_only
P-H02-W004::C028::C029,0,154.8639185,155.9980923,8.691718489,,reactivated,evaluation_only
P-H02-W005::C004::C005,0,7.758192413,9.057754927,7.793716792,,uniform_creep,evaluation_only
P-H02-W005::C005::C007,0,7.844875178,9.057754927,9.318909661,,uniform_creep,evaluation_only
P-H02-W005::C007::C008,0,7.486100466,8.545276344,4.485697685,,uniform_creep,evaluation_only
P-H02-W005::C008::C010,0,7.246654666,8.358670075,5.651731137,,uniform_creep,evaluation_only
P-H02-W005::C010::C012,0,7.033372026,7.977037797,7.473227793,,uniform_creep,evaluation_only
P-H02-W005::C012::C014,0,7.60514248,7.896195445,3.601182643,,uniform_creep,evaluation_only
P-H02-W005::C014::C016,0,6.037963629,9.033056771,12.15194143,,uniform_creep,evaluation_only
P-H02-W005::C016::C019,0,8.208716686,7.912956758,2.823554494,,uniform_creep,evaluation_only
P-H02-W005::C019::C020,0,6.269619386,6.162371065,2.186279652,,uniform_creep,evaluation_only
P-H02-W005::C020::C021,0,5.785150026,6.402433922,5.685009287,,uniform_creep,evaluation_only
P-H02-W005::C021::C022,0,5.926816599,7.324346129,11.53120802,,uniform_creep,evaluation_only
P-H02-W005::C022::C024,0,5.847845027,7.841343595,11.53120802,,uniform_creep,evaluation_only
P-H02-W005::C024::C026,0,5.100537662,6.347710017,8.716715685,,uniform_creep,evaluation_only
P-H02-W005::C026::C027,0,5.032493078,7.811964193,14.80086744,,uniform_creep,evaluation_only
P-H02-W005::C027::C028,0,8.625485213,8.442776863,6.001275942,,uniform_creep,evaluation_only
P-H02-W005::C028::C029,0,7.87904793,7.743752986,6.001275942,,uniform_creep,evaluation_only
P-H02-W006::C005::C007,0,36.3620273,35.21502587,-0.8107917532,1724,reactivated,evaluation_only
P-H02-W006::C007::C008,0,28.81157307,30.36017966,5.869649469,1549,reactivated,evaluation_only
P-H02-W006::C008::C010,0,27.78606774,27.16173717,7.919291531,1381,reactivated,evaluation_only
P-H02-W006::C010::C012,0,22.05493986,27.58746175,19.66445916,1199,reactivated,evaluation_only
