campaign_id,date,point_id,true_dx_mm,true_dy_mm,observed_dx_mm,observed_dy_mm,residual_dx_mm,residual_dy_mm,use_class
C003,2018-10-16,P-H03-W006,-4.174252087,0.5466877107,-3.054541689,-6.190142864,1.119710398,-6.736830574,evaluation_only
C003,2018-10-16,P-H03-W007,-9.687373783,1.589507118,-9.492445117,-12.16891021,0.1949286659,-13.75841733,evaluation_only
C003,2018-10-16,P-H03-REF-B,-0,0,1.790007859,1.149223775,1.790007859,1.149223775,evaluation_only
C003,2018-10-16,P-H04-REF-A,0,0,0.7608546298,-1.973349984,0.7608546298,-1.973349984,evaluation_only
C003,2018-10-16,P-H04-W001,1.383498516,0,-0.492692196,1.847911939,-1.876190712,1.847911939,evaluation_only
C003,2018-10-16,P-H04-W002,7.701184744,0.268783039,5.696797083,6.752378337,-2.004387662,6.483595298,evaluation_only
C003,2018-10-16,P-H04-W003,12.43445892,1.064995291,13.8669233,10.10728588,1.432464382,9.042290586,evaluation_only
C003,2018-10-16,P-H04-W004,-1.280314799,0.1671541939,-0.7543206864,0.8339638684,0.5259941123,0.6668096745,evaluation_only
C003,2018-10-16,P-H04-W005,-1.205515989,0.1867466695,0.9614940363,-2.529640686,2.167010025,-2.716387356,evaluation_only
C003,2018-10-16,P-H04-W006,-2.013562342,0.3636029928,-4.281298168,-2.336448722,-2.267735826,-2.700051715,evaluation_only
C003,2018-10-16,P-H04-W007,-1.645546611,0.3197824665,1.037628532,-2.103893416,2.683175143,-2.423675883,evaluation_only
C003,2018-10-16,P-H04-REF-B,-0,0,0.6708235623,-1.162987412,0.6708235623,-1.162987412,evaluation_only
C003,2018-10-16,P-H05-REF-A,0,0,1.461710321,-0.9574382817,1.461710321,-0.9574382817,evaluation_only
C003,2018-10-16,P-H05-W001,24.24713916,0,26.5036242,22.24560467,2.256485044,22.24560467,evaluation_only
C003,2018-10-16,P-H05-W002,21.67383211,1.302623104,20.77866238,20.40204164,-0.8951697305,19.09941853,evaluation_only
C003,2018-10-16,P-H05-W003,24.38274378,2.552916608,24.20497565,21.74936097,-0.1777681305,19.19644436,evaluation_only
C003,2018-10-16,P-H05-W004,-30.45381694,4.864934012,-31.79945817,-30.16733541,-1.345641223,-35.03226942,evaluation_only
C003,2018-10-16,P-H05-W005,-23.39989529,4.36976083,-26.17781072,-23.71578731,-2.777915426,-28.08554814,evaluation_only
C003,2018-10-16,P-H05-W006,-26.0487288,5.201233892,-27.23682478,-24.19138049,-1.188095975,-29.39261438,evaluation_only
C003,2018-10-16,P-H05-W007,-14.12257611,2.757406543,-14.03609509,-14.90394513,0.08648102109,-17.66135167,evaluation_only
C003,2018-10-16,P-H05-REF-B,-0,0,-0.2742798669,-0.06738975035,-0.2742798669,-0.06738975035,evaluation_only
C003,2018-10-16,P-H06-REF-A,0,0,1.129479054,1.40023485,1.129479054,1.40023485,evaluation_only
C003,2018-10-16,P-H06-W001,6.48677706,0,6.57704954,5.998593769,0.09027247985,5.998593769,evaluation_only
C003,2018-10-16,P-H06-W003,6.475946857,0.7285587001,5.627088243,7.525053559,-0.8488586146,6.796494859,evaluation_only
C003,2018-10-16,P-H06-W004,-6.503086526,0.9474641062,-6.53831988,-5.423623922,-0.03523335419,-6.371088028,evaluation_only
C003,2018-10-16,P-H06-W005,-2.959251415,0.5180059371,-4.818808981,-2.007246566,-1.859557566,-2.525252503,evaluation_only
C003,2018-10-16,P-H06-W006,-6.519629249,1.297760282,-9.38946297,-5.906291797,-2.869833721,-7.204052079,evaluation_only
C003,2018-10-16,P-H06-W007,-1.027688428,0.2048853379,-0.9473708794,-1.604229344,0.08031754893,-1.809114681,evaluation_only
C003,2018-10-16,P-H06-REF-B,-0,0,0.7764768592,1.419617513,0.7764768592,1.419617513,evaluation_only
C003,2018-10-16,P-H07-REF-A,0,0,0.2017789173,-0.1718563666,0.2017789173,-0.1718563666,evaluation_only
C003,2018-10-16,P-H07-W001,1.780010494,0,2.319529584,2.32146239,0.5395190905,2.32146239,evaluation_only
C003,2018-10-16,P-H07-W002,2.482786367,0.08201194897,0.08275544995,2.37173506,-2.400030917,2.289723111,evaluation_only
C003,2018-10-16,P-H07-W003,-5.174644188,0.4148825694,-5.771102074,-6.294196407,-0.5964578854,-6.709078977,evaluation_only
C003,2018-10-16,P-H07-W004,-4.012087556,0.3981565619,-2.599234552,-4.944803762,1.412853004,-5.342960324,evaluation_only
C003,2018-10-16,P-H07-W005,-0.6019220314,0.07921159823,-2.352870774,0.0347881763,-1.750948742,-0.04442342193,evaluation_only
C003,2018-10-16,P-H07-W006,-0.5755424782,0.0904224513,-1.995378582,-3.830596227,-1.419836103,-3.921018678,evaluation_only
C003,2018-10-16,P-H07-W007,-0.3501629594,0.06124582777,-0.08361926647,1.706990674,0.266543693,1.645744846,evaluation_only
C003,2018-10-16,P-H07-REF-B,-0,0,0.02306995237,-0.6676671752,0.02306995237,-0.6676671752,evaluation_only
C003,2018-10-16,P-V01-REF-A,0,0,0.3800959271,0.3278410964,0.3800959271,0.3278410964,evaluation_only
C003,2018-10-16,P-V01-W001,0,1.116737956,-1.210537679,-1.161556908,-1.210537679,-2.278294864,evaluation_only
C003,2018-10-16,P-V01-W003,-0.1265080834,1.337112329,-0.6263683119,-2.623962914,-0.4998602286,-3.961075242,evaluation_only
C003,2018-10-16,P-V01-W004,-0.1976559233,1.68993265,0.01924592382,-1.60364422,0.2169018471,-3.29357687,evaluation_only
C003,2018-10-16,P-V01-W005,-2.286240246,-14.33665612,-3.096912371,-2.609515477,-0.810672125,11.72714064,evaluation_only
C003,2018-10-16,P-V01-W006,-1.068251264,-5.914818201,-1.219423054,0.05292149334,-0.15117179,5.967739694,evaluation_only
C003,2018-10-16,P-V01-W007,-0.893166175,-4.583856431,0.02890808807,-2.428172697,0.9220742631,2.155683735,evaluation_only
C003,2018-10-16,P-V01-REF-B,-0,0,0.480620445,-0.6387047073,0.480620445,-0.6387047073,evaluation_only
