point_id,date,q05_mm,q25_mm,q50_mm,q75_mm,q95_mm,provenance
P-D01-W001,2023-01-01,363.0390698,385.2189444,407.4911791,433.0062494,472.0213737,S
P-D01-W001,2023-04-01,395.5915331,420.3190406,444.7999692,471.3001662,514.3762433,S
P-D01-W001,2023-07-01,429.6728792,456.2777706,482.0554113,511.9498723,557.5639961,S
P-D01-W001,2023-10-01,463.0276365,491.1073801,520.032555,553.4865206,602.2786324,S
P-D01-W001,2024-01-01,496.4038242,526.8501012,558.4980172,593.4688296,644.9362498,S
P-D01-W001,2024-04-01,530.1721952,562.164234,595.7670491,633.1945401,687.7362636,S
P-D01-W001,2024-07-01,563.8458307,597.4514709,634.1378183,674.1194868,731.0705775,S
P-D01-W001,2024-10-01,597.4288721,633.1920825,672.0933952,715.3788989,774.9820561,S
P-D01-W001,2025-01-01,630.6834,669.6701893,710.7266084,754.5980944,818.8805368,S
P-D01-W001,2025-04-01,663.6944657,704.447179,748.0731364,793.3633391,861.2096927,S
P-D01-W001,2025-07-01,698.1140396,740.4427997,786.2451828,833.3018323,904.1931248,S
P-D01-W001,2025-10-01,732.5499018,776.4971226,824.2615979,873.8796406,947.8980005,S
P-D01-W002,2018-01-01,127.8393066,131.8393895,138.1636535,141.0546328,144.4584889,S
P-D01-W002,2018-04-01,149.9870886,153.2991563,160.2598673,164.8442474,169.0717966,S
P-D01-W002,2018-07-01,169.2397321,173.7266921,180.9816428,186.892367,192.3303089,S
P-D01-W002,2018-10-01,190.0898921,196.0401236,204.0575888,210.5712579,215.9302921,S
P-D01-W002,2019-01-01,210.1933411,217.0024136,226.7886524,233.7557883,238.4308203,S
P-D01-W002,2019-04-01,228.8178684,236.3266679,247.4794902,255.1683199,259.6783738,S
P-D01-W002,2019-07-01,243.7904264,254.9698791,266.0378301,274.3819975,278.7895648,S
P-D01-W002,2019-10-01,260.8257591,273.5451736,284.2861208,293.165713,299.3376428,S
P-D01-W002,2020-01-01,277.8302485,291.6043895,302.0875335,311.8234038,318.7010568,S
P-D01-W002,2020-04-01,295.5440004,308.8584249,321.0334507,329.244151,337.833645,S
P-D01-W002,2020-07-01,310.7799659,326.098223,337.6627034,346.9977622,355.3038579,S
P-D01-W002,2020-10-01,325.7101405,340.706453,353.4730599,361.6111453,370.8285511,S
P-D01-W002,2021-01-01,339.6046978,352.6641201,367.7144934,375.5107473,384.8447376,S
P-D01-W002,2021-04-01,351.4388643,364.7501063,379.7766331,388.9466663,397.4906382,S
P-D01-W002,2021-07-01,362.3617857,375.6006171,390.1689829,399.5340404,410.1613863,S
P-D01-W002,2021-10-01,372.965946,386.9134098,401.5601946,411.5541391,421.9387433,S
P-D01-W002,2022-01-01,383.7079508,397.6816886,413.8324503,424.1468912,434.3097462,S
P-D01-W002,2022-04-01,394.5939293,408.284934,425.9749615,435.8225517,447.1699837,S
P-D01-W002,2022-07-01,406.2255295,419.1262575,438.5310185,447.6137747,460.3105154,S
P-D01-W002,2022-10-01,416.5971407,429.2708635,449.7255382,459.5975826,471.2689483,S
P-D01-W002,2023-01-01,427.2599171,441.0603852,459.9749085,471.2413104,482.9924985,S
P-D01-W002,2023-04-01,438.128552,452.6427879,471.8520639,483.3967092,495.5756873,S
P-D01-W002,2023-07-01,447.2049877,462.9357062,482.8410704,495.2063508,505.5024436,S
P-D01-W002,2023-10-01,456.1873512,473.7461915,493.542171,505.3840486,516.781445,S
P-D01-W002,2024-01-01,464.6126359,482.9646407,502.8015838,515.1435042,527.5587864,S
P-D01-W002,2024-04-01,471.7613751,490.9071054,511.4117575,524.2939822,537.0611538,S
P-D01-W002,2024-07-01,479.6212533,498.7855184,520.2345334,533.0689547,545.5979941,S
P-D01-W002,2024-10-01,487.4234043,506.1538575,528.8236176,541.3726442,555.1759494,S
P-D01-W002,2025-01-01,496.0141323,514.445328,536.8149555,551.6083413,564.176492,S
P-D01-W002,2025-04-01,504.1681523,523.6851,545.5468291,561.666961,573.8406324,S
P-D01-W002,2025-07-01,511.0147691,530.9166453,552.3523152,569.172812,581.5526085,S
P-D01-W002,2025-10-01,518.5821142,538.7795978,560.372538,577.1433898,589.3545349,S
P-D01-W003,2018-01-01,398.3728953,401.5809092,413.187214,422.8282049,436.0077661,S
P-D01-W003,2018-04-01,398.5450589,402.1216088,413.4760695,424.2123628,437.4947091,S
P-D01-W003,2018-07-01,399.0941739,402.1216088,413.6914622,424.9594903,437.4947091,S
P-D01-W003,2018-10-01,400.3310486,403.239277,413.9363351,427.764698,439.4041818,S
P-D01-W003,2019-01-01,400.5923288,404.698043,414.8658356,428.4937653,440.4750473,S
P-D01-W003,2019-04-01,401.9001365,404.7259706,415.4966309,429.7037273,441.2622085,S
P-D01-W003,2019-07-01,402.054996,404.8402049,415.9983,431.059013,442.0704835,S
P-D01-W003,2019-10-01,403.5236695,406.5809968,416.8250824,432.226915,443.4605931,S
P-D01-W003,2020-01-01,405.3114459,407.3792872,417.6774651,433.7921914,444.5961226,S
P-D01-W003,2020-04-01,405.7959972,408.0742226,417.6774651,433.7921914,444.7077471,S
P-D01-W003,2020-07-01,406.2217663,409.1464936,417.8277719,433.7921914,445.3926835,S
P-D01-W003,2020-10-01,407.0814992,410.2782435,418.8292541,434.2742407,446.1848315,S
P-D01-W003,2021-01-01,407.7835931,411.5776606,419.9952113,435.5534516,446.9950096,S
P-D01-W003,2021-04-01,407.7835931,412.533149,420.73011,436.2348235,446.9950096,S
P-D01-W003,2021-07-01,407.7835931,412.6025204,421.256735,437.2157389,446.9950096,S
P-D01-W003,2021-10-01,408.2192195,413.4322248,422.4785386,438.6966927,447.593712,S
P-D01-W003,2022-01-01,409.950942,414.7165059,425.0603246,441.1245612,448.423918,S
P-D01-W003,2022-04-01,410.3907699,415.5313083,426.192513,441.1245612,449.3961776,S
P-D01-W003,2022-07-01,410.4115797,416.4250202,426.6477482,441.1245612,449.5386801,S
P-D01-W003,2022-10-01,410.9332614,416.6684084,427.6717716,441.9872047,450.1397134,S
P-D01-W003,2023-01-01,413.001495,417.9663444,429.0608792,443.8260375,452.2860729,S
P-D01-W003,2023-04-01,413.6946959,418.3952473,429.4308847,444.1924855,452.6182207,S
P-D01-W003,2023-07-01,413.882957,418.3952473,429.6470909,444.1924855,453.0208919,S
P-D01-W003,2023-10-01,414.8508793,419.7351493,430.4772149,444.9265154,454.6442721,S
P-D01-W003,2024-01-01,416.2690216,420.3362496,432.3019183,447.040701,456.1247614,S
P-D01-W003,2024-04-01,416.5452867,420.7498195,432.8831487,447.45806,456.3720342,S
P-D01-W003,2024-07-01,416.8848491,420.8870013,433.0064405,447.559353,456.9480106,S
P-D01-W003,2024-10-01,417.4074643,421.9208424,433.53394,447.7530062,459.2296343,S
P-D01-W003,2025-01-01,418.5375939,424.4389048,434.8973717,448.8644106,460.6410286,S
P-D01-W003,2025-04-01,418.8176819,424.5956243,435.6523378,449.6582946,460.9464273,S
P-D01-W003,2025-07-01,418.8490573,425.8981526,436.4245592,449.7054967,461.5280173,S
P-D01-W003,2025-10-01,419.2897548,426.695599,437.299819,449.9978033,461.7615864,S
P-D01-W004,2018-01-01,390.7065718,405.828963,426.2526663,438.1076591,452.1972305,S
P-D01-W004,2018-04-01,391.929112,407.5205155,426.4493867,438.6689958,452.7232181,S
P-D01-W004,2018-07-01,393.3191653,408.1239956,427.4140478,439.8383766,453.5875317,S
P-D01-W004,2018-10-01,395.0027466,409.3032873,427.840374,440.5136556,454.3777309,S
P-D01-W004,2019-01-01,395.3058832,409.3671215,428.0294997,440.5136556,455.6591475,S
P-D01-W004,2019-04-01,395.4204415,409.8875255,428.5567515,441.0686336,455.8626673,S
P-D01-W004,2019-07-01,396.065224,410.3130255,429.5942364,441.9845926,457.4256735,S
P-D01-W004,2019-10-01,397.2090969,410.5233261,430.4275134,442.3407326,458.3706201,S
P-D01-W004,2020-01-01,397.5544872,410.8041879,430.60782,443.265816,459.5717538,S
P-D01-W004,2020-04-01,398.2978813,411.1628117,432.1432216,444.1851741,459.5717538,S
P-D01-W004,2020-07-01,399.1775412,411.3930214,432.807296,445.9686866,460.7210152,S
P-D01-W004,2020-10-01,399.2805485,411.46271,433.0569057,446.4957437,461.5675336,S
P-D01-W004,2021-01-01,399.3017388,411.46271,433.0569057,447.0694461,462.393449,S
P-D01-W004,2021-04-01,399.4607519,411.5499335,433.0569057,448.0863814,463.8703377,S
P-D01-W004,2021-07-01,400.7870095,413.4849215,433.7726246,449.5342142,464.1912994,S
P-D01-W004,2021-10-01,402.3045805,413.6800493,433.7726246,450.6683676,464.2737784,S
P-D01-W004,2022-01-01,403.481659,413.9384335,434.2678986,450.6683676,465.7181435,S
P-D01-W004,2022-04-01,403.481659,414.947812,435.3980936,451.8284519,465.9767532,S
P-D01-W004,2022-07-01,403.538207,416.41384,436.2126268,452.3314597,466.5755036,S
P-D01-W004,2022-10-01,403.7597715,417.0555392,436.4191868,453.0332846,466.9462033,S
P-D01-W004,2023-01-01,404.3530621,418.3370308,437.3290009,453.2120648,466.9462033,S
P-D01-W004,2023-04-01,404.8090077,418.911616,438.1809779,453.6322186,468.3053473,S
P-D01-W004,2023-07-01,405.6358052,419.3991962,439.1749651,453.9921043,470.2193889,S
P-D01-W004,2023-10-01,405.8008455,419.737782,439.7189616,454.2431076,471.2442142,S
P-D01-W004,2024-01-01,407.6345305,420.1872386,440.0892685,454.6386216,472.6327974,S
P-D01-W004,2024-04-01,407.8673409,420.7282418,441.4466994,455.6855026,472.9479207,S
P-D01-W004,2024-07-01,409.2030618,421.5352631,442.2536689,456.8693994,473.3346503,S
P-D01-W004,2024-10-01,409.8353816,421.7055383,443.0789994,457.1778022,473.411219,S
P-D01-W004,2025-01-01,410.2454071,422.1745837,443.8523445,458.5934123,474.8877096,S
P-D01-W004,2025-04-01,410.7216467,423.7358272,444.7004033,459.0382551,476.026853,S
P-D01-W004,2025-07-01,411.577354,424.7077611,444.7004033,459.7341986,476.6397789,S
P-D01-W004,2025-10-01,412.3113417,424.7090793,445.8737835,459.7529648,477.0614639,S
P-D01-W005,2018-01-01,164.7488111,171.7338223,176.4187156,181.4173833,186.1844015,S
P-D01-W005,2018-04-01,173.2608004,180.4220687,186.857128,191.6992246,197.3741314,S
P-D01-W005,2018-07-01,181.4921893,188.46276,194.0197335,201.1024945,206.5001074,S
P-D01-W005,2018-10-01,188.877439,196.380179,203.2899484,210.0789488,215.5768085,S
P-D01-W005,2019-01-01,197.5827448,206.228715,213.5334046,219.9337981,226.3858332,S
P-D01-W005,2019-04-01,205.2732749,215.1910254,222.5042454,228.4160142,235.9377704,S
P-D01-W005,2019-07-01,212.0626916,222.5359174,229.7587521,236.4339788,244.3576506,S
P-D01-W005,2019-10-01,221.0293044,231.4440532,238.3987935,244.5964318,255.1972198,S
P-D01-W005,2020-01-01,229.0177703,240.8450966,247.6631789,254.2289039,264.4266952,S
P-D01-W005,2020-04-01,236.7543692,248.0945364,256.0985014,263.0069825,273.4727476,S
P-D01-W005,2020-07-01,243.9412662,255.5868888,263.080712,269.8026281,282.0984286,S
P-D01-W005,2020-10-01,252.3245343,264.5180825,270.6802516,278.0729394,291.7668145,S
P-D01-W005,2021-01-01,261.6398252,274.2503294,280.2491719,287.9095316,302.8488096,S
P-D01-W005,2021-04-01,271.770825,284.3567699,290.0398598,298.2271682,312.6114659,S
P-D01-W005,2021-07-01,281.431159,292.5917994,299.2838613,307.4939512,323.2549055,S
P-D01-W005,2021-10-01,290.9654088,302.1048835,308.6888991,316.9807832,331.9601874,S
P-D01-W005,2022-01-01,301.0324961,312.6759341,319.4909696,327.6672025,343.3136043,S
P-D01-W005,2022-04-01,310.0780276,322.2828768,330.1018127,337.401613,354.1170678,S
P-D01-W005,2022-07-01,318.7937758,332.3688273,341.0477374,347.3506867,365.1115268,S
P-D01-W005,2022-10-01,327.1707018,342.5292872,350.7100993,357.3947505,376.691297,S
P-D01-W005,2023-01-01,338.2522569,353.4941659,362.8023524,369.4086877,389.3327846,S
P-D01-W005,2023-04-01,348.1046635,364.4438624,372.7853418,379.1110811,399.6852744,S
P-D01-W005,2023-07-01,357.7014952,373.8678307,382.6773469,389.222697,410.7796798,S
P-D01-W005,2023-10-01,366.2478113,383.7409453,392.030496,399.6712435,420.4317193,S
P-D01-W005,2024-01-01,376.3000358,393.7110086,402.7318443,410.8837027,431.6569294,S
P-D01-W005,2024-04-01,386.6276434,404.8582264,412.2519517,422.7225994,442.9467053,S
P-D01-W005,2024-07-01,395.7182628,413.9527174,420.7171792,433.1988902,454.0494248,S
P-D01-W005,2024-10-01,404.8090603,423.3052012,430.5978452,442.1353596,463.6604349,S
P-D01-W005,2025-01-01,412.4235073,432.0541005,440.6052018,452.0296517,473.4981245,S
P-D01-W005,2025-04-01,422.853664,440.8025359,449.6297397,462.2352965,483.636686,S
P-D01-W005,2025-07-01,430.945023,450.4379615,458.8787753,471.2527153,492.7550446,S
P-D01-W005,2025-10-01,439.2755936,460.0969207,468.6740277,480.4794125,503.0199171,S
P-D01-W006,2018-01-01,152.267193,156.6531717,159.6415137,172.3693235,182.0659844,S
P-D01-W006,2018-04-01,165.2638356,168.9851268,172.7115361,185.6683006,195.3646678,S
P-D01-W006,2018-07-01,176.814952,180.1834949,183.654852,197.9477186,207.890511,S
P-D01-W006,2018-10-01,188.6461482,190.841833,195.7549495,209.8813996,220.7863416,S
P-D01-W006,2019-01-01,198.714227,201.1892038,206.6491233,220.6419812,233.3380162,S
P-D01-W006,2019-04-01,208.4694582,210.4076557,216.0290559,231.0704401,245.2966495,S
P-D01-W006,2019-07-01,216.9028087,218.4802354,223.785791,239.8454752,255.0340603,S
P-D01-W006,2019-10-01,224.8899979,226.2176124,231.8790748,248.9526305,264.6798293,S
P-D01-W006,2020-01-01,233.2105958,234.8730018,240.1543493,258.4806418,273.6485655,S
P-D01-W006,2020-04-01,239.6228779,241.0558129,247.3944465,265.6610234,281.4818276,S
P-D01-W006,2020-07-01,244.8827347,247.9076654,252.2709093,272.0525574,287.8136148,S
P-D01-W006,2020-10-01,249.821775,254.4616561,258.3507042,278.1226394,295.0874614,S
P-D01-W006,2021-01-01,256.1136326,259.6848284,264.2265588,284.037258,301.185944,S
P-D01-W006,2021-04-01,261.025334,264.5060652,270.1925026,289.4738645,306.8314224,S
P-D01-W006,2021-07-01,266.5497486,269.1726088,275.0389476,294.3353975,312.2942187,S
P-D01-W006,2021-10-01,274.5867365,277.5204603,282.6957953,302.1176433,320.7684185,S
P-D01-W006,2022-01-01,284.8015132,288.0254555,292.7064278,314.4113052,331.7142299,S
P-D01-W006,2022-04-01,296.7140498,297.9394775,304.2999291,326.6256043,345.644386,S
P-D01-W006,2022-07-01,312.0754187,313.4017304,320.7122017,344.2317037,364.3578258,S
P-D01-W006,2022-10-01,333.1846865,334.3944238,343.1492228,367.2435314,388.6682797,S
P-D01-W006,2023-01-01,358.4757447,361.643935,370.1612018,397.2738952,420.1394264,S
P-D01-W006,2023-04-01,388.2263226,392.1019117,400.7898267,429.6425585,455.5145679,S
P-D01-W006,2023-07-01,421.6832996,426.6870025,435.6293806,465.863378,494.2406001,S
P-D01-W006,2023-10-01,455.8259824,464.0240393,471.9254314,506.1887228,536.5861235,S
P-D01-W006,2024-01-01,492.3876347,501.2135478,510.4009777,546.585016,579.1553008,S
P-D01-W006,2024-04-01,527.1279442,536.543821,546.457626,585.1969787,620.4936233,S
P-D01-W006,2024-07-01,560.7373501,571.4479806,581.7698979,623.3520916,661.7085054,S
P-D01-W006,2024-10-01,595.0686933,607.4192458,618.6950756,663.5459417,703.6495003,S
P-D01-W006,2025-01-01,631.6110336,644.1834884,656.9239216,705.289335,747.9460414,S
P-D01-W006,2025-04-01,665.3566721,679.9375383,692.4105936,743.3194225,788.6831954,S
P-D01-W006,2025-07-01,699.8101718,714.6758648,728.2166228,781.59678,829.0419766,S
P-D01-W006,2025-10-01,735.2019701,750.9870632,766.4165493,822.3239703,871.253128,S
P-D01-W007,2018-01-01,26.05709093,27.48996627,28.20940593,28.52599082,30.61792744,S
P-D01-W007,2018-04-01,41.32905469,43.29190236,44.33729337,45.70321684,49.2787383,S
P-D01-W007,2018-07-01,55.17707013,56.38825439,58.87574023,60.98108742,63.32072512,S
P-D01-W007,2018-10-01,67.78272801,70.78918385,72.69535976,75.96126859,79.05817038,S
P-D01-W007,2019-01-01,80.86868992,83.32746488,86.35430385,89.90207779,93.49270803,S
P-D01-W007,2019-04-01,90.24358742,95.43413445,97.98270318,102.6162658,106.6101931,S
P-D01-W007,2019-07-01,99.25630535,105.5625152,108.1998857,113.6658434,117.4131185,S
P-D01-W007,2019-10-01,108.6489795,115.5027774,118.4212024,123.0139387,128.0982167,S
P-D01-W007,2020-01-01,118.6660906,126.0355414,129.3626365,133.2457787,140.7365832,S
P-D01-W007,2020-04-01,126.9952403,134.8859539,138.9359996,142.8977985,150.6511358,S
P-D01-W007,2020-07-01,134.0662353,141.5933075,145.1980073,149.8298424,157.4750709,S
P-D01-W007,2020-10-01,141.0413633,149.6729498,152.4563296,157.6541399,165.7073969,S
P-D01-W007,2021-01-01,150.7175826,157.0615177,161.5282697,167.3444048,175.7393384,S
P-D01-W007,2021-04-01,157.7395218,165.0878957,169.3534491,175.4122002,184.7833598,S
P-D01-W007,2021-07-01,163.3137755,170.7761826,175.4794817,181.5095788,190.9828218,S
P-D01-W007,2021-10-01,169.3974182,176.115792,182.6936406,187.0230032,198.1382815,S
P-D01-W007,2022-01-01,175.6346222,181.4631437,189.0558689,192.5722342,203.6558524,S
P-D01-W007,2022-04-01,179.5705317,187.0710971,193.2747779,197.1102649,208.5866409,S
P-D01-W007,2022-07-01,184.6961234,192.5193628,198.5342666,202.2189878,213.4842722,S
P-D01-W007,2022-10-01,189.6310996,198.431811,203.7620624,206.9625434,219.396989,S
P-D01-W007,2023-01-01,195.8404716,203.8483507,209.88005,213.1312848,226.1289666,S
P-D01-W007,2023-04-01,201.1362803,208.659203,214.528016,217.7665537,232.2310642,S
P-D01-W007,2023-07-01,203.4881835,212.5956957,217.9565726,221.2259873,237.0412658,S
P-D01-W007,2023-10-01,206.8056365,216.4848451,221.5182295,225.2889392,240.5764496,S
P-D01-W007,2024-01-01,209.3148954,220.0956455,225.508604,229.1632904,243.8361747,S
P-D01-W007,2024-04-01,212.5556809,223.2193836,229.2318637,232.9595412,247.9226052,S
P-D01-W007,2024-07-01,213.7343876,227.0625472,232.8022138,236.0576854,250.9888901,S
P-D01-W007,2024-10-01,217.1080641,229.8076182,236.2960588,239.1172734,253.8460846,S
P-D01-W007,2025-01-01,219.841409,232.6228318,238.3827357,242.1658685,257.4040972,S
P-D01-W007,2025-04-01,221.3053507,235.1029575,240.7621673,245.480018,259.6359023,S
P-D01-W007,2025-07-01,223.6095271,237.6936282,243.1815906,249.4668416,262.2393123,S
P-D01-W007,2025-10-01,226.7125395,241.6848348,246.9862997,253.4013051,266.858451,S
P-H01-REF-A,2018-01-01,0,0,0,0,0,S
P-H01-REF-A,2018-04-01,0,0,0,0,0,S
P-H01-REF-A,2018-07-01,0,0,0,0,0,S
P-H01-REF-A,2018-10-01,0,0,0,0,0,S
P-H01-REF-A,2019-01-01,0,0,0,0,0,S
P-H01-REF-A,2019-04-01,0,0,0,0,0,S
P-H01-REF-A,2019-07-01,0,0,0,0,0,S
P-H01-REF-A,2019-10-01,0,0,0,0,0,S
P-H01-REF-A,2020-01-01,0,0,0,0,0,S
P-H01-REF-A,2020-04-01,0,0,0,0,0,S
P-H01-REF-A,2020-07-01,0,0,0,0,0,S
P-H01-REF-A,2020-10-01,0,0,0,0,0,S
P-H01-REF-A,2021-01-01,0,0,0,0,0,S
P-H01-REF-A,2021-04-01,0,0,0,0,0,S
P-H01-REF-A,2021-07-01,0,0,0,0,0,S
P-H01-REF-A,2021-10-01,0,0,0,0,0,S
P-H01-REF-A,2022-01-01,0,0,0,0,0,S
P-H01-REF-A,2022-04-01,0,0,0,0,0,S
P-H01-REF-A,2022-07-01,0,0,0,0,0,S
P-H01-REF-A,2022-10-01,0,0,0,0,0,S
P-H01-REF-A,2023-01-01,0,0,0,0,0,S
P-H01-REF-A,2023-04-01,0,0,0,0,0,S
P-H01-REF-A,2023-07-01,0,0,0,0,0,S
P-H01-REF-A,2023-10-01,0,0,0,0,0,S
P-H01-REF-A,2024-01-01,0,0,0,0,0,S
P-H01-REF-A,2024-04-01,0,0,0,0,0,S
P-H01-REF-A,2024-07-01,0,0,0,0,0,S
P-H01-REF-A,2024-10-01,0,0,0,0,0,S
P-H01-REF-A,2025-01-01,0,0,0,0,0,S
P-H01-REF-A,2025-04-01,0,0,0,0,0,S
P-H01-REF-A,2025-07-01,0,0,0,0,0,S
P-H01-REF-A,2025-10-01,0,0,0,0,0,S
P-H01-REF-B,2018-01-01,0,0,0,0,0,S
P-H01-REF-B,2018-04-01,0,0,0,0,0,S
P-H01-REF-B,2018-07-01,0,0,0,0,0,S
P-H01-REF-B,2018-10-01,0,0,0,0,0,S
P-H01-REF-B,2019-01-01,0,0,0,0,0,S
P-H01-REF-B,2019-04-01,0,0,0,0,0,S
P-H01-REF-B,2019-07-01,0,0,0,0,0,S
P-H01-REF-B,2019-10-01,0,0,0,0,0,S
P-H01-REF-B,2020-01-01,0,0,0,0,0,S
P-H01-REF-B,2020-04-01,0,0,0,0,0,S
P-H01-REF-B,2020-07-01,0,0,0,0,0,S
P-H01-REF-B,2020-10-01,0,0,0,0,0,S
P-H01-REF-B,2021-01-01,0,0,0,0,0,S
P-H01-REF-B,2021-04-01,0,0,0,0,0,S
P-H01-REF-B,2021-07-01,0,0,0,0,0,S
P-H01-REF-B,2021-10-01,0,0,0,0,0,S
P-H01-REF-B,2022-01-01,0,0,0,0,0,S
P-H01-REF-B,2022-04-01,0,0,0,0,0,S
P-H01-REF-B,2022-07-01,0,0,0,0,0,S
P-H01-REF-B,2022-10-01,0,0,0,0,0,S
P-H01-REF-B,2023-01-01,0,0,0,0,0,S
P-H01-REF-B,2023-04-01,0,0,0,0,0,S
P-H01-REF-B,2023-07-01,0,0,0,0,0,S
P-H01-REF-B,2023-10-01,0,0,0,0,0,S
P-H01-REF-B,2024-01-01,0,0,0,0,0,S
