station_id,run_id,gross_error_injected,gross_error_mm,use_class
LS-0000189,LR-00010,False,0,evaluation_only
LS-0000190,LR-00010,False,0,evaluation_only
LS-0000191,LR-00010,False,0,evaluation_only
LS-0000192,LR-00010,False,0,evaluation_only
LS-0000193,LR-00010,False,0,evaluation_only
LS-0000194,LR-00010,False,0,evaluation_only
LS-0000195,LR-00010,False,0,evaluation_only
LS-0000196,LR-00010,False,0,evaluation_only
LS-0000197,LR-00010,False,0,evaluation_only
LS-0000198,LR-00010,False,0,evaluation_only
LS-0000199,LR-00010,False,0,evaluation_only
LS-0000200,LR-00010,False,0,evaluation_only
LS-0000201,LR-00010,False,0,evaluation_only
LS-0000202,LR-00010,False,0,evaluation_only
LS-0000203,LR-00010,False,0,evaluation_only
LS-0000204,LR-00010,False,0,evaluation_only
LS-0000205,LR-00010,False,0,evaluation_only
LS-0000206,LR-00010,False,0,evaluation_only
LS-0000207,LR-00011,False,0,evaluation_only
LS-0000208,LR-00011,False,0,evaluation_only
LS-0000209,LR-00011,False,0,evaluation_only
LS-0000210,LR-00011,False,0,evaluation_only
LS-0000211,LR-00011,False,0,evaluation_only
LS-0000212,LR-00011,False,0,evaluation_only
LS-0000213,LR-00011,False,0,evaluation_only
LS-0000214,LR-00011,False,0,evaluation_only
LS-0000215,LR-00011,False,0,evaluation_only
LS-0000216,LR-00011,False,0,evaluation_only
LS-0000217,LR-00011,False,0,evaluation_only
LS-0000218,LR-00011,False,0,evaluation_only
LS-0000219,LR-00011,False,0,evaluation_only
LS-0000220,LR-00011,False,0,evaluation_only
LS-0000221,LR-00011,False,0,evaluation_only
LS-0000222,LR-00011,False,0,evaluation_only
LS-0000223,LR-00011,False,0,evaluation_only
LS-0000224,LR-00011,False,0,evaluation_only
LS-0000225,LR-00012,False,0,evaluation_only
LS-0000226,LR-00012,False,0,evaluation_only
LS-0000227,LR-00012,False,0,evaluation_only
LS-0000228,LR-00012,False,0,evaluation_only
LS-0000229,LR-00012,False,0,evaluation_only
LS-0000230,LR-00012,False,0,evaluation_only
LS-0000231,LR-00012,False,0,evaluation_only
LS-0000232,LR-00012,False,0,evaluation_only
LS-0000233,LR-00012,False,0,evaluation_only
LS-0000234,LR-00012,False,0,evaluation_only
LS-0000235,LR-00012,False,0,evaluation_only
LS-0000236,LR-00012,False,0,evaluation_only
LS-0000237,LR-00012,False,0,evaluation_only
LS-0000238,LR-00012,False,0,evaluation_only
LS-0000239,LR-00012,False,0,evaluation_only
LS-0000240,LR-00012,False,0,evaluation_only
LS-0000241,LR-00012,False,0,evaluation_only
LS-0000242,LR-00013,False,0,evaluation_only
LS-0000243,LR-00013,False,0,evaluation_only
LS-0000244,LR-00013,False,0,evaluation_only
LS-0000245,LR-00013,False,0,evaluation_only
LS-0000246,LR-00013,False,0,evaluation_only
LS-0000247,LR-00013,False,0,evaluation_only
LS-0000248,LR-00013,False,0,evaluation_only
LS-0000249,LR-00013,False,0,evaluation_only
LS-0000250,LR-00013,False,0,evaluation_only
LS-0000251,LR-00013,False,0,evaluation_only
LS-0000252,LR-00013,False,0,evaluation_only
LS-0000253,LR-00013,False,0,evaluation_only
LS-0000254,LR-00013,False,0,evaluation_only
LS-0000255,LR-00013,False,0,evaluation_only
LS-0000256,LR-00013,False,0,evaluation_only
LS-0000257,LR-00013,False,0,evaluation_only
LS-0000258,LR-00013,False,0,evaluation_only
LS-0000259,LR-00014,False,0,evaluation_only
LS-0000260,LR-00014,False,0,evaluation_only
LS-0000261,LR-00014,False,0,evaluation_only
LS-0000262,LR-00014,False,0,evaluation_only
LS-0000263,LR-00014,False,0,evaluation_only
LS-0000264,LR-00014,False,0,evaluation_only
LS-0000265,LR-00014,False,0,evaluation_only
LS-0000266,LR-00014,False,0,evaluation_only
LS-0000267,LR-00014,False,0,evaluation_only
LS-0000268,LR-00014,False,0,evaluation_only
LS-0000269,LR-00014,False,0,evaluation_only
LS-0000270,LR-00014,False,0,evaluation_only
LS-0000271,LR-00014,False,0,evaluation_only
LS-0000272,LR-00014,False,0,evaluation_only
LS-0000273,LR-00014,False,0,evaluation_only
LS-0000274,LR-00014,False,0,evaluation_only
LS-0000275,LR-00015,False,0,evaluation_only
LS-0000276,LR-00015,False,0,evaluation_only
LS-0000277,LR-00015,False,0,evaluation_only
LS-0000278,LR-00015,False,0,evaluation_only
LS-0000279,LR-00015,False,0,evaluation_only
LS-0000280,LR-00015,False,0,evaluation_only
LS-0000281,LR-00015,False,0,evaluation_only
LS-0000282,LR-00015,False,0,evaluation_only
LS-0000283,LR-00015,False,0,evaluation_only
LS-0000284,LR-00015,False,0,evaluation_only
LS-0000285,LR-00015,False,0,evaluation_only
LS-0000286,LR-00015,False,0,evaluation_only
LS-0000287,LR-00015,False,0,evaluation_only
LS-0000288,LR-00015,False,0,evaluation_only
LS-0000289,LR-00015,False,0,evaluation_only
LS-0000290,LR-00015,False,0,evaluation_only
LS-0000291,LR-00015,False,0,evaluation_only
LS-0000292,LR-00015,False,0,evaluation_only
LS-0000293,LR-00016,False,0,evaluation_only
LS-0000294,LR-00016,False,0,evaluation_only
LS-0000295,LR-00016,False,0,evaluation_only
LS-0000296,LR-00016,False,0,evaluation_only
LS-0000297,LR-00016,False,0,evaluation_only
LS-0000298,LR-00016,False,0,evaluation_only
LS-0000299,LR-00016,False,0,evaluation_only
LS-0000300,LR-00016,False,0,evaluation_only
LS-0000301,LR-00016,False,0,evaluation_only
LS-0000302,LR-00016,False,0,evaluation_only
LS-0000303,LR-00016,False,0,evaluation_only
LS-0000304,LR-00016,False,0,evaluation_only
LS-0000305,LR-00016,False,0,evaluation_only
LS-0000306,LR-00016,False,0,evaluation_only
LS-0000307,LR-00016,False,0,evaluation_only
LS-0000308,LR-00016,False,0,evaluation_only
LS-0000309,LR-00016,False,0,evaluation_only
LS-0000310,LR-00016,False,0,evaluation_only
LS-0000311,LR-00016,False,0,evaluation_only
LS-0000312,LR-00017,False,0,evaluation_only
LS-0000313,LR-00017,False,0,evaluation_only
LS-0000314,LR-00017,False,0,evaluation_only
LS-0000315,LR-00017,False,0,evaluation_only
LS-0000316,LR-00017,False,0,evaluation_only
LS-0000317,LR-00017,False,0,evaluation_only
LS-0000318,LR-00017,False,0,evaluation_only
LS-0000319,LR-00017,False,0,evaluation_only
LS-0000320,LR-00017,False,0,evaluation_only
LS-0000321,LR-00017,False,0,evaluation_only
LS-0000322,LR-00017,False,0,evaluation_only
LS-0000323,LR-00017,False,0,evaluation_only
LS-0000324,LR-00017,False,0,evaluation_only
LS-0000325,LR-00017,False,0,evaluation_only
LS-0000326,LR-00017,False,0,evaluation_only
LS-0000327,LR-00017,False,0,evaluation_only
LS-0000328,LR-00017,False,0,evaluation_only
LS-0000329,LR-00017,False,0,evaluation_only
LS-0000330,LR-00017,False,0,evaluation_only
LS-0000331,LR-00017,False,0,evaluation_only
LS-0000332,LR-00017,False,0,evaluation_only
LS-0000333,LR-00018,False,0,evaluation_only
LS-0000334,LR-00018,False,0,evaluation_only
LS-0000335,LR-00018,False,0,evaluation_only
LS-0000336,LR-00018,False,0,evaluation_only
LS-0000337,LR-00018,False,0,evaluation_only
LS-0000338,LR-00018,False,0,evaluation_only
LS-0000339,LR-00018,False,0,evaluation_only
LS-0000340,LR-00018,False,0,evaluation_only
LS-0000341,LR-00018,False,0,evaluation_only
LS-0000342,LR-00018,False,0,evaluation_only
LS-0000343,LR-00018,False,0,evaluation_only
LS-0000344,LR-00018,False,0,evaluation_only
LS-0000345,LR-00018,False,0,evaluation_only
LS-0000346,LR-00018,False,0,evaluation_only
LS-0000347,LR-00019,False,0,evaluation_only
LS-0000348,LR-00019,False,0,evaluation_only
LS-0000349,LR-00019,False,0,evaluation_only
LS-0000350,LR-00019,False,0,evaluation_only
LS-0000351,LR-00019,False,0,evaluation_only
LS-0000352,LR-00019,False,0,evaluation_only
LS-0000353,LR-00019,False,0,evaluation_only
LS-0000354,LR-00019,False,0,evaluation_only
LS-0000355,LR-00019,False,0,evaluation_only
LS-0000356,LR-00019,False,0,evaluation_only
LS-0000357,LR-00019,False,0,evaluation_only
LS-0000358,LR-00019,False,0,evaluation_only
LS-0000359,LR-00019,False,0,evaluation_only
LS-0000360,LR-00019,False,0,evaluation_only
LS-0000361,LR-00019,False,0,evaluation_only
LS-0000362,LR-00019,False,0,evaluation_only
LS-0000363,LR-00019,False,0,evaluation_only
LS-0000364,LR-00019,False,0,evaluation_only
LS-0000365,LR-00019,False,0,evaluation_only
LS-0000366,LR-00019,False,0,evaluation_only
LS-0000367,LR-00019,False,0,evaluation_only
LS-0000368,LR-00019,False,0,evaluation_only
LS-0000369,LR-00019,False,0,evaluation_only
LS-0000370,LR-00019,False,0,evaluation_only
LS-0000371,LR-00020,False,0,evaluation_only
LS-0000372,LR-00020,False,0,evaluation_only
LS-0000373,LR-00020,False,0,evaluation_only
LS-0000374,LR-00020,False,0,evaluation_only
LS-0000375,LR-00020,False,0,evaluation_only
LS-0000376,LR-00020,False,0,evaluation_only
LS-0000377,LR-00020,False,0,evaluation_only
LS-0000378,LR-00020,False,0,evaluation_only
LS-0000379,LR-00020,False,0,evaluation_only
LS-0000380,LR-00020,False,0,evaluation_only
LS-0000381,LR-00020,False,0,evaluation_only
LS-0000382,LR-00020,False,0,evaluation_only
LS-0000383,LR-00020,False,0,evaluation_only
LS-0000384,LR-00020,False,0,evaluation_only
LS-0000385,LR-00020,False,0,evaluation_only
LS-0000386,LR-00020,False,0,evaluation_only
LS-0000387,LR-00020,False,0,evaluation_only
LS-0000388,LR-00020,False,0,evaluation_only
LS-0000389,LR-00020,False,0,evaluation_only
LS-0000390,LR-00020,False,0,evaluation_only
LS-0000391,LR-00021,False,0,evaluation_only
LS-0000392,LR-00021,False,0,evaluation_only
LS-0000393,LR-00021,False,0,evaluation_only
LS-0000394,LR-00021,False,0,evaluation_only
LS-0000395,LR-00021,False,0,evaluation_only
LS-0000396,LR-00021,False,0,evaluation_only
LS-0000397,LR-00021,False,0,evaluation_only
LS-0000398,LR-00021,False,0,evaluation_only
LS-0000399,LR-00021,False,0,evaluation_only
LS-0000400,LR-00021,False,0,evaluation_only
LS-0000401,LR-00021,False,0,evaluation_only
LS-0000402,LR-00021,False,0,evaluation_only
LS-0000403,LR-00021,False,0,evaluation_only
LS-0000404,LR-00021,False,0,evaluation_only
LS-0000405,LR-00021,False,0,evaluation_only
LS-0000406,LR-00021,False,0,evaluation_only
LS-0000407,LR-00021,False,0,evaluation_only
LS-0000408,LR-00021,False,0,evaluation_only
LS-0000409,LR-00021,False,0,evaluation_only
LS-0000410,LR-00022,False,0,evaluation_only
LS-0000411,LR-00022,False,0,evaluation_only
LS-0000412,LR-00022,False,0,evaluation_only
LS-0000413,LR-00022,False,0,evaluation_only
LS-0000414,LR-00022,False,0,evaluation_only
LS-0000415,LR-00022,False,0,evaluation_only
LS-0000416,LR-00022,False,0,evaluation_only
LS-0000417,LR-00022,False,0,evaluation_only
LS-0000418,LR-00022,False,0,evaluation_only
LS-0000419,LR-00022,False,0,evaluation_only
LS-0000420,LR-00022,False,0,evaluation_only
LS-0000421,LR-00022,False,0,evaluation_only
LS-0000422,LR-00022,False,0,evaluation_only
LS-0000423,LR-00022,False,0,evaluation_only
LS-0000424,LR-00022,False,0,evaluation_only
LS-0000425,LR-00022,False,0,evaluation_only
LS-0000426,LR-00022,False,0,evaluation_only
LS-0000427,LR-00022,False,0,evaluation_only
LS-0000428,LR-00022,False,0,evaluation_only
LS-0000429,LR-00022,False,0,evaluation_only
LS-0000430,LR-00023,False,0,evaluation_only
LS-0000431,LR-00023,False,0,evaluation_only
LS-0000432,LR-00023,False,0,evaluation_only
LS-0000433,LR-00023,False,0,evaluation_only
LS-0000434,LR-00023,False,0,evaluation_only
LS-0000435,LR-00023,False,0,evaluation_only
LS-0000436,LR-00023,False,0,evaluation_only
LS-0000437,LR-00023,False,0,evaluation_only
LS-0000438,LR-00023,False,0,evaluation_only
LS-0000439,LR-00023,False,0,evaluation_only
LS-0000440,LR-00023,False,0,evaluation_only
LS-0000441,LR-00023,False,0,evaluation_only
LS-0000442,LR-00023,False,0,evaluation_only
LS-0000443,LR-00023,False,0,evaluation_only
LS-0000444,LR-00023,False,0,evaluation_only
LS-0000445,LR-00023,False,0,evaluation_only
LS-0000446,LR-00023,False,0,evaluation_only
LS-0000447,LR-00023,False,0,evaluation_only
LS-0000448,LR-00023,False,0,evaluation_only
LS-0000449,LR-00023,False,0,evaluation_only
LS-0000450,LR-00023,False,0,evaluation_only
LS-0000451,LR-00023,False,0,evaluation_only
LS-0000452,LR-00023,False,0,evaluation_only
LS-0000453,LR-00024,False,0,evaluation_only
LS-0000454,LR-00024,False,0,evaluation_only
LS-0000455,LR-00024,False,0,evaluation_only
LS-0000456,LR-00024,False,0,evaluation_only
LS-0000457,LR-00024,False,0,evaluation_only
LS-0000458,LR-00024,False,0,evaluation_only
LS-0000459,LR-00024,False,0,evaluation_only
LS-0000460,LR-00024,False,0,evaluation_only
LS-0000461,LR-00024,False,0,evaluation_only
LS-0000462,LR-00024,False,0,evaluation_only
LS-0000463,LR-00024,False,0,evaluation_only
LS-0000464,LR-00024,False,0,evaluation_only
LS-0000465,LR-00024,False,0,evaluation_only
LS-0000466,LR-00024,False,0,evaluation_only
LS-0000467,LR-00024,False,0,evaluation_only
LS-0000468,LR-00024,False,0,evaluation_only
LS-0000469,LR-00024,False,0,evaluation_only
LS-0000470,LR-00024,False,0,evaluation_only
LS-0000471,LR-00024,False,0,evaluation_only
LS-0000472,LR-00024,False,0,evaluation_only
LS-0000473,LR-00024,False,0,evaluation_only
LS-0000474,LR-00024,False,0,evaluation_only
LS-0000475,LR-00025,False,0,evaluation_only
LS-0000476,LR-00025,False,0,evaluation_only
LS-0000477,LR-00025,False,0,evaluation_only
LS-0000478,LR-00025,False,0,evaluation_only
LS-0000479,LR-00025,False,0,evaluation_only
LS-0000480,LR-00025,False,0,evaluation_only
LS-0000481,LR-00025,False,0,evaluation_only
LS-0000482,LR-00025,False,0,evaluation_only
LS-0000483,LR-00025,False,0,evaluation_only
LS-0000484,LR-00025,False,0,evaluation_only
LS-0000485,LR-00025,False,0,evaluation_only
LS-0000486,LR-00025,False,0,evaluation_only
LS-0000487,LR-00025,False,0,evaluation_only
LS-0000488,LR-00025,False,0,evaluation_only
LS-0000489,LR-00025,False,0,evaluation_only
LS-0000490,LR-00025,False,0,evaluation_only
LS-0000491,LR-00025,False,0,evaluation_only
LS-0000492,LR-00025,False,0,evaluation_only
LS-0000493,LR-00025,False,0,evaluation_only
LS-0000494,LR-00026,False,0,evaluation_only
LS-0000495,LR-00026,False,0,evaluation_only
LS-0000496,LR-00026,False,0,evaluation_only
LS-0000497,LR-00026,False,0,evaluation_only
LS-0000498,LR-00026,False,0,evaluation_only
LS-0000499,LR-00026,False,0,evaluation_only
LS-0000500,LR-00026,False,0,evaluation_only
LS-0000501,LR-00026,False,0,evaluation_only
LS-0000502,LR-00026,False,0,evaluation_only
LS-0000503,LR-00026,False,0,evaluation_only
LS-0000504,LR-00026,False,0,evaluation_only
LS-0000505,LR-00026,False,0,evaluation_only
LS-0000506,LR-00026,False,0,evaluation_only
LS-0000507,LR-00026,False,0,evaluation_only
LS-0000508,LR-00026,False,0,evaluation_only
LS-0000509,LR-00026,False,0,evaluation_only
LS-0000510,LR-00026,False,0,evaluation_only
LS-0000511,LR-00026,False,0,evaluation_only
LS-0000512,LR-00026,False,0,evaluation_only
LS-0000513,LR-00026,False,0,evaluation_only
LS-0000514,LR-00027,False,0,evaluation_only
LS-0000515,LR-00027,False,0,evaluation_only
LS-0000516,LR-00027,False,0,evaluation_only
LS-0000517,LR-00027,False,0,evaluation_only
LS-0000518,LR-00027,False,0,evaluation_only
LS-0000519,LR-00027,False,0,evaluation_only
LS-0000520,LR-00027,False,0,evaluation_only
LS-0000521,LR-00027,False,0,evaluation_only
LS-0000522,LR-00027,False,0,evaluation_only
LS-0000523,LR-00027,False,0,evaluation_only
LS-0000524,LR-00027,False,0,evaluation_only
LS-0000525,LR-00027,False,0,evaluation_only
LS-0000526,LR-00027,False,0,evaluation_only
LS-0000527,LR-00027,False,0,evaluation_only
LS-0000528,LR-00027,False,0,evaluation_only
LS-0000529,LR-00027,False,0,evaluation_only
LS-0000530,LR-00027,False,0,evaluation_only
LS-0000531,LR-00027,False,0,evaluation_only
LS-0000532,LR-00028,False,0,evaluation_only
LS-0000533,LR-00028,False,0,evaluation_only
LS-0000534,LR-00028,False,0,evaluation_only
LS-0000535,LR-00028,False,0,evaluation_only
LS-0000536,LR-00028,False,0,evaluation_only
LS-0000537,LR-00028,False,0,evaluation_only
LS-0000538,LR-00028,False,0,evaluation_only
LS-0000539,LR-00028,False,0,evaluation_only
LS-0000540,LR-00028,False,0,evaluation_only
LS-0000541,LR-00028,False,0,evaluation_only
LS-0000542,LR-00028,False,0,evaluation_only
LS-0000543,LR-00028,False,0,evaluation_only
LS-0000544,LR-00028,False,0,evaluation_only
LS-0000545,LR-00028,False,0,evaluation_only
LS-0000546,LR-00028,False,0,evaluation_only
LS-0000547,LR-00028,False,0,evaluation_only
LS-0000548,LR-00028,False,0,evaluation_only
LS-0000549,LR-00029,False,0,evaluation_only
LS-0000550,LR-00029,False,0,evaluation_only
LS-0000551,LR-00029,False,0,evaluation_only
LS-0000552,LR-00029,False,0,evaluation_only
LS-0000553,LR-00029,False,0,evaluation_only
LS-0000554,LR-00029,False,0,evaluation_only
LS-0000555,LR-00029,False,0,evaluation_only
LS-0000556,LR-00029,False,0,evaluation_only
LS-0000557,LR-00029,False,0,evaluation_only
LS-0000558,LR-00029,False,0,evaluation_only
LS-0000559,LR-00029,False,0,evaluation_only
LS-0000560,LR-00029,False,0,evaluation_only
LS-0000561,LR-00029,False,0,evaluation_only
LS-0000562,LR-00029,False,0,evaluation_only
LS-0000563,LR-00029,False,0,evaluation_only
LS-0000564,LR-00029,False,0,evaluation_only
LS-0000565,LR-00029,False,0,evaluation_only
LS-0000566,LR-00030,False,0,evaluation_only
LS-0000567,LR-00030,False,0,evaluation_only
LS-0000568,LR-00030,False,0,evaluation_only
LS-0000569,LR-00030,False,0,evaluation_only
LS-0000570,LR-00030,False,0,evaluation_only
LS-0000571,LR-00030,False,0,evaluation_only
LS-0000572,LR-00030,False,0,evaluation_only
LS-0000573,LR-00030,False,0,evaluation_only
LS-0000574,LR-00030,False,0,evaluation_only
LS-0000575,LR-00030,False,0,evaluation_only
LS-0000576,LR-00030,False,0,evaluation_only
LS-0000577,LR-00030,False,0,evaluation_only
LS-0000578,LR-00030,False,0,evaluation_only
LS-0000579,LR-00030,False,0,evaluation_only
LS-0000580,LR-00030,False,0,evaluation_only
