latent_world_id,profile_id,constraint_id,reference_start_elapsed_years,reference_end_elapsed_years,nominal_duration_only,reference_min_mm,reference_max_mm,source_readable_upper_with_bound_mm,shape_centre,shape_width,reversed_order,sampled_peak_mm,spatial_mapping
V2-W002,P-V04,MUS-P1-LEVELING-2011-2016-SIGNED-DISP,1.237166324,6.237166324,True,109.747951864,219.686038434,364.300000000,0.453462501,0.222126105,True,329.433990298,none_analogue_shape_only
V2-W002,P-V05,MUS-P1-LEVELING-2011-2016-SIGNED-DISP,1.237166324,6.237166324,True,109.792096868,220.796816847,364.300000000,0.421451358,0.210221034,True,330.588913715,none_analogue_shape_only
V2-W002,P-V06,MUS-P1-LEVELING-2011-2016-SIGNED-DISP,1.237166324,6.237166324,True,95.339054055,235.910789699,364.300000000,0.575360575,0.195673290,False,331.249843754,none_analogue_shape_only
V2-W003,P-D01,MUS-P1-LEVELING-2015-2016-SIGNED-DISP,3.237166324,4.237166324,True,20.095978715,47.845348138,73.500000000,0.530962644,0.170885615,True,67.941326853,none_analogue_shape_only
V2-W003,P-H01,MUS-P1-LEVELING-2015-2016-SIGNED-DISP,3.237166324,4.237166324,True,14.574632176,54.329533258,73.500000000,0.420464654,0.294792199,False,68.904165434,none_analogue_shape_only
V2-W003,P-H02,MUS-P1-LEVELING-2015-2016-SIGNED-DISP,3.237166324,4.237166324,True,19.090861917,48.232381617,73.500000000,0.570516785,0.297550910,False,67.323243534,none_analogue_shape_only
V2-W003,P-H03,MUS-P1-LEVELING-2015-2016-SIGNED-DISP,3.237166324,4.237166324,True,20.061260453,44.877082635,73.500000000,0.417268236,0.262481506,True,64.938343087,none_analogue_shape_only
V2-W003,P-H04,MUS-P1-LEVELING-2015-2016-SIGNED-DISP,3.237166324,4.237166324,True,15.596375849,42.309414792,73.500000000,0.593497595,0.214274364,True,57.905790641,none_analogue_shape_only
V2-W003,P-H05,MUS-P1-LEVELING-2015-2016-SIGNED-DISP,3.237166324,4.237166324,True,13.614768730,44.934500451,73.500000000,0.498819665,0.186441931,False,58.549269180,none_analogue_shape_only
V2-W003,P-H06,MUS-P1-LEVELING-2015-2016-SIGNED-DISP,3.237166324,4.237166324,True,17.499717143,54.635141698,73.500000000,0.583201093,0.184978113,True,72.134858841,none_analogue_shape_only
V2-W003,P-H07,MUS-P1-LEVELING-2015-2016-SIGNED-DISP,3.237166324,4.237166324,True,16.711862609,39.583842453,73.500000000,0.466878493,0.177713022,False,56.295705062,none_analogue_shape_only
V2-W003,P-V01,MUS-P1-LEVELING-2015-2016-SIGNED-DISP,3.237166324,4.237166324,True,14.283839627,38.954907413,73.500000000,0.482341923,0.190543763,False,53.238747040,none_analogue_shape_only
V2-W003,P-V02,MUS-P1-LEVELING-2015-2016-SIGNED-DISP,3.237166324,4.237166324,True,19.784733599,43.121859144,73.500000000,0.490263734,0.273011802,False,62.906592743,none_analogue_shape_only
V2-W003,P-V03,MUS-P1-LEVELING-2015-2016-SIGNED-DISP,3.237166324,4.237166324,True,20.642593703,39.773963642,73.500000000,0.566379104,0.178811967,True,60.416557345,none_analogue_shape_only
V2-W003,P-V04,MUS-P1-LEVELING-2015-2016-SIGNED-DISP,3.237166324,4.237166324,True,18.337024565,36.705817420,73.500000000,0.507325622,0.194366105,True,55.042841986,none_analogue_shape_only
V2-W003,P-V05,MUS-P1-LEVELING-2015-2016-SIGNED-DISP,3.237166324,4.237166324,True,23.738622947,47.739432369,73.500000000,0.483035959,0.201149830,True,71.478055316,none_analogue_shape_only
V2-W003,P-V06,MUS-P1-LEVELING-2015-2016-SIGNED-DISP,3.237166324,4.237166324,True,16.570034067,41.001558709,73.500000000,0.509247332,0.206798870,False,57.571592776,none_analogue_shape_only
V2-W004,P-D01,MUS-P17-LEVELING-2011-2016-SIGNED-DISP,1.237166324,6.237166324,True,39.122018740,122.690077097,177.600000000,0.545496804,0.162660484,True,127.111964199,none_analogue_shape_only
V2-W004,P-H01,MUS-P17-LEVELING-2011-2016-SIGNED-DISP,1.237166324,6.237166324,True,43.555286187,155.703157012,177.600000000,0.448757604,0.209144934,True,162.921423127,none_analogue_shape_only
V2-W004,P-H02,MUS-P17-LEVELING-2011-2016-SIGNED-DISP,1.237166324,6.237166324,True,60.215098895,124.562104232,177.600000000,0.452667597,0.212917989,True,129.701113014,none_analogue_shape_only
V2-W004,P-H03,MUS-P17-LEVELING-2011-2016-SIGNED-DISP,1.237166324,6.237166324,True,60.886689221,123.311604404,177.600000000,0.460699076,0.192787558,False,124.334728348,none_analogue_shape_only
V2-W004,P-H04,MUS-P17-LEVELING-2011-2016-SIGNED-DISP,1.237166324,6.237166324,True,85.267339591,133.322143025,177.600000000,0.503283931,0.247084921,False,133.489078330,none_analogue_shape_only
V2-W004,P-H05,MUS-P17-LEVELING-2011-2016-SIGNED-DISP,1.237166324,6.237166324,True,71.940384863,169.863740224,177.600000000,0.475629071,0.221158454,False,171.825590161,none_analogue_shape_only
V2-W004,P-H06,MUS-P17-LEVELING-2011-2016-SIGNED-DISP,1.237166324,6.237166324,True,76.606542675,167.866727734,177.600000000,0.533427598,0.230369664,False,169.961762919,none_analogue_shape_only
V2-W004,P-H07,MUS-P17-LEVELING-2011-2016-SIGNED-DISP,1.237166324,6.237166324,True,56.451938596,143.289030725,177.600000000,0.464526486,0.172292908,True,147.291827646,none_analogue_shape_only
V2-W004,P-V01,MUS-P17-LEVELING-2011-2016-SIGNED-DISP,1.237166324,6.237166324,True,68.543249745,127.308321137,177.600000000,0.411433412,0.271963990,True,137.119530129,none_analogue_shape_only
V2-W004,P-V02,MUS-P17-LEVELING-2011-2016-SIGNED-DISP,1.237166324,6.237166324,True,79.624771503,127.872332389,177.600000000,0.541985091,0.230329655,True,129.672228240,none_analogue_shape_only
V2-W004,P-V03,MUS-P17-LEVELING-2011-2016-SIGNED-DISP,1.237166324,6.237166324,True,64.055441649,129.784525665,177.600000000,0.545912515,0.168044950,False,134.067619456,none_analogue_shape_only
V2-W004,P-V04,MUS-P17-LEVELING-2011-2016-SIGNED-DISP,1.237166324,6.237166324,True,89.197207357,135.355409043,177.600000000,0.472855602,0.212399941,True,135.366794342,none_analogue_shape_only
V2-W004,P-V05,MUS-P17-LEVELING-2011-2016-SIGNED-DISP,1.237166324,6.237166324,True,79.391734946,124.168398502,177.600000000,0.412539661,0.256247531,False,130.437818438,none_analogue_shape_only
V2-W004,P-V06,MUS-P17-LEVELING-2011-2016-SIGNED-DISP,1.237166324,6.237166324,True,46.615838426,122.316944717,177.600000000,0.599591928,0.217149965,False,130.666380970,none_analogue_shape_only
V2-W005,P-D01,MUS-P17-LEVELING-2015-2016-SIGNED-DISP,3.237166324,4.237166324,True,20.322459374,25.341472518,28.100000000,0.460804261,0.258432624,True,25.526745324,none_analogue_shape_only
V2-W005,P-H01,MUS-P17-LEVELING-2015-2016-SIGNED-DISP,3.237166324,4.237166324,True,15.954480267,25.445522234,28.100000000,0.416244615,0.249633893,False,26.059626579,none_analogue_shape_only
V2-W005,P-H02,MUS-P17-LEVELING-2015-2016-SIGNED-DISP,3.237166324,4.237166324,True,19.607891290,23.191741739,28.100000000,0.536531490,0.297260108,False,23.363638893,none_analogue_shape_only
V2-W005,P-H03,MUS-P17-LEVELING-2015-2016-SIGNED-DISP,3.237166324,4.237166324,True,21.700354508,24.875467985,28.100000000,0.496254842,0.269053299,True,24.907469988,none_analogue_shape_only
V2-W005,P-H04,MUS-P17-LEVELING-2015-2016-SIGNED-DISP,3.237166324,4.237166324,True,16.374681736,23.933683150,28.100000000,0.414764747,0.225885826,False,25.289995039,none_analogue_shape_only
V2-W005,P-H05,MUS-P17-LEVELING-2015-2016-SIGNED-DISP,3.237166324,4.237166324,True,16.791823538,22.768572709,28.100000000,0.564209900,0.271636709,True,23.205610248,none_analogue_shape_only
V2-W005,P-H06,MUS-P17-LEVELING-2015-2016-SIGNED-DISP,3.237166324,4.237166324,True,13.347862908,23.873418100,28.100000000,0.405883160,0.184011723,False,25.558127860,none_analogue_shape_only
V2-W005,P-H07,MUS-P17-LEVELING-2015-2016-SIGNED-DISP,3.237166324,4.237166324,True,14.763003836,21.893360000,28.100000000,0.574756725,0.182585114,False,22.983007696,none_analogue_shape_only
V2-W005,P-V01,MUS-P17-LEVELING-2015-2016-SIGNED-DISP,3.237166324,4.237166324,True,15.201178597,26.426345173,28.100000000,0.555863716,0.176590530,True,26.819804390,none_analogue_shape_only
V2-W005,P-V02,MUS-P17-LEVELING-2015-2016-SIGNED-DISP,3.237166324,4.237166324,True,20.027407425,25.219722795,28.100000000,0.582673736,0.268760276,True,25.850732637,none_analogue_shape_only
V2-W005,P-V03,MUS-P17-LEVELING-2015-2016-SIGNED-DISP,3.237166324,4.237166324,True,21.674578729,26.042897859,28.100000000,0.546301554,0.241477459,False,26.285688058,none_analogue_shape_only
V2-W005,P-V04,MUS-P17-LEVELING-2015-2016-SIGNED-DISP,3.237166324,4.237166324,True,16.750082492,23.422460636,28.100000000,0.559143292,0.167355547,True,25.311278854,none_analogue_shape_only
V2-W005,P-V05,MUS-P17-LEVELING-2015-2016-SIGNED-DISP,3.237166324,4.237166324,True,23.857524558,27.262141482,28.100000000,0.468712470,0.286391790,False,27.375207278,none_analogue_shape_only
V2-W005,P-V06,MUS-P17-LEVELING-2015-2016-SIGNED-DISP,3.237166324,4.237166324,True,17.658755095,23.946273635,28.100000000,0.471507855,0.204309929,False,24.326682219,none_analogue_shape_only
V2-W006,P-D01,MUS-P5-LEVELING-2011-2016-SIGNED-DISP,1.237166324,6.237166324,True,159.350743491,254.203300197,311.800000000,0.506297240,0.219864244,False,297.240093415,none_analogue_shape_only
V2-W006,P-H01,MUS-P5-LEVELING-2011-2016-SIGNED-DISP,1.237166324,6.237166324,True,202.184008985,293.329799953,311.800000000,0.451288469,0.281276323,False,304.224218049,none_analogue_shape_only
V2-W006,P-H02,MUS-P5-LEVELING-2011-2016-SIGNED-DISP,1.237166324,6.237166324,True,166.386115548,290.151625040,311.800000000,0.597280174,0.165155573,False,300.853373585,none_analogue_shape_only
V2-W006,P-H03,MUS-P5-LEVELING-2011-2016-SIGNED-DISP,1.237166324,6.237166324,True,221.446248349,278.795501217,311.800000000,0.433561444,0.290912657,True,301.310641230,none_analogue_shape_only
V2-W006,P-H04,MUS-P5-LEVELING-2011-2016-SIGNED-DISP,1.237166324,6.237166324,True,206.641942049,269.932790730,311.800000000,0.565354292,0.276969589,True,275.698394749,none_analogue_shape_only
V2-W006,P-H05,MUS-P5-LEVELING-2011-2016-SIGNED-DISP,1.237166324,6.237166324,True,180.182212357,252.090863009,311.800000000,0.534881289,0.282444688,False,256.191172905,none_analogue_shape_only
V2-W006,P-H06,MUS-P5-LEVELING-2011-2016-SIGNED-DISP,1.237166324,6.237166324,True,165.562325237,259.530700677,311.800000000,0.423792775,0.203724114,True,269.848458001,none_analogue_shape_only
V2-W006,P-H07,MUS-P5-LEVELING-2011-2016-SIGNED-DISP,1.237166324,6.237166324,True,174.709450969,242.794016803,311.800000000,0.434984572,0.242522430,False,262.488205191,none_analogue_shape_only
V2-W006,P-V01,MUS-P5-LEVELING-2011-2016-SIGNED-DISP,1.237166324,6.237166324,True,176.632440209,247.122249509,311.800000000,0.484943176,0.260916484,True,271.160725370,none_analogue_shape_only
V2-W006,P-V02,MUS-P5-LEVELING-2011-2016-SIGNED-DISP,1.237166324,6.237166324,True,166.137481804,236.244871301,311.800000000,0.514163328,0.240495867,False,271.897925296,none_analogue_shape_only
V2-W006,P-V03,MUS-P5-LEVELING-2011-2016-SIGNED-DISP,1.237166324,6.237166324,True,199.112736845,246.815107856,311.800000000,0.554059888,0.290245031,True,268.359406116,none_analogue_shape_only
V2-W006,P-V04,MUS-P5-LEVELING-2011-2016-SIGNED-DISP,1.237166324,6.237166324,True,152.542385455,205.117552207,311.800000000,0.489551185,0.221768630,True,255.398942112,none_analogue_shape_only
V2-W006,P-V05,MUS-P5-LEVELING-2011-2016-SIGNED-DISP,1.237166324,6.237166324,True,196.069764258,265.657035840,311.800000000,0.454002564,0.261962151,True,305.378984282,none_analogue_shape_only
V2-W006,P-V06,MUS-P5-LEVELING-2011-2016-SIGNED-DISP,1.237166324,6.237166324,True,182.845118527,248.771877376,311.800000000,0.490422936,0.277923147,True,276.131359855,none_analogue_shape_only
V2-W007,P-D01,MUS-P5-LEVELING-2015-2016-SIGNED-DISP,3.237166324,4.237166324,True,30.403128718,44.674494183,59.000000000,0.427403520,0.258137652,True,48.635880838,none_analogue_shape_only
V2-W007,P-H01,MUS-P5-LEVELING-2015-2016-SIGNED-DISP,3.237166324,4.237166324,True,37.620081280,52.211860935,59.000000000,0.570510246,0.299978957,False,52.238550505,none_analogue_shape_only
V2-W007,P-H02,MUS-P5-LEVELING-2015-2016-SIGNED-DISP,3.237166324,4.237166324,True,24.597046399,42.533352249,59.000000000,0.495785581,0.240112033,False,49.746982167,none_analogue_shape_only
V2-W007,P-H03,MUS-P5-LEVELING-2015-2016-SIGNED-DISP,3.237166324,4.237166324,True,27.147636994,44.302748113,59.000000000,0.547058142,0.223374728,False,50.337752765,none_analogue_shape_only
V2-W007,P-H04,MUS-P5-LEVELING-2015-2016-SIGNED-DISP,3.237166324,4.237166324,True,26.563248559,42.204148336,59.000000000,0.499655748,0.274880299,False,46.284262816,none_analogue_shape_only
V2-W007,P-H05,MUS-P5-LEVELING-2015-2016-SIGNED-DISP,3.237166324,4.237166324,True,21.161867697,43.547549557,59.000000000,0.461294680,0.196969223,False,46.932577648,none_analogue_shape_only
V2-W007,P-H06,MUS-P5-LEVELING-2015-2016-SIGNED-DISP,3.237166324,4.237166324,True,24.006003946,47.821690599,59.000000000,0.586155299,0.186286091,False,48.178301914,none_analogue_shape_only
V2-W007,P-H07,MUS-P5-LEVELING-2015-2016-SIGNED-DISP,3.237166324,4.237166324,True,21.692692506,44.454378386,59.000000000,0.445208273,0.189409634,False,52.544908914,none_analogue_shape_only
V2-W007,P-V01,MUS-P5-LEVELING-2015-2016-SIGNED-DISP,3.237166324,4.237166324,True,24.894804678,52.006243394,59.000000000,0.533875110,0.220489795,True,56.682815737,none_analogue_shape_only
V2-W007,P-V02,MUS-P5-LEVELING-2015-2016-SIGNED-DISP,3.237166324,4.237166324,True,20.230849658,38.150676161,59.000000000,0.469716571,0.197205425,False,49.116535591,none_analogue_shape_only
V2-W007,P-V03,MUS-P5-LEVELING-2015-2016-SIGNED-DISP,3.237166324,4.237166324,True,30.929407196,48.484027981,59.000000000,0.561404336,0.235583735,False,56.579245432,none_analogue_shape_only
V2-W007,P-V04,MUS-P5-LEVELING-2015-2016-SIGNED-DISP,3.237166324,4.237166324,True,27.854763518,48.634224448,59.000000000,0.559356548,0.235439000,False,56.021342662,none_analogue_shape_only
V2-W007,P-V05,MUS-P5-LEVELING-2015-2016-SIGNED-DISP,3.237166324,4.237166324,True,24.471571268,44.344591374,59.000000000,0.455799106,0.201202248,False,58.067394172,none_analogue_shape_only
V2-W007,P-V06,MUS-P5-LEVELING-2015-2016-SIGNED-DISP,3.237166324,4.237166324,True,34.767837024,47.834745702,59.000000000,0.435536853,0.279556384,False,51.815869042,none_analogue_shape_only
V2-W008,P-D01,MUS-P6-LEVELING-2015-2016-SIGNED-DISP,3.237166324,4.237166324,True,13.388845370,39.574510096,49.100000000,0.564453409,0.177523900,True,42.083234720,none_analogue_shape_only
V2-W008,P-H01,MUS-P6-LEVELING-2015-2016-SIGNED-DISP,3.237166324,4.237166324,True,4.655246162,40.469305710,49.100000000,0.482795639,0.146326045,True,41.267803213,none_analogue_shape_only
V2-W008,P-H02,MUS-P6-LEVELING-2015-2016-SIGNED-DISP,3.237166324,4.237166324,True,5.087854296,38.747481026,49.100000000,0.599017618,0.150643033,True,45.571729328,none_analogue_shape_only
V2-W008,P-H03,MUS-P6-LEVELING-2015-2016-SIGNED-DISP,3.237166324,4.237166324,True,10.235672187,46.076613696,49.100000000,0.531948628,0.128178246,True,46.504643580,none_analogue_shape_only
V2-W008,P-H04,MUS-P6-LEVELING-2015-2016-SIGNED-DISP,3.237166324,4.237166324,True,8.289699378,33.258134158,49.100000000,0.432878769,0.171603954,False,37.360351506,none_analogue_shape_only
V2-W008,P-H05,MUS-P6-LEVELING-2015-2016-SIGNED-DISP,3.237166324,4.237166324,True,6.059314296,35.763967860,49.100000000,0.435096962,0.171952219,False,39.238679983,none_analogue_shape_only
V2-W008,P-H06,MUS-P6-LEVELING-2015-2016-SIGNED-DISP,3.237166324,4.237166324,True,2.337296345,35.723194578,49.100000000,0.423736826,0.139378796,False,41.037832466,none_analogue_shape_only
V2-W008,P-H07,MUS-P6-LEVELING-2015-2016-SIGNED-DISP,3.237166324,4.237166324,True,6.867047414,31.983262470,49.100000000,0.577299850,0.154466459,True,35.688967259,none_analogue_shape_only
V2-W008,P-V01,MUS-P6-LEVELING-2015-2016-SIGNED-DISP,3.237166324,4.237166324,True,9.414734800,45.793971958,49.100000000,0.424634793,0.169404909,False,48.670773776,none_analogue_shape_only
V2-W008,P-V02,MUS-P6-LEVELING-2015-2016-SIGNED-DISP,3.237166324,4.237166324,True,2.240359685,27.708538050,49.100000000,0.581880975,0.113971420,True,35.106194237,none_analogue_shape_only
V2-W008,P-V03,MUS-P6-LEVELING-2015-2016-SIGNED-DISP,3.237166324,4.237166324,True,18.714852598,40.816652329,49.100000000,0.581501294,0.181925381,False,44.623468013,none_analogue_shape_only
V2-W008,P-V04,MUS-P6-LEVELING-2015-2016-SIGNED-DISP,3.237166324,4.237166324,True,8.903914849,45.668614184,49.100000000,0.523879308,0.105428579,False,45.743122811,none_analogue_shape_only
V2-W008,P-V05,MUS-P6-LEVELING-2015-2016-SIGNED-DISP,3.237166324,4.237166324,True,24.935787715,46.325887783,49.100000000,0.505919087,0.155980476,True,46.392229789,none_analogue_shape_only
V2-W008,P-V06,MUS-P6-LEVELING-2015-2016-SIGNED-DISP,3.237166324,4.237166324,True,12.856397882,43.102837142,49.100000000,0.405182345,0.191526970,True,46.456215548,none_analogue_shape_only
V2-W009,P-D01,MUS-P1-LEVELING-2011-2016-SIGNED-DISP,1.237166324,6.237166324,True,81.704644681,194.525841452,364.300000000,0.454383441,0.186749110,True,276.230486133,none_analogue_shape_only
V2-W009,P-H01,MUS-P1-LEVELING-2011-2016-SIGNED-DISP,1.237166324,6.237166324,True,76.713499795,285.963212522,364.300000000,0.541802789,0.291011713,False,362.676712317,none_analogue_shape_only
V2-W009,P-H02,MUS-P1-LEVELING-2011-2016-SIGNED-DISP,1.237166324,6.237166324,True,96.629430250,244.130808519,364.300000000,0.430198284,0.203060650,True,340.760238769,none_analogue_shape_only
V2-W009,P-H03,MUS-P1-LEVELING-2011-2016-SIGNED-DISP,1.237166324,6.237166324,True,100.082363816,223.884462386,364.300000000,0.496883131,0.248161978,False,323.966826202,none_analogue_shape_only
V2-W009,P-H04,MUS-P1-LEVELING-2011-2016-SIGNED-DISP,1.237166324,6.237166324,True,97.236656218,263.780897606,364.300000000,0.426231231,0.259133697,False,361.017553824,none_analogue_shape_only
V2-W009,P-H05,MUS-P1-LEVELING-2011-2016-SIGNED-DISP,1.237166324,6.237166324,True,84.449657576,278.719620715,364.300000000,0.477052549,0.284965133,False,363.169278291,none_analogue_shape_only
V2-W009,P-H06,MUS-P1-LEVELING-2011-2016-SIGNED-DISP,1.237166324,6.237166324,True,72.770878894,227.194945340,364.300000000,0.410931141,0.264828515,True,299.965824233,none_analogue_shape_only
V2-W009,P-H07,MUS-P1-LEVELING-2011-2016-SIGNED-DISP,1.237166324,6.237166324,True,84.365268722,199.828204898,364.300000000,0.577683696,0.198682581,False,284.193473620,none_analogue_shape_only
V2-W009,P-V01,MUS-P1-LEVELING-2011-2016-SIGNED-DISP,1.237166324,6.237166324,True,83.352162556,227.318134335,364.300000000,0.455528124,0.180420504,True,310.670296891,none_analogue_shape_only
V2-W009,P-V02,MUS-P1-LEVELING-2011-2016-SIGNED-DISP,1.237166324,6.237166324,True,103.835912790,226.315789546,364.300000000,0.562983786,0.230436743,True,330.151702336,none_analogue_shape_only
V2-W009,P-V03,MUS-P1-LEVELING-2011-2016-SIGNED-DISP,1.237166324,6.237166324,True,114.963478968,221.510595931,364.300000000,0.436271814,0.290713293,False,336.474074899,none_analogue_shape_only
V2-W009,P-V04,MUS-P1-LEVELING-2011-2016-SIGNED-DISP,1.237166324,6.237166324,True,111.784655477,223.762974181,364.300000000,0.529917871,0.173690312,True,335.547629657,none_analogue_shape_only
V2-W009,P-V05,MUS-P1-LEVELING-2011-2016-SIGNED-DISP,1.237166324,6.237166324,True,93.948967774,188.935575714,364.300000000,0.547971246,0.166108653,False,282.884543488,none_analogue_shape_only
V2-W009,P-V06,MUS-P1-LEVELING-2011-2016-SIGNED-DISP,1.237166324,6.237166324,True,79.640795351,197.066387010,364.300000000,0.539346915,0.226478516,False,276.707182361,none_analogue_shape_only
V2-W010,P-D01,MUS-P1-LEVELING-2015-2016-SIGNED-DISP,3.237166324,4.237166324,True,17.011406980,40.501470509,73.500000000,0.598207549,0.279033717,True,57.512877489,none_analogue_shape_only
V2-W010,P-H01,MUS-P1-LEVELING-2015-2016-SIGNED-DISP,3.237166324,4.237166324,True,12.454021498,46.424579844,73.500000000,0.450615666,0.258188756,False,58.878601342,none_analogue_shape_only
V2-W010,P-H02,MUS-P1-LEVELING-2015-2016-SIGNED-DISP,3.237166324,4.237166324,True,17.950216301,45.350581156,73.500000000,0.539846711,0.260479334,True,63.300797457,none_analogue_shape_only
V2-W010,P-H03,MUS-P1-LEVELING-2015-2016-SIGNED-DISP,3.237166324,4.237166324,True,19.103096487,42.733667788,73.500000000,0.400362120,0.281801268,False,61.836764275,none_analogue_shape_only
V2-W010,P-H04,MUS-P1-LEVELING-2015-2016-SIGNED-DISP,3.237166324,4.237166324,True,15.448209151,41.907472291,73.500000000,0.569920560,0.179155572,False,57.355681442,none_analogue_shape_only
V2-W010,P-H05,MUS-P1-LEVELING-2015-2016-SIGNED-DISP,3.237166324,4.237166324,True,14.231492834,46.969951079,73.500000000,0.508746386,0.292013170,True,61.201443914,none_analogue_shape_only
V2-W010,P-H06,MUS-P1-LEVELING-2015-2016-SIGNED-DISP,3.237166324,4.237166324,True,12.688206939,39.613325080,73.500000000,0.576301063,0.162319600,True,52.301532019,none_analogue_shape_only
V2-W010,P-H07,MUS-P1-LEVELING-2015-2016-SIGNED-DISP,3.237166324,4.237166324,True,18.711407258,44.319978828,73.500000000,0.495136122,0.222341371,False,63.031386086,none_analogue_shape_only
V2-W010,P-V01,MUS-P1-LEVELING-2015-2016-SIGNED-DISP,3.237166324,4.237166324,True,18.527170310,50.527324791,73.500000000,0.481282054,0.201656197,True,69.054495101,none_analogue_shape_only
V2-W010,P-V02,MUS-P1-LEVELING-2015-2016-SIGNED-DISP,3.237166324,4.237166324,True,17.175044718,37.433906069,73.500000000,0.453867173,0.220405618,False,54.608950787,none_analogue_shape_only
V2-W010,P-V03,MUS-P1-LEVELING-2015-2016-SIGNED-DISP,3.237166324,4.237166324,True,23.194474046,44.690903705,73.500000000,0.463932227,0.202695923,True,67.885377751,none_analogue_shape_only
