path,sha256,size_bytes,review_status,what_was_reviewed
SKRU1_ACTUAL_DATA_TABLES_v1/01_reconstruction_v3_2/seed/threshold_registry.csv,79c53d4cb4e03b850fa4505d9b62f6a5b858cf9ced15994a13ba58005a2c6949,4824,FULLY_REVIEWED,
SKRU1_ACTUAL_DATA_TABLES_v1/01_reconstruction_v3_2/seed/vzt_engineering_criteria.csv,f1dace30cc45a8aacd0bd7ea8a89a176a261a13f60279d899c3e0aaa0e77430b,2758,FULLY_REVIEWED,сверено с EXT03 табл.4
SKRU1_ACTUAL_DATA_TABLES_v1/01_reconstruction_v3_2/tables/coordinate_calibration_checks.csv,5582bcd2e60bc2e4c562c1926ccd1da49b04066c282ad3573d3b10271d1ae2c5,1195,FULLY_REVIEWED,
SKRU1_ACTUAL_DATA_TABLES_v1/01_reconstruction_v3_2/tables/datum_benchmarks.csv,3cf46650a5a071fc9fb9e171809c1d6c7baff8a343b5d5cdab67bc7fb2851a12,3431,PARTIALLY_REVIEWED,
SKRU1_ACTUAL_DATA_TABLES_v1/01_reconstruction_v3_2/tables/overview_georeference.csv,d6a1fb766ae6bf5c4ae6a10f8530e661a89530b1e330ec99c03d65d2df5f3945,331,FULLY_REVIEWED,
SKRU1_ACTUAL_DATA_TABLES_v1/01_reconstruction_v3_2/tables/source_declared_integrated_layer_metadata.csv,85b2a4875c5048ca456ee0c60ba6c6c4def5cbc6ade8040d0d8985e2d063c78e,303,FULLY_REVIEWED,
SKRU1_ACTUAL_DATA_TABLES_v1/01_reconstruction_v3_2/tables/source_registry.csv,bb0abaab709b3dde2677b2ce3603777f889976b7baa4dab666fcf34737381d8e,1162,FULLY_REVIEWED,
SKRU1_ACTUAL_DATA_TABLES_v1/01_reconstruction_v3_2/tables/survey_campaigns.csv,c193ece0a743a42447cffa38a3a77f855557c706d094c682c70bf121086aced3,2359,PARTIALLY_REVIEWED,
SKRU1_ACTUAL_DATA_TABLES_v1/01_reconstruction_v3_2/tables/survey_points.csv,36c1b86e6e370a50cbb3bbf94e96684ef4c6b0b35a5cd62147cb6fd9869fb7f9,22322,PARTIALLY_REVIEWED,заголовок/провенанс
SKRU1_ACTUAL_DATA_TABLES_v1/01_reconstruction_v3_2/tables/survey_profiles.csv,51b718e103d6993493810cc8a4df384ce57db45bb325f4cbec55c8da09bb0e49,611,FULLY_REVIEWED,
SKRU1_ACTUAL_DATA_TABLES_v1/02_eda_targets_v1/SKRU1_v3_2_EDA_and_targets.xlsx,f4df9ed50ffd5012c64f63d7e6c36f5d1bafcac1e6171bef412cbddcc8594eba,104979,PARTIALLY_REVIEWED,структурный аудит
SKRU1_ACTUAL_DATA_TABLES_v1/04_excel_workbooks/HISTORICAL_baseline_audit_v3_1.xlsx,664b9820d69049bcd07538878051d194b3087e81373d4b7d88f4b90a9fa569c3,74360,PARTIALLY_REVIEWED,структурный аудит
SKRU1_ACTUAL_DATA_TABLES_v1/04_excel_workbooks/HISTORICAL_data_catalog_v2_1.xlsx,9a533c58c3e37640afa558d89fe188b65e45b8c4576a42acaa57fb4197ad34ea,173663,PARTIALLY_REVIEWED,структурный аудит (листы/формулы/связи)
SKRU1_ACTUAL_DATA_TABLES_v1/04_excel_workbooks/HISTORICAL_data_catalog_v3_1.xlsx,17a7dddc07f3dc29c11dc95b60571300c597954c135e24b6b11772c60c271387,72763,PARTIALLY_REVIEWED,структурный аудит
SKRU1_ACTUAL_DATA_TABLES_v1/04_excel_workbooks/HISTORICAL_reconstructed_dataset_v1.xlsx,fadcf3d6a0a30188da568dcfb95a280938c1c9aece5e29d0106299db5b561240,1360804,PARTIALLY_REVIEWED,Sources/Assumptions/Anchors; структура
SKRU1_ACTUAL_DATA_TABLES_v1/04_excel_workbooks/LATEST_data_catalog_v3_2.xlsx,1b1ad2a0237d9f8144c9bf21f3e0640cb616636bd2dddd39c4ee91fd97680559,71336,PARTIALLY_REVIEWED,структурный аудит
SKRU1_ACTUAL_DATA_TABLES_v1/07_original_archives/SKRU1_model_ready_v3_2.zip,8c82e64c90cb42dd2ab83c50460fda693ca03a255881666a9e09a4b2e640b81c,253429,PARTIALLY_REVIEWED,листинг
SKRU1_ACTUAL_DATA_TABLES_v1/07_original_archives/SKRU1_v3_2_independent_audit.zip,517057f3f818a2f34f0f7197d1c8bf9514e0e2763f911979f8e5477d0e8e5feb,41184,PARTIALLY_REVIEWED,листинг
artifacts/reconstruction/scenario_constraints_v2/canonical_digitization.csv,f33c22a8b6af4a8def6aeffc696cedc73434fb704fe174907a453c11f224abe0,149769,FULLY_REVIEWED,сверено с R2 оцифровкой
artifacts/reconstruction/scenario_constraints_v2/manifest.json,96b88b61cf766062c1f831e32b50bdd82441da63c50ce41569a5ffad297de6ef,6213,FULLY_REVIEWED,
artifacts/reconstruction/scenario_constraints_v2/modality_comparison.csv,a35539cb7c4e1f112d771ac5fae8faaacbee3ac2697dd9a7572f031cd87fde7e,1335,FULLY_REVIEWED,
artifacts/reconstruction/scenario_constraints_v2/profile_series_inventory.csv,569391023196200b52045ef187a8ca1e2b490dd6bec093e11ce786451a6a6e5f,3208,FULLY_REVIEWED,7 доноров
artifacts/reconstruction/scenario_constraints_v2/scenario_constraints.csv,46478e6d94da50d12c6ce7e9b0fbf13ef9d476b069dd369f7df0a63649e94f8f,37762,PARTIALLY_REVIEWED,строки доноров + таблица отчёта
configs/acceptance_criteria.yaml,033ce84be655d0fdbc3bb41e8102199c47e26893684c5d2baa589d7d13534d03,801,FULLY_REVIEWED,критерии
configs/experiment_protocol.yaml,f03fe143d5c3e7d5d41107b4f5322a95f8636cc84c357a32c25e917383f8a69d,1867,FULLY_REVIEWED,протокол
configs/input_manifest.csv,6261d75e7ddbb1b0bdfa946f0191dad2e2618e402489ae4243a100a4571827fb,1055,FULLY_REVIEWED,bootstrap
configs/reconstruction_parent_manifest.csv,27fd3150cc83d5852600616853ef57f49753bf1811c65dda6f65e737c95394f3,1146,FULLY_REVIEWED,parent tables
configs/scenario_constraints_v2.json,9684bf393de438bee87de4d9efa6e04a60a86d2cbb7a6e3712697f2aa62ddf67,49143,PARTIALLY_REVIEWED,curated evidence (поиск по объектам/причинам)
configs/scenario_simulation_v2_1.json,a8da791068c2bda83e1a23bc4ff2d6d9d93a17bc0fa0fe18a2f65ff462607aea,8413,FULLY_REVIEWED,генератор v2.1
configs/source_manifest.csv,8c9de321be4871e63f8300b2a38eaaea546e02cc24ad0ee1f0b20637e3eb5ceb,13369,FULLY_REVIEWED,Каталог источников
configs/supplementary_source_manifest.csv,9ed4885c5e4607fc6445ef4c01c35ab3a1ca70a81dc5301b9aee4a54f0a251ef,1364,FULLY_REVIEWED,SUP01 роль
data/published_figure_digitization_v1/README.md,9722e43169e41164f887789c5ee4bbe71554053974891729eebd875c535d10ca,1275,FULLY_REVIEWED,
data/published_figure_digitization_v1/extraction_manifest.json,e8ce3f949feb747a55b99340a7491cb29e8f80546e8235e09e3dfc4727096278,2411,FULLY_REVIEWED,handoff-происхождение
data/published_figure_digitization_v1/musikhin_profiles_digitization.csv,2fc8ac5cd0a40eff9c230e641fe5a3c1a7e1522d41dd989d9abf7eda4af02761,54267,PARTIALLY_REVIEWED,заголовок/структура; значения через canonical
data/published_figure_digitization_v1/musikhin_profiles_digitization.csv,2fc8ac5cd0a40eff9c230e641fe5a3c1a7e1522d41dd989d9abf7eda4af02761,54267,PARTIALLY_REVIEWED,сверена с независимой оцифровкой R2
data/scenario_simulation_v2_1/README.md,75d153f11dd04e5e0f95a2fa3c278234d571c9aaccfbc623f144ea5ac790b006,5190,FULLY_REVIEWED,
data/scenario_simulation_v2_1/campaign_catalog.csv,7436eb7d0000f3ed87d3111e84f498ed541fa725a41410a3a3861b9dc1be62c2,685,FULLY_REVIEWED,месяцы кампаний
data/scenario_simulation_v2_1/causal_history.csv.gz,353a5eb72dab8b97d6fe6915b4395b7e473bb3815c595febaa4d91c502226f42,14787378,PARTIALLY_REVIEWED,парный анализ reflector (model-facing)
data/scenario_simulation_v2_1/field_provenance.json,08bef9c7969ca1d4eeee3d1c542d4e7aa5f582f4e5801d851e30755c356011b3,898,FULLY_REVIEWED,
data/scenario_simulation_v2_1/scenario_catalog.csv,a42fcfc66fb1d2a05c71eeabf62658c5d99ac9308e81ca99544986945eda4a5c,370648,PARTIALLY_REVIEWED,"колонки, условия"
docs/governance/MODEL_RESEARCH_PROGRAM.md,785607ccacaf6153867843886ecad8218f33fbf6eafabbedc2505c1b6b7b29c9,6777,FULLY_REVIEWED,
docs/governance/PATH_POLICY.md,047d364d40fb1b185bc746f972554d46d415b8ef3763c9f9d7672ee631a0f53a,574,FULLY_REVIEWED,
docs/governance/PROJECT_STATE.md,0234c5deea9e975b4776a574a2c6cecd570dc03d99566788310398e7b44028ff,15594,FULLY_REVIEWED,
docs/governance/RESEARCH_DIRECTION_RU.md,97baeb466756143ce171d4f0a59d281dbe915df55203176a53c082c7a802b0b9,46178,FULLY_REVIEWED,
docs/governance/SPECIAL_SECTION_STRUCTURE.md,32ed75d3f07f8c8463670cc9eb76b48552f9b7f4c18ae39bc381564bc3d37e47,6287,FULLY_REVIEWED,
docs/reports/DATA_FOUNDATION_V2_RU.md,c800b908bf66977771cf41f4ffc452d4fdc9956ff4a238d2884dce4dad62f126,70818,FULLY_REVIEWED,claims v2
docs/reports/MUSIKHIN_LINE1_ACCEPTANCE_20260923_RU.md,3976aa0cdc34101a765edcee64671004aaf3375432001d0f779d2590c0ed529f,17797,PARTIALLY_REVIEWED,линия 1
docs/reports/RECONSTRUCTION_ATLAS_V1_RU.md,da4267ffcb19b5ec8d8a64230598ecda516a97de34039a37cd09a50a0985db3e,9645,PARTIALLY_REVIEWED,
docs/reports/SCENARIO_SIMULATION_V2_1_ERRATUM_RU.md,5c98b679c0ce4945a2251a08c6bf4e347647b5c3a6929833da2e02979406c0df,3930,FULLY_REVIEWED,
docs/research/NEURAL_COMPARATORS_V2_1_RESEARCH_RU.md,932c4ee3bf45a68b1b61fea4d82dc1a20f0dd8f60a41b14344bfb0bcb5151bf3,171194,PARTIALLY_REVIEWED,поиск утверждений о данных (R1 frozen)
inputs/bootstrap/SKRU1_data_reconstruction_v3_2.zip,b179505c22d7513e53622816532e174a0bd0611173a8a0f64a1250a3362ca99a,28015302,PARTIALLY_REVIEWED,листинг + члены
inputs/bootstrap/SKRU1_data_reconstruction_v3_2.zip,b179505c22d7513e53622816532e174a0bd0611173a8a0f64a1250a3362ca99a,28015302,PARTIALLY_REVIEWED,"листинг; seed/*.csv; tables: source_registry, overview_georeference, coordinate_calibration_checks, survey_profiles, survey_points (заголовок), survey_campaigns, datum_benchmarks; METHODOLOGY; GPKG слои"
inputs/bootstrap/SKRU1_v3_2_EDA_targets_v1.zip,7a654c9989ff51494b077d602205e047e69b1733f50573353e8870f94179a387,2050248,PARTIALLY_REVIEWED,листинг
inputs/bootstrap/SKRU1_v3_2_EDA_targets_v1.zip,7a654c9989ff51494b077d602205e047e69b1733f50573353e8870f94179a387,2050248,PARTIALLY_REVIEWED,листинг
inputs/sources/primary/01006516068.pdf,faf80647870baa85d11569ecec7a70989990dd607ab307e9141f30a9d1d77e4d,4385416,PARTIALLY_REVIEWED,"pp.10–18 прочитаны; рис.3, 4, 6 проверены по рендеру (скан; OCR-слой ненадёжен)"
inputs/sources/primary/02f4a17c7c7ba99cfc068395238c5ff9.pdf,d5fb9946ec69d9cb9e5f4e1b5227570c8effa879b1549fe9d5e0ef65a0747f67,6312669,PARTIALLY_REVIEWED,"проверка чисел 9 см, 150–300 м"
inputs/sources/primary/03-GR-24-2.pdf,e134fc6d506d1e7ffcdabf4bd6da9e9a27554ce14139105310440490c7c86fda,2233477,PARTIALLY_REVIEWED,текстовый слой всех 19 с.; pp.39–53 (печ.) прочитаны
inputs/sources/primary/106_Губанова__Глебова.pdf,2a4ff431d272cce17c873b65db589f41933332905ace3fd1abb550fb5c346350,1879377,FULLY_REVIEWED,весь текст
inputs/sources/primary/88q34t4oapf2ibwjcw2ie0oz2bjbtmc4.pdf,c3a47a5df74dc38d648cdc3d962472e45cca9b8d1c4770687f244d2ad8fbdd74,3832123,NOT_RELEVANT,ключевой поиск
inputs/sources/primary/Babayants-Disser.pdf,a80ae607e33ddf25f49073400fa138aeba67a86dd5abac7d131732c9491eff21,9870619,PARTIALLY_REVIEWED,§3.3–3.4 (pp.40–70) прочитаны; pp.72–74 не перечитаны
inputs/sources/primary/Shirshova (1).pdf,887d802ec7b7a0a8788b2527ac1240432cb353b655ed00dc51fd8d8269aa21bf,902713,NOT_RELEVANT,ключевой поиск
inputs/sources/primary/sputnikovaya_radarnaya_interferometriya_informatsionno_vychislitelnye.pdf,fd03e70d87017a58b5f32533efb80861aeb0c3910f7c828ac18c6485037a4d0b,7209923,NOT_RELEVANT,ключевой поиск
inputs/sources/primary/ВКР_Филатова_М_С.docx,45978d5fc446fa35d0b3e271c44a5790bc5b4101321b20f8078ff83dc8ae2931,17826165,PARTIALLY_REVIEWED,"весь текст извлечён (858 блоков); гл.1–3.3 прочитаны; рис.12–18, 13, 22 проверены визуально; гл.4 — выборочно"
inputs/sources/primary/Гусев_АП_Спутниковый_мониторинг_геодинамики.pdf,c6fb2be70b04f8d868929b44de746729615eeb97375a9b442816cb022b200770,3719355,NOT_RELEVANT,ключевой поиск
inputs/sources/primary/НК 26 Бобровицкий Григорий.pdf,b83204aabdbb5902a8936a3b4d7393220ae4de0384b34b4db22b218df352ea59,5766049,PARTIALLY_REVIEWED,"ключевой поиск параметров (сильвинит, прочность, мощность, углы)"
inputs/sources/supplementary/geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,3576355,FULLY_REVIEWED,"все 17 страниц отрендерены; p.1,10–16 изучены; p.15 нативные растры переоцифрованы; p.14 врезка проанализирована"
src/skru1/empirical_constraints_v2.py,a800e7051b7c24c5018d0f757323338677ed4ec02618c183b98317222b2697ed,10951,FULLY_REVIEWED,построение ограничений
src/skru1/scenario_simulation_v2.py,dfb0b983e2a0b31e25373004dc1e2f46ec700a36152c9552677b93e07e152e31,47857,PARTIALLY_REVIEWED,"строки 1–260: законы, catalog, latent_surface, observation_arrays"
src/skru1/scenario_simulation_v2_1.py,461bbda32f819611ff28d658fa7d8401aeefce9ba965cf0387e90aa9dc68f216,50169,PARTIALLY_REVIEWED,diff с v2 + erratum
work/handoff/README_RU.md,dbad5d87a59f5ac9c245ccdc4062432685813c58b75a86b099641140083dd489,3128,FULLY_REVIEWED,происхождение ручной оцифровки
"EXT02 Morozov 2021 PDF (scratch copy, not in repo)",80a17e42b11e6039504b665d7bf171620c03f3df2a203bb8503314eeeadef778,,FULLY_REVIEWED,"внешний источник, текст в work/r2_adversarial_audit/web_text"
"EXT03 Baryakh-Tenison 2021 PDF (tool cache, not in repo)",45f27345a3daf774dd29218b85d53a256c9d0d4a0d8c48af80bd4d35c7d0b129,,FULLY_REVIEWED,"внешний источник, текст в work/r2_adversarial_audit/web_text"
"EXT04 Gornoe Echo 2024 No4 pp.58-62 PDF (tool cache, not in repo)",8b7492c230942bb37b37cff36ec36d97ed6b316b6166c760e72d3241500e33ce,,FULLY_REVIEWED,"внешний источник, текст в work/r2_adversarial_audit/web_text"
