correction_id,severity,status,confidence,field,target_id,catalogue,row_id,column
QA-C-M008,MAJOR,PROPOSED,HIGH,locator_verification,EV-GEO-0180,GEOLOGY_COORDS/stratigraphy_conflicts.csv,CF-STR-026,competing_values_as_printed
QA-C-M008,MAJOR,PROPOSED,HIGH,locator_verification,EV-GEO-0181,GEOLOGY_COORDS/geology_evidence.csv,GEO-0606,description
QA-C-M008,MAJOR,PROPOSED,HIGH,locator_verification,EV-GEO-0181,GEOLOGY_COORDS/geology_evidence.csv,GEO-0615,existing_evidence_ids
QA-C-M008,MAJOR,PROPOSED,HIGH,locator_verification,EV-GEO-0181,GEOLOGY_COORDS/geology_evidence.csv,GEO-0664,notes
QA-C-M008,MAJOR,PROPOSED,HIGH,locator_verification,EV-GEO-0181,MINING/mining_chronology_catalog.csv,CHR-0138,existing_evidence_ids
QA-C-M008,MAJOR,PROPOSED,HIGH,locator_verification,EV-GEO-0181,MINING/spatial_hierarchy.csv,SKRU1:BLK:201,existing_evidence_ids
QA-C-M008,MAJOR,PROPOSED,HIGH,locator_verification,EV-GEO-0181,MINING/spatial_hierarchy.csv,SKRU1:BM:L12,existing_evidence_ids
QA-C-M008,MAJOR,PROPOSED,HIGH,locator_verification,EV-GEO-0181,MINING/spatial_hierarchy.csv,SKRU1:SL:12,existing_evidence_ids
QA-C-M008,MAJOR,PROPOSED,HIGH,locator_verification,EV-GEO-0181,MONITORING_LIFECYCLE/monitoring_observation_catalog.csv,MON-0012,existing_evidence_ids
QA-C-M008,MAJOR,PROPOSED,HIGH,locator_verification,EV-GEO-0181,MONITORING_LIFECYCLE/monitoring_observation_catalog.csv,MON-0013,existing_evidence_ids
QA-C-M008,MAJOR,PROPOSED,HIGH,locator_verification,EV-GEO-0181,MONITORING_LIFECYCLE/monitoring_observation_catalog.csv,MON-0013,notes
QA-C-M009,MAJOR,PROPOSED,HIGH,epistemic_status,EV-GEO-0181,GEOLOGY_COORDS/geology_evidence.csv,GEO-0606,description
QA-C-M009,MAJOR,PROPOSED,HIGH,epistemic_status,EV-GEO-0181,GEOLOGY_COORDS/geology_evidence.csv,GEO-0615,existing_evidence_ids
QA-C-M009,MAJOR,PROPOSED,HIGH,epistemic_status,EV-GEO-0181,GEOLOGY_COORDS/geology_evidence.csv,GEO-0664,notes
QA-C-M009,MAJOR,PROPOSED,HIGH,epistemic_status,EV-GEO-0181,MINING/mining_chronology_catalog.csv,CHR-0138,existing_evidence_ids
QA-C-M009,MAJOR,PROPOSED,HIGH,epistemic_status,EV-GEO-0181,MINING/spatial_hierarchy.csv,SKRU1:BLK:201,existing_evidence_ids
QA-C-M009,MAJOR,PROPOSED,HIGH,epistemic_status,EV-GEO-0181,MINING/spatial_hierarchy.csv,SKRU1:BM:L12,existing_evidence_ids
QA-C-M009,MAJOR,PROPOSED,HIGH,epistemic_status,EV-GEO-0181,MINING/spatial_hierarchy.csv,SKRU1:SL:12,existing_evidence_ids
QA-C-M009,MAJOR,PROPOSED,HIGH,epistemic_status,EV-GEO-0181,MONITORING_LIFECYCLE/monitoring_observation_catalog.csv,MON-0012,existing_evidence_ids
QA-C-M009,MAJOR,PROPOSED,HIGH,epistemic_status,EV-GEO-0181,MONITORING_LIFECYCLE/monitoring_observation_catalog.csv,MON-0013,existing_evidence_ids
QA-C-M009,MAJOR,PROPOSED,HIGH,epistemic_status,EV-GEO-0181,MONITORING_LIFECYCLE/monitoring_observation_catalog.csv,MON-0013,notes
QA-C-M010,MINOR,PROPOSED,MEDIUM,locator_verification,EV-MIN-0302,MINING/mining_geometry_catalog.csv,GEO-0196,existing_evidence_ids
QA-C-M010,MINOR,PROPOSED,MEDIUM,locator_verification,EV-MIN-0302,MINING/spatial_hierarchy.csv,SKRU1:PAN13:1SZP,existing_evidence_ids
QA-C-M010,MINOR,PROPOSED,MEDIUM,locator_verification,EV-MIN-0302,MINING/spatial_hierarchy.csv,SKRU1:PAN13:1SZP:B6,existing_evidence_ids
QA-C-M010,MINOR,PROPOSED,MEDIUM,locator_verification,EV-MIN-0302,MINING/spatial_hierarchy.csv,SKRU1:ZONE:1SZP-B6-2,existing_evidence_ids
QA-C-M010,MINOR,PROPOSED,MEDIUM,locator_verification,EV-MIN-0302,SOURCES/SOURCE_COVERAGE_MASTER.csv,VKM-SRC-023,new_findings
QA-C-M010,MINOR,PROPOSED,MEDIUM,locator_verification,EV-MIN-0328,MINING/spatial_hierarchy.csv,SKRU1:ZONE:1VP-5,existing_evidence_ids
QA-C-M011,MINOR,PROPOSED,MEDIUM,locator_verification,EV-MIN-1311,MINING/mining_geometry_catalog.csv,GEO-0353,existing_evidence_ids
QA-C-M011,MINOR,PROPOSED,MEDIUM,locator_verification,EV-MIN-1311,SOURCES/SOURCE_COVERAGE_MASTER.csv,VKM-SRC-037,new_findings
QA-C-M011,MINOR,PROPOSED,MEDIUM,locator_verification,EV-MIN-1327,MINING/mining_geometry_catalog.csv,GEO-0356,existing_evidence_ids
QA-C-M012,MINOR,PROPOSED,MEDIUM,locator_verification,EV-MIN-0570,MINING/mining_geometry_catalog.csv,GEO-0258,existing_evidence_ids
QA-C-M012,MINOR,PROPOSED,MEDIUM,locator_verification,EV-MIN-0571,MINING/mining_geometry_catalog.csv,GEO-0258,existing_evidence_ids
QA-C-M012,MINOR,PROPOSED,MEDIUM,locator_verification,EV-MIN-0572,MINING/mining_geometry_catalog.csv,GEO-0258,existing_evidence_ids
QA-C-M012,MINOR,PROPOSED,MEDIUM,locator_verification,EV-MIN-0573,MINING/mining_geometry_catalog.csv,GEO-0258,existing_evidence_ids
QA-C-M013,MAJOR,PROPOSED,HIGH,conflict_note (add),EV-MIN-0570,MINING/mining_geometry_catalog.csv,GEO-0258,existing_evidence_ids
QA-C-M013,MAJOR,PROPOSED,HIGH,conflict_note (add),EV-MIN-1326,MINING/mining_geometry_catalog.csv,GEO-0356,existing_evidence_ids
QA-C-M013,MAJOR,PROPOSED,HIGH,conflict_note (add),EV-VN-S037-0414,MINING/mining_conflicts.csv,MC-GE-01,vn_ids_b
QA-C-M013,MAJOR,PROPOSED,HIGH,conflict_note (add),EV-VN-S037-0414,MINING/mining_geometry_catalog.csv,GEO-0356,vn_ids
QA-C-M014,MINOR,PROPOSED,MEDIUM,locator_verification + scope,EV-MIN-0337,MINING/mining_geometry_catalog.csv,GEO-0231,existing_evidence_ids
QA-C-M014,MINOR,PROPOSED,MEDIUM,locator_verification + scope,EV-MIN-0337,MINING/mining_geometry_catalog.csv,GEO-0231,notes
QA-C-M015,MINOR,PROPOSED,MEDIUM,locator_verification,EV-SYN-0002,GEOLOGY_COORDS/stratigraphic_thickness_observations.csv,STO-0566,existing_evidence_ids
QA-C-M015,MINOR,PROPOSED,MEDIUM,locator_verification,EV-SYN-0003,GEOLOGY_COORDS/stratigraphic_thickness_observations.csv,STO-0567,existing_evidence_ids
QA-C-M016,MAJOR,PROPOSED,HIGH,site / evidence_scope,EV-RMR-1089,BOREHOLES/borehole_catalog.csv,BH-SIB-S025-561,notes
QA-C-M016,MAJOR,PROPOSED,HIGH,site / evidence_scope,EV-RMR-1089,MECH_RHEO/mechanics_evidence_catalog.csv,MR-MECH-1306,prev_evidence_ids
QA-C-M016,MAJOR,PROPOSED,HIGH,site / evidence_scope,EV-RMR-1098,MECH_RHEO/mechanics_evidence_catalog.csv,MR-MECH-0248,prev_evidence_ids
QA-C-M017,MINOR,PROPOSED,MEDIUM,limitations,EV-GEO-0229,BOREHOLES/borehole_catalog.csv,BH-SOL-1405,notes
QA-C-M018,MINOR,PROPOSED,MEDIUM,limitations / epistemic_status,EV-SYN-0021,GEOLOGY_COORDS/coordinate_datum_evidence.csv,CDE-0209,notes
QA-C-M018,MINOR,PROPOSED,MEDIUM,limitations / epistemic_status,EV-SYN-0021,GEOLOGY_COORDS/coordinate_datum_evidence.csv,CDE-0210,what_is_stated
QA-C-M018,MINOR,PROPOSED,MEDIUM,limitations / epistemic_status,EV-SYN-0021,MINING/spatial_hierarchy.csv,IMP:SKRU1-SKRU2,existing_evidence_ids
QA-C-M018,MINOR,PROPOSED,MEDIUM,limitations / epistemic_status,EV-SYN-0021,MINING/spatial_hierarchy.csv,IMP:SKRU2-SKRU3,existing_evidence_ids
QA-C-M018,MINOR,PROPOSED,MEDIUM,limitations / epistemic_status,EV-SYN-0021,MINING/spatial_hierarchy.csv,SKRU1:PIL:BOREHOLES,existing_evidence_ids
QA-C-M018,MINOR,PROPOSED,MEDIUM,limitations / epistemic_status,EV-SYN-0021,SOURCES/SOURCE_COVERAGE_MASTER.csv,VKM-SRC-012,new_findings
QA-C-M020,MAJOR,PROPOSED,HIGH,epistemic_status / spatial_support,EV-MON-0058,MONITORING_LIFECYCLE/monitoring_observation_catalog.csv,MON-0101,existing_evidence_ids
QA-C-M020,MAJOR,PROPOSED,HIGH,epistemic_status / spatial_support,EV-MON-0059,MONITORING_LIFECYCLE/monitoring_observation_catalog.csv,MON-0003,existing_evidence_ids
QA-C-M020,MAJOR,PROPOSED,HIGH,epistemic_status / spatial_support,EV-MON-0060,MONITORING_LIFECYCLE/monitoring_observation_catalog.csv,MON-0004,existing_evidence_ids
QA-C-M020,MAJOR,PROPOSED,HIGH,epistemic_status / spatial_support,EV-MON-0061,MONITORING_LIFECYCLE/monitoring_observation_catalog.csv,MON-0006,existing_evidence_ids
QA-C-M020,MAJOR,PROPOSED,HIGH,epistemic_status / spatial_support,EV-MON-0062,MONITORING_LIFECYCLE/monitoring_observation_catalog.csv,MON-0005,existing_evidence_ids
QA-C-M021,CRITICAL,PROPOSED,HIGH,status,EV-VN-S023-0381,GEOLOGY_COORDS/coordinate_datum_evidence.csv,CDE-0338,vn_id
QA-C-M022,MAJOR,PROPOSED,HIGH,status,EV-VN-S023-0375,GEOLOGY_COORDS/coordinate_datum_evidence.csv,CDE-0335,vn_id
QA-C-M022,MAJOR,PROPOSED,HIGH,status,EV-VN-S023-0375,MONITORING_LIFECYCLE/monitoring_observation_catalog.csv,MON-0468,vn_ids
QA-C-M022,MAJOR,PROPOSED,HIGH,status,EV-VN-S023-0375,MONITORING_LIFECYCLE/monitoring_systems_by_site.csv,СКРУ-1,vn_ids
QA-C-M022,MAJOR,PROPOSED,HIGH,status,EV-VN-S023-0380,GEOLOGY_COORDS/coordinate_datum_evidence.csv,CDE-0337,vn_id
QA-C-M022,MAJOR,PROPOSED,HIGH,status,EV-VN-S023-0380,MONITORING_LIFECYCLE/information_lifecycle_matrix.csv,DC29,vn_ids
QA-C-M022,MAJOR,PROPOSED,HIGH,status,EV-VN-S023-0380,MONITORING_LIFECYCLE/monitoring_observation_catalog.csv,MON-0469,vn_ids
QA-C-M022,MAJOR,PROPOSED,HIGH,status,EV-VN-S023-0380,MONITORING_LIFECYCLE/monitoring_systems_by_site.csv,СКРУ-1,vn_ids
QA-C-M023,MAJOR,PROPOSED,HIGH,scope,EV-VN-S023-0182,GEOLOGY_COORDS/coordinate_datum_evidence.csv,CDE-0312,vn_id
QA-C-M023,MAJOR,PROPOSED,HIGH,scope,EV-VN-S023-0182,MINING/mining_geometry_catalog.csv,GEO-0194,vn_ids
QA-C-M023,MAJOR,PROPOSED,HIGH,scope,EV-VN-S023-0183,GEOLOGY_COORDS/coordinate_datum_evidence.csv,CDE-0313,vn_id
QA-C-M023,MAJOR,PROPOSED,HIGH,scope,EV-VN-S023-0183,MINING/mining_geometry_catalog.csv,GEO-0195,vn_ids
QA-C-M024,MAJOR,PROPOSED,HIGH,status,EV-VN-S012-0370,BOREHOLES/borehole_catalog.csv,BH-SOL-74,provenance_vn_ids
QA-C-M024,MAJOR,PROPOSED,HIGH,status,EV-VN-S012-0370,BOREHOLES/borehole_catalog.csv,BH-SOL-74,xy_alternative_readings
QA-C-M024,MAJOR,PROPOSED,HIGH,status,EV-VN-S012-0370,GEOLOGY_COORDS/coordinate_datum_evidence.csv,CDE-0455,vn_id
QA-C-M024,MAJOR,PROPOSED,HIGH,status,EV-VN-S012-0400,BOREHOLES/borehole_catalog.csv,BH-SOL-1405,provenance_vn_ids
QA-C-M024,MAJOR,PROPOSED,HIGH,status,EV-VN-S012-0400,BOREHOLES/borehole_catalog.csv,BH-SOL-1405,xy_alternative_readings
QA-C-M024,MAJOR,PROPOSED,HIGH,status,EV-VN-S012-0400,GEOLOGY_COORDS/coordinate_datum_evidence.csv,CDE-0455,vn_id
QA-C-M025,MAJOR,PROPOSED,HIGH,quote / lithology_notes / core,EV-VN-S011-1321,BOREHOLES/borehole_catalog.csv,BH-DUR-S011-32,provenance_vn_ids
QA-C-M025,MAJOR,PROPOSED,HIGH,quote / lithology_notes / core,EV-VN-S011-1321,BOREHOLES/borehole_picks.csv,PK-00290,vn_id
QA-C-M025,MAJOR,PROPOSED,HIGH,quote / lithology_notes / core,EV-VN-S011-1321,BOREHOLES/borehole_picks.csv,PK-00291,vn_id
QA-C-M025,MAJOR,PROPOSED,HIGH,quote / lithology_notes / core,EV-VN-S011-1321,BOREHOLES/borehole_picks.csv,PK-00292,vn_id
QA-C-M025,MAJOR,PROPOSED,HIGH,quote / lithology_notes / core,EV-VN-S011-1321,BOREHOLES/borehole_picks.csv,PK-00293,vn_id
QA-C-M025,MAJOR,PROPOSED,HIGH,quote / lithology_notes / core,EV-VN-S011-1321,BOREHOLES/borehole_picks.csv,PK-00294,vn_id
QA-C-M025,MAJOR,PROPOSED,HIGH,quote / lithology_notes / core,EV-VN-S011-1321,BOREHOLES/borehole_picks.csv,PK-00295,vn_id
QA-C-M025,MAJOR,PROPOSED,HIGH,quote / lithology_notes / core,EV-VN-S011-1321,GEOLOGY_COORDS/coordinate_datum_evidence.csv,CDE-0454,vn_id
QA-C-M027,MINOR,PROPOSED,MEDIUM,usage flag,EV-VN-S037-0682,MECH_RHEO/mech_rheo_conflicts.csv,MR-CONF-006,vn_ids
QA-C-M027,MINOR,PROPOSED,MEDIUM,usage flag,EV-VN-S037-0682,MECH_RHEO/mechanics_evidence_catalog.csv,MR-MECH-1713,vn_ids
QA-C-M029,MINOR,PROPOSED,MEDIUM,conditions,EV-VN-S037-0169,MECH_RHEO/mechanics_evidence_catalog.csv,MR-MECH-0964,vn_ids
QA-C-M029,MINOR,PROPOSED,MEDIUM,conditions,EV-VN-S037-0172,MECH_RHEO/mechanics_evidence_catalog.csv,MR-MECH-0967,vn_ids
QA-C-M030,MINOR,PROPOSED,MEDIUM,borehole_id aliases + independence,EV-VN-S020-0050,BOREHOLES/borehole_catalog.csv,BH-SECBL-2539,provenance_vn_ids
QA-C-M030,MINOR,PROPOSED,MEDIUM,borehole_id aliases + independence,EV-VN-S020-0051,BOREHOLES/borehole_catalog.csv,BH-SECBL-4057,provenance_vn_ids
QA-C-M030,MINOR,PROPOSED,MEDIUM,borehole_id aliases + independence,EV-VN-S020-0052,BOREHOLES/borehole_catalog.csv,BH-SECBL-2557,provenance_vn_ids
QA-C-M030,MINOR,PROPOSED,MEDIUM,borehole_id aliases + independence,EV-VN-S020-0053,BOREHOLES/borehole_catalog.csv,BH-SECBL-2556,provenance_vn_ids
QA-C-M030,MINOR,PROPOSED,MEDIUM,borehole_id aliases + independence,EV-VN-S020-0054,BOREHOLES/borehole_catalog.csv,BH-SECBL-69,provenance_vn_ids
QA-C-M030,MINOR,PROPOSED,MEDIUM,borehole_id aliases + independence,EV-VN-S020-0054,BOREHOLES/borehole_identity_issues.csv,ISS-AUTO-69,vn_ids
QA-C-M030,MINOR,PROPOSED,MEDIUM,borehole_id aliases + independence,EV-VN-S020-0055,BOREHOLES/borehole_catalog.csv,BH-SECBL-91,provenance_vn_ids
QA-C-M030,MINOR,PROPOSED,MEDIUM,borehole_id aliases + independence,EV-VN-S020-0056,BOREHOLES/borehole_catalog.csv,BH-SECBL-17,provenance_vn_ids
QA-C-M030,MINOR,PROPOSED,MEDIUM,borehole_id aliases + independence,EV-VN-S020-0057,BOREHOLES/borehole_catalog.csv,BH-SECBL-16,provenance_vn_ids
QA-C-M030,MINOR,PROPOSED,MEDIUM,borehole_id aliases + independence,EV-VN-S020-0057,BOREHOLES/borehole_identity_issues.csv,ISS-AUTO-16,vn_ids
QA-C-M030,MINOR,PROPOSED,MEDIUM,borehole_id aliases + independence,EV-VN-S020-0058,BOREHOLES/borehole_catalog.csv,BH-SECBL-72,provenance_vn_ids
QA-C-M030,MINOR,PROPOSED,MEDIUM,borehole_id aliases + independence,EV-VN-S020-0059,BOREHOLES/borehole_catalog.csv,BH-SECBL-98,provenance_vn_ids
QA-C-M030,MINOR,PROPOSED,MEDIUM,borehole_id aliases + independence,EV-VN-S020-0060,BOREHOLES/borehole_catalog.csv,BH-SECBL-165,provenance_vn_ids
QA-C-M030,MINOR,PROPOSED,MEDIUM,borehole_id aliases + independence,EV-VN-S020-0061,BOREHOLES/borehole_catalog.csv,BH-SECBL-127,provenance_vn_ids
QA-C-M030,MINOR,PROPOSED,MEDIUM,borehole_id aliases + independence,EV-VN-S020-0061,BOREHOLES/borehole_identity_issues.csv,ISS-AUTO-127,vn_ids
QA-C-M030,MINOR,PROPOSED,MEDIUM,borehole_id aliases + independence,EV-VN-S020-0062,BOREHOLES/borehole_catalog.csv,BH-SECBL-106,provenance_vn_ids
QA-C-M030,MINOR,PROPOSED,MEDIUM,borehole_id aliases + independence,EV-VN-S020-0062,BOREHOLES/borehole_identity_issues.csv,ISS-AUTO-106,vn_ids
QA-C-M030,MINOR,PROPOSED,MEDIUM,borehole_id aliases + independence,EV-VN-S020-0063,BOREHOLES/borehole_catalog.csv,BH-SECBL-101,provenance_vn_ids
QA-C-M030,MINOR,PROPOSED,MEDIUM,borehole_id aliases + independence,EV-VN-S020-0063,BOREHOLES/borehole_identity_issues.csv,ISS-AUTO-101,vn_ids
