campaign_id,date,profile_id,point_id,adjusted_height_m,observed_settlement_mm,standard_uncertainty_mm,variance_factor,qc_status,accepted_run_id,adjustment_used_ground_truth,adjustment_method,provenance
C001,2018-05-15,P-H01,P-H01-W001,160.3091393,42.06981466,0.7414032896,0.6,accepted,LR-00003,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-H01,P-H01-W002,160.5525812,20.54638069,0.7889483627,0.6,accepted,LR-00003,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-H01,P-H01-W003,160.6528969,244.2341197,0.826809978,0.6,accepted,LR-00003,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-H01,P-H01-W004,161.0940874,55.03415091,0.8372965567,0.6,accepted,LR-00003,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-H01,P-H01-W005,161.3451701,183.8084848,0.8327796335,0.6,accepted,LR-00003,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-H01,P-H01-W006,161.8054552,142.0840811,0.8117262379,0.6,accepted,LR-00003,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-H01,P-H01-W007,162.3572928,101.3260855,0.7624380414,0.6,accepted,LR-00003,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-H01,P-H01-REF-B,163.7130605,-0.6103615679,0.6,0.6,accepted,LR-00003,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-H02,P-H02-REF-A,162.7317169,-0.4419715781,0.8062251277,1.326259791,accepted,LR-00004,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-H02,P-H02-W001,163.3706936,113.6442745,1.061704152,1.326259791,accepted,LR-00004,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-H02,P-H02-W002,163.4499801,282.708122,1.096076973,1.326259791,accepted,LR-00004,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-H02,P-H02-W003,163.8484777,108.2115366,1.111038212,1.326259791,accepted,LR-00004,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-H02,P-H02-W004,164.1116311,64.89608654,1.112276147,1.326259791,accepted,LR-00004,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-H02,P-H02-W005,164.5390556,8.201647255,1.096961919,1.326259791,accepted,LR-00004,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-H02,P-H02-W006,164.5602908,195.0573293,1.080190655,1.326259791,accepted,LR-00004,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-H02,P-H02-W007,164.9654079,163.3308829,1.032571529,1.326259791,accepted,LR-00004,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-H02,P-H02-REF-B,166.5647508,-0.03436919138,0.7198253982,1.326259791,accepted,LR-00004,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-H03,P-H03-REF-A,196.2941553,0.008233560607,0.6,0.6,accepted,LR-00005,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-H03,P-H03-W001,196.5994258,80.316214,0.7091169123,0.6,accepted,LR-00005,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-H03,P-H03-W002,196.6045383,189.1787222,0.7320570472,0.6,accepted,LR-00005,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-H03,P-H03-W003,196.6816419,162.859057,0.7386234043,0.6,accepted,LR-00005,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-H03,P-H03-W004,196.5250259,429.1426626,0.7436560902,0.6,accepted,LR-00005,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-H03,P-H03-W005,196.933662,191.4634162,0.7407579546,0.6,accepted,LR-00005,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-H03,P-H03-W006,196.9789006,167.6996403,0.7368219607,0.6,accepted,LR-00005,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-H03,P-H03-W007,196.8660068,477.9323006,0.7145688371,0.6,accepted,LR-00005,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-H03,P-H03-REF-B,198.1075326,-0.2613754585,0.6,0.6,accepted,LR-00005,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-H04,P-H04-REF-A,174.0160998,0.6596959514,0.6,0.6,accepted,LR-00006,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-H04,P-H04-W001,176.1632851,47.17221979,0.7048985785,0.6,accepted,LR-00006,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-H04,P-H04-W002,176.3571545,372.9626667,0.7286276669,0.6,accepted,LR-00006,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-H04,P-H04-W003,176.9263353,609.6101221,0.7558719678,0.6,accepted,LR-00006,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-H04,P-H04-W004,178.318309,43.2108806,0.768257631,0.6,accepted,LR-00006,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-H04,P-H04-W005,178.8570611,48.04838105,0.7688808122,0.6,accepted,LR-00006,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-H04,P-H04-W006,179.568376,91.47101762,0.759640575,0.6,accepted,LR-00006,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-H04,P-H04-W007,180.2526052,57.79229418,0.7393945944,0.6,accepted,LR-00006,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-H04,P-H04-REF-B,182.783379,0.6531305353,0.6,0.6,accepted,LR-00006,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-H05,P-H05-REF-A,196.1657408,0.1973155632,0.6,0.6,accepted,LR-00007,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-H05,P-H05-W001,196.1247029,1200.056663,0.760949444,0.6,accepted,LR-00007,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-H05,P-H05-W002,196.6537721,1050.458233,0.7950203997,0.6,accepted,LR-00007,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-H05,P-H05-W003,196.7922507,1188.44665,0.8126811442,0.6,accepted,LR-00007,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-H05,P-H05-W004,196.840365,1514.494495,0.8187505007,0.6,accepted,LR-00007,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-H05,P-H05-W005,197.4381257,1161.869817,0.808249692,0.6,accepted,LR-00007,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-H05,P-H05-W006,197.546102,1294.028512,0.783099881,0.6,accepted,LR-00007,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-H05,P-H05-W007,198.3444445,685.3364146,0.7452829227,0.6,accepted,LR-00007,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-H05,P-H05-REF-B,199.4653524,0.3002611556,0.6,0.6,accepted,LR-00007,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-H06,P-H06-REF-A,186.0139134,0.6312053557,0.8413268786,1.297608575,accepted,LR-00008,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-H06,P-H06-W001,188.1443888,323.2282538,1.104281701,1.297608575,accepted,LR-00008,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-H06,P-H06-W002,189.2784212,168.430513,1.156379487,1.297608575,accepted,LR-00008,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-H06,P-H06-W003,189.9694794,322.5876889,1.183318713,1.297608575,accepted,LR-00008,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-H06,P-H06-W004,190.6151387,324.4806672,1.191227944,1.297608575,accepted,LR-00008,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-H06,P-H06-W005,191.5152058,148.0068489,1.183722368,1.297608575,accepted,LR-00008,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-H06,P-H06-W006,192.4752307,326.3511246,1.137619888,1.297608575,accepted,LR-00008,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-H06,P-H06-W007,193.2264338,51.41391942,1.107175234,1.297608575,accepted,LR-00008,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-H06,P-H06-REF-B,195.2241621,0.194409629,0.848501881,1.297608575,accepted,LR-00008,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-H07,P-H07-REF-A,201.0976384,0.3288439779,0.6,0.6,accepted,LR-00009,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-H07,P-H07-W001,201.9238339,75.71955327,0.6911956001,0.6,accepted,LR-00009,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-H07,P-H07-W002,202.0717862,88.12899341,0.7114034914,0.6,accepted,LR-00009,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-H07,P-H07-W003,202.1202971,259.0332341,0.7325754924,0.6,accepted,LR-00009,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-H07,P-H07-W004,202.2790633,188.6056454,0.7372749532,0.6,accepted,LR-00009,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-H07,P-H07-W005,202.5916363,30.60975121,0.7373694254,0.6,accepted,LR-00009,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-H07,P-H07-W007,202.8493671,13.27781655,0.7183497661,0.6,accepted,LR-00009,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-H07,P-H07-REF-B,203.2958442,0.177019852,0.6,0.6,accepted,LR-00009,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-V01,P-V01-REF-A,159.9027179,0.8848960505,0.7682792512,1.344683237,accepted,LR-00010,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-V01,P-V01-W001,160.5590191,44.58375555,1.064920931,1.344683237,accepted,LR-00010,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-V01,P-V01-W002,160.7743785,38.12761269,1.111642694,1.344683237,accepted,LR-00010,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-V01,P-V01-W003,160.9991357,47.95644507,1.139117877,1.344683237,accepted,LR-00010,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-V01,P-V01-W004,161.1060773,59.70028798,1.144863651,1.344683237,accepted,LR-00010,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-V01,P-V01-W005,160.7506624,683.529089,1.13938644,1.344683237,accepted,LR-00010,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-V01,P-V01-W006,161.3378903,279.806168,1.116497643,1.344683237,accepted,LR-00010,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-V01,P-V01-W007,161.6208844,191.7593748,1.074517144,1.344683237,accepted,LR-00010,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-V01,P-V01-REF-B,162.5120578,0.5859973685,0.7950869181,1.344683237,accepted,LR-00010,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-V02,P-V02-REF-A,171.8494187,0.2768564946,0.6,0.6,accepted,LR-00011,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-V02,P-V02-W001,172.4431411,106.5544431,0.7137078646,0.6,accepted,LR-00011,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-V02,P-V02-W002,172.6164729,73.8407968,0.7280254993,0.6,accepted,LR-00011,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-V02,P-V02-W003,172.8454437,7.943408507,0.7402864787,0.6,accepted,LR-00011,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-V02,P-V02-W004,172.9398515,14.95429227,0.7423762363,0.6,accepted,LR-00011,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-V02,P-V02-W005,172.9801588,74.32521755,0.7412152681,0.6,accepted,LR-00011,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-V02,P-V02-W006,172.9958913,224.4339841,0.7305736076,0.6,accepted,LR-00011,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-V02,P-V02-W007,173.3510038,24.37821531,0.7163854979,0.6,accepted,LR-00011,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-V02,P-V02-REF-B,174.0754599,-0.07786188723,0.6,0.6,accepted,LR-00011,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-V03,P-V03-REF-A,180.7844216,-0.6564836164,0.9542862999,1.938123589,accepted,LR-00012,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-V03,P-V03-W001,181.1193872,364.3779309,1.235651432,1.938123589,accepted,LR-00012,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-V03,P-V03-W002,181.2506863,359.2018854,1.254295861,1.938123589,accepted,LR-00012,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-V03,P-V03-W003,180.5087682,1218.829841,1.263801782,1.938123589,accepted,LR-00012,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-V03,P-V03-W004,180.2304867,1583.985738,1.265508498,1.938123589,accepted,LR-00012,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-V03,P-V03-W005,181.6512162,330.8043179,1.25132527,1.938123589,accepted,LR-00012,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-V03,P-V03-W006,181.7672321,293.5961953,1.235778004,1.938123589,accepted,LR-00012,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-V03,P-V03-W007,181.9279466,204.5722319,1.215183172,1.938123589,accepted,LR-00012,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-V03,P-V03-REF-B,182.8328975,-0.3787388116,0.8782924563,1.938123589,accepted,LR-00012,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-V04,P-V04-REF-A,194.4717937,-0.1543747744,0.6,0.6,accepted,LR-00013,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-V04,P-V04-W001,194.987396,184.2433498,0.6687782845,0.6,accepted,LR-00013,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-V04,P-V04-W002,195.0676921,187.1358916,0.6799912108,0.6,accepted,LR-00013,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-V04,P-V04-W003,195.2139785,186.3772943,0.689445934,0.6,accepted,LR-00013,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-V04,P-V04-W004,195.2628411,322.2291736,0.6919892413,0.6,accepted,LR-00013,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-V04,P-V04-W005,195.306854,327.345061,0.6888729286,0.6,accepted,LR-00013,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-V04,P-V04-W006,195.4995088,228.2415477,0.6815369238,0.6,accepted,LR-00013,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-V04,P-V04-W007,195.6656706,207.1814775,0.6665598287,0.6,accepted,LR-00013,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-V04,P-V04-REF-B,196.5726282,0.223816347,0.6,0.6,accepted,LR-00013,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-V05,P-V05-REF-A,195.6684511,-0.3206494666,0.8614347952,1.436670359,accepted,LR-00014,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-V05,P-V05-W002,195.2561948,1305.447152,1.114213379,1.436670359,accepted,LR-00014,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-V05,P-V05-W003,195.239717,1357.647176,1.119733482,1.436670359,accepted,LR-00014,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-V05,P-V05-W004,195.4764967,1250.612048,1.122856917,1.436670359,accepted,LR-00014,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-V05,P-V05-W006,195.5525054,1382.323891,1.11097543,1.436670359,accepted,LR-00014,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-V05,P-V05-W007,195.4652139,1610.647874,1.093161665,1.436670359,accepted,LR-00014,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-V05,P-V05-REF-B,197.7754338,0.4279444243,0.8596675695,1.436670359,accepted,LR-00014,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-V06,P-V06-REF-A,199.8130447,-0.05009221016,0.9871806252,2.155661809,accepted,LR-00015,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-V06,P-V06-W001,200.5125688,0.4257390884,1.323805608,2.155661809,accepted,LR-00015,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-V06,P-V06-W003,200.7489896,44.33617722,1.372415737,2.155661809,accepted,LR-00015,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-V06,P-V06-W004,201.0136222,65.71865606,1.382454637,2.155661809,accepted,LR-00015,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-V06,P-V06-W005,201.149029,73.02360969,1.373105631,2.155661809,accepted,LR-00015,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-V06,P-V06-W006,201.3836156,41.27440179,1.33599469,2.155661809,accepted,LR-00015,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-V06,P-V06-W007,201.5024602,42.64248396,1.303641133,2.155661809,accepted,LR-00015,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C001,2018-05-15,P-V06,P-V06-REF-B,202.2438781,1.224645859,0.9230937649,2.155661809,accepted,LR-00015,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C002,2018-07-10,P-H03,P-H03-REF-A,196.294018,0.1455670985,0.6,0.6,accepted,LR-00016,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C002,2018-07-10,P-H03,P-H03-W001,196.586239,93.50308219,0.6970109979,0.6,accepted,LR-00016,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C002,2018-07-10,P-H03,P-H03-W002,196.5902346,203.4823682,0.7250085579,0.6,accepted,LR-00016,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C002,2018-07-10,P-H03,P-H03-W003,196.6666592,177.8417503,0.7337951643,0.6,accepted,LR-00016,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C002,2018-07-10,P-H03,P-H03-W004,196.5100137,444.1548652,0.7419423821,0.6,accepted,LR-00016,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C002,2018-07-10,P-H03,P-H03-W005,196.9187535,206.3718769,0.7441280577,0.6,accepted,LR-00016,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C002,2018-07-10,P-H03,P-H03-W006,196.9627175,183.8827598,0.7418641499,0.6,accepted,LR-00016,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C002,2018-07-10,P-H03,P-H03-W007,196.8629678,480.9713432,0.7251099642,0.6,accepted,LR-00016,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C002,2018-07-10,P-H03,P-H03-REF-B,198.1063949,0.8763009834,0.6,0.6,accepted,LR-00016,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C002,2018-07-10,P-V01,P-V01-REF-A,159.9036118,-0.009017476998,0.6,0.6,accepted,LR-00017,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C002,2018-07-10,P-V01,P-V01-W001,160.5554982,48.10459721,0.7297700713,0.6,accepted,LR-00017,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C002,2018-07-10,P-V01,P-V01-W002,160.7697516,42.75451837,0.7559829049,0.6,accepted,LR-00017,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C002,2018-07-10,P-V01,P-V01-W003,160.9920068,55.08536694,0.7698074131,0.6,accepted,LR-00017,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C002,2018-07-10,P-V01,P-V01-W004,161.0963872,69.39034881,0.7715677879,0.6,accepted,LR-00017,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C002,2018-07-10,P-V01,P-V01-W005,160.738056,696.1354569,0.7637290648,0.6,accepted,LR-00017,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C002,2018-07-10,P-V01,P-V01-W006,161.3322519,285.4445423,0.7451510982,0.6,accepted,LR-00017,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C002,2018-07-10,P-V01,P-V01-W007,161.6062153,206.4285411,0.7136893018,0.6,accepted,LR-00017,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C002,2018-07-10,P-V01,P-V01-REF-B,162.5125457,0.09814070867,0.6,0.6,accepted,LR-00017,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C003,2018-10-16,P-D01,P-D01-W001,161.1417697,118.4948219,1.195493857,0.6,accepted,LR-00018,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C003,2018-10-16,P-D01,P-D01-W002,161.2485194,206.4991538,1.156097627,0.6,accepted,LR-00018,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C003,2018-10-16,P-D01,P-D01-W003,161.1993541,420.6090884,1.120028345,0.6,accepted,LR-00018,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C003,2018-10-16,P-D01,P-D01-W004,161.4671691,422.0510993,1.053410144,0.6,accepted,LR-00018,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C003,2018-10-16,P-D01,P-D01-W005,161.8917733,199.3206971,1.010481506,0.6,accepted,LR-00018,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C003,2018-10-16,P-D01,P-D01-W006,162.1552705,204.805317,0.9388117046,0.6,accepted,LR-00018,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C003,2018-10-16,P-D01,P-D01-W007,162.5321764,73.70716728,0.8655788251,0.6,accepted,LR-00018,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C003,2018-10-16,P-D01,P-D01-REF-B,163.7818237,-1.357376211,0.6,0.6,accepted,LR-00018,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C003,2018-10-16,P-H01,P-H01-REF-A,159.9265023,0.3580762844,0.9752905088,2.399498549,accepted,LR-00019,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C003,2018-10-16,P-H01,P-H01-W001,160.2914234,59.78572205,1.435213739,2.399498549,accepted,LR-00019,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C003,2018-10-16,P-H01,P-H01-W002,160.5481797,24.94786701,1.532867917,2.399498549,accepted,LR-00019,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C003,2018-10-16,P-H01,P-H01-W003,160.6407206,256.410473,1.607301406,2.399498549,accepted,LR-00019,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C003,2018-10-16,P-H01,P-H01-W004,161.0675711,81.55046107,1.624754242,2.399498549,accepted,LR-00019,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C003,2018-10-16,P-H01,P-H01-W005,161.3100433,218.935324,1.607077963,2.399498549,accepted,LR-00019,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C003,2018-10-16,P-H01,P-H01-W006,161.7690228,178.5164642,1.55390635,2.399498549,accepted,LR-00019,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C003,2018-10-16,P-H01,P-H01-REF-B,163.7115586,0.8915186071,1.028238518,2.399498549,accepted,LR-00019,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C003,2018-10-16,P-H02,P-H02-REF-A,162.7312847,-0.00983797085,0.6,0.6,accepted,LR-00020,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C003,2018-10-16,P-H02,P-H02-W001,163.3348049,149.532932,0.7218195938,0.6,accepted,LR-00020,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C003,2018-10-16,P-H02,P-H02-W002,163.4283688,304.3193836,0.7437832798,0.6,accepted,LR-00020,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C003,2018-10-16,P-H02,P-H02-W003,163.8389864,117.7028254,0.7530763805,0.6,accepted,LR-00020,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
C003,2018-10-16,P-H02,P-H02-W004,164.0904389,86.08833634,0.753520673,0.6,accepted,LR-00020,False,weighted_height_difference_network_with_independent_datum_constraints,C/S
