campaign_id,date,profile_id,left_point_id,right_point_id,mid_chainage_m,interval_length_m,tilt_mm_m,standard_uncertainty_tilt_mm_m,provenance
C001,2018-05-15,P-H03,P-H03-W003,P-H03-W004,162.1854218,75.68430714,3.518346348,0.01384878798,C/S
C001,2018-05-15,P-H03,P-H03-W004,P-H03-W005,254.216883,108.3786153,-2.19304561,0.009684947858,C/S
C001,2018-05-15,P-H03,P-H03-W005,P-H03-W006,314.8445012,12.87662101,-1.845497811,0.08114011306,C/S
C001,2018-05-15,P-H03,P-H03-W006,P-H03-W007,377.1167809,111.6679384,2.778171288,0.009191616786,C/S
C001,2018-05-15,P-H03,P-H03-W007,P-H03-REF-B,607.9507501,350,-1.366267646,0.002665897441,C/S
C001,2018-05-15,P-H04,P-H04-REF-A,P-H04-W001,-175,350,0.1328929253,0.002644797752,C/S
C001,2018-05-15,P-H04,P-H04-W001,P-H04-W002,39.46627424,78.93254848,4.127453797,0.01284381424,C/S
C001,2018-05-15,P-H04,P-H04-W002,P-H04-W003,139.0396073,120.2141177,1.968549617,0.008733387897,C/S
C001,2018-05-15,P-H04,P-H04-W003,P-H04-W004,259.6058639,120.9183954,-4.684144538,0.00891310173,C/S
C001,2018-05-15,P-H04,P-H04-W004,P-H04-W005,359.3835584,78.63699357,0.06151685396,0.01382200739,C/S
C001,2018-05-15,P-H04,P-H04-W005,P-H04-W006,452.7986211,108.1931318,0.4013437438,0.009989983367,C/S
C001,2018-05-15,P-H04,P-H04-W006,P-H04-W007,553.1827282,92.57508238,-0.3637990113,0.01145097124,C/S
C001,2018-05-15,P-H04,P-H04-W007,P-H04-REF-B,774.4702694,350,-0.1632547533,0.002720600723,C/S
C001,2018-05-15,P-H05,P-H05-REF-A,P-H05-W001,-175,350,3.428169566,0.002768693874,C/S
C001,2018-05-15,P-H05,P-H05-W001,P-H05-W002,68.67519266,137.3503853,-1.089173723,0.00801235877,C/S
C001,2018-05-15,P-H05,P-H05-W002,P-H05-W003,192.6421103,110.5834499,1.247821595,0.01028079024,C/S
C001,2018-05-15,P-H05,P-H05-W003,P-H05-W004,332.1363575,168.4050445,1.9360931,0.006850176998,C/S
C001,2018-05-15,P-H05,P-H05-W004,P-H05-W005,479.215558,125.7533565,-2.804097542,0.009148756445,C/S
C001,2018-05-15,P-H05,P-H05-W005,P-H05-W006,611.6117406,139.0390087,0.9505152316,0.00809409246,C/S
C001,2018-05-15,P-H05,P-H05-W006,P-H05-W007,743.1397066,124.0169233,-4.908137386,0.008717041099,C/S
C001,2018-05-15,P-H05,P-H05-W007,P-H05-REF-B,980.1481682,350,-1.957246153,0.002733685014,C/S
C001,2018-05-15,P-H06,P-H06-REF-A,P-H06-W001,-175,350,0.9217058526,0.0039664604,C/S
C001,2018-05-15,P-H06,P-H06-W001,P-H06-W002,71.48417387,142.9683477,-1.082741343,0.01118396698,C/S
C001,2018-05-15,P-H06,P-H06-W002,P-H06-W003,205.9037018,125.8707081,1.224726375,0.01314464778,C/S
C001,2018-05-15,P-H06,P-H06-W003,P-H06-W004,318.0397336,98.40135561,0.01923731883,0.01706345758,C/S
C001,2018-05-15,P-H06,P-H06-W004,P-H06-W005,423.4508443,112.4208658,-1.569760356,0.01493807973,C/S
C001,2018-05-15,P-H06,P-H06-W005,P-H06-W006,571.3706638,183.4187731,0.9723338168,0.008950886037,C/S
C001,2018-05-15,P-H06,P-H06-W006,P-H06-W007,702.9002731,79.64044551,-3.452230879,0.01993278439,C/S
C001,2018-05-15,P-H06,P-H06-W007,P-H06-REF-B,917.7204958,350,-0.1463414565,0.003985476122,C/S
C001,2018-05-15,P-H07,P-H07-REF-A,P-H07-W001,-175,350,0.2154020265,0.002615107377,C/S
C001,2018-05-15,P-H07,P-H07-W001,P-H07-W002,37.33230588,74.66461176,0.1662024331,0.01328461014,C/S
C001,2018-05-15,P-H07,P-H07-W002,P-H07-W003,130.1397477,110.950272,1.540367929,0.009203736598,C/S
C001,2018-05-15,P-H07,P-H07-W003,P-H07-W004,209.6301704,48.03057339,-1.466307472,0.02163926966,C/S
C001,2018-05-15,P-H07,P-H07-W004,P-H07-W005,278.40533,89.51974573,-1.764927871,0.01164805634,C/S
C001,2018-05-15,P-H07,P-H07-W005,P-H07-W007,401.0889069,155.8474081,-0.1112109266,0.006605414738,C/S
C001,2018-05-15,P-H07,P-H07-W007,P-H07-REF-B,654.012611,350,-0.03743084771,0.002674179464,C/S
C001,2018-05-15,P-V01,P-V01-REF-A,P-V01-W001,-175,350,0.1248538843,0.003751799131,C/S
C001,2018-05-15,P-V01,P-V01-W001,P-V01-W002,52.22582922,104.4516584,-0.06180986459,0.01473808523,C/S
C001,2018-05-15,P-V01,P-V01-W002,P-V01-W003,163.0981572,117.2929975,0.0837972649,0.01356983512,C/S
C001,2018-05-15,P-V01,P-V01-W003,P-V01-W004,251.4160105,59.34270916,0.1978986648,0.02721520402,C/S
C001,2018-05-15,P-V01,P-V01-W004,P-V01-W005,348.1908422,134.2069541,4.648259883,0.0120352435,C/S
C001,2018-05-15,P-V01,P-V01-W005,P-V01-W006,461.1705699,91.75250131,-4.400129862,0.01738626213,C/S
C001,2018-05-15,P-V01,P-V01-W006,P-V01-W007,555.783655,97.4736689,-0.9032879772,0.01589727553,C/S
C001,2018-05-15,P-V01,P-V01-W007,P-V01-REF-B,779.5204894,350,-0.5462096498,0.003819125126,C/S
C001,2018-05-15,P-V02,P-V02-REF-A,P-V02-W001,-175,350,0.3036502475,0.002664014028,C/S
C001,2018-05-15,P-V02,P-V02-W001,P-V02-W002,35.15453837,70.30907674,-0.4652834006,0.01450039959,C/S
C001,2018-05-15,P-V02,P-V02-W002,P-V02-W003,111.0774241,81.53669476,-0.8081930288,0.01273401574,C/S
C001,2018-05-15,P-V02,P-V02-W003,P-V02-W004,177.2004486,50.70935413,0.1382562229,0.02067472401,C/S
C001,2018-05-15,P-V02,P-V02-W004,P-V02-W005,227.4746955,49.83913967,1.191251006,0.02104887727,C/S
C001,2018-05-15,P-V02,P-V02-W005,P-V02-W006,293.8545613,82.92059208,1.810271283,0.01255103312,C/S
C001,2018-05-15,P-V02,P-V02-W006,P-V02-W007,374.0790592,77.52840368,-2.580419037,0.01319779245,C/S
C001,2018-05-15,P-V02,P-V02-W007,P-V02-REF-B,587.8432611,350,-0.06987450629,0.002669874539,C/S
C001,2018-05-15,P-V03,P-V03-REF-A,P-V03-W001,-175,350,1.04295547,0.004460709931,C/S
C001,2018-05-15,P-V03,P-V03-W001,P-V03-W002,31.53078598,63.06157197,-0.08207923386,0.02792045803,C/S
C001,2018-05-15,P-V03,P-V03-W002,P-V03-W003,92.48902979,58.85491564,14.60588205,0.03025365998,C/S
C001,2018-05-15,P-V03,P-V03-W003,P-V03-W004,143.6350753,43.43717543,8.406529513,0.04117424394,C/S
C001,2018-05-15,P-V03,P-V03-W004,P-V03-W005,207.2406826,83.77403905,-14.95906649,0.02124403339,C/S
C001,2018-05-15,P-V03,P-V03-W005,P-V03-W006,268.8296454,39.40388659,-0.9442754456,0.04463219504,C/S
C001,2018-05-15,P-V03,P-V03-W006,P-V03-W007,306.4542183,35.8452593,-2.483563102,0.04835095306,C/S
C001,2018-05-15,P-V03,P-V03-W007,P-V03-REF-B,499.376848,350,-0.5855742021,0.00428387368,C/S
C001,2018-05-15,P-V04,P-V04-REF-A,P-V04-W001,-175,350,0.5268506416,0.002567082667,C/S
C001,2018-05-15,P-V04,P-V04-W001,P-V04-W002,20.79717677,41.59435355,0.06954169508,0.02292996361,C/S
C001,2018-05-15,P-V04,P-V04-W002,P-V04-W003,77.9762911,72.7638751,-0.01042546681,0.01330827101,C/S
C001,2018-05-15,P-V04,P-V04-W003,P-V04-W004,160.5368645,92.35727176,1.470938635,0.01057657743,C/S
C001,2018-05-15,P-V04,P-V04-W004,P-V04-W005,218.9976886,24.56437629,0.2082644967,0.03974941107,C/S
C001,2018-05-15,P-V04,P-V04-W005,P-V04-W006,254.6676829,46.77561246,-2.118700497,0.0207167781,C/S
C001,2018-05-15,P-V04,P-V04-W006,P-V04-W007,314.3309263,72.55087429,-0.2902800329,0.01313984417,C/S
C001,2018-05-15,P-V04,P-V04-W007,P-V04-REF-B,525.6063634,350,-0.5913076033,0.002562368173,C/S
C001,2018-05-15,P-V05,P-V05-REF-A,P-V05-W002,-126.6221323,446.7557354,2.922777926,0.003152466599,C/S
C001,2018-05-15,P-V05,P-V05-W002,P-V05-W003,105.6862834,17.86109619,2.922554344,0.0884404731,C/S
C001,2018-05-15,P-V05,P-V05-W003,P-V05-W004,147.0529793,64.87229558,-1.649935883,0.02444421617,C/S
C001,2018-05-15,P-V05,P-V05-W004,P-V05-W006,231.4192703,103.8602863,1.268163684,0.01520870392,C/S
C001,2018-05-15,P-V05,P-V05-W006,P-V05-W007,318.6075329,70.51623896,3.237892231,0.02210286892,C/S
C001,2018-05-15,P-V05,P-V05-W007,P-V05-REF-B,528.8656523,350,-4.60062837,0.003973412408,C/S
C001,2018-05-15,P-V06,P-V06-REF-A,P-V06-W001,-175,350,0.001359517996,0.004718168856,C/S
C001,2018-05-15,P-V06,P-V06-W001,P-V06-W003,70.08281298,140.165626,0.3132753685,0.01360409309,C/S
C001,2018-05-15,P-V06,P-V06-W003,P-V06-W004,211.6693795,143.007507,0.1495199747,0.01362166572,C/S
C001,2018-05-15,P-V06,P-V06-W004,P-V06-W005,318.851067,71.35586805,0.1023735514,0.02730660588,C/S
C001,2018-05-15,P-V06,P-V06-W005,P-V06-W006,405.2383497,101.4186973,-0.3130508352,0.0188900369,C/S
C001,2018-05-15,P-V06,P-V06-W006,P-V06-W007,486.0008874,60.10637796,0.02276101508,0.03105568246,C/S
C001,2018-05-15,P-V06,P-V06-W007,P-V06-REF-B,691.0540763,350,-0.1183366803,0.004563906581,C/S
C002,2018-07-10,P-H03,P-H03-REF-A,P-H03-W001,-175,350,0.2667357574,0.002627677381,C/S
C002,2018-07-10,P-H03,P-H03-W001,P-H03-W002,43.7274154,87.45483081,1.2575553,0.01149981691,C/S
C002,2018-07-10,P-H03,P-H03-W002,P-H03-W003,105.8990495,36.88843745,-0.6950854964,0.02796401221,C/S
C002,2018-07-10,P-H03,P-H03-W003,P-H03-W004,162.1854218,75.68430714,3.518736247,0.01378779787,C/S
C002,2018-07-10,P-H03,P-H03-W004,P-H03-W005,254.216883,108.3786153,-2.194002827,0.00969574689,C/S
C002,2018-07-10,P-H03,P-H03-W005,P-H03-W006,314.8445012,12.87662101,-1.746507645,0.08160187251,C/S
C002,2018-07-10,P-H03,P-H03-W006,P-H03-W007,377.1167809,111.6679384,2.660464477,0.009289819513,C/S
C002,2018-07-10,P-H03,P-H03-W007,P-H03-REF-B,607.9507501,350,-1.371700121,0.002689032085,C/S
C002,2018-07-10,P-V01,P-V01-REF-A,P-V01-W001,-175,350,0.1374674705,0.002699303549,C/S
C002,2018-07-10,P-V01,P-V01-W001,P-V01-W002,52.22582922,104.4516584,-0.05122062124,0.01005967272,C/S
C002,2018-07-10,P-V01,P-V01-W002,P-V01-W003,163.0981572,117.2929975,0.1051285995,0.009198681831,C/S
C002,2018-07-10,P-V01,P-V01-W003,P-V01-W004,251.4160105,59.34270916,0.2410571084,0.01836649495,C/S
C002,2018-07-10,P-V01,P-V01-W004,P-V01-W005,348.1908422,134.2069541,4.669989809,0.008089245244,C/S
C002,2018-07-10,P-V01,P-V01-W005,P-V01-W006,461.1705699,91.75250131,-4.476073227,0.01162933161,C/S
C002,2018-07-10,P-V01,P-V01-W006,P-V01-W007,555.783655,97.4736689,-0.8106394477,0.01058537977,C/S
C002,2018-07-10,P-V01,P-V01-W007,P-V01-REF-B,779.5204894,350,-0.5895154298,0.002663973432,C/S
C003,2018-10-16,P-D01,P-D01-W001,P-D01-W002,38.37672505,76.75345009,1.146584705,0.02166755518,C/S
C003,2018-10-16,P-D01,P-D01-W002,P-D01-W003,108.2730652,63.03923029,3.396455409,0.02553435653,C/S
C003,2018-10-16,P-D01,P-D01-W003,P-D01-W004,189.4115846,99.23780835,0.0145308613,0.01549384128,C/S
C003,2018-10-16,P-D01,P-D01-W004,P-D01-W005,274.8264211,71.5918648,-3.111113292,0.02038929203,C/S
C003,2018-10-16,P-D01,P-D01-W005,P-D01-W006,356.5780266,91.91134609,0.05967293578,0.01500674113,C/S
C003,2018-10-16,P-D01,P-D01-W006,P-D01-W007,442.9141823,80.76096539,-1.623286065,0.01581144036,C/S
C003,2018-10-16,P-D01,P-D01-W007,P-D01-REF-B,658.294665,350,-0.2144701243,0.003009138059,C/S
C003,2018-10-16,P-H01,P-H01-REF-A,P-H01-W001,-175,350,0.1697932736,0.004957805681,C/S
C003,2018-10-16,P-H01,P-H01-W001,P-H01-W002,73.92911522,147.8582304,-0.2356166102,0.01420202519,C/S
C003,2018-10-16,P-H01,P-H01-W002,P-H01-W003,240.3844841,185.0525074,1.250794217,0.0120023163,C/S
C003,2018-10-16,P-H01,P-H01-W003,P-H01-W004,395.4295049,125.0375342,-1.398460175,0.01827804586,C/S
C003,2018-10-16,P-H01,P-H01-W004,P-H01-W005,540.8664779,165.8364117,0.8284360564,0.01378035514,C/S
C003,2018-10-16,P-H01,P-H01-W005,P-H01-W006,703.5740133,159.5786591,-0.2532848691,0.01400857517,C/S
C003,2018-10-16,P-H01,P-H01-W006,P-H01-REF-B,1044.025292,521.323898,-0.3407189778,0.003574175982,C/S
C003,2018-10-16,P-H02,P-H02-REF-A,P-H02-W001,-175,350,0.4272650571,0.002681795813,C/S
C003,2018-10-16,P-H02,P-H02-W001,P-H02-W002,47.89781264,95.79562529,1.61579875,0.01081943035,C/S
C003,2018-10-16,P-H02,P-H02-W002,P-H02-W003,136.0685501,80.5458496,-2.316898502,0.01314108697,C/S
C003,2018-10-16,P-H02,P-H02-W003,P-H02-W004,213.5831865,74.48342325,-0.4244500006,0.01430284744,C/S
C003,2018-10-16,P-H02,P-H02-W004,P-H02-W005,309.3479592,117.046122,-0.6384348136,0.009039872873,C/S
C003,2018-10-16,P-H02,P-H02-W005,P-H02-W007,451.0667675,166.3914946,1.022630869,0.006131852564,C/S
C003,2018-10-16,P-H02,P-H02-W007,P-H02-REF-B,709.2625148,350,-0.5145854499,0.002632983231,C/S
C003,2018-10-16,P-H03,P-H03-REF-A,P-H03-W001,-175,350,0.3326532041,0.002596971127,C/S
C003,2018-10-16,P-H03,P-H03-W001,P-H03-W002,43.7274154,87.45483081,1.220869144,0.01124942955,C/S
C003,2018-10-16,P-H03,P-H03-W002,P-H03-W003,105.8990495,36.88843745,-0.6643573402,0.02729664291,C/S
C003,2018-10-16,P-H03,P-H03-W003,P-H03-W004,162.1854218,75.68430714,3.540380709,0.01342633233,C/S
C003,2018-10-16,P-H03,P-H03-W004,P-H03-W005,254.216883,108.3786153,-2.198511086,0.009394775148,C/S
C003,2018-10-16,P-H03,P-H03-W005,P-H03-W006,314.8445012,12.87662101,-1.559687157,0.07868655423,C/S
C003,2018-10-16,P-H03,P-H03-W006,P-H03-W007,377.1167809,111.6679384,2.471210505,0.008895694249,C/S
C003,2018-10-16,P-H03,P-H03-W007,P-H03-REF-B,607.9507501,350,-1.384979936,0.002613119151,C/S
C003,2018-10-16,P-H04,P-H04-REF-A,P-H04-W001,-175,350,0.1973260823,0.002775571789,C/S
C003,2018-10-16,P-H04,P-H04-W001,P-H04-W002,39.46627424,78.93254848,3.999864094,0.01390692765,C/S
C003,2018-10-16,P-H04,P-H04-W002,P-H04-W003,139.0396073,120.2141177,1.971461376,0.00943518975,C/S
C003,2018-10-16,P-H04,P-H04-W003,P-H04-W004,259.6058639,120.9183954,-4.617960468,0.009608692169,C/S
C003,2018-10-16,P-H04,P-H04-W004,P-H04-W005,359.3835584,78.63699357,-0.04809747169,0.01488025155,C/S
C003,2018-10-16,P-H04,P-H04-W005,P-H04-W006,452.7986211,108.1931318,0.3694040852,0.01074315026,C/S
C003,2018-10-16,P-H04,P-H04-W006,P-H04-W007,553.1827282,92.57508238,-0.1907628091,0.01229984384,C/S
C003,2018-10-16,P-H04,P-H04-W007,P-H04-REF-B,774.4702694,350,-0.2346544907,0.002893013632,C/S
C003,2018-10-16,P-H05,P-H05-REF-A,P-H05-W001,-175,350,3.463932469,0.002717789397,C/S
C003,2018-10-16,P-H05,P-H05-W001,P-H05-W002,68.67519266,137.3503853,-0.9360988156,0.007795850171,C/S
C003,2018-10-16,P-H05,P-H05-W002,P-H05-W003,192.6421103,110.5834499,1.225478704,0.01004737117,C/S
C003,2018-10-16,P-H05,P-H05-W003,P-H05-W004,332.1363575,168.4050445,1.800797112,0.006713500098,C/S
C003,2018-10-16,P-H05,P-H05-W004,P-H05-W005,479.215558,125.7533565,-2.807926574,0.008978528166,C/S
C003,2018-10-16,P-H05,P-H05-W005,P-H05-W006,611.6117406,139.0390087,0.954925891,0.007940635792,C/S
C003,2018-10-16,P-H05,P-H05-W006,P-H05-W007,743.1397066,124.0169233,-4.803990545,0.008536337163,C/S
C003,2018-10-16,P-H05,P-H05-W007,P-H05-REF-B,980.1481682,350,-2.017072954,0.002697196337,C/S
C003,2018-10-16,P-H06,P-H06-REF-A,P-H06-W001,-175,350,0.924798563,0.002705603882,C/S
C003,2018-10-16,P-H06,P-H06-W001,P-H06-W003,134.4195279,268.8390558,-0.004772755155,0.004000184805,C/S
C003,2018-10-16,P-H06,P-H06-W003,P-H06-W004,318.0397336,98.40135561,0.01219723933,0.01134717571,C/S
C003,2018-10-16,P-H06,P-H06-W004,P-H06-W005,423.4508443,112.4208658,-1.578688145,0.009918568722,C/S
C003,2018-10-16,P-H06,P-H06-W005,P-H06-W006,571.3706638,183.4187731,0.9736119057,0.005916887344,C/S
C003,2018-10-16,P-H06,P-H06-W006,P-H06-W007,702.9002731,79.64044551,-3.448449682,0.01310082753,C/S
C003,2018-10-16,P-H06,P-H06-W007,P-H06-REF-B,917.7204958,350,-0.1470867625,0.00269109871,C/S
C003,2018-10-16,P-H07,P-H07-REF-A,P-H07-W001,-175,350,0.2524038977,0.00268420359,C/S
C003,2018-10-16,P-H07,P-H07-W001,P-H07-W002,37.33230588,74.66461176,0.4671864638,0.01382939408,C/S
C003,2018-10-16,P-H07,P-H07-W002,P-H07-W003,130.1397477,110.950272,1.211934779,0.009478318735,C/S
C003,2018-10-16,P-H07,P-H07-W003,P-H07-W004,209.6301704,48.03057339,-1.20937014,0.02209554184,C/S
C003,2018-10-16,P-H07,P-H07-W004,P-H07-W005,278.40533,89.51974573,-1.899329342,0.01181277754,C/S
C003,2018-10-16,P-H07,P-H07-W005,P-H07-W006,364.8858563,83.44130679,-0.0204725263,0.01247245821,C/S
C003,2018-10-16,P-H07,P-H07-W006,P-H07-W007,442.8095603,72.40610132,-0.1538623305,0.01402858916,C/S
C003,2018-10-16,P-H07,P-H07-W007,P-H07-REF-B,654.012611,350,-0.04840243777,0.00265417323,C/S
C003,2018-10-16,P-V01,P-V01-REF-A,P-V01-W001,-175,350,0.1627216294,0.002715556969,C/S
C003,2018-10-16,P-V01,P-V01-W001,P-V01-W003,110.872328,221.7446559,0.05007450954,0.00483511197,C/S
C003,2018-10-16,P-V01,P-V01-W003,P-V01-W004,251.4160105,59.34270916,0.2889207773,0.01860860011,C/S
C003,2018-10-16,P-V01,P-V01-W004,P-V01-W005,348.1908422,134.2069541,4.711697296,0.008245064905,C/S
C003,2018-10-16,P-V01,P-V01-W005,P-V01-W006,461.1705699,91.75250131,-4.58771073,0.01195440096,C/S
C003,2018-10-16,P-V01,P-V01-W006,P-V01-W007,555.783655,97.4736689,-0.6841789491,0.01098946378,C/S
C003,2018-10-16,P-V01,P-V01-W007,P-V01-REF-B,779.5204894,350,-0.6531406777,0.002733826441,C/S
C003,2018-10-16,P-V02,P-V02-REF-A,P-V02-W001,-175,350,0.4129055915,0.002650240025,C/S
C003,2018-10-16,P-V02,P-V02-W001,P-V02-W002,35.15453837,70.30907674,-0.5169739647,0.01437430551,C/S
C003,2018-10-16,P-V02,P-V02-W002,P-V02-W003,111.0774241,81.53669476,-1.18585957,0.01262488184,C/S
C003,2018-10-16,P-V02,P-V02-W003,P-V02-W004,177.2004486,50.70935413,0.1956401557,0.02049484747,C/S
C003,2018-10-16,P-V02,P-V02-W004,P-V02-W005,227.4746955,49.83913967,1.748004815,0.02085923262,C/S
C003,2018-10-16,P-V02,P-V02-W005,P-V02-W006,293.8545613,82.92059208,1.544344999,0.01242831744,C/S
C003,2018-10-16,P-V02,P-V02-W006,P-V02-W007,374.0790592,77.52840368,-2.600754081,0.01305295923,C/S
C003,2018-10-16,P-V02,P-V02-W007,P-V02-REF-B,587.8432611,350,-0.09985860859,0.002651709262,C/S
C003,2018-10-16,P-V03,P-V03-REF-A,P-V03-W001,-175,350,1.077638302,0.002655490646,C/S
C003,2018-10-16,P-V03,P-V03-W001,P-V03-W002,31.53078598,63.06157197,-0.07790617118,0.01602925519,C/S
C003,2018-10-16,P-V03,P-V03-W002,P-V03-W003,92.48902979,58.85491564,14.66043068,0.01735624551,C/S
C003,2018-10-16,P-V03,P-V03-W003,P-V03-W004,143.6350753,43.43717543,8.254391833,0.02362154617,C/S
C003,2018-10-16,P-V03,P-V03-W004,P-V03-W005,207.2406826,83.77403905,-14.90633854,0.01220341003,C/S
C003,2018-10-16,P-V03,P-V03-W005,P-V03-W006,268.8296454,39.40388659,-0.9742001635,0.02569338602,C/S
C003,2018-10-16,P-V03,P-V03-W006,P-V03-W007,306.4542183,35.8452593,-2.812503479,0.02789763799,C/S
C003,2018-10-16,P-V03,P-V03-W007,P-V03-REF-B,499.376848,350,-0.5896852645,0.002638622039,C/S
C003,2018-10-16,P-V04,P-V04-REF-A,P-V04-W001,-175,350,0.5316327702,0.003597295658,C/S
C003,2018-10-16,P-V04,P-V04-W001,P-V04-W002,20.79717677,41.59435355,0.07292458247,0.03472513923,C/S
C003,2018-10-16,P-V04,P-V04-W002,P-V04-W003,77.9762911,72.7638751,-0.004820406413,0.0201588231,C/S
C003,2018-10-16,P-V04,P-V04-W003,P-V04-W004,160.5368645,92.35727176,1.456059032,0.01604366418,C/S
C003,2018-10-16,P-V04,P-V04-W004,P-V04-W005,218.9976886,24.56437629,0.2140558894,0.06040810189,C/S
C003,2018-10-16,P-V04,P-V04-W005,P-V04-W006,254.6676829,46.77561246,-2.139851116,0.03154277168,C/S
C003,2018-10-16,P-V04,P-V04-W006,P-V04-W007,314.3309263,72.55087429,-0.1214795189,0.02006825667,C/S
C003,2018-10-16,P-V04,P-V04-W007,P-V04-REF-B,525.6063634,350,-0.6261907049,0.003658532588,C/S
C003,2018-10-16,P-V05,P-V05-REF-A,P-V05-W001,-175,350,3.4010603,0.002628689887,C/S
C003,2018-10-16,P-V05,P-V05-W001,P-V05-W002,48.37786768,96.75573535,1.526379442,0.01029364971,C/S
C003,2018-10-16,P-V05,P-V05-W002,P-V05-W004,138.1224312,82.73339177,-0.8743321965,0.01215034092,C/S
C003,2018-10-16,P-V05,P-V05-W004,P-V05-W005,215.677862,72.37746966,1.086387941,0.0138161964,C/S
C003,2018-10-16,P-V05,P-V05-W005,P-V05-W006,267.6080051,31.4828166,1.483565662,0.03142201226,C/S
C003,2018-10-16,P-V05,P-V05-W006,P-V05-W007,318.6075329,70.51623896,3.290071279,0.01378258514,C/S
C003,2018-10-16,P-V05,P-V05-W007,P-V05-REF-B,528.8656523,350,-4.636023743,0.002588666384,C/S
C003,2018-10-16,P-V06,P-V06-REF-A,P-V06-W001,-175,350,0.0007792109456,0.002704061988,C/S
C003,2018-10-16,P-V06,P-V06-W001,P-V06-W002,48.87677373,97.75354747,1.199921817,0.01075760107,C/S
C003,2018-10-16,P-V06,P-V06-W002,P-V06-W003,118.9595867,42.4120785,-1.415959299,0.02528887675,C/S
C003,2018-10-16,P-V06,P-V06-W003,P-V06-W004,211.6693795,143.007507,0.2037867717,0.007559222692,C/S
C003,2018-10-16,P-V06,P-V06-W004,P-V06-W005,318.851067,71.35586805,0.252727392,0.01516432091,C/S
C003,2018-10-16,P-V06,P-V06-W005,P-V06-W006,405.2383497,101.4186973,-0.4368348124,0.01053057842,C/S
C003,2018-10-16,P-V06,P-V06-W006,P-V06-W007,486.0008874,60.10637796,0.03410005816,0.01741190301,C/S
C003,2018-10-16,P-V06,P-V06-W007,P-V06-REF-B,691.0540763,350,-0.1771567975,0.0027062492,C/S
