run_id,campaign_id,date,profile_id,run_attempt,edge_index,station_id,station_index_within_edge,stations_in_edge,from_point_id,to_point_id,backsight_reading_m,foresight_reading_m,delta_h_observed_m,backsight_length_m,foresight_length_m,sight_imbalance_m,standard_uncertainty_delta_h_mm,run_qc_status,provenance
LR-00002,C001,2018-05-15,P-D01,2,8,LS-0000037,4,5,P-D01-W007,P-D01-REF-B,1.385065908,1.140512627,0.2445532807,30.48906237,33.22495392,-2.735891546,0.318,accepted,S
LR-00002,C001,2018-05-15,P-D01,2,8,LS-0000038,5,5,P-D01-W007,P-D01-REF-B,1.802596039,1.557735573,0.2448604664,46.27680844,49.12764076,-2.850832328,0.318,accepted,S
LR-00003,C001,2018-05-15,P-H01,1,1,LS-0000039,1,5,P-H01-REF-A,P-H01-W001,1.461589658,1.384679329,0.07691032857,39.819334,39.56368925,0.2556447544,0.318,accepted,S
LR-00003,C001,2018-05-15,P-H01,1,1,LS-0000040,2,5,P-H01-REF-A,P-H01-W001,1.814978913,1.739004258,0.07597465485,47.27330287,48.57858601,-1.305283137,0.318,accepted,S
LR-00003,C001,2018-05-15,P-H01,1,1,LS-0000041,3,5,P-H01-REF-A,P-H01-W001,1.688374972,1.611617553,0.07675741908,41.21257483,38.00849998,3.204074853,0.318,accepted,S
LR-00003,C001,2018-05-15,P-H01,1,1,LS-0000042,4,5,P-H01-REF-A,P-H01-W001,1.266338358,1.189318424,0.07701993419,35.06301462,36.83546521,-1.77245059,0.318,accepted,S
LR-00003,C001,2018-05-15,P-H01,1,1,LS-0000043,5,5,P-H01-REF-A,P-H01-W001,1.523992914,1.447826522,0.07616639212,44.45183577,43.97015448,0.4816812963,0.318,accepted,S
LR-00003,C001,2018-05-15,P-H01,1,2,LS-0000044,1,2,P-H01-W001,P-H01-W002,1.25855145,1.137032307,0.1215191429,40.12748867,42.30996435,-2.18247568,0.3235007613,accepted,S
LR-00003,C001,2018-05-15,P-H01,1,2,LS-0000045,2,2,P-H01-W001,P-H01-W002,1.618868866,1.49701721,0.1218516558,21.40826208,21.84530312,-0.4370410459,0.3235007613,accepted,S
LR-00003,C001,2018-05-15,P-H01,1,3,LS-0000046,1,3,P-H01-W002,P-H01-W003,1.771776333,1.738127146,0.03364918753,20.88891228,20.84009222,0.04882006389,0.3063578368,accepted,S
LR-00003,C001,2018-05-15,P-H01,1,3,LS-0000047,2,3,P-H01-W002,P-H01-W003,1.278345336,1.245012812,0.0333325237,41.87134883,41.52972296,0.3416258708,0.3063578368,accepted,S
LR-00003,C001,2018-05-15,P-H01,1,3,LS-0000048,3,3,P-H01-W002,P-H01-W003,1.483453805,1.450215454,0.03323835166,47.24926329,47.77151078,-0.5222474865,0.3063578368,accepted,S
LR-00003,C001,2018-05-15,P-H01,1,4,LS-0000049,1,2,P-H01-W003,P-H01-W004,1.562855338,1.342188031,0.2206673067,36.01291564,38.62988443,-2.616968784,0.307526274,accepted,S
LR-00003,C001,2018-05-15,P-H01,1,4,LS-0000050,2,2,P-H01-W003,P-H01-W004,1.739800709,1.519341798,0.2204589112,20.60979011,23.01106296,-2.401272845,0.307526274,accepted,S
LR-00003,C001,2018-05-15,P-H01,1,5,LS-0000051,1,3,P-H01-W004,P-H01-W005,1.422268107,1.338420516,0.08384759122,48.36611559,50.63618332,-2.270067727,0.2973903255,accepted,S
LR-00003,C001,2018-05-15,P-H01,1,5,LS-0000052,2,3,P-H01-W004,P-H01-W005,1.824650761,1.740731733,0.08391902798,26.68461915,24.9117371,1.772882048,0.2973903255,accepted,S
LR-00003,C001,2018-05-15,P-H01,1,5,LS-0000053,3,3,P-H01-W004,P-H01-W005,1.164129363,1.080903412,0.08322595147,30.04258462,29.81905915,0.2235254782,0.2973903255,accepted,S
LR-00003,C001,2018-05-15,P-H01,1,6,LS-0000054,1,2,P-H01-W005,P-H01-W006,1.233174919,1.003024065,0.2301508535,20.47901287,22.39994914,-1.920936274,0.3317050614,accepted,S
LR-00003,C001,2018-05-15,P-H01,1,6,LS-0000055,2,2,P-H01-W005,P-H01-W006,1.345620285,1.115560852,0.2300594339,23.01781684,24.15058048,-1.132763641,0.3317050614,accepted,S
LR-00003,C001,2018-05-15,P-H01,1,7,LS-0000056,1,3,P-H01-W006,P-H01-W007,1.562971144,1.379109413,0.1838617309,29.45988866,30.53654546,-1.076656798,0.2999511524,accepted,S
LR-00003,C001,2018-05-15,P-H01,1,7,LS-0000057,2,3,P-H01-W006,P-H01-W007,1.425611732,1.241384297,0.1842274354,31.53143608,33.89366183,-2.362225752,0.2999511524,accepted,S
LR-00003,C001,2018-05-15,P-H01,1,7,LS-0000058,3,3,P-H01-W006,P-H01-W007,1.241488278,1.057831531,0.1836567478,39.48848163,40.9151164,-1.426634762,0.2999511524,accepted,S
LR-00003,C001,2018-05-15,P-H01,1,8,LS-0000059,1,5,P-H01-W007,P-H01-REF-B,1.655169919,1.383882367,0.2712875515,26.84101779,25.97686625,0.8641515382,0.318,accepted,S
LR-00003,C001,2018-05-15,P-H01,1,8,LS-0000060,2,5,P-H01-W007,P-H01-REF-B,1.76546702,1.494195921,0.2712710991,47.14337319,45.42249691,1.720876281,0.318,accepted,S
LR-00003,C001,2018-05-15,P-H01,1,8,LS-0000061,3,5,P-H01-W007,P-H01-REF-B,1.435627868,1.164583311,0.2710445577,29.1277844,27.79328328,1.334501122,0.318,accepted,S
LR-00003,C001,2018-05-15,P-H01,1,8,LS-0000062,4,5,P-H01-W007,P-H01-REF-B,1.847644865,1.576729611,0.2709152532,26.5970606,24.53417876,2.062881839,0.318,accepted,S
LR-00003,C001,2018-05-15,P-H01,1,8,LS-0000063,5,5,P-H01-W007,P-H01-REF-B,1.838282441,1.567205056,0.2710773853,48.53282831,47.51345971,1.019368599,0.318,accepted,S
LR-00004,C001,2018-05-15,P-H02,1,1,LS-0000064,1,5,P-H02-REF-A,P-H02-W001,1.39975596,1.271485717,0.1282702429,45.20184295,45.5725593,-0.3707163439,0.318,accepted,S
LR-00004,C001,2018-05-15,P-H02,1,1,LS-0000065,2,5,P-H02-REF-A,P-H02-W001,1.28660254,1.159013595,0.1275889446,19.8506851,22.56840377,-2.717718667,0.318,accepted,S
LR-00004,C001,2018-05-15,P-H02,1,1,LS-0000066,3,5,P-H02-REF-A,P-H02-W001,1.663116704,1.535980399,0.1271363048,24.13349724,22.01964287,2.113854371,0.318,accepted,S
LR-00004,C001,2018-05-15,P-H02,1,1,LS-0000067,4,5,P-H02-REF-A,P-H02-W001,1.490709164,1.362845063,0.1278641001,31.38325353,31.13486938,0.2483841485,0.318,accepted,S
LR-00004,C001,2018-05-15,P-H02,1,1,LS-0000068,5,5,P-H02-REF-A,P-H02-W001,1.527824701,1.400069212,0.1277554893,39.14689496,40.50642846,-1.359533506,0.318,accepted,S
LR-00004,C001,2018-05-15,P-H02,1,2,LS-0000069,1,2,P-H02-W001,P-H02-W002,1.226583544,1.187110873,0.03947267102,29.66083803,30.30414491,-0.6433068769,0.2870569377,accepted,S
LR-00004,C001,2018-05-15,P-H02,1,2,LS-0000070,2,2,P-H02-W001,P-H02-W002,1.261135738,1.221439719,0.03969601951,40.01355427,41.12415423,-1.110599959,0.2870569377,accepted,S
LR-00004,C001,2018-05-15,P-H02,1,3,LS-0000071,1,2,P-H02-W002,P-H02-W003,1.548539074,1.349386197,0.1991528769,40.16235708,39.98720825,0.1751488286,0.2763820947,accepted,S
LR-00004,C001,2018-05-15,P-H02,1,3,LS-0000072,2,2,P-H02-W002,P-H02-W003,1.169429128,0.9701937124,0.199235416,23.56873613,24.42146736,-0.8527312338,0.2763820947,accepted,S
LR-00004,C001,2018-05-15,P-H02,1,4,LS-0000073,1,1,P-H02-W003,P-H02-W004,1.522707112,1.259628866,0.2630782457,30.94760821,31.34896487,-0.4013566618,0.3242767925,accepted,S
LR-00004,C001,2018-05-15,P-H02,1,5,LS-0000074,1,2,P-H02-W004,P-H02-W005,1.71705674,1.503128143,0.2139285968,45.73248719,44.24529311,1.487194077,0.3019322854,accepted,S
LR-00004,C001,2018-05-15,P-H02,1,5,LS-0000075,2,2,P-H02-W004,P-H02-W005,1.365481612,1.15211614,0.2133654719,20.80447668,21.91737538,-1.112898701,0.3019322854,accepted,S
LR-00004,C001,2018-05-15,P-H02,1,6,LS-0000076,1,1,P-H02-W005,P-H02-W006,1.835692484,1.814524422,0.02116806153,31.38599,26.78535711,4.600632888,0.3063804587,accepted,S
LR-00004,C001,2018-05-15,P-H02,1,7,LS-0000077,1,2,P-H02-W006,P-H02-W007,1.276179025,1.073606077,0.2025729486,35.76337181,38.28985495,-2.526483139,0.2932838169,accepted,S
LR-00004,C001,2018-05-15,P-H02,1,7,LS-0000078,2,2,P-H02-W006,P-H02-W007,1.61699319,1.414572032,0.2024211577,39.28255166,39.66497818,-0.3824265204,0.2932838169,accepted,S
LR-00004,C001,2018-05-15,P-H02,1,8,LS-0000079,1,5,P-H02-W007,P-H02-REF-B,1.620857751,1.301053539,0.3198042121,48.88757023,48.7700634,0.1175068281,0.318,accepted,S
LR-00004,C001,2018-05-15,P-H02,1,8,LS-0000080,2,5,P-H02-W007,P-H02-REF-B,1.551316668,1.231284355,0.3200323134,23.72350598,26.54811721,-2.824611231,0.318,accepted,S
LR-00004,C001,2018-05-15,P-H02,1,8,LS-0000081,3,5,P-H02-W007,P-H02-REF-B,1.610961825,1.290923172,0.3200386527,28.06384505,27.16717629,0.8966687519,0.318,accepted,S
LR-00004,C001,2018-05-15,P-H02,1,8,LS-0000082,4,5,P-H02-W007,P-H02-REF-B,1.428231788,1.108546336,0.3196854519,26.19612587,23.42925977,2.766866095,0.318,accepted,S
LR-00004,C001,2018-05-15,P-H02,1,8,LS-0000083,5,5,P-H02-W007,P-H02-REF-B,1.27017499,0.9507543204,0.3194206694,43.01053196,42.40064884,0.6098831239,0.318,accepted,S
LR-00005,C001,2018-05-15,P-H03,1,1,LS-0000084,1,5,P-H03-REF-A,P-H03-W001,1.286749249,1.225086553,0.06166269531,48.15039339,50.82770055,-2.677307162,0.318,accepted,S
LR-00005,C001,2018-05-15,P-H03,1,1,LS-0000085,2,5,P-H03-REF-A,P-H03-W001,1.226860859,1.166347513,0.06051334579,24.23190174,23.41836071,0.8135410358,0.318,accepted,S
LR-00005,C001,2018-05-15,P-H03,1,1,LS-0000086,3,5,P-H03-REF-A,P-H03-W001,1.334601175,1.273560361,0.06104081341,22.61856198,22.87160316,-0.2530411809,0.318,accepted,S
LR-00005,C001,2018-05-15,P-H03,1,1,LS-0000087,4,5,P-H03-REF-A,P-H03-W001,1.290533404,1.229171756,0.06136164796,30.64815374,29.35179787,1.296355872,0.318,accepted,S
LR-00005,C001,2018-05-15,P-H03,1,1,LS-0000088,5,5,P-H03-REF-A,P-H03-W001,1.232106771,1.171223053,0.06088371804,28.68054742,29.5425775,-0.862030079,0.318,accepted,S
LR-00005,C001,2018-05-15,P-H03,1,2,LS-0000089,1,2,P-H03-W001,P-H03-W002,1.363879228,1.361521457,0.002357770598,27.10815984,30.1709552,-3.062795365,0.2812183816,accepted,S
LR-00005,C001,2018-05-15,P-H03,1,2,LS-0000090,2,2,P-H03-W001,P-H03-W002,1.697023787,1.694209154,0.002814632598,45.94828577,44.87405412,1.074231655,0.2812183816,accepted,S
LR-00005,C001,2018-05-15,P-H03,1,3,LS-0000091,1,1,P-H03-W002,P-H03-W003,1.475776325,1.398644766,0.07713155929,23.18016861,20.29571553,2.884453082,0.2716438124,accepted,S
LR-00005,C001,2018-05-15,P-H03,1,4,LS-0000092,1,1,P-H03-W003,P-H03-W004,1.541216711,1.697792368,-0.1565756579,49.52844178,46.94496248,2.583479301,0.32595803,accepted,S
LR-00005,C001,2018-05-15,P-H03,1,5,LS-0000093,1,2,P-H03-W004,P-H03-W005,1.825554651,1.621010366,0.2045442846,23.64318939,25.23000109,-1.586811702,0.2958650307,accepted,S
LR-00005,C001,2018-05-15,P-H03,1,5,LS-0000094,2,2,P-H03-W004,P-H03-W005,1.783889327,1.579731204,0.2041581222,49.18996866,49.00797443,0.181994228,0.2958650307,accepted,S
LR-00005,C001,2018-05-15,P-H03,1,6,LS-0000095,1,1,P-H03-W005,P-H03-W006,1.203606637,1.158346522,0.04526011432,27.67068314,28.92255743,-1.251874286,0.2380272694,accepted,S
LR-00005,C001,2018-05-15,P-H03,1,7,LS-0000096,1,2,P-H03-W006,P-H03-W007,1.827170499,1.88362298,-0.05645248059,32.14295837,34.59443188,-2.451473509,0.2981675569,accepted,S
LR-00005,C001,2018-05-15,P-H03,1,7,LS-0000097,2,2,P-H03-W006,P-H03-W007,1.399554083,1.455927971,-0.05637388748,37.45281029,38.05430549,-0.6014952018,0.2981675569,accepted,S
LR-00005,C001,2018-05-15,P-H03,1,8,LS-0000098,1,5,P-H03-W007,P-H03-REF-B,1.537513635,1.289154452,0.2483591824,40.37343526,38.37572987,1.997705381,0.318,accepted,S
LR-00005,C001,2018-05-15,P-H03,1,8,LS-0000099,2,5,P-H03-W007,P-H03-REF-B,1.286724743,1.038320946,0.2484037971,39.48016104,39.00337181,0.476789235,0.318,accepted,S
LR-00005,C001,2018-05-15,P-H03,1,8,LS-0000100,3,5,P-H03-W007,P-H03-REF-B,1.69593886,1.447636416,0.2483024439,20.71625995,20.22455048,0.4917094691,0.318,accepted,S
LR-00005,C001,2018-05-15,P-H03,1,8,LS-0000101,4,5,P-H03-W007,P-H03-REF-B,1.39958115,1.151215223,0.2483659271,27.9228447,28.21212163,-0.2892769295,0.318,accepted,S
LR-00005,C001,2018-05-15,P-H03,1,8,LS-0000102,5,5,P-H03-W007,P-H03-REF-B,1.810325786,1.562039698,0.2482860887,41.8023233,44.37841372,-2.576090422,0.318,accepted,S
LR-00006,C001,2018-05-15,P-H04,1,1,LS-0000103,1,5,P-H04-REF-A,P-H04-W001,1.321974503,0.8921089189,0.4298655843,29.9283126,29.91388543,0.01442717505,0.318,accepted,S
LR-00006,C001,2018-05-15,P-H04,1,1,LS-0000104,2,5,P-H04-REF-A,P-H04-W001,1.468852567,1.03930898,0.429543587,36.6567926,33.72224632,2.934546276,0.318,accepted,S
LR-00006,C001,2018-05-15,P-H04,1,1,LS-0000105,3,5,P-H04-REF-A,P-H04-W001,1.797674555,1.368205223,0.4294693315,22.01867198,22.89615446,-0.8774824755,0.318,accepted,S
LR-00006,C001,2018-05-15,P-H04,1,1,LS-0000106,4,5,P-H04-REF-A,P-H04-W001,1.54479424,1.115065151,0.4297290886,27.92480643,25.82980938,2.094997048,0.318,accepted,S
LR-00006,C001,2018-05-15,P-H04,1,1,LS-0000107,5,5,P-H04-REF-A,P-H04-W001,1.4402147,1.011544578,0.4286701216,41.68003362,39.55777649,2.122257126,0.318,accepted,S
LR-00006,C001,2018-05-15,P-H04,1,2,LS-0000108,1,1,P-H04-W001,P-H04-W002,1.163772286,0.9698829693,0.1938893166,29.15540542,29.44022597,-0.284820553,0.3305055679,accepted,S
LR-00006,C001,2018-05-15,P-H04,1,3,LS-0000109,1,2,P-H04-W002,P-H04-W003,1.361660911,1.077031615,0.2846292965,40.71275201,37.29062345,3.422128565,0.3041498824,accepted,S
LR-00006,C001,2018-05-15,P-H04,1,3,LS-0000110,2,2,P-H04-W002,P-H04-W003,1.449344332,1.164759033,0.2845852999,42.91281219,44.73503982,-1.822227631,0.3041498824,accepted,S
LR-00006,C001,2018-05-15,P-H04,1,4,LS-0000111,1,2,P-H04-W003,P-H04-W004,1.615814825,0.9200073368,0.6958074886,32.81581953,34.10844351,-1.292623975,0.3046428768,accepted,S
LR-00006,C001,2018-05-15,P-H04,1,4,LS-0000112,2,2,P-H04-W003,P-H04-W004,1.592955829,0.8967557063,0.6962001228,33.3460253,31.66326062,1.682764675,0.3046428768,accepted,S
LR-00006,C001,2018-05-15,P-H04,1,5,LS-0000113,1,1,P-H04-W004,P-H04-W005,1.399014332,0.8602423303,0.5387720017,46.39419388,46.29620676,0.09798711427,0.330091791,accepted,S
LR-00006,C001,2018-05-15,P-H04,1,6,LS-0000114,1,2,P-H04-W005,P-H04-W006,1.246565717,0.8904325408,0.3561331763,31.19732124,33.59642062,-2.399099383,0.2957351923,accepted,S
LR-00006,C001,2018-05-15,P-H04,1,6,LS-0000115,2,2,P-H04-W005,P-H04-W006,1.435000095,1.0797864,0.3552136952,23.76498346,22.14402435,1.620959103,0.2957351923,accepted,S
LR-00006,C001,2018-05-15,P-H04,1,7,LS-0000116,1,2,P-H04-W006,P-H04-W007,1.788381573,1.446308313,0.3420732605,35.52119013,34.57526512,0.9459250137,0.2848025577,accepted,S
LR-00006,C001,2018-05-15,P-H04,1,7,LS-0000117,2,2,P-H04-W006,P-H04-W007,1.321965754,0.9797802068,0.3421855474,24.49411033,22.37110305,2.123007281,0.2848025577,accepted,S
LR-00006,C001,2018-05-15,P-H04,1,8,LS-0000118,1,5,P-H04-W007,P-H04-REF-B,1.477174272,0.9715485241,0.5056257482,46.29038545,46.95862863,-0.6682431811,0.318,accepted,S
LR-00006,C001,2018-05-15,P-H04,1,8,LS-0000119,2,5,P-H04-W007,P-H04-REF-B,1.532274394,1.025909536,0.5063648579,26.31967721,24.5726862,1.746991005,0.318,accepted,S
LR-00006,C001,2018-05-15,P-H04,1,8,LS-0000120,3,5,P-H04-W007,P-H04-REF-B,1.794900769,1.288709575,0.5061911941,42.58012784,44.45888571,-1.878757876,0.318,accepted,S
LR-00006,C001,2018-05-15,P-H04,1,8,LS-0000121,4,5,P-H04-W007,P-H04-REF-B,1.750323596,1.24439562,0.5059279765,47.50700295,47.52979048,-0.0227875277,0.318,accepted,S
LR-00006,C001,2018-05-15,P-H04,1,8,LS-0000122,5,5,P-H04-W007,P-H04-REF-B,1.295161075,0.7884046147,0.5067564601,46.30764753,44.54637994,1.761267591,0.318,accepted,S
LR-00007,C001,2018-05-15,P-H05,1,1,LS-0000123,1,5,P-H05-REF-A,P-H05-W001,1.240738649,1.249327306,-0.008588656883,24.3876126,24.57911125,-0.1914986477,0.318,accepted,S
LR-00007,C001,2018-05-15,P-H05,1,1,LS-0000124,2,5,P-H05-REF-A,P-H05-W001,1.422492629,1.430399094,-0.007906465041,42.55352719,43.11823292,-0.5647057219,0.318,accepted,S
LR-00007,C001,2018-05-15,P-H05,1,1,LS-0000125,3,5,P-H05-REF-A,P-H05-W001,1.183064626,1.191552557,-0.008487930807,29.26506766,28.88526875,0.3797989114,0.318,accepted,S
LR-00007,C001,2018-05-15,P-H05,1,1,LS-0000126,4,5,P-H05-REF-A,P-H05-W001,1.578280873,1.586194831,-0.00791395828,47.39522826,47.95994967,-0.5647214074,0.318,accepted,S
LR-00007,C001,2018-05-15,P-H05,1,1,LS-0000127,5,5,P-H05-REF-A,P-H05-W001,1.303917737,1.312002719,-0.008084981827,42.17411229,43.42021465,-1.246102361,0.318,accepted,S
LR-00007,C001,2018-05-15,P-H05,1,2,LS-0000128,1,2,P-H05-W001,P-H05-W002,1.811321551,1.546813331,0.2645082203,48.46784015,47.73754469,0.7302954582,0.3161452697,accepted,S
LR-00007,C001,2018-05-15,P-H05,1,2,LS-0000129,2,2,P-H05-W001,P-H05-W002,1.216312166,0.9517291326,0.2645830334,48.749508,48.49461533,0.2548926759,0.3161452697,accepted,S
LR-00007,C001,2018-05-15,P-H05,1,3,LS-0000130,1,2,P-H05-W002,P-H05-W003,1.820072529,1.750685835,0.06938669342,48.20844703,48.90144601,-0.6929989879,0.2974084149,accepted,S
LR-00007,C001,2018-05-15,P-H05,1,3,LS-0000131,2,2,P-H05-W002,P-H05-W003,1.676917597,1.60780612,0.06911147776,43.77563635,45.02951289,-1.253876547,0.2974084149,accepted,S
LR-00007,C001,2018-05-15,P-H05,1,4,LS-0000132,1,3,P-H05-W003,P-H05-W004,1.174882736,1.159104204,0.01577853183,35.58274916,36.74658951,-1.163840347,0.2985890208,accepted,S
