campaign_id,date,profile_id,point_id,delta_x_mm,delta_y_mm,horizontal_displacement_mm,standard_uncertainty_xy_mm,qc_status,provenance
C001,2018-05-15,P-H06,P-H06-REF-A,-0.4007904499,-2.767137259,2.79601173,0.9,accepted,C/S
C001,2018-05-15,P-H06,P-H06-W001,7.121179558,6.297674256,9.506413589,1.4,accepted,C/S
C001,2018-05-15,P-H06,P-H06-W002,4.332796962,1.976525782,4.762329648,1.4,accepted,C/S
C001,2018-05-15,P-H06,P-H06-W003,7.193025598,3.523590261,8.009700718,1.4,accepted,C/S
C001,2018-05-15,P-H06,P-H06-W004,-3.153710168,-8.657355022,9.21388538,1.4,accepted,C/S
C001,2018-05-15,P-H06,P-H06-W005,-0.6107732916,-6.013694685,6.044631319,1.4,accepted,C/S
C001,2018-05-15,P-H06,P-H06-W006,-7.33656943,-9.116897425,11.70226771,1.4,accepted,C/S
C001,2018-05-15,P-H06,P-H06-W007,-1.689801396,-2.261945505,2.823442265,1.4,accepted,C/S
C001,2018-05-15,P-H06,P-H06-REF-B,-0.1487100744,-2.903228422,2.907034564,0.9,accepted,C/S
C001,2018-05-15,P-H07,P-H07-REF-A,0.340959723,-1.74339144,1.776419783,0.9,accepted,C/S
C001,2018-05-15,P-H07,P-H07-W001,1.537110184,0.233862258,1.554798788,1.4,accepted,C/S
C001,2018-05-15,P-H07,P-H07-W002,2.457116549,0.7009150286,2.555132797,1.4,accepted,C/S
C001,2018-05-15,P-H07,P-H07-W003,-6.941286392,-7.778456886,10.42525052,1.4,accepted,C/S
C001,2018-05-15,P-H07,P-H07-W004,-4.084179342,-5.727250813,7.03433883,1.4,accepted,C/S
C001,2018-05-15,P-H07,P-H07-W005,0.4390841677,1.017995259,1.108651998,1.4,accepted,C/S
C001,2018-05-15,P-H07,P-H07-W007,1.748236617,-0.4570105302,1.806983645,1.4,accepted,C/S
C001,2018-05-15,P-H07,P-H07-REF-B,-0.7850585789,-1.023412631,1.289841225,0.9,accepted,C/S
C001,2018-05-15,P-V01,P-V01-REF-A,0.3130366604,-0.2502278076,0.4007566673,0.9,accepted,C/S
C001,2018-05-15,P-V01,P-V01-W001,1.602202006,-0.614477729,1.715993633,1.4,accepted,C/S
C001,2018-05-15,P-V01,P-V01-W002,0.7927605329,-1.73767154,1.909966399,1.4,accepted,C/S
C001,2018-05-15,P-V01,P-V01-W003,-2.572477333,0.0202775409,2.572557251,1.4,accepted,C/S
C001,2018-05-15,P-V01,P-V01-W004,-0.613370019,-1.120194676,1.277129161,1.4,accepted,C/S
C001,2018-05-15,P-V01,P-V01-W005,-3.091280199,-2.511463274,3.982896063,1.4,accepted,C/S
C001,2018-05-15,P-V01,P-V01-W006,-2.087815741,-0.1366377619,2.092282115,1.4,accepted,C/S
C001,2018-05-15,P-V01,P-V01-W007,-1.017213042,-1.393906256,1.725600482,1.4,accepted,C/S
C001,2018-05-15,P-V01,P-V01-REF-B,-0.4825740143,-1.954459782,2.01315442,0.9,accepted,C/S
C001,2018-05-15,P-V02,P-V02-REF-A,-0.7907663639,-0.1296687042,0.8013272834,0.9,accepted,C/S
C001,2018-05-15,P-V02,P-V02-W001,-0.9376123671,-3.37262197,3.500527946,1.4,accepted,C/S
C001,2018-05-15,P-V02,P-V02-W002,-0.4842896305,-1.250140216,1.340666628,1.4,accepted,C/S
C001,2018-05-15,P-V02,P-V02-W003,0.5666411307,-1.607269667,1.704229431,1.4,accepted,C/S
C001,2018-05-15,P-V02,P-V02-W004,-0.2915767072,-2.509377126,2.526260187,1.4,accepted,C/S
C001,2018-05-15,P-V02,P-V02-W005,-3.695251191,1.582510471,4.019853325,1.4,accepted,C/S
C001,2018-05-15,P-V02,P-V02-W006,-0.07371812171,-0.3968449382,0.4036338272,1.4,accepted,C/S
C001,2018-05-15,P-V02,P-V02-W007,0.7214292091,-2.468465951,2.571727874,1.4,accepted,C/S
C001,2018-05-15,P-V02,P-V02-REF-B,1.498606794,-1.216582968,1.930258129,0.9,accepted,C/S
C001,2018-05-15,P-V03,P-V03-REF-A,0.582002107,0.0340685001,0.5829983835,0.9,accepted,C/S
C001,2018-05-15,P-V03,P-V03-W001,-1.372006998,1.135150313,1.780721605,1.4,accepted,C/S
C001,2018-05-15,P-V03,P-V03-W002,0.1283534439,-0.202224066,0.2395186411,1.4,accepted,C/S
C001,2018-05-15,P-V03,P-V03-W003,1.272455102,-2.692552225,2.978083187,1.4,accepted,C/S
C001,2018-05-15,P-V03,P-V03-W004,-0.4599597123,-4.736735107,4.759014857,1.4,accepted,C/S
C001,2018-05-15,P-V03,P-V03-W005,-0.8903444832,-0.4246865574,0.9864441042,1.4,accepted,C/S
C001,2018-05-15,P-V03,P-V03-W006,0.1392249142,-0.8285848598,0.840200242,1.4,accepted,C/S
C001,2018-05-15,P-V03,P-V03-W007,1.204023287,-2.611258882,2.875473009,1.4,accepted,C/S
C001,2018-05-15,P-V03,P-V03-REF-B,-0.2122165279,-0.7557225326,0.7849537573,0.9,accepted,C/S
C001,2018-05-15,P-V04,P-V04-REF-A,1.322188818,-1.016335882,1.667669601,0.9,accepted,C/S
C001,2018-05-15,P-V04,P-V04-W001,1.50222268,-2.716631789,3.104313331,1.4,accepted,C/S
C001,2018-05-15,P-V04,P-V04-W002,1.692126931,-1.745853377,2.431316015,1.4,accepted,C/S
C001,2018-05-15,P-V04,P-V04-W003,0.3333609784,-0.3967459779,0.5182054736,1.4,accepted,C/S
C001,2018-05-15,P-V04,P-V04-W004,1.392828588,-2.014859034,2.449413889,1.4,accepted,C/S
C001,2018-05-15,P-V04,P-V04-W005,-0.4990077214,-0.5868608059,0.7703338961,1.4,accepted,C/S
C001,2018-05-15,P-V04,P-V04-W006,-0.05060328112,-1.671835766,1.672601423,1.4,accepted,C/S
C001,2018-05-15,P-V04,P-V04-W007,2.794584198,-1.66284942,3.251886995,1.4,accepted,C/S
C001,2018-05-15,P-V04,P-V04-REF-B,1.334081702,-1.186852191,1.785606931,0.9,accepted,C/S
C001,2018-05-15,P-V05,P-V05-REF-A,-1.193062228,-0.7192243938,1.393083346,0.9,accepted,C/S
C001,2018-05-15,P-V05,P-V05-W002,-2.39829332,-1.483789987,2.820185025,1.4,accepted,C/S
C001,2018-05-15,P-V05,P-V05-W003,-0.5452829901,-3.467415299,3.510028831,1.4,accepted,C/S
C001,2018-05-15,P-V05,P-V05-W004,1.250227957,-3.379340749,3.603194949,1.4,accepted,C/S
C001,2018-05-15,P-V05,P-V05-W006,-4.656900437,-7.315049137,8.671601095,1.4,accepted,C/S
C001,2018-05-15,P-V05,P-V05-W007,-3.267914413,-7.044002865,7.76512981,1.4,accepted,C/S
C001,2018-05-15,P-V05,P-V05-REF-B,-0.9684433389,-3.022168145,3.173544201,0.9,accepted,C/S
C001,2018-05-15,P-V06,P-V06-REF-A,-0.1987259093,-2.250124518,2.258882984,0.9,accepted,C/S
C001,2018-05-15,P-V06,P-V06-W001,0.268388274,-1.661702328,1.683237028,1.4,accepted,C/S
C001,2018-05-15,P-V06,P-V06-W003,1.265127521,-2.194171146,2.53277213,1.4,accepted,C/S
C001,2018-05-15,P-V06,P-V06-W004,-1.817755223,-0.2119358833,1.830068542,1.4,accepted,C/S
C001,2018-05-15,P-V06,P-V06-W005,-3.311720357,-2.536955159,4.171766196,1.4,accepted,C/S
C001,2018-05-15,P-V06,P-V06-W006,-0.4739821416,-0.5862798207,0.753911864,1.4,accepted,C/S
C001,2018-05-15,P-V06,P-V06-W007,-1.043018678,-4.498170696,4.617513137,1.4,accepted,C/S
C001,2018-05-15,P-V06,P-V06-REF-B,0.7771837336,-2.385001455,2.508435069,0.9,accepted,C/S
C002,2018-07-10,P-H03,P-H03-REF-A,0.3951767467,-1.781433675,1.824738502,0.9,accepted,C/S
C002,2018-07-10,P-H03,P-H03-W001,1.592379343,1.913794185,2.489634543,1.4,accepted,C/S
C002,2018-07-10,P-H03,P-H03-W002,3.794656604,3.495828962,5.159480485,1.4,accepted,C/S
C002,2018-07-10,P-H03,P-H03-W003,-0.3275612435,1.839199598,1.868141197,1.4,accepted,C/S
C002,2018-07-10,P-H03,P-H03-W004,4.769885847,5.376636065,7.187490965,1.4,accepted,C/S
C002,2018-07-10,P-H03,P-H03-W005,-4.889065563,-7.381095842,8.853447798,1.4,accepted,C/S
C002,2018-07-10,P-H03,P-H03-W006,-4.707452656,-4.155374903,6.279112285,1.4,accepted,C/S
C002,2018-07-10,P-H03,P-H03-W007,-8.515310241,-12.8178156,15.38853162,1.4,accepted,C/S
C002,2018-07-10,P-H03,P-H03-REF-B,1.489059861,-1.872452631,2.392358277,0.9,accepted,C/S
C002,2018-07-10,P-V01,P-V01-REF-A,0.5530627168,-2.094406256,2.166198498,0.9,accepted,C/S
C002,2018-07-10,P-V01,P-V01-W001,0.4476457907,-0.6935410638,0.8254610597,1.4,accepted,C/S
C002,2018-07-10,P-V01,P-V01-W002,-0.7640128642,-0.3555995427,0.8427138847,1.4,accepted,C/S
C002,2018-07-10,P-V01,P-V01-W003,-4.06791575,-1.597754941,4.370441557,1.4,accepted,C/S
C002,2018-07-10,P-V01,P-V01-W004,0.1283986021,-2.3910413,2.394486312,1.4,accepted,C/S
C002,2018-07-10,P-V01,P-V01-W005,-2.406026957,-4.202157965,4.842220284,1.4,accepted,C/S
C002,2018-07-10,P-V01,P-V01-W006,-0.1891558677,-1.414115097,1.426710009,1.4,accepted,C/S
C002,2018-07-10,P-V01,P-V01-W007,-4.138990415,-0.1491579751,4.141677167,1.4,accepted,C/S
C002,2018-07-10,P-V01,P-V01-REF-B,-1.305860867,0.02425136336,1.306086036,0.9,accepted,C/S
C003,2018-10-16,P-D01,P-D01-W001,1.459783034,2.283124893,2.709912505,1.4,accepted,C/S
C003,2018-10-16,P-D01,P-D01-W002,2.530235601,2.38276639,3.475581658,1.4,accepted,C/S
C003,2018-10-16,P-D01,P-D01-W003,7.881127043,8.407344998,11.5236979,1.4,accepted,C/S
C003,2018-10-16,P-D01,P-D01-W004,-8.866209868,-7.867768494,11.85375293,1.4,accepted,C/S
C003,2018-10-16,P-D01,P-D01-W005,-2.017342758,-3.919876566,4.408526296,1.4,accepted,C/S
C003,2018-10-16,P-D01,P-D01-W006,-4.17950697,-3.718336367,5.594131197,1.4,accepted,C/S
C003,2018-10-16,P-D01,P-D01-W007,-2.64770554,-2.161821598,3.418159921,1.4,accepted,C/S
C003,2018-10-16,P-D01,P-D01-REF-B,-0.5276906268,-0.09786753071,0.5366893432,0.9,accepted,C/S
C003,2018-10-16,P-H01,P-H01-REF-A,0.06717509314,-0.7548664726,0.7578495131,0.9,accepted,C/S
C003,2018-10-16,P-H01,P-H01-W001,0.6102616317,0.9948354054,1.167097572,1.4,accepted,C/S
C003,2018-10-16,P-H01,P-H01-W002,-2.760315732,2.221889772,3.543463997,1.4,accepted,C/S
C003,2018-10-16,P-H01,P-H01-W003,7.707369587,8.085144895,11.17018862,1.4,accepted,C/S
C003,2018-10-16,P-H01,P-H01-W004,2.258214281,0.9918481301,2.466433549,1.4,accepted,C/S
C003,2018-10-16,P-H01,P-H01-W005,-6.336815968,-5.747910203,8.555332157,1.4,accepted,C/S
C003,2018-10-16,P-H01,P-H01-W006,-2.209089016,-4.97095754,5.439714436,1.4,accepted,C/S
C003,2018-10-16,P-H01,P-H01-REF-B,0.05314366354,-0.06134674913,0.0811644787,0.9,accepted,C/S
C003,2018-10-16,P-H02,P-H02-REF-A,0.9673652203,0.2893658457,1.009716823,0.9,accepted,C/S
C003,2018-10-16,P-H02,P-H02-W001,4.307211359,1.638253714,4.608247489,1.4,accepted,C/S
C003,2018-10-16,P-H02,P-H02-W002,8.05937923,4.600143664,9.279812245,1.4,accepted,C/S
C003,2018-10-16,P-H02,P-H02-W003,3.689483248,2.665221575,4.551449514,1.4,accepted,C/S
C003,2018-10-16,P-H02,P-H02-W004,-2.435212318,-1.173615688,2.703263365,1.4,accepted,C/S
C003,2018-10-16,P-H02,P-H02-W005,-0.9815807862,-1.054113105,1.440366369,1.4,accepted,C/S
C003,2018-10-16,P-H02,P-H02-W007,-4.137487736,-5.137429573,6.596361678,1.4,accepted,C/S
C003,2018-10-16,P-H02,P-H02-REF-B,-1.295828206,1.28269945,1.823318024,0.9,accepted,C/S
C003,2018-10-16,P-H03,P-H03-REF-A,-0.9367256862,-2.210952574,2.401201011,0.9,accepted,C/S
C003,2018-10-16,P-H03,P-H03-W001,2.985584331,3.499200931,4.599795752,1.4,accepted,C/S
C003,2018-10-16,P-H03,P-H03-W002,2.17276382,6.20577416,6.575145286,1.4,accepted,C/S
C003,2018-10-16,P-H03,P-H03-W003,4.246232111,4.758785966,6.377815536,1.4,accepted,C/S
C003,2018-10-16,P-H03,P-H03-W004,11.58025463,9.183668917,14.77978593,1.4,accepted,C/S
C003,2018-10-16,P-H03,P-H03-W005,-3.280399545,-4.533096806,5.595532846,1.4,accepted,C/S
C003,2018-10-16,P-H03,P-H03-W006,-3.054541688,-6.190142863,6.902759854,1.4,accepted,C/S
C003,2018-10-16,P-H03,P-H03-W007,-9.492445115,-12.16891022,15.43336937,1.4,accepted,C/S
C003,2018-10-16,P-H03,P-H03-REF-B,1.79000786,1.149223775,2.127167935,0.9,accepted,C/S
C003,2018-10-16,P-H04,P-H04-REF-A,0.7608546293,-1.973349987,2.114949157,0.9,accepted,C/S
C003,2018-10-16,P-H04,P-H04-W001,-0.4926921974,1.847911939,1.91246546,1.4,accepted,C/S
C003,2018-10-16,P-H04,P-H04-W002,5.696797081,6.752378336,8.834484149,1.4,accepted,C/S
C003,2018-10-16,P-H04,P-H04-W003,13.8669233,10.10728587,17.15951018,1.4,accepted,C/S
C003,2018-10-16,P-H04,P-H04-W004,-0.7543206848,0.8339638662,1.124497855,1.4,accepted,C/S
C003,2018-10-16,P-H04,P-H04-W005,0.9614940354,-2.529640689,2.706206348,1.4,accepted,C/S
C003,2018-10-16,P-H04,P-H04-W006,-4.281298166,-2.336448721,4.877346268,1.4,accepted,C/S
C003,2018-10-16,P-H04,P-H04-W007,1.037628532,-2.103893414,2.34585602,1.4,accepted,C/S
C003,2018-10-16,P-H04,P-H04-REF-B,0.6708235633,-1.162987413,1.342588536,0.9,accepted,C/S
C003,2018-10-16,P-H05,P-H05-REF-A,1.461710322,-0.9574382784,1.747365195,0.9,accepted,C/S
C003,2018-10-16,P-H05,P-H05-W001,26.5036242,22.24560467,34.60215344,1.4,accepted,C/S
C003,2018-10-16,P-H05,P-H05-W002,20.77866238,20.40204163,29.12037282,1.4,accepted,C/S
C003,2018-10-16,P-H05,P-H05-W003,24.20497565,21.74936097,32.54098261,1.4,accepted,C/S
C003,2018-10-16,P-H05,P-H05-W004,-31.79945817,-30.1673354,43.83233584,1.4,accepted,C/S
C003,2018-10-16,P-H05,P-H05-W005,-26.17781072,-23.71578731,35.32302849,1.4,accepted,C/S
C003,2018-10-16,P-H05,P-H05-W006,-27.23682478,-24.19138049,36.42893786,1.4,accepted,C/S
C003,2018-10-16,P-H05,P-H05-W007,-14.03609509,-14.90394514,20.47289784,1.4,accepted,C/S
C003,2018-10-16,P-H05,P-H05-REF-B,-0.2742798679,-0.06738975208,0.2824372932,0.9,accepted,C/S
C003,2018-10-16,P-H06,P-H06-REF-A,1.129479053,1.400234847,1.798994318,0.9,accepted,C/S
C003,2018-10-16,P-H06,P-H06-W001,6.577049538,5.99859377,8.901724993,1.4,accepted,C/S
C003,2018-10-16,P-H06,P-H06-W003,5.627088241,7.525053559,9.396305292,1.4,accepted,C/S
C003,2018-10-16,P-H06,P-H06-W004,-6.538319882,-5.423623923,8.495017559,1.4,accepted,C/S
C003,2018-10-16,P-H06,P-H06-W005,-4.818808982,-2.007246563,5.220149306,1.4,accepted,C/S
C003,2018-10-16,P-H06,P-H06-W006,-9.389462968,-5.906291794,11.09262357,1.4,accepted,C/S
C003,2018-10-16,P-H06,P-H06-W007,-0.9473708778,-1.604229343,1.863079001,1.4,accepted,C/S
C003,2018-10-16,P-H06,P-H06-REF-B,0.7764768598,1.419617511,1.618094617,0.9,accepted,C/S
C003,2018-10-16,P-H07,P-H07-REF-A,0.2017789157,-0.1718563653,0.2650459226,0.9,accepted,C/S
C003,2018-10-16,P-H07,P-H07-W001,2.319529583,2.321462387,3.281677178,1.4,accepted,C/S
C003,2018-10-16,P-H07,P-H07-W002,0.08275545042,2.371735063,2.373178391,1.4,accepted,C/S
C003,2018-10-16,P-H07,P-H07-W003,-5.771102075,-6.294196406,8.53946881,1.4,accepted,C/S
C003,2018-10-16,P-H07,P-H07-W004,-2.599234551,-4.944803761,5.586331935,1.4,accepted,C/S
C003,2018-10-16,P-H07,P-H07-W005,-2.352870775,0.03478817962,2.35312794,1.4,accepted,C/S
C003,2018-10-16,P-H07,P-H07-W006,-1.995378581,-3.83059623,4.319143799,1.4,accepted,C/S
C003,2018-10-16,P-H07,P-H07-W007,-0.08361926666,1.706990675,1.70903755,1.4,accepted,C/S
C003,2018-10-16,P-H07,P-H07-REF-B,0.02306995157,-0.6676671765,0.6680656264,0.9,accepted,C/S
C003,2018-10-16,P-V01,P-V01-REF-A,0.3800959275,0.327841095,0.5019488995,0.9,accepted,C/S
C003,2018-10-16,P-V01,P-V01-W001,-1.210537681,-1.161556909,1.677681713,1.4,accepted,C/S
C003,2018-10-16,P-V01,P-V01-W003,-0.6263683135,-2.623962915,2.697687648,1.4,accepted,C/S
C003,2018-10-16,P-V01,P-V01-W004,0.01924592289,-1.603644218,1.603759702,1.4,accepted,C/S
C003,2018-10-16,P-V01,P-V01-W005,-3.096912373,-2.609515475,4.049745333,1.4,accepted,C/S
C003,2018-10-16,P-V01,P-V01-W006,-1.219423055,0.05292149581,1.220570879,1.4,accepted,C/S
C003,2018-10-16,P-V01,P-V01-W007,0.02890808901,-2.428172695,2.428344768,1.4,accepted,C/S
C003,2018-10-16,P-V01,P-V01-REF-B,0.4806204452,-0.6387047106,0.7993370501,0.9,accepted,C/S
C003,2018-10-16,P-V02,P-V02-REF-A,0.7623045567,0.8104350345,1.112615469,0.9,accepted,C/S
C003,2018-10-16,P-V02,P-V02-W001,-0.2025588474,-1.400668574,1.415239394,1.4,accepted,C/S
C003,2018-10-16,P-V02,P-V02-W002,-2.076058718,-1.058488982,2.330325884,1.4,accepted,C/S
C003,2018-10-16,P-V02,P-V02-W003,-1.250694349,1.040461691,1.626897934,1.4,accepted,C/S
C003,2018-10-16,P-V02,P-V02-W004,-0.7087235172,-0.1557285359,0.7256310362,1.4,accepted,C/S
C003,2018-10-16,P-V02,P-V02-W005,1.385006319,-0.7043339792,1.553811075,1.4,accepted,C/S
C003,2018-10-16,P-V02,P-V02-W006,-0.4839184548,-2.995837945,3.03467001,1.4,accepted,C/S
C003,2018-10-16,P-V02,P-V02-W007,0.6638070954,-0.2078718608,0.695593682,1.4,accepted,C/S
C003,2018-10-16,P-V02,P-V02-REF-B,0.3851797192,-0.9098364244,0.9880109995,0.9,accepted,C/S
C003,2018-10-16,P-V03,P-V03-REF-A,0.8729624969,0.7921588476,1.178804123,0.9,accepted,C/S
C003,2018-10-16,P-V03,P-V03-W001,0.2295424856,-1.802658342,1.817214036,1.4,accepted,C/S
C003,2018-10-16,P-V03,P-V03-W002,-0.1915803878,0.3839405035,0.4290843218,1.4,accepted,C/S
C003,2018-10-16,P-V03,P-V03-W003,0.2506488236,-2.469853272,2.482539027,1.4,accepted,C/S
C003,2018-10-16,P-V03,P-V03-W004,0.7778278341,-4.764260673,4.827338387,1.4,accepted,C/S
C003,2018-10-16,P-V03,P-V03-W005,-2.206026074,-1.025280617,2.432642881,1.4,accepted,C/S
C003,2018-10-16,P-V03,P-V03-W006,-0.04684432133,-0.3984404757,0.4011847493,1.4,accepted,C/S
C003,2018-10-16,P-V03,P-V03-W007,2.322710414,0.09886398766,2.324813488,1.4,accepted,C/S
C003,2018-10-16,P-V03,P-V03-REF-B,-0.24889427,-0.1402483176,0.2856885511,0.9,accepted,C/S
C003,2018-10-16,P-V04,P-V04-REF-A,-0.2857063628,-1.784538814,1.807265034,0.9,accepted,C/S
C003,2018-10-16,P-V04,P-V04-W001,-0.3786378438,-0.09426587349,0.3901956838,1.4,accepted,C/S
C003,2018-10-16,P-V04,P-V04-W002,0.0243704344,-1.059868475,1.060148623,1.4,accepted,C/S
C003,2018-10-16,P-V04,P-V04-W003,1.489447037,-2.076579229,2.555510471,1.4,accepted,C/S
C003,2018-10-16,P-V04,P-V04-W004,-1.205042699,0.4036639803,1.270855034,1.4,accepted,C/S
C003,2018-10-16,P-V04,P-V04-W005,-0.4353428703,1.578751864,1.637675445,1.4,accepted,C/S
C003,2018-10-16,P-V04,P-V04-W006,-0.3404432646,0.02402435348,0.3412898855,1.4,accepted,C/S
C003,2018-10-16,P-V04,P-V04-W007,-0.7824815548,0.3038885916,0.8394198352,1.4,accepted,C/S
C003,2018-10-16,P-V04,P-V04-REF-B,-0.4100371225,-0.5892427143,0.7178700566,0.9,accepted,C/S
C003,2018-10-16,P-V05,P-V05-REF-A,1.589242827,0.2420511664,1.60757007,0.9,accepted,C/S
C003,2018-10-16,P-V05,P-V05-W001,2.986065017,0.6957895966,3.066057314,1.4,accepted,C/S
C003,2018-10-16,P-V05,P-V05-W002,-0.4898707884,-3.063675387,3.102592508,1.4,accepted,C/S
C003,2018-10-16,P-V05,P-V05-W004,-1.801601513,-1.563030259,2.385127167,1.4,accepted,C/S
C003,2018-10-16,P-V05,P-V05-W005,-3.322557503,-2.018186911,3.887475629,1.4,accepted,C/S
C003,2018-10-16,P-V05,P-V05-W006,-1.81122882,-2.724404963,3.271533622,1.4,accepted,C/S
C003,2018-10-16,P-V05,P-V05-W007,-2.198057613,-4.518073838,5.024385383,1.4,accepted,C/S
