campaign_id,date,point_id,n_sessions,n_fixed,mean_pdop,max_pdop,adjusted_height_m,observed_settlement_mm,standard_uncertainty_mm,common_mode_correction_mm,common_mode_standard_uncertainty_mm,qc_status,qc_reason,provenance
C001,2018-05-15,P-H07-W002,2,2,1.86151593,2.06472722,202.0686499,91.26528128,3.546974808,2.398103259,0.9464973634,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C001,2018-05-15,P-V01-REF-A,2,1,2.124448509,2.681760252,159.9038531,-0.2502643716,4.979419412,2.398103259,0.9464973634,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C001,2018-05-15,P-V01-W002,2,2,2.183464446,2.539908521,160.7779742,34.53195018,3.651402363,2.398103259,0.9464973634,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C001,2018-05-15,P-V01-W004,2,2,2.078466673,2.777357282,161.1081547,57.62290768,3.968364588,2.398103259,0.9464973634,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C001,2018-05-15,P-V01-W007,2,2,1.56811193,1.743495471,161.6213501,191.2936863,3.958858216,2.398103259,0.9464973634,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C001,2018-05-15,P-V02-REF-A,2,1,2.949844993,2.951524245,171.845979,3.716484073,5.664867093,2.398103259,0.9464973634,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C001,2018-05-15,P-V02-W004,2,2,1.723561048,2.109333007,172.9387409,16.06487023,3.974243081,2.398103259,0.9464973634,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C001,2018-05-15,P-V02-W002,2,2,2.043689978,2.213318014,172.6150915,75.22221017,4.242709307,2.398103259,0.9464973634,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C001,2018-05-15,P-V02-W001,2,1,1.909033062,2.616659032,172.4453066,104.3888864,4.16434125,2.398103259,0.9464973634,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C001,2018-05-15,P-V03-REF-A,2,1,2.493678591,2.549812092,180.7866929,-2.927775046,5.004593325,2.398103259,0.9464973634,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C001,2018-05-15,P-V03-W006,2,2,2.791850085,3.283617929,181.761178,299.6502902,4.451570559,2.398103259,0.9464973634,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C001,2018-05-15,P-V03-W001,2,2,1.491621101,1.783031446,181.1164509,367.3142083,3.559785751,2.398103259,0.9464973634,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C001,2018-05-15,P-V03-W003,2,2,2.052420351,2.854769287,180.5058776,1221.720468,3.626110748,2.398103259,0.9464973634,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C001,2018-05-15,P-V04-REF-A,2,1,2.335463729,2.530654497,194.4727198,-1.080436583,4.815097542,2.398103259,0.9464973634,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C001,2018-05-15,P-V04-W002,2,2,2.048751933,2.830230194,195.0627915,192.036541,3.517746966,2.398103259,0.9464973634,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C001,2018-05-15,P-V04-W006,2,1,2.339615313,2.872294101,195.4976192,230.1310554,5.426413209,2.398103259,0.9464973634,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C001,2018-05-15,P-V04-W005,2,2,1.615929629,2.004249733,195.3050967,329.1023636,3.841967477,2.398103259,0.9464973634,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C001,2018-05-15,P-V05-REF-A,2,2,2.496529466,3.373272403,195.6671638,0.9666566126,4.149278492,2.398103259,0.9464973634,warning,fixed_solution_pdop_and_calibrated_common_mode,C/S
C001,2018-05-15,P-V05-W004,2,2,3.057638998,3.261033951,195.4784029,1248.705835,5.378948619,2.398103259,0.9464973634,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C001,2018-05-15,P-V05-W005,2,2,2.996949703,3.314955975,195.5386449,1333.218749,4.973863495,2.398103259,0.9464973634,warning,fixed_solution_pdop_and_calibrated_common_mode,C/S
C001,2018-05-15,P-V05-W002,2,2,2.585902563,3.216963464,195.2494715,1312.170453,4.733892769,2.398103259,0.9464973634,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C001,2018-05-15,P-V06-REF-A,2,2,2.691901655,2.782319887,199.815911,-2.916426974,4.638196903,2.398103259,0.9464973634,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C001,2018-05-15,P-V06-W006,2,2,1.876254016,2.005103625,201.3846668,40.2231898,3.758137242,2.398103259,0.9464973634,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C001,2018-05-15,P-V06-W003,2,2,2.796876387,3.27909905,200.7450048,48.32096936,4.582039338,2.398103259,0.9464973634,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C001,2018-05-15,P-V06-W002,2,2,1.813527533,2.266029293,200.601851,106.6506561,3.884575028,2.398103259,0.9464973634,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C002,2018-07-10,P-H03-REF-A,2,2,1.982817469,2.073386707,196.2941635,0,5.403007419,-0.8142484711,3.056402548,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C002,2018-07-10,P-H03-W003,2,2,2.352897261,2.654343447,196.6676185,176.882379,5.645656441,-0.8142484711,3.056402548,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C002,2018-07-10,P-H03-W005,2,2,2.25728054,2.748821834,196.9177878,207.3375931,5.579936499,-0.8142484711,3.056402548,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C002,2018-07-10,P-H03-W007,2,2,2.185948008,3.14907192,196.8696048,474.3343429,5.089928473,-0.8142484711,3.056402548,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C003,2018-10-16,P-D01-REF-A,2,1,2.297380811,3.382592071,160.4484945,-1.686943866,4.56122627,-2.35919123,0.8957520534,warning,fixed_solution_pdop_and_calibrated_common_mode,C/S
C003,2018-10-16,P-D01-W001,2,2,1.877838427,2.171045602,161.1364769,123.7876316,4.030730857,-2.35919123,0.8957520534,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C003,2018-10-16,P-D01-W006,2,2,2.106247386,2.306646194,162.1548105,205.2653608,3.710819412,-2.35919123,0.8957520534,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C003,2018-10-16,P-D01-W003,2,2,2.310351191,2.42860527,161.1990084,420.9547838,4.370052627,-2.35919123,0.8957520534,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C003,2018-10-16,P-H01-REF-A,2,2,2.771489369,3.185157718,159.92825,-1.389641443,4.407903686,-2.35919123,0.8957520534,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C003,2018-10-16,P-H01-W002,2,2,2.248536756,3.26871692,160.5482525,24.87511741,3.956067081,-2.35919123,0.8957520534,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C003,2018-10-16,P-H01-W007,2,2,2.479324786,3.098400768,162.3407451,117.8738368,3.991167532,-2.35919123,0.8957520534,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C003,2018-10-16,P-H01-W003,2,2,2.823539815,3.151393955,160.6374206,259.7104504,4.607232969,-2.35919123,0.8957520534,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C003,2018-10-16,P-H02-REF-A,2,2,2.661733111,2.959518017,162.7365395,-5.264606693,4.301443121,-2.35919123,0.8957520534,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C003,2018-10-16,P-H02-W004,2,2,2.551240183,3.295508968,164.0891236,87.40359741,4.231422266,-2.35919123,0.8957520534,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C003,2018-10-16,P-H02-W006,2,2,2.379664813,3.241331752,164.5458721,209.4759557,4.130408172,-2.35919123,0.8957520534,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C003,2018-10-16,P-H02-W001,2,2,2.245749894,2.607432912,163.3433206,141.0171786,4.434060764,-2.35919123,0.8957520534,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C003,2018-10-16,P-H03-REF-A,2,2,2.869214253,3.030473445,196.2887963,5.367219402,4.556820518,-2.35919123,0.8957520534,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C003,2018-10-16,P-H03-W003,2,2,1.699373161,2.035965548,196.6535627,190.9382293,3.44632037,-2.35919123,0.8957520534,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C003,2018-10-16,P-H03-W005,2,2,2.240035323,2.377884316,196.8987959,226.3295087,4.470164606,-2.35919123,0.8957520534,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C003,2018-10-16,P-H03-W007,2,2,2.152916848,2.60984812,196.861621,482.3181233,4.274399256,-2.35919123,0.8957520534,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C003,2018-10-16,P-H04-REF-A,2,2,1.948322699,2.285454299,174.0188698,-2.110338648,3.597791674,-2.35919123,0.8957520534,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C003,2018-10-16,P-H04-W005,2,2,2.808673128,3.214027811,178.8446227,60.48679199,4.533844728,-2.35919123,0.8957520534,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C003,2018-10-16,P-H04-W006,2,2,2.9353625,2.94287476,179.5605229,99.32407691,4.482882179,-2.35919123,0.8957520534,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C003,2018-10-16,P-H04-W002,2,2,2.023061052,2.035874129,176.3480194,382.0977472,3.91113152,-2.35919123,0.8957520534,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C003,2018-10-16,P-H05-REF-A,2,2,2.298859965,2.45283112,196.1672719,-1.333817461,4.317739859,-2.35919123,0.8957520534,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C003,2018-10-16,P-H05-W005,2,2,2.785845111,2.914515725,197.4373845,1162.610978,4.549046307,-2.35919123,0.8957520534,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C003,2018-10-16,P-H05-W001,2,2,3.061737878,3.185745993,196.1155552,1209.204364,4.809577223,-2.35919123,0.8957520534,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C003,2018-10-16,P-H05-W003,2,2,2.591106648,2.977922183,196.7598239,1220.873497,4.276777543,-2.35919123,0.8957520534,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C003,2018-10-16,P-H06-REF-A,2,2,2.108846034,2.281026823,186.0149181,-0.3734852919,4.078204181,-2.35919123,0.8957520534,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C003,2018-10-16,P-H06-W005,2,2,3.161032923,3.310457244,191.5177494,145.463261,4.701555083,-2.35919123,0.8957520534,warning,fixed_solution_pdop_and_calibrated_common_mode,C/S
C003,2018-10-16,P-H06-W001,2,1,2.523828548,3.160651298,188.1480586,319.558384,4.72603858,-2.35919123,0.8957520534,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C003,2018-10-16,P-H06-W003,2,2,2.121665633,2.355449162,189.9735584,318.5086953,3.656120317,-2.35919123,0.8957520534,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C003,2018-10-16,P-H07-REF-A,2,1,2.434661805,2.650210483,201.0992923,-1.325114742,4.922016213,-2.35919123,0.8957520534,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C003,2018-10-16,P-H07-W007,2,1,1.969239865,2.22308302,202.8529577,9.687245076,4.714882733,-2.35919123,0.8957520534,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C003,2018-10-16,P-H07-W001,2,1,2.471409896,3.02894435,201.9097375,89.81592132,4.75086599,-2.35919123,0.8957520534,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C003,2018-10-16,P-H07-W002,2,2,2.359624065,2.773161275,202.0388904,121.0247968,4.496897112,-2.35919123,0.8957520534,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C003,2018-10-16,P-V01-REF-A,2,2,2.4780508,3.243867507,159.9056504,-2.047603851,3.935679353,-2.35919123,0.8957520534,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C003,2018-10-16,P-V01-W002,2,2,3.312036618,3.332785615,160.7620746,50.43155442,5.337719689,-2.35919123,0.8957520534,warning,fixed_solution_pdop_and_calibrated_common_mode,C/S
C003,2018-10-16,P-V01-W004,2,2,2.673567196,2.725988769,161.0769234,88.85419585,4.739333204,-2.35919123,0.8957520534,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C003,2018-10-16,P-V01-W007,2,2,1.946871489,2.33007572,161.5869517,225.6921146,3.442408546,-2.35919123,0.8957520534,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C003,2018-10-16,P-V02-REF-A,2,2,2.146532676,2.263605364,171.8449502,4.745364824,4.230464001,-2.35919123,0.8957520534,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C003,2018-10-16,P-V02-W004,2,2,2.416171687,3.144334221,172.943061,11.74476925,3.938248856,-2.35919123,0.8957520534,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C003,2018-10-16,P-V02-W002,2,2,2.079408909,2.860251879,172.5840477,106.2659255,3.414185297,-2.35919123,0.8957520534,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C003,2018-10-16,P-V02-W001,2,2,1.734791401,1.766801619,172.4041019,145.5936646,3.676621587,-2.35919123,0.8957520534,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C003,2018-10-16,P-V03-REF-A,2,2,2.119989981,2.393508075,180.7839884,-0.2232809293,4.254334987,-2.35919123,0.8957520534,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C003,2018-10-16,P-V03-W006,2,1,2.559086391,2.90246835,181.7542053,306.6229389,5.407239125,-2.35919123,0.8957520534,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C003,2018-10-16,P-V03-W001,2,2,2.224754474,2.303379552,181.1022716,381.4935214,3.709512917,-2.35919123,0.8957520534,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C003,2018-10-16,P-V03-W003,2,0,2.997900991,3.332471883,180.483952,1243.646057,8.381938074,-2.35919123,0.8957520534,warning,fixed_solution_pdop_and_calibrated_common_mode,C/S
C003,2018-10-16,P-V04-REF-A,2,1,2.501797936,2.55831482,194.4624546,9.184766807,5.21249965,-2.35919123,0.8957520534,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C003,2018-10-16,P-V04-W002,2,2,2.898652015,3.374255969,195.065029,189.7990568,4.471452689,-2.35919123,0.8957520534,warning,fixed_solution_pdop_and_calibrated_common_mode,C/S
C003,2018-10-16,P-V04-W006,2,2,2.197911793,2.847639527,195.4987231,229.0272251,3.84272028,-2.35919123,0.8957520534,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C003,2018-10-16,P-V04-W005,2,2,2.895781019,3.31746022,195.3081343,326.0648093,4.733767339,-2.35919123,0.8957520534,warning,fixed_solution_pdop_and_calibrated_common_mode,C/S
C003,2018-10-16,P-V05-REF-A,2,1,2.69918226,3.330054814,195.6683275,-0.1970286223,5.147136495,-2.35919123,0.8957520534,warning,fixed_solution_pdop_and_calibrated_common_mode,C/S
C003,2018-10-16,P-V05-W004,2,2,1.3847099,1.436471539,195.4575017,1269.606987,3.127887858,-2.35919123,0.8957520534,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C003,2018-10-16,P-V05-W005,2,2,2.627024216,2.695416182,195.5303545,1341.509138,4.652800275,-2.35919123,0.8957520534,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C003,2018-10-16,P-V05-W002,2,2,2.740051063,3.139572221,195.2289699,1332.672058,4.139715259,-2.35919123,0.8957520534,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C003,2018-10-16,P-V06-REF-A,2,1,2.386470611,3.388994951,199.8120791,0.9154470582,4.146491735,-2.35919123,0.8957520534,warning,fixed_solution_pdop_and_calibrated_common_mode,C/S
C003,2018-10-16,P-V06-W006,2,1,2.493391853,2.73813455,201.3661934,58.69659119,5.747210676,-2.35919123,0.8957520534,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C003,2018-10-16,P-V06-W003,2,1,2.531051111,3.027049002,200.7393399,53.98589533,5.442857498,-2.35919123,0.8957520534,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C003,2018-10-16,P-V06-W002,2,2,2.364172278,2.660167481,200.5907755,117.7261863,4.299875665,-2.35919123,0.8957520534,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C005,2019-05-14,P-D01-REF-A,2,2,2.660598753,3.315724843,160.4466514,0.1561813328,4.399340713,1.810235918,0.8541383934,warning,fixed_solution_pdop_and_calibrated_common_mode,C/S
C005,2019-05-14,P-D01-W001,2,2,3.061017442,3.267912777,161.1391442,121.1204017,4.892825503,1.810235918,0.8541383934,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C005,2019-05-14,P-D01-W006,2,2,2.148695086,2.755613309,162.1295328,230.5430607,4.325551944,1.810235918,0.8541383934,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C005,2019-05-14,P-D01-W003,2,2,3.204043524,3.396910558,161.1987364,421.2268526,5.080133829,1.810235918,0.8541383934,warning,fixed_solution_pdop_and_calibrated_common_mode,C/S
C005,2019-05-14,P-H01-REF-A,2,2,1.585642917,1.869557225,159.9259036,0.9567819543,3.14476254,1.810235918,0.8541383934,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C005,2019-05-14,P-H01-W002,2,1,2.384109966,2.495270757,160.5533055,19.82208052,5.671504326,1.810235918,0.8541383934,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C005,2019-05-14,P-H01-W007,2,2,2.857377428,2.939197397,162.3223752,136.243717,4.364750706,1.810235918,0.8541383934,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C005,2019-05-14,P-H01-W003,2,2,2.326206609,2.700124078,160.6232045,273.9265539,4.544246284,1.810235918,0.8541383934,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C005,2019-05-14,P-H02-REF-A,2,2,3.024354088,3.055518691,162.7276951,3.579754312,5.109646418,1.810235918,0.8541383934,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C005,2019-05-14,P-H02-W004,2,2,1.677756987,1.793319808,164.0664682,110.0589971,3.621917832,1.810235918,0.8541383934,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C005,2019-05-14,P-H02-W006,2,2,2.871028964,2.925781249,164.5167397,238.6083512,4.796238415,1.810235918,0.8541383934,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C005,2019-05-14,P-H02-W001,2,2,1.677878086,2.11273105,163.2903371,194.0007593,3.56372439,1.810235918,0.8541383934,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C005,2019-05-14,P-H03-REF-A,2,2,2.133254787,2.610613836,196.2939966,0.1668990366,4.198828075,1.810235918,0.8541383934,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C005,2019-05-14,P-H03-W003,2,2,2.37516772,3.291656119,196.6042884,240.2125017,4.013542936,1.810235918,0.8541383934,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C005,2019-05-14,P-H03-W005,2,2,1.809539143,2.276518853,196.8500242,275.1011587,3.272227,1.810235918,0.8541383934,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C005,2019-05-14,P-H03-W007,2,2,2.431415113,3.170936072,196.8488204,495.1187312,3.814368943,1.810235918,0.8541383934,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C005,2019-05-14,P-H04-REF-A,2,2,1.43468557,1.653072008,174.017117,-0.3575225084,3.176424445,1.810235918,0.8541383934,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C005,2019-05-14,P-H04-W005,2,1,3.168393002,3.339644004,178.8344962,70.61320769,6.395079846,1.810235918,0.8541383934,warning,fixed_solution_pdop_and_calibrated_common_mode,C/S
C005,2019-05-14,P-H04-W006,2,1,2.808166507,2.830128379,179.5447676,115.079354,5.653304968,1.810235918,0.8541383934,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C005,2019-05-14,P-H04-W002,2,2,3.097041875,3.338810102,176.3275348,402.5823638,4.635131793,1.810235918,0.8541383934,warning,fixed_solution_pdop_and_calibrated_common_mode,C/S
C005,2019-05-14,P-H05-REF-A,2,2,2.962013305,3.055347587,196.1622302,3.707899854,4.976038672,1.810235918,0.8541383934,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C005,2019-05-14,P-H05-W005,2,2,1.810563707,2.119286088,197.4173526,1182.642879,4.098729604,1.810235918,0.8541383934,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C005,2019-05-14,P-H05-W001,2,2,1.391619881,1.49264198,196.0924277,1232.331941,3.250636761,1.810235918,0.8541383934,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C005,2019-05-14,P-H05-W003,2,1,2.004451421,2.654903833,196.7299441,1250.753302,3.707987641,1.810235918,0.8541383934,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
C005,2019-05-14,P-H06-REF-A,2,2,3.273944444,3.315464249,186.0177367,-3.192153867,4.836966723,1.810235918,0.8541383934,warning,fixed_solution_pdop_and_calibrated_common_mode,C/S
C005,2019-05-14,P-H06-W005,2,2,2.291339176,2.804549749,191.5188675,144.3451687,4.271848752,1.810235918,0.8541383934,accepted,fixed_solution_pdop_and_calibrated_common_mode,C/S
