campaign_id,date,campaign_type,profile_id,n_points_observed,max_settlement_mm,mean_settlement_mm,max_rate_mm_y,max_abs_tilt_mm_m,max_abs_curvature_mm_m2,max_abs_horizontal_strain,provenance
C012,2021-05-18,full,P-H06,9,332.7947368,190.7582963,6.941094664,3.442933448,0.03351934237,0.0001428055486,C/S
C012,2021-05-18,full,P-H07,9,280.1889029,129.0469919,47.40963813,2.69923095,0.04360950714,0.0001026131559,C/S
C012,2021-05-18,full,P-V01,9,866.3875716,252.0049702,47.78947436,5.170676847,0.09036289781,4.362967321e-05,C/S
C012,2021-05-18,full,P-V02,8,304.3058878,130.9041355,49.8453672,4.138083137,0.07083529573,6.515011251e-05,C/S
C012,2021-05-18,full,P-V03,9,1644.635286,549.2178672,36.60124481,14.64146685,0.3410779169,6.94423409e-05,C/S
C012,2021-05-18,full,P-V04,9,333.6002698,199.4261776,39.16115001,2.133191412,0.06206604535,0.0001591731359,C/S
C012,2021-05-18,full,P-V05,9,1713.39472,1124.335342,34.88939317,4.895502556,0.06532819668,6.61446266e-05,C/S
C012,2021-05-18,full,P-V06,8,170.9301723,95.011473,32.89653649,1.739599067,0.03407757302,3.577314766e-05,C/S
C013,2021-07-13,focused,P-H04,9,705.9832774,222.1984013,36.88264017,4.642853355,0.05462937066,0.0001480684225,C/S
C013,2021-07-13,focused,P-V06,8,258.3116275,110.7070144,43.1558834,1.78302238,0.02721793657,4.037797054e-05,C/S
C014,2021-11-02,full,P-D01,9,430.5222889,254.8739913,106.1600464,2.031735379,0.02248520192,0.0001946565351,C/S
C014,2021-11-02,full,P-H01,9,404.8924093,199.1804036,92.57859807,1.435917107,0.01824884825,6.217541112e-05,C/S
C014,2021-11-02,full,P-H02,8,310.0310312,165.9622946,46.21176323,4.332287621,0.06270350849,0.0001366116145,C/S
C014,2021-11-02,full,P-H03,8,659.325382,342.1797088,50.45865386,3.641267505,0.06335966641,0.0002123165484,C/S
C014,2021-11-02,full,P-H04,9,717.1159883,230.1327438,38.06636181,4.671590793,0.05493599446,0.0001363233056,C/S
C014,2021-11-02,full,P-H05,9,1590.422009,991.4060095,40.98132163,4.436583871,0.04122029022,0.0003648791294,C/S
C014,2021-11-02,full,P-H06,9,333.486487,191.5012634,5.267175007,3.451395152,0.03356884583,0.0001262075082,C/S
C014,2021-11-02,full,P-H07,9,292.8048369,134.1195343,34.34648117,2.867326083,0.05012308806,8.886669984e-05,C/S
C014,2021-11-02,full,P-V01,9,882.1154215,263.6262742,42.90673727,5.149878805,0.09052823941,3.439055809e-05,C/S
C014,2021-11-02,full,P-V02,8,315.6689028,139.7137232,44.07420086,4.386384108,0.0739852495,2.692894723e-05,C/S
C014,2021-11-02,full,P-V03,9,1655.167351,559.7195875,41.11248715,14.66907845,0.3370846039,4.905088123e-05,C/S
C014,2021-11-02,full,P-V04,7,331.6611456,183.2841512,36.67592187,1.483343649,0.03701043315,4.378883639e-05,C/S
C014,2021-11-02,full,P-V05,8,1728.702984,1095.750708,35.14872363,4.942410936,0.04320246555,3.464990965e-05,C/S
C014,2021-11-02,full,P-V06,9,271.1431454,119.9351858,41.8456419,1.844128323,0.03421055348,3.290521725e-05,C/S
C015,2022-03-01,focused,P-D01,9,431.8492734,264.9856156,126.5124021,1.689553688,0.02068247345,0.0002555764869,C/S
C015,2022-03-01,focused,P-H04,9,728.8993879,237.302284,36.16711541,4.70866154,0.05548711058,0.0001489148017,C/S
C016,2022-05-17,full,P-D01,8,431.1289079,266.6704997,61.19684164,1.622426848,0.01837384152,0.0002005729433,C/S
C016,2022-05-17,full,P-H01,9,427.1992098,220.0885673,100.9477933,1.696486548,0.02054034782,0.0001029248702,C/S
C016,2022-05-17,full,P-H02,9,427.2508691,205.4310631,67.31846991,4.424406293,0.06440060703,0.0001010925013,C/S
C016,2022-05-17,full,P-H03,9,681.4544037,366.6714758,47.21377091,3.622709426,0.07382642334,0.0001996692756,C/S
C016,2022-05-17,full,P-H04,9,737.4394079,243.1945677,48.01577365,4.740091267,0.05580649375,0.0001441296513,C/S
C016,2022-05-17,full,P-H05,9,1605.152288,1002.223209,36.34698676,4.438106191,0.04131018273,0.0003592520816,C/S
C016,2022-05-17,full,P-H06,9,334.6102211,192.2490581,2.526655277,3.457015938,0.03359758188,0.0001544371136,C/S
C016,2022-05-17,full,P-H07,8,311.4835083,154.9873278,40.7491784,3.030872995,0.05723654177,0.0001255642984,C/S
C016,2022-05-17,full,P-V01,8,898.9536485,257.1186465,37.96912237,5.111063809,0.04698778805,4.904275091e-05,C/S
C016,2022-05-17,full,P-V02,9,331.8927365,168.6127028,44.9998835,4.683330884,0.07826339434,5.062434738e-05,C/S
C016,2022-05-17,full,P-V03,9,1665.328168,570.360376,36.23357289,14.68547953,0.3322835716,5.33248314e-05,C/S
C016,2022-05-17,full,P-V04,9,348.2808833,204.4184785,37.46624359,2.105338888,0.06135808541,0.0002146975286,C/S
C016,2022-05-17,full,P-V05,9,1744.436161,1147.573755,36.52776688,4.984151198,0.0755177038,6.858786848e-05,C/S
C016,2022-05-17,full,P-V06,9,293.4526475,128.7368471,41.57421247,1.974659895,0.03504722397,5.364639822e-05,C/S
C017,2022-07-19,focused,P-D01,7,433.7567605,235.0386653,140.5992726,1.741701724,0.02050827435,8.506702199e-05,C/S
C017,2022-07-19,focused,P-H03,6,689.968885,319.5641126,54.2157343,2.262722194,0.0359317374,0.000218109496,C/S
C017,2022-07-19,focused,P-H04,7,738.704817,253.9242156,33.15061631,4.7485866,0.05584302456,0.0001762665639,C/S
C018,2022-10-18,full,P-D01,9,445.217202,289.0188356,151.4969063,1.950993904,0.02458174318,0.0001890505176,C/S
C018,2022-10-18,full,P-H01,8,454.8063924,237.6756119,124.3371144,1.292652546,0.006173682941,5.72611601e-05,C/S
C018,2022-10-18,full,P-H02,8,446.9045261,239.0952096,93.99135738,2.016349146,0.03582347974,0.0001745889262,C/S
C018,2022-10-18,full,P-H03,8,700.6753771,355.863941,44.2253696,3.652150412,0.07528551808,0.0002225570963,C/S
C018,2022-10-18,full,P-H04,8,746.0410865,284.0156964,131.7071994,4.774658599,0.05430142233,0.0001676485375,C/S
C018,2022-10-18,full,P-H05,8,1619.873588,978.8351125,44.48951575,4.422852086,0.04103891487,0.0003553230962,C/S
C018,2022-10-18,full,P-H06,8,336.138104,175.1805482,4.010419005,1.573313909,0.01744033513,0.0001190045988,C/S
C018,2022-10-18,full,P-H07,8,324.534308,160.6643553,31.59568333,3.169776847,0.06258315943,0.0001017775111,C/S
C018,2022-10-18,full,P-V01,9,912.7773075,287.1793291,39.66788351,5.140075201,0.09062528018,4.108794917e-05,C/S
C018,2022-10-18,full,P-V02,9,341.2173357,175.0601804,33.87410438,4.872784057,0.08062412485,3.109068627e-05,C/S
C018,2022-10-18,full,P-V03,9,1677.552892,580.6555762,39.76192948,14.68993876,0.3298924666,7.670757731e-05,C/S
C018,2022-10-18,full,P-V04,9,363.6936974,205.4850524,36.55539176,2.102432476,0.06509689977,0.0001433034055,C/S
C018,2022-10-18,full,P-V05,9,1758.520003,1157.058696,35.29666897,5.025200475,0.07910911959,0.000107205328,C/S
C018,2022-10-18,full,P-V06,8,310.0987222,153.5147484,39.48038176,1.50966044,0.03427969013,2.192936648e-05,C/S
C019,2023-01-17,focused,P-H01,9,471.7336006,244.1529682,118.2567244,1.952468461,0.02269350011,9.380029173e-05,C/S
C019,2023-01-17,focused,P-H02,9,464.5154824,225.5254669,115.009033,4.527422894,0.06658482769,0.0001304588504,C/S
C020,2023-05-16,full,P-D01,9,473.3364987,314.8352395,148.9165757,2.719758247,0.03958833332,0.0001792064867,C/S
C020,2023-05-16,full,P-H01,9,496.7593738,257.6058512,139.7444448,2.096438736,0.02391893247,9.185814606e-05,C/S
C020,2023-05-16,full,P-H02,9,493.1677991,237.7581468,118.5354675,4.628671514,0.06902425267,0.0001873066225,C/S
C020,2023-05-16,full,P-H03,9,722.6193227,402.3390282,85.29466995,3.675289781,0.0761930633,0.0002088447209,C/S
C020,2023-05-16,full,P-H04,8,764.7947164,304.686779,81.70204074,4.849506151,0.05297511992,0.0001516543804,C/S
C020,2023-05-16,full,P-H05,7,1392.780283,903.0033994,42.69142608,4.441541978,0.01898160939,0.0001296713121,C/S
C020,2023-05-16,full,P-H06,8,336.0632833,197.6856647,3.212752452,3.454473859,0.01839669213,0.0001252835065,C/S
C020,2023-05-16,full,P-H07,9,341.6372162,158.3797617,36.17353259,3.34375416,0.06978574336,9.826165691e-05,C/S
C020,2023-05-16,full,P-V01,8,928.2935912,311.9103665,35.04047424,5.160885292,0.0904247779,4.875504024e-05,C/S
C020,2023-05-16,full,P-V02,8,359.2156804,211.0671969,41.52407219,5.072826778,0.08211803064,3.629971136e-05,C/S
C020,2023-05-16,full,P-V03,9,1689.426478,592.9084276,38.64452155,14.68104271,0.3252200759,5.281104776e-05,C/S
C020,2023-05-16,full,P-V04,9,387.8275809,209.9904524,41.97571884,2.113324147,0.07021532995,6.998728441e-05,C/S
C020,2023-05-16,full,P-V05,8,1776.34154,1129.518993,34.98955778,5.075644652,0.05044638314,7.023183863e-05,C/S
C020,2023-05-16,full,P-V06,9,331.8767841,147.5514747,37.878272,1.957112874,0.03784721566,2.28088864e-05,C/S
C021,2023-07-25,focused,P-H02,9,516.4659427,247.8113036,130.1729751,4.693596571,0.07097755645,0.000155448079,C/S
C021,2023-07-25,focused,P-H03,9,730.5499502,410.1876959,134.5200805,3.692992115,0.07703745737,0.0002196366246,C/S
C022,2023-11-07,full,P-D01,9,533.7628979,334.3448959,148.3317664,3.538799243,0.05592682635,0.0002151199311,C/S
C022,2023-11-07,full,P-H01,9,534.4645904,276.1315873,138.5381687,2.3054777,0.02555419659,7.604406018e-05,C/S
C022,2023-11-07,full,P-H02,9,552.2701426,262.231285,130.3571306,4.894995104,0.07577901004,0.0001592365235,C/S
C022,2023-11-07,full,P-H03,8,741.2321783,474.2479593,137.7159185,3.720802696,0.07819153273,0.0002553762376,C/S
C022,2023-11-07,full,P-H04,7,814.4547203,343.5000637,108.277333,5.190210011,0.05672484515,0.0001640936162,C/S
C022,2023-11-07,full,P-H05,7,1683.547026,935.3113481,60.40707321,4.031030036,0.02227886044,0.0002157152633,C/S
C022,2023-11-07,full,P-H06,9,338.1592983,194.3281142,5.470801057,3.456447402,0.03360417855,0.000112040581,C/S
C022,2023-11-07,full,P-H07,9,354.6238413,164.1493807,30.54975842,3.505387613,0.07629574161,9.819997731e-05,C/S
C022,2023-11-07,full,P-V01,9,941.0150773,309.110711,34.00704594,5.204876953,0.09046956231,2.551348835e-05,C/S
C022,2023-11-07,full,P-V02,9,372.0057461,195.968404,36.01086462,5.301815968,0.08556819501,3.136312824e-05,C/S
C022,2023-11-07,full,P-V03,9,1702.657786,603.7466011,40.61528293,14.69052451,0.3227528269,8.662595219e-05,C/S
C022,2023-11-07,full,P-V04,9,403.886356,211.9035709,33.51695781,2.2902118,0.07334029517,3.489633e-05,C/S
C022,2023-11-07,full,P-V05,7,1792.171507,1093.69153,33.03940416,5.119543672,0.04389087402,0.0001732851047,C/S
C022,2023-11-07,full,P-V06,9,346.7563799,155.7832474,33.09705226,1.912015517,0.04007709444,3.332405371e-05,C/S
C023,2024-01-30,focused,P-D01,9,568.8302716,344.87998,153.3295393,3.934956966,0.06377914257,0.0001757743126,C/S
C023,2024-01-30,focused,P-H01,9,550.8100734,283.8431704,127.862743,2.417183395,0.02647241481,9.282336666e-05,C/S
C024,2024-05-14,full,P-D01,9,612.6301418,358.6574136,156.2241939,4.425879864,0.07343590752,0.0002175198236,C/S
C024,2024-05-14,full,P-H01,8,570.1967635,298.2518259,137.6283453,1.507154435,0.004389867523,6.340989247e-05,C/S
C024,2024-05-14,full,P-H02,9,626.1417791,293.8432635,142.759869,5.555023822,0.08923349407,0.0002197772164,C/S
C024,2024-05-14,full,P-H03,9,785.7780056,439.9744881,140.3627033,3.689021176,0.07726846739,0.0002333521206,C/S
C024,2024-05-14,full,P-H04,8,870.2168909,275.2181077,134.4106121,5.563033109,0.06015113601,0.0001467507028,C/S
C024,2024-05-14,full,P-H05,8,1734.912314,1012.253627,99.26545691,4.503552853,0.04001924219,0.0002358628267,C/S
C024,2024-05-14,full,P-H06,8,340.0507711,200.2349667,5.259677176,3.461334743,0.01840767561,0.0001797290481,C/S
C024,2024-05-14,full,P-H07,9,371.2740004,171.9068522,37.01570369,3.661553974,0.08331816109,7.447786177e-05,C/S
C024,2024-05-14,full,P-V01,8,954.4755617,334.4094483,34.68978227,5.225139535,0.09023656103,4.35775263e-05,C/S
C024,2024-05-14,full,P-V02,9,383.3091729,203.9473125,29.78523886,5.45896411,0.08647992172,2.550934267e-05,C/S
C024,2024-05-14,full,P-V03,9,1716.53458,616.4026565,39.95977008,14.68867789,0.3194493118,0.0001192905268,C/S
C024,2024-05-14,full,P-V04,9,420.2686865,215.6790427,31.6595038,2.484467226,0.07666646921,9.630967268e-05,C/S
C024,2024-05-14,full,P-V05,8,1807.08322,1145.352049,33.63360349,5.162289263,0.09491649426,4.516496695e-05,C/S
C024,2024-05-14,full,P-V06,9,363.5354701,165.4145858,33.42248592,1.907525258,0.04209265153,5.014575466e-05,C/S
C025,2024-07-09,focused,P-H01,7,582.8366433,319.6185736,153.8991941,0.9537375343,0.004232912078,6.697173218e-05,C/S
C025,2024-07-09,focused,P-H03,7,807.3579346,427.9937118,140.7512339,2.309620585,0.04055326927,0.0002656199771,C/S
C025,2024-07-09,focused,P-H04,6,881.8353008,295.9593173,135.5129558,3.22809382,0.0318056397,0.000117323171,C/S
C026,2024-09-03,focused,P-D01,9,659.3590244,371.3512325,152.3903962,4.961018353,0.08398163503,0.0002153465671,C/S
C026,2024-09-03,focused,P-H02,9,673.4322386,315.9993432,154.2217887,6.126159823,0.09961038555,0.0002384967688,C/S
C027,2025-07-22,full,P-D01,9,791.6782347,409.3131161,151.3889814,6.497909089,0.114728443,0.000205900898,C/S
C027,2025-07-22,full,P-H01,8,660.6047021,352.0483137,134.9300482,3.105088006,0.03196094407,8.681092357e-05,C/S
C027,2025-07-22,full,P-H02,9,809.490063,380.1940155,154.3326719,8.119425213,0.1342502387,0.0003523461717,C/S
C027,2025-07-22,full,P-H03,6,951.9082302,468.663009,139.6745911,3.249057724,0.04674148224,0.0002439313673,C/S
C027,2025-07-22,full,P-H04,6,961.4599365,354.7213391,147.1628752,5.598791954,0.06278792561,0.0001883636379,C/S
C027,2025-07-22,full,P-H05,8,1894.214169,1084.715297,134.0668259,4.924782462,0.04181402999,0.0002345704187,C/S
C027,2025-07-22,full,P-H06,8,341.6559986,179.0447649,2.799979904,3.443070459,0.03341216448,0.0001143830684,C/S
C027,2025-07-22,full,P-H07,9,407.6376861,187.4173515,33.60625821,4.054203265,0.09925626266,0.000146990765,C/S
C027,2025-07-22,full,P-V01,8,984.0303341,350.5622391,35.95003748,5.320437491,0.08981034629,2.696811634e-05,C/S
C027,2025-07-22,full,P-V02,9,458.97876,229.5693154,63.68275729,5.732051046,0.08732032091,5.052301579e-05,C/S
C027,2025-07-22,full,P-V03,9,1794.993224,650.4030442,66.02999953,14.77531557,0.3367660901,9.315848723e-05,C/S
C027,2025-07-22,full,P-V04,8,342.4132379,192.2502835,3.297807409,2.103770617,0.05814657001,0.0001292352458,C/S
C027,2025-07-22,full,P-V05,9,1847.568747,1222.508373,51.00389958,5.279833467,0.1075682169,0.000135074159,C/S
