acquisition_id,reference_acquisition_id,date,insar_point_id,coherence,qc_status,raw_LOS_relative_mm,estimated_atmospheric_correction_relative_mm,estimated_orbit_correction_relative_mm,estimated_dem_correction_relative_mm,estimated_thermal_correction_relative_mm,corrected_LOS_relative_mm,subvertical_estimate_relative_mm,standard_uncertainty_mm,first_epoch_zero_datum,provenance
TSX-2020-14,TSX-2020-01,2020-09-18,PS-00002,0.5638283353,accepted,-7.522946594,2.331741449,-2.367185047,-1.16068079,-2.947216793,-3.379605413,4.177422027,7.489373318,False,C/S
TSX-2020-15,TSX-2020-01,2020-09-29,PS-00002,0.6721280726,accepted,-0.8907000306,6.051851678,-0.0185983959,-0.7775174914,-3.367096067,-2.779339754,3.435452869,6.62297542,False,C/S
TSX-2020-16,TSX-2020-01,2020-10-10,PS-00002,0.6936537348,accepted,-5.559043304,2.018474139,0.6207681203,0.7065520402,-2.620662544,-6.28417506,7.767667556,6.450770121,False,C/S
TSX-2020-17,TSX-2020-01,2020-10-21,PS-00002,0.6210429934,accepted,5.303241755,7.704847136,1.901767022,0.0218324457,-3.330769267,-0.9944355814,1.229189978,7.031656052,False,C/S
TSX-2020-18,TSX-2020-01,2020-11-01,PS-00002,0.6518880618,accepted,-16.7755327,-5.151513562,0.3933268635,-0.892403241,-1.404074635,-9.720868126,12.0156538,6.784895506,False,C/S
TSX-2021-01,TSX-2020-01,2021-04-26,PS-00002,0.6366384777,accepted,-10.82409694,4.838861255,-2.542979544,2.742266606,1.627266947,-17.4895122,21.61822597,6.906892178,False,C/S
TSX-2021-02,TSX-2020-01,2021-05-07,PS-00002,0.5295849425,accepted,-10.34538735,-1.160591458,-1.590965853,0.01436722501,1.388214071,-8.996411331,11.12017596,7.76332046,False,C/S
TSX-2021-03,TSX-2020-01,2021-05-18,PS-00002,0.5381014462,accepted,-10.52998571,6.138258802,-0.9867567434,1.037773703,1.417713468,-18.13697494,22.41853394,7.69518843,False,C/S
TSX-2021-04,TSX-2020-01,2021-05-29,PS-00002,0.5793056031,accepted,-1.970454676,9.066786379,0.1997248389,-3.09870744,-0.1049091593,-8.033349294,9.929765814,7.365555175,False,C/S
TSX-2021-05,TSX-2020-01,2021-06-09,PS-00002,0.5950865778,accepted,-14.12185357,2.751662756,1.401217371,-2.364194506,-0.4005107071,-15.51002849,19.17144954,7.239307378,False,C/S
TSX-2021-06,TSX-2020-01,2021-06-20,PS-00002,0.5861048222,accepted,-9.644814123,5.527238692,-0.6928307567,2.71439247,-0.2816365169,-16.91197801,20.90435446,7.311161422,False,C/S
TSX-2021-07,TSX-2020-01,2021-07-01,PS-00002,0.59128799,accepted,-11.57534357,6.33699782,-1.072849674,-1.702441226,1.705208988,-16.84225947,20.81817761,7.26969608,False,C/S
TSX-2021-08,TSX-2020-01,2021-07-12,PS-00002,0.7213979435,accepted,-23.16013669,-6.006305372,2.652250136,0.192445831,-0.1062621919,-19.89226509,24.58819188,6.228816452,False,C/S
TSX-2021-09,TSX-2020-01,2021-07-23,PS-00002,0.6879472258,accepted,-18.05726849,2.915128763,0.1547165173,-0.4440462102,0.1173666246,-20.80043418,25.71075061,6.496422193,False,C/S
TSX-2021-10,TSX-2020-01,2021-08-03,PS-00002,0.6058243514,accepted,-23.94718125,4.927084014,0.7137348283,-1.073712123,-0.4961678662,-28.0181201,34.63230105,7.153405189,False,C/S
TSX-2021-11,TSX-2020-01,2021-08-14,PS-00002,0.6254840152,accepted,-30.41617955,-7.283488988,-1.791889625,1.125599812,-2.120890394,-20.34551035,25.14843383,6.996127878,False,C/S
TSX-2021-12,TSX-2020-01,2021-08-25,PS-00002,0.7392317054,accepted,-21.31985041,0.7057930188,0.5143989125,-1.922691244,-2.449817951,-18.16753314,22.45630595,6.086146357,False,C/S
TSX-2021-13,TSX-2020-01,2021-09-05,PS-00002,0.5960747583,accepted,-16.63297738,5.34773247,0.284528079,-4.363482581,-3.467185624,-14.43456972,17.8421094,7.231401934,False,C/S
TSX-2021-14,TSX-2020-01,2021-09-16,PS-00002,0.6801628769,accepted,-17.5748438,1.048918742,-1.160206579,-0.1127971272,-3.392407905,-13.95835093,17.2534706,6.558696985,False,C/S
TSX-2021-15,TSX-2020-01,2021-09-27,PS-00002,0.5751252432,accepted,-19.32704948,6.604793346,-0.7551345011,-1.164442122,-2.180755942,-21.83151026,26.98523073,7.398998054,False,C/S
TSX-2021-16,TSX-2020-01,2021-10-08,PS-00002,0.6468156985,accepted,-19.45213043,8.00738462,-1.950226446,0.3720260859,-3.238361031,-22.64295366,27.98822994,6.825474412,False,C/S
TSX-2020-01,TSX-2020-01,2020-04-28,PS-00003,0.3732238181,reference_epoch,0,0,0,0,0,0,-0,0,True,C/S
TSX-2020-02,TSX-2020-01,2020-05-09,PS-00003,0.3143948217,warning,-7.32399565,-6.301326283,1.204309868,0.2646103403,0.5959434105,-3.087532986,3.816400654,9.484841427,False,C/S
TSX-2020-03,TSX-2020-01,2020-05-20,PS-00003,0.3172573871,warning,7.818470161,1.979214743,-3.517161812,1.741113036,-0.146240673,7.761544867,-9.593797066,9.461940903,False,C/S
TSX-2020-04,TSX-2020-01,2020-05-31,PS-00003,0.4051215236,warning,-0.4635389291,12.16160518,2.473139173,-0.6342406726,-0.166771669,-14.29727094,17.67239877,8.759027811,False,C/S
TSX-2020-05,TSX-2020-01,2020-06-11,PS-00003,0.2707441732,rejected,-8.468344335,-8.250606172,-3.202733807,-0.7071490981,-0.7812896066,4.473434348,-5.529468947,9.834046614,False,C/S
TSX-2020-06,TSX-2020-01,2020-06-22,PS-00003,0.3319807553,warning,-1.94305067,4.185571309,0.2340404729,0.1454575075,1.008655837,-7.516775797,9.291245857,9.344153958,False,C/S
TSX-2020-07,TSX-2020-01,2020-07-03,PS-00003,0.3794955807,warning,-13.45535175,0.6834403454,1.099734592,-6.192246005,-2.460886242,-6.585394439,8.139995185,8.964035354,False,C/S
TSX-2020-08,TSX-2020-01,2020-07-14,PS-00003,0.4597347416,accepted,-7.737216373,-3.6476617,-1.149794328,-1.782936681,0.0347474996,-1.191571164,1.472862959,8.322122067,False,C/S
TSX-2020-09,TSX-2020-01,2020-07-25,PS-00003,0.4434067193,warning,2.424847337,4.155316191,0.7789111432,-4.483880963,0.2385365727,1.735964393,-2.145769997,8.452746246,False,C/S
TSX-2020-10,TSX-2020-01,2020-08-05,PS-00003,0.3055460179,warning,-4.769478366,-2.084302117,2.570692267,-1.508778426,-0.734694172,-3.012395917,3.723526129,9.555631857,False,C/S
TSX-2020-11,TSX-2020-01,2020-08-16,PS-00003,0.3657510538,warning,14.38119509,14.90460078,-1.956967455,-0.2437638292,0.2744502573,1.402875327,-1.734049268,9.07399157,False,C/S
TSX-2020-12,TSX-2020-01,2020-08-27,PS-00003,0.3793014281,warning,8.134439934,0.9800164623,3.987786973,2.336815214,-0.78506194,1.614883225,-1.996105442,8.965588575,False,C/S
TSX-2020-13,TSX-2020-01,2020-09-07,PS-00003,0.3029958908,warning,5.301479935,-8.257311629,2.630238774,0.6923704988,0.3234515321,9.912730759,-12.25280906,9.576032873,False,C/S
TSX-2020-14,TSX-2020-01,2020-09-18,PS-00003,0.3597580583,warning,4.1257087,-1.429523205,-1.496691001,3.261117147,-1.215561752,5.006367511,-6.188210564,9.121935534,False,C/S
TSX-2020-15,TSX-2020-01,2020-09-29,PS-00003,0.4056335117,warning,-11.51721822,2.476484867,0.7867516937,-3.438951154,-0.9603844875,-10.38111914,12.83176894,8.754931907,False,C/S
TSX-2020-16,TSX-2020-01,2020-10-10,PS-00003,0.3402540066,warning,-4.658027939,0.01406179028,1.278191637,-2.067096213,-0.7406247198,-3.142560433,3.884418319,9.277967947,False,C/S
TSX-2020-17,TSX-2020-01,2020-10-21,PS-00003,0.3272667631,warning,14.09090683,8.685455607,2.212905114,-1.052958245,-1.117017581,5.36252193,-6.628441636,9.381865895,False,C/S
TSX-2020-18,TSX-2020-01,2020-11-01,PS-00003,0.4187627603,warning,-6.410042241,-2.814075638,0.9735564779,2.312251426,-2.237262703,-4.644511804,5.740932312,8.649897917,False,C/S
TSX-2021-01,TSX-2020-01,2021-04-26,PS-00003,0.309550968,warning,-13.32419042,-0.9312689249,-2.564843834,1.231334731,1.79729031,-12.8567027,15.89175851,9.523592256,False,C/S
TSX-2021-02,TSX-2020-01,2021-05-07,PS-00003,0.3889480495,warning,8.448513809,4.437223655,-2.500406081,-1.20570281,-0.8216401015,8.539039146,-10.55483285,8.888415604,False,C/S
TSX-2021-03,TSX-2020-01,2021-05-18,PS-00003,0.3173644456,warning,-6.404276183,7.01871996,2.347820096,1.163569456,0.7685079651,-17.70289366,21.88197996,9.461084435,False,C/S
TSX-2021-04,TSX-2020-01,2021-05-29,PS-00003,0.2511588477,rejected,2.032211956,4.855031506,-0.1499776544,-3.02447067,0.4367308435,-0.08510206892,0.1051919422,9.990729218,False,C/S
TSX-2021-05,TSX-2020-01,2021-06-09,PS-00003,0.2985761979,rejected,-19.58233338,2.515673332,-0.03099849482,-0.7409589934,-0.5584128344,-20.76763639,25.67021031,9.611390417,False,C/S
TSX-2021-06,TSX-2020-01,2021-06-20,PS-00003,0.2550726303,rejected,-4.864732074,3.383552602,0.5620123224,-0.8894910732,1.030719083,-8.951525009,11.06469341,9.959418957,False,C/S
TSX-2021-07,TSX-2020-01,2021-07-01,PS-00003,0.3583219602,warning,-6.504403603,1.401643913,0.9880825683,-0.5089083525,-1.79982722,-6.585394512,8.139995275,9.133424319,False,C/S
TSX-2021-08,TSX-2020-01,2021-07-12,PS-00003,0.3743733273,warning,-12.81995328,-2.768916791,1.445116737,2.66847057,1.305448547,-15.47007234,19.12206103,9.005013381,False,C/S
TSX-2021-09,TSX-2020-01,2021-07-23,PS-00003,0.4637340325,accepted,-5.534216314,3.691955645,0.4802220446,-0.8403294159,-0.210262303,-8.655802285,10.69916002,8.29012774,False,C/S
TSX-2021-10,TSX-2020-01,2021-08-03,PS-00003,0.4490717511,warning,-9.257414918,0.7483602397,0.7972413962,0.8992829561,-0.2507179309,-11.45158158,14.15493328,8.407425991,False,C/S
TSX-2021-11,TSX-2020-01,2021-08-14,PS-00003,0.4251038834,warning,-19.96082699,-8.220962274,-2.567686926,-1.327228492,0.2493504749,-8.094299772,10.00510475,8.599168933,False,C/S
TSX-2021-12,TSX-2020-01,2021-08-25,PS-00003,0.4252511766,warning,-10.51531599,-0.5896120594,-0.1850952953,-5.40636074,-1.190739287,-3.143508606,3.885590325,8.597990587,False,C/S
TSX-2021-13,TSX-2020-01,2021-09-05,PS-00003,0.3612932322,warning,-4.188774397,2.382692909,-0.597439528,4.690990838,0.3664951196,-11.03151374,13.63570087,9.109654142,False,C/S
TSX-2021-14,TSX-2020-01,2021-09-16,PS-00003,0.414746963,warning,-17.20908114,-4.618767316,-0.5341385921,-1.279063582,-2.246446793,-8.530664861,10.54448166,8.682024296,False,C/S
TSX-2021-15,TSX-2020-01,2021-09-27,PS-00003,0.35545298,warning,2.802522819,7.229428914,-0.5256680342,3.04892563,0.2462123039,-7.196375994,8.89520992,9.15637616,False,C/S
TSX-2021-16,TSX-2020-01,2021-10-08,PS-00003,0.3261046599,warning,-4.844235664,10.32937298,-2.143137795,-4.531999301,-1.005414908,-7.493056638,9.261927364,9.391162721,False,C/S
TSX-2020-01,TSX-2020-01,2020-04-28,PS-00004,0.6695235537,reference_epoch,0,0,0,0,0,0,-0,0,True,C/S
TSX-2020-02,TSX-2020-01,2020-05-09,PS-00004,0.6573160352,accepted,3.162135496,0.5753670993,-1.515235017,2.57958937,1.512082426,0.01033161818,-0.01277058239,6.741471719,False,C/S
TSX-2020-03,TSX-2020-01,2020-05-20,PS-00004,0.5958696954,accepted,8.70541326,3.460135886,1.003014946,-2.0658153,1.903859118,4.404218609,-5.443913589,7.233042437,False,C/S
TSX-2020-04,TSX-2020-01,2020-05-31,PS-00004,0.5693563591,accepted,4.875642386,3.156408205,-0.6688787949,2.931250146,1.606954116,-2.150091286,2.657658987,7.445149127,False,C/S
TSX-2020-05,TSX-2020-01,2020-06-11,PS-00004,0.53533934,accepted,-2.833355309,-1.606793605,-1.599005575,1.473962196,1.756934972,-2.858453298,3.533242586,7.71728528,False,C/S
TSX-2020-06,TSX-2020-01,2020-06-22,PS-00004,0.4622103696,accepted,1.699500089,0.652846303,1.523075748,-2.272200093,0.6259183902,1.169859741,-1.446026163,8.302317043,False,C/S
TSX-2020-07,TSX-2020-01,2020-07-03,PS-00004,0.5612548907,accepted,-2.270594602,-5.399000133,0.2010459475,-0.7193866955,-0.6334477544,4.280194034,-5.290610783,7.509960874,False,C/S
TSX-2020-08,TSX-2020-01,2020-07-14,PS-00004,0.5744748589,accepted,-18.82497657,-2.647802167,0.09108060009,0.223422101,-1.357726412,-15.13395069,18.70659182,7.404201129,False,C/S
TSX-2020-09,TSX-2020-01,2020-07-25,PS-00004,0.6868124188,accepted,1.299137013,-1.718106295,2.650485251,-0.8141057554,-2.345673868,3.52653768,-4.359040298,6.505500649,False,C/S
TSX-2020-10,TSX-2020-01,2020-08-05,PS-00004,0.6442536722,accepted,2.221143383,-2.571849169,4.714223565,-1.082707058,-4.104015556,5.265491601,-6.508505554,6.845970623,False,C/S
TSX-2020-11,TSX-2020-01,2020-08-16,PS-00004,0.7125375531,accepted,9.915087083,6.311795747,-0.9253939003,-1.22138465,-0.6130139271,6.363083814,-7.86520414,6.299699575,False,C/S
TSX-2020-12,TSX-2020-01,2020-08-27,PS-00004,0.7322439051,accepted,11.23699854,7.457414681,5.219527783,1.025578781,-1.732156106,-0.7333665948,0.9064909636,6.14204876,False,C/S
TSX-2020-13,TSX-2020-01,2020-09-07,PS-00004,0.6995455543,accepted,-4.521413319,-2.137652475,2.618936408,1.391300181,-2.454501432,-3.939496002,4.869484855,6.403635566,False,C/S
TSX-2020-14,TSX-2020-01,2020-09-18,PS-00004,0.6672063869,accepted,-3.185253266,3.863765281,2.344569883,1.244056016,-1.502892881,-9.134751565,11.29117389,6.662348905,False,C/S
TSX-2020-15,TSX-2020-01,2020-09-29,PS-00004,0.7050453292,accepted,3.603011744,1.945657357,-0.8523283257,-0.6605533142,-3.240406538,6.410642566,-7.92398999,6.359637367,False,C/S
TSX-2020-16,TSX-2020-01,2020-10-10,PS-00004,0.7955419205,accepted,-1.229479877,-1.052085578,-0.06304095504,3.386422783,-1.921869782,-1.578906344,1.951635572,5.635664636,False,C/S
TSX-2020-17,TSX-2020-01,2020-10-21,PS-00004,0.6529651327,accepted,0.493023135,1.09906372,-0.2447825173,-0.4102894386,-3.118539098,3.167570468,-3.915332422,6.776278938,False,C/S
TSX-2020-18,TSX-2020-01,2020-11-01,PS-00004,0.7763794991,accepted,-8.29032034,-11.39930232,-1.006450688,2.679864106,-2.618742327,4.054310889,-5.011403861,5.788964007,False,C/S
TSX-2021-01,TSX-2020-01,2021-04-26,PS-00004,0.6320492326,accepted,-4.157779743,-1.623320573,-0.154701007,1.019123591,-0.9286331544,-2.4702486,3.053395191,6.943606139,False,C/S
TSX-2021-02,TSX-2020-01,2021-05-07,PS-00004,0.6088445667,accepted,0.931612034,-2.449492488,-3.796133144,-3.487013126,2.475327947,8.188922845,-10.1220653,7.129243467,False,C/S
TSX-2021-03,TSX-2020-01,2021-05-18,PS-00004,0.5640482246,accepted,5.995416935,2.829391956,0.3253513546,-0.3426836762,1.673742946,1.509614356,-1.865985963,7.487614203,False,C/S
TSX-2021-04,TSX-2020-01,2021-05-29,PS-00004,0.606630789,accepted,3.036031894,5.60844808,1.026219353,-2.646504651,0.7818462303,-1.733977118,2.143313589,7.146953688,False,C/S
TSX-2021-05,TSX-2020-01,2021-06-09,PS-00004,0.5682886259,accepted,-1.97612444,-0.2224052848,0.9298527923,-0.4298417735,0.4217929207,-2.675523095,3.307128421,7.453690993,False,C/S
TSX-2021-06,TSX-2020-01,2021-06-20,PS-00004,0.643355651,accepted,0.7060755181,9.044057693,0.338574456,-0.1511091223,-0.3468158059,-8.178631703,10.10934475,6.853154792,False,C/S
TSX-2021-07,TSX-2020-01,2021-07-01,PS-00004,0.5737089018,accepted,-9.174037212,6.850379551,-1.321076136,-2.972529855,-1.267068417,-10.46374236,12.93389685,7.410328786,False,C/S
TSX-2021-08,TSX-2020-01,2021-07-12,PS-00004,0.6751261712,accepted,-3.428611398,-4.627082123,2.514670315,0.3476088074,-1.192015266,-0.4717931321,0.5831683825,6.59899063,False,C/S
TSX-2021-09,TSX-2020-01,2021-07-23,PS-00004,0.7161139445,accepted,0.1490906413,3.254743676,-0.3372930513,-1.300854765,-1.161310078,-0.3061951411,0.3784780088,6.271088444,False,C/S
TSX-2021-10,TSX-2020-01,2021-08-03,PS-00004,0.7613968639,accepted,-13.07254225,-0.1149581581,-1.906840128,-0.7087135247,-2.0306896,-8.311340837,10.27338226,5.908825089,False,C/S
TSX-2021-11,TSX-2020-01,2021-08-14,PS-00004,0.7672934411,accepted,-20.73759468,-8.639037797,-3.021818366,-0.9625279246,-1.410107934,-6.704102657,8.286726612,5.861652471,False,C/S
TSX-2021-12,TSX-2020-01,2021-08-25,PS-00004,0.7196251052,accepted,-17.3508032,-1.0851889,-1.543339154,-2.715296486,-2.481749618,-9.525229044,11.7738306,6.242999159,False,C/S
TSX-2021-13,TSX-2020-01,2021-09-05,PS-00004,0.6622647438,accepted,-0.9687672695,4.172976472,-1.418519114,0.2639551565,-2.950716559,-1.036463225,1.281139003,6.70188205,False,C/S
TSX-2021-14,TSX-2020-01,2021-09-16,PS-00004,0.6791381829,accepted,-4.621965302,1.95606156,3.074529821,-2.713290332,-1.800262731,-5.13900362,6.352157811,6.566894537,False,C/S
TSX-2021-15,TSX-2020-01,2021-09-27,PS-00004,0.5588787007,accepted,-7.108222825,1.310849334,0.08826024499,0.06210407253,-3.781095713,-4.788340764,5.918714684,7.528970395,False,C/S
TSX-2021-16,TSX-2020-01,2021-10-08,PS-00004,0.6651777793,accepted,-12.313002,1.266972079,-1.799169674,2.825229799,-1.776643114,-12.82939109,15.85799949,6.678577766,False,C/S
TSX-2020-01,TSX-2020-01,2020-04-28,PS-00005,0.6720942353,reference_epoch,0,0,0,0,0,0,-0,0,True,C/S
