task,reference_split,comparison_split,feature,reference_rows,comparison_rows,missing_fraction_reference,missing_fraction_comparison,feature_type,mean_reference,mean_comparison,std_reference,standardized_mean_difference,absolute_smd,total_variation_distance
T1,train,validation,terrain_roughness_relative,911,130,0.30954994511525796,0.35384615384615387,numeric,0.36838845766282996,0.3605042016819047,0.20804989385545997,-0.03789598655792982,0.03789598655792982,
T1,train,validation,terrain_roughness_relative__standard_uncertainty,911,130,0.0,0.0,numeric,0.09999999999999999,0.09999999999999999,1.3877787807814457e-17,0.0,0.0,
T1,train,validation,terrain_roughness_relative__donor_distance_m,911,130,0.0,0.0,numeric,19.22401544085071,18.452320952607693,7.217911467855029,-0.10691382010984192,0.10691382010984192,
T1,train,validation,terrain_roughness_relative__provenance,911,130,0.0,0.0,categorical,,,,,,0.0
T1,train,validation,target_campaign_type,911,130,0.0,0.0,categorical,,,,,,0.2001351009034873
T1,train,test,n_history,911,175,0.0,0.0,numeric,7.549945115257958,14.68,3.0734651863414477,2.3198749465027864,2.3198749465027864,
T1,train,test,last_settlement_mm,911,175,0.0,0.0,numeric,419.0318381028307,578.2585013313715,410.6172434970422,0.38777393241569436,0.38777393241569436,
T1,train,test,last_rate_mm_y,911,175,0.0,0.0,numeric,31.97445301234346,44.04566060629017,23.6459282606121,0.5104983598404199,0.5104983598404199,
T1,train,test,mean_last_3_rates_mm_y,911,175,0.0,0.0,numeric,32.52054638551887,40.53052446953085,22.846483002106975,0.3506000500502978,0.3506000500502978,
T1,train,test,std_last_3_rates_mm_y,911,175,0.0,0.0,numeric,4.071864236108275,5.303886026451201,4.4012173977029,0.2799275016466915,0.2799275016466915,
T1,train,test,recent_acceleration_mm_y2,911,175,0.0,0.0,numeric,-0.3449458456357401,10.0750535317376,34.75962666890543,0.2997730521281649,0.2997730521281649,
T1,train,test,current_standard_uncertainty_mm,911,175,0.0,0.0,numeric,0.8650803177455544,0.9044450562805716,0.2126434570012302,0.18512085483443524,0.18512085483443524,
T1,train,test,days_since_previous_observation,911,175,0.0,0.0,numeric,170.17453347969266,277.08,63.51530969385915,1.6831448517780472,1.6831448517780472,
T1,train,test,forecast_horizon_days,911,175,0.0,0.0,numeric,159.34028540065862,242.44,43.830359931555925,1.8959395891137378,1.8959395891137378,
T1,train,test,current_campaign_type,911,175,0.0,0.0,categorical,,,,,,0.08299827505096438
T1,train,test,missing_campaigns_since_previous,911,175,0.0,0.0,numeric,0.7244785949506037,1.2228571428571429,0.6125688001706278,0.8135878741583288,0.8135878741583288,
T1,train,test,profile_mean_settlement_mm,911,175,0.0,0.0,numeric,322.6604800282766,433.4898135154286,278.70511606959394,0.3976580518151572,0.3976580518151572,
T1,train,test,profile_mean_rate_mm_y,911,175,0.0,0.0,numeric,24.697949605337215,32.957585504586284,11.72677623786655,0.7043398570681471,0.7043398570681471,
T1,train,test,profile_rate_std_mm_y,911,175,0.0,0.0,numeric,20.90299336931065,32.52838332921714,10.41826568434997,1.1158661443401112,1.1158661443401112,
T1,train,test,profile_n_observed,911,175,0.0,0.0,numeric,8.646542261251373,8.337142857142856,0.5872657139623979,-0.5268473822878871,0.5268473822878871,
T1,train,test,chainage_m,911,175,0.0,0.0,numeric,270.15677130425905,279.09316999171426,205.64128053728257,0.043456248979324215,0.043456248979324215,
T1,train,test,chainage_normalized_profile,911,175,0.0,0.0,numeric,0.5005184234286498,0.5080532585885714,0.14397724573300133,0.05233351368517337,0.05233351368517337,
T1,train,test,kzt,911,175,0.0,0.0,numeric,0.44103174109045,0.4320896263057143,0.14981015652392937,-0.05968964316052488,0.05968964316052488,
T1,train,test,kzt__standard_uncertainty,911,175,0.0,0.0,numeric,0.048684760470439084,0.047072718888742864,0.023315461578682473,-0.06914045326772017,0.06914045326772017,
T1,train,test,kzt__donor_distance_m,911,175,0.0,0.0,numeric,34.246822096816686,29.06163591302857,56.84102313840332,-0.09122260468750894,0.09122260468750894,
T1,train,test,kzt__provenance,911,175,0.0,0.0,categorical,,,,,,0.024450368511839377
T1,train,test,ko,911,175,0.0,0.0,numeric,0.48985639832173444,0.48904906423885725,0.1110683621813199,-0.007268803347970679,0.007268803347970679,
T1,train,test,ko__standard_uncertainty,911,175,0.0,0.0,numeric,0.017051393320318336,0.016895725394628573,0.006876801085727701,-0.02263667710453921,0.02263667710453921,
T1,train,test,ko__donor_distance_m,911,175,0.0,0.0,numeric,10.440948952568606,10.510362778057143,25.215771602809625,0.0027527940283533785,0.0027527940283533785,
T1,train,test,ko__provenance,911,175,0.0,0.0,categorical,,,,,,0.011466206680257204
T1,train,test,seismic_energy_J_m2,911,175,0.0,0.0,numeric,15.980650765565313,16.033333333314285,9.693502884752538,0.005434832833426973,0.005434832833426973,
T1,train,test,seismic_energy_J_m2__standard_uncertainty,911,175,0.0,0.0,numeric,1.6087846045257954,1.5283213456228564,0.7087563004462875,-0.11352739841927781,0.11352739841927781,
T1,train,test,seismic_energy_J_m2__donor_distance_m,911,175,0.0,0.0,numeric,17.636804742535674,13.57736712662857,33.630252173889815,-0.1207079148534845,0.1207079148534845,
T1,train,test,seismic_energy_J_m2__provenance,911,175,0.0,0.0,categorical,,,,,,0.04675552767759132
T1,train,test,fill_density,911,175,0.0,0.0,numeric,0.6273189941695697,0.6076505324114744,0.3529009218098888,-0.05573366501063131,0.05573366501063131,
T1,train,test,fill_density__standard_uncertainty,911,175,0.0,0.0,numeric,0.08,0.08,0.0,,,
T1,train,test,fill_density__donor_distance_m,911,175,0.0,0.0,numeric,19.22401544085071,19.068668980977144,7.217911467855029,-0.02152235595648437,0.02152235595648437,
T1,train,test,fill_density__provenance,911,175,0.0,0.0,categorical,,,,,,0.0
T1,train,test,fault_distance_m,911,175,0.0,0.0,numeric,249.04783349469815,271.09809820068,223.4221474379594,0.09869328067444538,0.09869328067444538,
T1,train,test,fault_distance_m__standard_uncertainty,911,175,0.0,0.0,numeric,25.0,25.0,0.0,,,
T1,train,test,fault_distance_m__donor_distance_m,911,175,0.0,0.0,numeric,19.22401544085071,19.068668980977144,7.217911467855029,-0.02152235595648437,0.02152235595648437,
T1,train,test,fault_distance_m__provenance,911,175,0.0,0.0,categorical,,,,,,0.0
T1,train,test,lithology,911,175,0.0,0.0,categorical,,,,,,0.05077622706601848
T1,train,test,lithology__standard_uncertainty,911,175,1.0,1.0,numeric,,,,,,
T1,train,test,lithology__donor_distance_m,911,175,0.0,0.0,numeric,5.027784107189901,5.869418638571429,15.315800523354596,0.05495204315949044,0.05495204315949044,
T1,train,test,lithology__provenance,911,175,0.0,0.0,categorical,,,,,,0.020335580994197883
T1,train,test,terrain_TRI_relative,911,175,0.30954994511525796,0.33714285714285713,numeric,0.2594152976543243,0.26724137931432757,0.19582200505481356,0.039965282031570556,0.039965282031570556,
T1,train,test,terrain_TRI_relative__standard_uncertainty,911,175,0.0,0.0,numeric,0.09999999999999999,0.09999999999999998,1.3877787807814457e-17,-1.0,1.0,
T1,train,test,terrain_TRI_relative__donor_distance_m,911,175,0.0,0.0,numeric,19.22401544085071,19.068668980977144,7.217911467855029,-0.02152235595648437,0.02152235595648437,
T1,train,test,terrain_TRI_relative__provenance,911,175,0.0,0.0,categorical,,,,,,0.0
T1,train,test,terrain_roughness_relative,911,175,0.30954994511525796,0.33714285714285713,numeric,0.36838845766282996,0.35495830516155175,0.20804989385545997,-0.06455255637192799,0.06455255637192799,
T1,train,test,terrain_roughness_relative__standard_uncertainty,911,175,0.0,0.0,numeric,0.09999999999999999,0.09999999999999998,1.3877787807814457e-17,-1.0,1.0,
T1,train,test,terrain_roughness_relative__donor_distance_m,911,175,0.0,0.0,numeric,19.22401544085071,19.068668980977144,7.217911467855029,-0.02152235595648437,0.02152235595648437,
T1,train,test,terrain_roughness_relative__provenance,911,175,0.0,0.0,categorical,,,,,,0.0
T1,train,test,target_campaign_type,911,175,0.0,0.0,categorical,,,,,,0.07151325074486437
T5,train,validation,n_history,942,211,0.0,0.0,numeric,7.440552016985138,13.431279620853081,2.980504758002359,2.009970823828895,2.009970823828895,
T5,train,validation,last_settlement_mm,942,211,0.0,0.0,numeric,422.4469960898412,491.5228206946919,417.91140092604843,0.16528820331722424,0.16528820331722424,
T5,train,validation,last_rate_mm_y,942,211,0.0,0.0,numeric,31.513063326766076,37.05508178465735,23.147597322090384,0.23942089456525886,0.23942089456525886,
T5,train,validation,mean_last_3_rates_mm_y,942,211,0.0,0.0,numeric,32.20543463201773,35.12446056731517,22.71530648013219,0.1285048008421348,0.1285048008421348,
T5,train,validation,std_last_3_rates_mm_y,942,211,0.0,0.0,numeric,3.984233837126867,4.987847323410426,4.207290696363379,0.23854151251090017,0.23854151251090017,
T5,train,validation,recent_acceleration_mm_y2,942,211,0.0,0.0,numeric,-1.504175165101124,6.316953945745972,32.667753603047224,0.23941435355131205,0.23941435355131205,
T5,train,validation,current_standard_uncertainty_mm,942,211,0.0,0.0,numeric,0.8668287310320594,0.9568950258687204,0.21490685743071591,0.4190945599104377,0.4190945599104377,
T5,train,validation,days_since_previous_observation,942,211,0.0,0.0,numeric,172.29511677282377,166.50710900473933,62.820304146802464,-0.09213593991138053,0.09213593991138053,
T5,train,validation,forecast_horizon_days,942,211,0.0,0.0,numeric,160.37579617834396,230.1042654028436,43.39162706704296,1.6069567780153644,1.6069567780153644,
T5,train,validation,current_campaign_type,942,211,0.0,0.0,categorical,,,,,,0.019113311397550875
T5,train,validation,missing_campaigns_since_previous,942,211,0.0,0.0,numeric,0.7377919320594479,0.8246445497630331,0.6149539599381512,0.14123434169335278,0.14123434169335278,
T5,train,validation,profile_mean_settlement_mm,942,211,0.0,0.0,numeric,325.11072300780256,378.1898319483412,285.51799394300923,0.18590460169432776,0.18590460169432776,
T5,train,validation,profile_mean_rate_mm_y,942,211,0.0,0.0,numeric,24.24243376548429,28.928062056369672,11.457086986880546,0.40897204466116677,0.40897204466116677,
T5,train,validation,profile_rate_std_mm_y,942,211,0.0,0.0,numeric,20.454729445456476,29.862213317009473,10.02580955145918,0.938326608267141,0.938326608267141,
T5,train,validation,profile_n_observed,942,211,0.0,0.0,numeric,8.636942675159236,8.658767772511847,0.5899317990237729,0.03699596697233058,0.03699596697233058,
T5,train,validation,chainage_m,942,211,0.0,0.0,numeric,271.557655949172,274.7969622542654,207.16319537865851,0.015636495175566853,0.015636495175566853,
T5,train,validation,chainage_normalized_profile,942,211,0.0,0.0,numeric,0.5008618393609342,0.5021758421696683,0.1441067665562918,0.009118258914100175,0.009118258914100175,
T5,train,validation,kzt,942,211,0.0,0.0,numeric,0.43730516359161364,0.4434504722947868,0.15034374252644322,0.04087505472395885,0.04087505472395885,
T5,train,validation,kzt__standard_uncertainty,942,211,0.0,0.0,numeric,0.04856768690423568,0.049747592107298594,0.02318183689423199,0.050897830419835914,0.050897830419835914,
T5,train,validation,kzt__donor_distance_m,942,211,0.0,0.0,numeric,33.69666311083864,36.98880138393365,55.94535853580826,0.05884560148073494,0.05884560148073494,
T5,train,validation,kzt__provenance,942,211,0.0,0.0,categorical,,,,,,0.020411346233183414
T5,train,validation,ko,942,211,0.0,0.0,numeric,0.48906392729129516,0.4931055356853081,0.11237617045256311,0.035964994871568706,0.035964994871568706,
T5,train,validation,ko__standard_uncertainty,942,211,0.0,0.0,numeric,0.017040468549862,0.017599086262511856,0.006883398471926551,0.08115434765663197,0.08115434765663197,
T5,train,validation,ko__donor_distance_m,942,211,0.0,0.0,numeric,10.526560112951168,12.552958791943126,25.55535577158358,0.07929448124706694,0.07929448124706694,
T5,train,validation,ko__provenance,942,211,0.0,0.0,categorical,,,,,,0.029769271792394955
T5,train,validation,seismic_energy_J_m2,942,211,0.0,0.0,numeric,15.943955605902335,16.83390154199052,9.684118099925552,0.09189746829863911,0.09189746829863911,
T5,train,validation,seismic_energy_J_m2__standard_uncertainty,942,211,0.0,0.0,numeric,1.6057365829405517,1.6318937673981038,0.7050907982308554,0.03709761143271639,0.03709761143271639,
T5,train,validation,seismic_energy_J_m2__donor_distance_m,942,211,0.0,0.0,numeric,17.304292485626327,18.901725845781993,33.13298778918077,0.048212777257512864,0.048212777257512864,
T5,train,validation,seismic_energy_J_m2__provenance,942,211,0.0,0.0,categorical,,,,,,0.01381048691399761
T5,train,validation,fill_density,942,211,0.0,0.0,numeric,0.6208962823019342,0.6503466382092323,0.35606243091407397,0.08271121396237732,0.08271121396237732,
T5,train,validation,fill_density__standard_uncertainty,942,211,0.0,0.0,numeric,0.07999999999999999,0.07999999999999997,1.3877787807814457e-17,-1.0,1.0,
T5,train,validation,fill_density__donor_distance_m,942,211,0.0,0.0,numeric,19.24039202557219,18.611688608161135,7.217352509886856,-0.08710997786928279,0.08710997786928279,
T5,train,validation,fill_density__provenance,942,211,0.0,0.0,categorical,,,,,,0.0
T5,train,validation,fault_distance_m,942,211,0.0,0.0,numeric,253.6524155670637,249.36653663893838,224.14206589672878,-0.019121260933233318,0.019121260933233318,
T5,train,validation,fault_distance_m__standard_uncertainty,942,211,0.0,0.0,numeric,25.0,25.0,0.0,,,
T5,train,validation,fault_distance_m__donor_distance_m,942,211,0.0,0.0,numeric,19.24039202557219,18.611688608161135,7.217352509886856,-0.08710997786928279,0.08710997786928279,
T5,train,validation,fault_distance_m__provenance,942,211,0.0,0.0,categorical,,,,,,0.0
T5,train,validation,lithology,942,211,0.0,0.0,categorical,,,,,,0.034287238003240045
T5,train,validation,lithology__standard_uncertainty,942,211,1.0,1.0,numeric,,,,,,
T5,train,validation,lithology__donor_distance_m,942,211,0.0,0.0,numeric,4.96344694410828,5.089557365450237,15.163165898974109,0.008316892539604128,0.008316892539604128,
T5,train,validation,lithology__provenance,942,211,0.0,0.0,categorical,,,,,,0.003909197935219023
T5,train,validation,terrain_TRI_relative,942,211,0.31422505307855625,0.3412322274881517,numeric,0.2616185070557585,0.2579536370938705,0.19857637595260458,-0.01845571984233787,0.01845571984233787,
T5,train,validation,terrain_TRI_relative__standard_uncertainty,942,211,0.0,0.0,numeric,0.10000000000000002,0.1,1.3877787807814457e-17,-1.0,1.0,
T5,train,validation,terrain_TRI_relative__donor_distance_m,942,211,0.0,0.0,numeric,19.24039202557219,18.611688608161135,7.217352509886856,-0.08710997786928279,0.08710997786928279,
T5,train,validation,terrain_TRI_relative__provenance,942,211,0.0,0.0,categorical,,,,,,0.0
T5,train,validation,terrain_roughness_relative,942,211,0.31422505307855625,0.3412322274881517,numeric,0.36621542321859135,0.36522311562553955,0.2086507604053459,-0.0047558302261829465,0.0047558302261829465,
T5,train,validation,terrain_roughness_relative__standard_uncertainty,942,211,0.0,0.0,numeric,0.10000000000000002,0.1,1.3877787807814457e-17,-1.0,1.0,
T5,train,validation,terrain_roughness_relative__donor_distance_m,942,211,0.0,0.0,numeric,19.24039202557219,18.611688608161135,7.217352509886856,-0.08710997786928279,0.08710997786928279,
T5,train,validation,terrain_roughness_relative__provenance,942,211,0.0,0.0,categorical,,,,,,0.0
T5,train,validation,target_campaign_type,942,211,0.0,0.0,categorical,,,,,,0.07590988217063623
T5,train,test_complete,n_history,942,28,0.0,0.0,numeric,7.440552016985138,16.607142857142858,2.980504758002359,3.075516257958098,3.075516257958098,
T5,train,test_complete,last_settlement_mm,942,28,0.0,0.0,numeric,422.4469960898412,471.20256986999993,417.91140092604843,0.11666485688622377,0.11666485688622377,
T5,train,test_complete,last_rate_mm_y,942,28,0.0,0.0,numeric,31.513063326766076,69.49260303122142,23.147597322090384,1.640755158126517,1.640755158126517,
T5,train,test_complete,mean_last_3_rates_mm_y,942,28,0.0,0.0,numeric,32.20543463201773,65.34122364546428,22.71530648013219,1.4587427663557426,1.4587427663557426,
T5,train,test_complete,std_last_3_rates_mm_y,942,28,0.0,0.0,numeric,3.984233837126867,7.427812459427142,4.207290696363379,0.8184788907685349,0.8184788907685349,
T5,train,test_complete,recent_acceleration_mm_y2,942,28,0.0,0.0,numeric,-1.504175165101124,19.01652044024072,32.667753603047224,0.6281636581043543,0.6281636581043543,
T5,train,test_complete,current_standard_uncertainty_mm,942,28,0.0,0.0,numeric,0.8668287310320594,0.9158817323964287,0.21490685743071591,0.22825237849929267,0.22825237849929267,
T5,train,test_complete,days_since_previous_observation,942,28,0.0,0.0,numeric,172.29511677282377,84.0,62.820304146802464,-1.4055187725053058,1.4055187725053058,
T5,train,test_complete,forecast_horizon_days,942,28,0.0,0.0,numeric,160.37579617834396,350.0,43.39162706704296,4.370064379671082,4.370064379671082,
T5,train,test_complete,current_campaign_type,942,28,0.0,0.0,categorical,,,,,,0.886411889596603
T5,train,test_complete,missing_campaigns_since_previous,942,28,0.0,0.0,numeric,0.7377919320594479,0.5,0.6149539599381512,-0.3866824958462968,0.3866824958462968,
T5,train,test_complete,profile_mean_settlement_mm,942,28,0.0,0.0,numeric,325.11072300780256,347.6197402178571,285.51799394300923,0.07883572204751287,0.07883572204751287,
T5,train,test_complete,profile_mean_rate_mm_y,942,28,0.0,0.0,numeric,24.24243376548429,51.528959075,11.457086986880546,2.3816285361856275,2.3816285361856275,
T5,train,test_complete,profile_rate_std_mm_y,942,28,0.0,0.0,numeric,20.454729445456476,58.43289123142857,10.02580955145918,3.788039418766404,3.788039418766404,
T5,train,test_complete,profile_n_observed,942,28,0.0,0.0,numeric,8.636942675159236,7.857142857142857,0.5899317990237729,-1.3218474055929905,1.3218474055929905,
T5,train,test_complete,chainage_m,942,28,0.0,0.0,numeric,271.557655949172,302.9600610567857,207.16319537865851,0.1515829346531152,0.1515829346531152,
T5,train,test_complete,chainage_normalized_profile,942,28,0.0,0.0,numeric,0.5008618393609342,0.5039295241571429,0.1441067665562918,0.021287583293393468,0.021287583293393468,
T5,train,test_complete,kzt,942,28,0.0,0.0,numeric,0.43730516359161364,0.5625961880785715,0.15034374252644322,0.8333637461826587,0.8333637461826587,
T5,train,test_complete,kzt__standard_uncertainty,942,28,0.0,0.0,numeric,0.04856768690423568,0.04681907024678572,0.02318183689423199,-0.07543046159060159,0.07543046159060159,
T5,train,test_complete,kzt__donor_distance_m,942,28,0.0,0.0,numeric,33.69666311083864,35.476331900714285,55.94535853580826,0.03181083894093828,0.03181083894093828,
T5,train,test_complete,kzt__provenance,942,28,0.0,0.0,categorical,,,,,,0.06354261449802853
T5,train,test_complete,ko,942,28,0.0,0.0,numeric,0.48906392729129516,0.5201401564392857,0.11237617045256311,0.27653753480688864,0.27653753480688864,
T5,train,test_complete,ko__standard_uncertainty,942,28,0.0,0.0,numeric,0.017040468549862,0.018523402047500002,0.006883398471926551,0.2154362418049806,0.2154362418049806,
T5,train,test_complete,ko__donor_distance_m,942,28,0.0,0.0,numeric,10.526560112951168,14.620029247857143,25.55535577158358,0.16018047925037032,0.16018047925037032,
T5,train,test_complete,ko__provenance,942,28,0.0,0.0,categorical,,,,,,0.08545647558386414
T5,train,test_complete,seismic_energy_J_m2,942,28,0.0,0.0,numeric,15.943955605902335,21.071428571428573,9.684118099925552,0.5294723703922669,0.5294723703922669,
T5,train,test_complete,seismic_energy_J_m2__standard_uncertainty,942,28,0.0,0.0,numeric,1.6057365829405517,1.6838073467500005,0.7050907982308554,0.11072441167199512,0.11072441167199512,
T5,train,test_complete,seismic_energy_J_m2__donor_distance_m,942,28,0.0,0.0,numeric,17.304292485626327,23.491700650000002,33.13298778918077,0.186744648678925,0.186744648678925,
T5,train,test_complete,seismic_energy_J_m2__provenance,942,28,0.0,0.0,categorical,,,,,,0.03412192902638758
T5,train,test_complete,fill_density,942,28,0.0,0.0,numeric,0.6208962823019342,0.6956906739050001,0.35606243091407397,0.21005976792063044,0.21005976792063044,
T5,train,test_complete,fill_density__standard_uncertainty,942,28,0.0,0.0,numeric,0.07999999999999999,0.08,1.3877787807814457e-17,1.0,1.0,
T5,train,test_complete,fill_density__donor_distance_m,942,28,0.0,0.0,numeric,19.24039202557219,17.36601537,7.217352509886856,-0.25970418557283076,0.25970418557283076,
T5,train,test_complete,fill_density__provenance,942,28,0.0,0.0,categorical,,,,,,0.0
T5,train,test_complete,fault_distance_m,942,28,0.0,0.0,numeric,253.6524155670637,135.326517867,224.14206589672878,-0.5279058048594109,0.5279058048594109,
T5,train,test_complete,fault_distance_m__standard_uncertainty,942,28,0.0,0.0,numeric,25.0,25.0,0.0,,,
T5,train,test_complete,fault_distance_m__donor_distance_m,942,28,0.0,0.0,numeric,19.24039202557219,17.36601537,7.217352509886856,-0.25970418557283076,0.25970418557283076,
T5,train,test_complete,fault_distance_m__provenance,942,28,0.0,0.0,categorical,,,,,,0.0
T5,train,test_complete,lithology,942,28,0.0,0.0,categorical,,,,,,0.1943433424325144
T5,train,test_complete,lithology__standard_uncertainty,942,28,1.0,1.0,numeric,,,,,,
T5,train,test_complete,lithology__donor_distance_m,942,28,0.0,0.0,numeric,4.96344694410828,6.856912733928572,15.163165898974109,0.12487272133244928,0.12487272133244928,
T5,train,test_complete,lithology__provenance,942,28,0.0,0.0,categorical,,,,,,0.037761601455869
T5,train,test_complete,terrain_TRI_relative,942,28,0.31422505307855625,0.42857142857142855,numeric,0.2616185070557585,0.143055555560375,0.19857637595260458,-0.5970647360574334,0.5970647360574334,
