source_file,source_sha256,pdf_page,profile_label,marker_index,distance_label_as_printed_km,distance_value_from_label_km,method,observation_interval_label,source_pixel_x,source_pixel_y,displacement_negative_down_mm,digitization_uncertainty_mm_not_measurement_sigma,status,provenance,eligible_as_t1_time_series
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,1,11,1.1,1.1,leveling,2011-2016,681.3461538461538,326.0,-280.6,3.6,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,1,12,1.2,1.2,leveling,2011-2016,736.7307692307693,,,,unresolved_occlusion,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,1,13,1.3,1.3,leveling,2011-2016,792.1153846153846,383.5,-349.3,3.6,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,1,14,1.4,1.4,leveling,2011-2016,847.5,381.5,-346.9,3.6,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,1,1,0,0.0,leveling,2015-2016,127.5,90.5,0.6,3.6,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,1,2,0.2,0.2,leveling,2015-2016,182.8846153846154,90.5,0.6,3.6,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,1,3,0.3,0.3,leveling,2015-2016,238.26923076923077,103.5,-14.9,3.6,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,1,4,0.4,0.4,leveling,2015-2016,293.6538461538462,103.5,-14.9,3.6,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,1,5,0.5,0.5,leveling,2015-2016,349.03846153846155,103.5,-14.9,3.6,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,1,6,0.6,0.6,leveling,2015-2016,404.4230769230769,111.5,-24.5,3.6,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,1,7,0.7,0.7,leveling,2015-2016,459.8076923076923,114.5,-28.1,3.6,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,1,8,0.8,0.8,leveling,2015-2016,515.1923076923077,120.5,-35.2,3.6,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,1,9,0.9,0.9,leveling,2015-2016,570.5769230769231,132.5,-49.6,3.6,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,1,10,1.0,1.0,leveling,2015-2016,625.9615384615385,135.5,-53.1,3.6,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,1,11,1.1,1.1,leveling,2015-2016,681.3461538461538,144.0,-63.3,3.6,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,1,12,1.2,1.2,leveling,2015-2016,736.7307692307693,147.5,-67.5,3.6,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,1,13,1.3,1.3,leveling,2015-2016,792.1153846153846,149.5,-69.9,3.6,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,1,14,1.4,1.4,leveling,2015-2016,847.5,149.5,-69.9,3.6,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,1,1,0,0.0,radar,2011-2016,127.5,104.0,-15.5,3.6,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,1,2,0.2,0.2,radar,2011-2016,182.8846153846154,106.5,-18.5,3.6,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,1,3,0.3,0.3,radar,2011-2016,238.26923076923077,127.5,-43.6,3.6,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,1,4,0.4,0.4,radar,2011-2016,293.6538461538462,161.5,-84.2,3.6,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,1,5,0.5,0.5,radar,2011-2016,349.03846153846155,149.5,-69.9,3.6,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,1,6,0.6,0.6,radar,2011-2016,404.4230769230769,171.5,-96.1,3.6,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,1,7,0.7,0.7,radar,2011-2016,459.8076923076923,235.5,-172.5,3.6,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,1,8,0.8,0.8,radar,2011-2016,515.1923076923077,271.5,-215.5,3.6,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,1,9,0.9,0.9,radar,2011-2016,570.5769230769231,303.5,-253.7,3.6,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,1,10,1.0,1.0,radar,2011-2016,625.9615384615385,324.5,-278.8,3.6,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,1,11,1.1,1.1,radar,2011-2016,681.3461538461538,347.5,-306.3,3.6,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,1,12,1.2,1.2,radar,2011-2016,736.7307692307693,353.5,-313.4,3.6,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,1,13,1.3,1.3,radar,2011-2016,792.1153846153846,358.5,-319.4,3.6,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,1,14,1.4,1.4,radar,2011-2016,847.5,400.5,-369.6,3.6,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,1,1,0,0.0,radar,2015-2016,127.5,91.5,-0.6,3.6,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,1,2,0.2,0.2,radar,2015-2016,182.8846153846154,92.5,-1.8,3.6,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,1,3,0.3,0.3,radar,2015-2016,238.26923076923077,96.0,-6.0,9.6,partially_occluded_approximation,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,1,4,0.4,0.4,radar,2015-2016,293.6538461538462,99.5,-10.1,3.6,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,1,5,0.5,0.5,radar,2015-2016,349.03846153846155,96.0,-6.0,9.6,partially_occluded_approximation,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,1,6,0.6,0.6,radar,2015-2016,404.4230769230769,99.5,-10.1,3.6,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,1,7,0.7,0.7,radar,2015-2016,459.8076923076923,115.5,-29.3,3.6,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,1,8,0.8,0.8,radar,2015-2016,515.1923076923077,121.5,-36.4,3.6,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,1,9,0.9,0.9,radar,2015-2016,570.5769230769231,129.0,-45.4,9.6,partially_occluded_approximation,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,1,10,1.0,1.0,radar,2015-2016,625.9615384615385,130.0,-46.6,9.6,partially_occluded_approximation,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,1,11,1.1,1.1,radar,2015-2016,681.3461538461538,132.0,-49.0,9.6,partially_occluded_approximation,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,1,12,1.2,1.2,radar,2015-2016,736.7307692307693,135.0,-52.5,9.6,partially_occluded_approximation,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,1,13,1.3,1.3,radar,2015-2016,792.1153846153846,138.0,-56.1,9.6,partially_occluded_approximation,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,1,14,1.4,1.4,radar,2015-2016,847.5,151.5,-72.2,3.6,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,5,1,0,0.0,leveling,2011-2016,116.0,386.5,-308.7,3.1,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,5,2,0.10,0.1,leveling,2011-2016,148.34782608695653,358.5,-279.5,3.1,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,5,3,0.15,0.15,leveling,2011-2016,180.69565217391306,318.5,-237.7,3.1,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,5,4,0.20,0.2,leveling,2011-2016,213.04347826086956,321.5,-240.8,3.1,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,5,5,0.25,0.25,leveling,2011-2016,245.3913043478261,284.0,-201.6,3.1,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,5,6,0.30,0.3,leveling,2011-2016,277.7391304347826,245.5,-161.4,3.1,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,5,7,0.35,0.35,leveling,2011-2016,310.0869565217391,214.5,-129.0,3.1,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,5,8,0.40,0.4,leveling,2011-2016,342.4347826086956,218.0,-132.7,8.4,partially_occluded_approximation,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,5,9,0.45,0.45,leveling,2011-2016,374.7826086956522,213.5,-128.0,3.1,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,5,10,0.50,0.5,leveling,2011-2016,407.1304347826087,205.5,-119.6,8.4,partially_occluded_approximation,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,5,11,0.55,0.55,leveling,2011-2016,439.47826086956525,209.0,-123.3,3.1,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,5,12,0.60,0.6,leveling,2011-2016,471.82608695652175,217.5,-132.2,3.1,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,5,13,0.65,0.65,leveling,2011-2016,504.17391304347825,225.0,-140.0,3.1,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,5,14,0.70,0.7,leveling,2011-2016,536.5217391304348,237.0,-152.5,3.1,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,5,15,0.75,0.75,leveling,2011-2016,568.8695652173913,265.5,-182.3,8.4,partially_occluded_approximation,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,5,16,0.80,0.8,leveling,2011-2016,601.2173913043479,272.5,-189.6,3.1,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,5,17,0.85,0.85,leveling,2011-2016,633.5652173913044,313.0,-231.9,8.4,partially_occluded_approximation,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,5,18,0.90,0.9,leveling,2011-2016,665.9130434782609,345.0,-265.4,3.1,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,5,19,0.95,0.95,leveling,2011-2016,698.2608695652174,375.5,-297.2,3.1,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,5,20,1.00,1.0,leveling,2011-2016,730.608695652174,385.5,-307.7,3.1,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,5,21,1.05,1.05,leveling,2011-2016,762.9565217391305,374.5,-296.2,3.1,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,5,22,1.10,1.1,leveling,2011-2016,795.304347826087,357.0,-277.9,3.1,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,5,23,1.15,1.15,leveling,2011-2016,827.6521739130435,307.0,-225.7,3.1,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,5,24,1.20,1.2,leveling,2011-2016,860.0,243.0,-158.8,8.4,partially_occluded_approximation,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,5,1,0,0.0,leveling,2015-2016,116.0,144.5,-55.9,3.1,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,5,2,0.10,0.1,leveling,2015-2016,148.34782608695653,138.5,-49.6,3.1,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,5,3,0.15,0.15,leveling,2015-2016,180.69565217391306,131.0,-41.8,3.1,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,5,4,0.20,0.2,leveling,2015-2016,213.04347826086956,124.5,-35.0,3.1,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,5,5,0.25,0.25,leveling,2015-2016,245.3913043478261,118.5,-28.7,3.1,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,5,6,0.30,0.3,leveling,2015-2016,277.7391304347826,114.5,-24.6,3.1,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,5,7,0.35,0.35,leveling,2015-2016,310.0869565217391,110.5,-20.4,3.1,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,5,8,0.40,0.4,leveling,2015-2016,342.4347826086956,109.5,-19.3,3.1,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,5,9,0.45,0.45,leveling,2015-2016,374.7826086956522,108.5,-18.3,3.1,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,5,10,0.50,0.5,leveling,2015-2016,407.1304347826087,106.0,-15.7,3.1,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,5,11,0.55,0.55,leveling,2015-2016,439.47826086956525,107.5,-17.2,3.1,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,5,12,0.60,0.6,leveling,2015-2016,471.82608695652175,108.5,-18.3,3.1,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,5,13,0.65,0.65,leveling,2015-2016,504.17391304347825,109.0,-18.8,3.1,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,5,14,0.70,0.7,leveling,2015-2016,536.5217391304348,108.5,-18.3,3.1,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,5,15,0.75,0.75,leveling,2015-2016,568.8695652173913,112.5,-22.5,3.1,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,5,16,0.80,0.8,leveling,2015-2016,601.2173913043479,112.5,-22.5,3.1,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,5,17,0.85,0.85,leveling,2015-2016,633.5652173913044,115.5,-25.6,3.1,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,5,18,0.90,0.9,leveling,2015-2016,665.9130434782609,120.5,-30.8,3.1,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,5,19,0.95,0.95,leveling,2015-2016,698.2608695652174,124.5,-35.0,3.1,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,5,20,1.00,1.0,leveling,2015-2016,730.608695652174,129.5,-40.2,3.1,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,5,21,1.05,1.05,leveling,2015-2016,762.9565217391305,132.5,-43.4,3.1,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,5,22,1.10,1.1,leveling,2015-2016,795.304347826087,135.5,-46.5,3.1,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,5,23,1.15,1.15,leveling,2015-2016,827.6521739130435,136.5,-47.5,3.1,digitized_marker_or_visible_curve,D_published_graph,False
geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,5,24,1.20,1.2,leveling,2015-2016,860.0,132.5,-43.4,3.1,digitized_marker_or_visible_curve,D_published_graph,False
