model_id,family,fold_id,target_date,rows,points,profiles,zones,fit_seconds,inference_seconds,peak_ram_mb,peak_vram_mb,n,mae,median_absolute_error,rmse,bias,absolute_bias,p90_absolute_error,p95_absolute_error,max_absolute_error,r2_descriptive,precision_weighted_mae,precision_weighted_rmse,b1_mae,b1_skill,mase,mase_available,direction_accuracy,direction_neutral_fraction,b1_fold_mae,fold_mae_ratio_vs_b1
B1_persistence_last_rate,persistence,rolling_origin_2023-11-07,2023-11-07,88,88,14,4,0.0004831999976886,4.119999357499182e-05,193.08984375,0.0,88,6.104172770658447,4.65818584571435,10.470596431765474,1.0242381158204608,1.0242381158204608,11.010434436428532,14.342378433642907,71.02960179557142,0.9129945556349127,5.788317097879457,9.446109430848567,6.104172770658447,0.0,0.9461383845625098,True,0.625,0.625,6.104172770658447,1.0
B3_profile_robust_trend,profile_robust_trend,rolling_origin_2021-05-18,2021-05-18,84,84,13,4,0.0008937999955378,0.0001900999923236,192.8125,0.0,84,5.3096696254833216,4.568607672150174,7.161094548384173,-2.0696179919316067,2.0696179919316067,10.565366836073453,12.604642176142143,34.781197161312576,0.7898954475103092,5.533607916322166,7.663184858579283,4.847109727074056,-0.09543004480084027,0.6777376131738881,True,0.5357142857142857,0.5,4.847109727074056,1.0954300448008403
B3_profile_robust_trend,profile_robust_trend,rolling_origin_2021-07-13,2021-07-13,12,12,2,2,0.0008915999933378,0.0001972000027308,192.8125,0.0,12,6.8492944248067795,6.757786211612349,7.258934323538293,-1.6126147685354233,1.6126147685354233,9.810686892903236,10.330278499661443,10.760221670878828,0.6088851209216353,6.849294424806779,7.258934323538294,6.930570676489801,0.01172720912561076,1.1394237525555009,True,1.0,1.0,6.930570676489801,0.9882727908743892
B3_profile_robust_trend,profile_robust_trend,rolling_origin_2021-11-02,2021-11-02,91,91,14,4,0.0011483999987831,0.0002047000016318,192.8125,0.0,91,5.9679917747972295,4.104385381977455,10.882945532523435,-0.44292800821396083,0.44292800821396083,10.609077747025218,13.190058048587911,63.068383153906794,0.6484358542346871,6.34282987218275,11.413539212702469,6.097705185018902,0.021272496174521205,0.9902899727113511,True,0.5604395604395604,0.5824175824175825,6.097705185018902,0.9787275038254788
B3_profile_robust_trend,profile_robust_trend,rolling_origin_2022-03-01,2022-03-01,14,14,2,1,0.0009057999996002,0.0001921999937621,192.8125,0.0,14,7.886041111797701,4.361308870275719,13.809685075072045,-2.5537184280523055,2.5537184280523055,14.3027419103339,27.472598449473367,46.30932385063184,0.7653065652468074,8.235198536586076,14.290632023117047,5.806703046969976,-0.3580927159539793,1.3015697277666425,True,0.6428571428571429,0.6428571428571429,5.806703046969976,1.3580927159539793
B3_profile_robust_trend,profile_robust_trend,rolling_origin_2022-05-17,2022-05-17,89,89,14,4,0.0011696000001393,0.0002127000043401,192.8125,0.0,89,5.415593496807797,3.1342996225124953,8.846972666988092,-2.9345673179559992,2.9345673179559992,11.463933600640672,19.469942608126008,48.7335750071533,0.7687071244968857,4.9727980242339465,7.72291308022014,4.48333068176607,-0.20793978432893345,0.8951562202893539,True,0.6179775280898876,0.6629213483146067,4.48333068176607,1.2079397843289335
B3_profile_robust_trend,profile_robust_trend,rolling_origin_2022-07-19,2022-07-19,13,13,3,2,0.0012206999963382,0.0003842000005533,192.8125,0.0,13,12.946149775259443,8.483198036716772,16.20228149268276,3.3405171782396113,3.3405171782396113,27.2880640673412,29.098829044078876,30.694952484963196,0.395577458116641,12.946149775259443,16.202281492682765,12.234021875457897,-0.058208813671496884,2.24433545734156,True,0.5384615384615384,0.5384615384615384,12.234021875457897,1.0582088136714969
B3_profile_robust_trend,profile_robust_trend,rolling_origin_2022-10-18,2022-10-18,90,90,14,4,0.0009387000027345,0.0001953000028152,192.8125,0.0,90,8.401829146191123,5.655493027372042,16.387843287629398,-3.1880847046704233,3.1880847046704233,16.681958825743475,23.968962709593093,120.55704738930338,0.6242741434166827,7.7589208267899785,13.15542129210108,7.683236611748699,-0.09352732067936054,1.4137877190093904,True,0.6111111111111112,0.6111111111111112,7.683236611748699,1.0935273206793605
B3_profile_robust_trend,profile_robust_trend,rolling_origin_2023-01-17,2023-01-17,12,12,2,1,0.0009218999912263,0.0001970000012079,192.8125,0.0,12,11.13276156326419,7.46374742867097,16.092100565448316,-5.5072110263474245,5.5072110263474245,27.71615864975211,33.56192141735432,39.349509561549965,0.7884060949855167,10.878444434463324,15.837241059798277,8.344330682014652,-0.3341707067362172,1.7950677216251165,True,0.5,0.5833333333333334,8.344330682014652,1.3341707067362172
B3_profile_robust_trend,profile_robust_trend,rolling_origin_2023-05-16,2023-05-16,88,88,14,4,0.0010620999964885,0.000206500000786,192.8125,0.0,88,7.309732817573217,5.414538448951762,10.788358029350041,-2.90800463435235,2.90800463435235,13.937604806142664,21.995350070959336,45.60487876999025,0.8562964287579691,7.080944289743004,10.635298651693658,6.2782014752207,-0.16430363798037462,1.170743753583198,True,0.4090909090909091,0.48863636363636365,6.2782014752207,1.1643036379803746
B3_profile_robust_trend,profile_robust_trend,rolling_origin_2023-07-25,2023-07-25,14,14,2,2,0.0009195000020554,0.0002717000024858,192.8125,0.0,14,16.596377788341023,5.730505212920626,26.639457728854115,-15.524829598183528,15.524829598183528,45.606327916502984,55.35973979974586,69.41799901808876,0.5356708029834059,16.72742849636227,26.846285437254405,13.514482114265329,-0.22804393450064753,2.6600989858999817,True,0.6428571428571429,0.6428571428571429,13.514482114265329,1.2280439345006475
B3_profile_robust_trend,profile_robust_trend,rolling_origin_2023-11-07,2023-11-07,88,88,14,4,0.0009414999949513,0.0001924999960465,192.8125,0.0,88,8.486265911541757,5.804035871862555,13.609277317725406,-0.6144848011775511,0.6144848011775511,17.67599542771814,25.427868674818786,72.54711741184246,0.8530147635671136,7.885635961094112,12.443935932646305,6.104172770658447,-0.39024012431849253,1.3153595453766813,True,0.5568181818181818,0.625,6.104172770658447,1.3902401243184925
B5_fixed_kalman,fixed_kalman,rolling_origin_2021-05-18,2021-05-18,84,84,13,4,0.0005142000009072,0.1181465999979991,193.859375,0.0,84,4.78332768327867,3.914270179540921,6.466207417599412,0.6742795990722124,0.6742795990722124,9.018011571294851,12.156472765202935,27.713875974540823,0.828692684288098,4.7359081024271115,6.55158545422943,4.847109727074056,0.01315877860967829,0.6105541993676821,True,0.4880952380952381,0.5,4.847109727074056,0.9868412213903217
B5_fixed_kalman,fixed_kalman,rolling_origin_2021-07-13,2021-07-13,12,12,2,2,0.0004862000059802,0.0245722000108798,193.859375,0.0,12,4.964799077030425,5.663214064309642,5.871627123464061,0.5008708810650893,0.5008708810650893,8.452847091365973,8.48634180100619,8.498165728896314,0.7440969041655121,4.964799077030425,5.871627123464061,6.930570676489801,0.2836377682616753,0.82592594859779,True,1.0,1.0,6.930570676489801,0.7163622317383247
B5_fixed_kalman,fixed_kalman,rolling_origin_2021-11-02,2021-11-02,91,91,14,4,0.0005824999971082,0.1284305000008316,193.859375,0.0,91,6.197870563078801,4.1221948911586,11.052694865459765,0.11456337935025626,0.11456337935025626,10.42691005914093,15.192950332656306,67.46898495240153,0.6373831115318481,6.494709555708254,11.456858123201288,6.097705185018902,-0.016426733503940083,1.0284345726981718,True,0.5714285714285714,0.5824175824175825,6.097705185018902,1.01642673350394
B5_fixed_kalman,fixed_kalman,rolling_origin_2022-03-01,2022-03-01,14,14,2,1,0.0005488000024342,0.0294376999954693,193.859375,0.0,14,6.018484430972426,3.230866339953881,9.976541848404272,-2.1176918695873885,2.1176918695873885,15.406987004429471,22.094294760388657,29.62704387895691,0.8775120267448013,6.284731583007612,10.30387782510152,5.806703046969976,-0.036471881253332006,0.9933345554931855,True,0.6428571428571429,0.6428571428571429,5.806703046969976,1.036471881253332
B5_fixed_kalman,fixed_kalman,rolling_origin_2022-05-17,2022-05-17,89,89,14,4,0.00048990000505,0.1321715999947628,193.859375,0.0,89,4.60192555021983,2.919431621373821,7.976741089098945,-1.3903328335343852,1.3903328335343852,8.953781781200341,16.768166751683637,46.336305824150614,0.8119714157243858,4.220909486050124,6.87106670124934,4.48333068176607,-0.026452402660390728,0.7606631265836292,True,0.651685393258427,0.6629213483146067,4.48333068176607,1.0264524026603907
B5_fixed_kalman,fixed_kalman,rolling_origin_2022-07-19,2022-07-19,13,13,3,2,0.0005001999961677,0.0289728000061586,193.859375,0.0,13,11.528801606783414,9.40597220490082,15.48087464395078,2.968858606814675,2.968858606814675,27.599053755328278,29.690395189812083,30.51910043506674,0.4482030514253431,11.528801606783416,15.480874643950782,12.234021875457897,0.05764418895548917,1.9986249715886546,True,0.6153846153846154,0.5384615384615384,12.234021875457897,0.9423558110445108
B5_fixed_kalman,fixed_kalman,rolling_origin_2022-10-18,2022-10-18,90,90,14,4,0.0006407999899238,0.1377546000003349,193.859375,0.0,90,7.035198031268579,4.190561009733419,14.310990114749236,-1.799563416789289,1.799563416789289,13.307274385118346,20.540542248023524,106.41164041365701,0.7134721492347111,6.566077626198029,11.43904787263628,7.683236611748699,0.08434447788438293,1.1838227610133674,True,0.6555555555555556,0.6111111111111112,7.683236611748699,0.9156555221156171
B5_fixed_kalman,fixed_kalman,rolling_origin_2023-01-17,2023-01-17,12,12,2,1,0.000474899992696,0.0257641000061994,193.859375,0.0,12,9.923779990830788,7.771601863427138,13.51064978552391,-2.1953455020088066,2.1953455020088066,26.390427127487353,27.448601079812804,27.56564242797475,0.8508476326307914,9.56951585302076,13.229353213943947,8.344330682014652,-0.18928412223888458,1.6001292255132442,True,0.5,0.5833333333333334,8.344330682014652,1.1892841222388846
B5_fixed_kalman,fixed_kalman,rolling_origin_2023-05-16,2023-05-16,88,88,14,4,0.0004842000053031,0.1434755999944172,193.859375,0.0,88,5.470521862041618,3.6462089158489053,9.26896122682955,-2.1835614568414234,2.1835614568414234,9.334277928758782,17.224974173317563,48.839072432220135,0.8939235467216491,5.0573057054148265,9.28161061428875,6.2782014752207,0.12864824685332188,0.8761714632617486,True,0.5113636363636364,0.48863636363636365,6.2782014752207,0.8713517531466781
B5_fixed_kalman,fixed_kalman,rolling_origin_2023-07-25,2023-07-25,14,14,2,2,0.0004675999953178,0.0320822000066982,193.859375,0.0,14,15.223816439317753,6.133815742125634,23.49969789579604,-14.080079168220534,14.080079168220534,44.62307847430755,48.88986908369507,55.984033821183644,0.6386735193172122,15.31902189345048,23.63821441151738,13.514482114265329,-0.12648167429576307,2.4401022432862263,True,0.6428571428571429,0.6428571428571429,13.514482114265329,1.126481674295763
B5_fixed_kalman,fixed_kalman,rolling_origin_2023-11-07,2023-11-07,88,88,14,4,0.0004946999979438,0.1422304000006988,193.859375,0.0,88,7.194351417200138,4.096651250384224,12.969706758703836,-0.8303176357725096,0.8303176357725096,12.69544292525629,26.857107389041722,73.30311679054536,0.8665053375669348,6.117683106048611,10.584408129281778,6.104172770658447,-0.17859564063814903,1.1151145754857945,True,0.5795454545454546,0.625,6.104172770658447,1.178595640638149
B6_adaptive_kalman,adaptive_kalman,rolling_origin_2021-05-18,2021-05-18,84,84,13,4,0.0009263999963877,0.0165741999953752,193.53125,0.0,84,4.678731933159709,3.936157068976939,6.272149034865462,0.5821299046532461,0.5821299046532461,8.360391978616063,10.270369275134493,26.858820734120858,0.8388206553600797,4.627762666832443,6.327972009079931,4.847109727074056,0.03473777227980934,0.5972033736037713,True,0.5,0.5,4.847109727074056,0.9652622277201907
B6_adaptive_kalman,adaptive_kalman,rolling_origin_2021-07-13,2021-07-13,12,12,2,2,0.0009244999964721,0.003999799999292,193.53125,0.0,12,5.071099952232984,5.680717011669065,5.97626171572274,0.47707452794194855,0.47707452794194855,8.614493326031477,8.684125232541701,8.694498391056982,0.7348950602786359,5.071099952232985,5.976261715722739,6.930570676489801,0.26829979969248396,0.8436097762464534,True,1.0,1.0,6.930570676489801,0.731700200307516
B6_adaptive_kalman,adaptive_kalman,rolling_origin_2021-11-02,2021-11-02,91,91,14,4,0.0009236999903805,0.020505000007688,193.53125,0.0,91,6.205526989302061,4.163665483120475,10.91854062883184,0.2286810679592022,0.2286810679592022,10.658175742822387,15.473605257006287,67.23869784644613,0.6461323557130498,6.514228087963321,11.303386349111662,6.097705185018902,-0.017682357708611374,1.0297050305677213,True,0.5714285714285714,0.5824175824175825,6.097705185018902,1.0176823577086114
B6_adaptive_kalman,adaptive_kalman,rolling_origin_2022-03-01,2022-03-01,14,14,2,1,0.0009597999887773,0.0050765000050887,193.53125,0.0,14,5.310812592028056,3.220430385848502,8.085363202517739,-1.390688543774202,1.390688543774202,15.486458632884752,18.83729822678643,19.984566848860936,0.919548812543244,5.52598581907277,8.325031462967527,5.806703046969976,0.08539965810731154,0.8765352350604048,True,0.6428571428571429,0.6428571428571429,5.806703046969976,0.9146003418926885
B6_adaptive_kalman,adaptive_kalman,rolling_origin_2022-05-17,2022-05-17,89,89,14,4,0.0009580999903846,0.0234248000051593,193.53125,0.0,89,4.342405471979374,2.9552851300099876,7.353906702289217,-1.1863115424767838,1.1863115424767838,8.661793169988707,11.510780754521443,42.37760790287353,0.84018809960524,4.024676767131924,6.417950568407766,4.48333068176607,0.03143315088486465,0.7177664408438559,True,0.6629213483146067,0.6629213483146067,4.48333068176607,0.9685668491151354
B6_adaptive_kalman,adaptive_kalman,rolling_origin_2022-07-19,2022-07-19,13,13,3,2,0.0010541999945417,0.0060464999987743,193.53125,0.0,13,11.36125664520556,9.23747453505824,14.892603495580756,3.215544494454132,3.215544494454132,24.61098665969199,27.261795760148026,29.965752117639894,0.4893426815241998,11.36125664520556,14.892603495580756,12.234021875457897,0.07133919157061108,1.9695794944007796,True,0.6153846153846154,0.5384615384615384,12.234021875457897,0.9286608084293889
B6_adaptive_kalman,adaptive_kalman,rolling_origin_2022-10-18,2022-10-18,90,90,14,4,0.0009305999992648,0.0278760999935911,193.53125,0.0,90,6.841591480914118,4.069956865788926,14.023596556251064,-1.522289334802474,1.522289334802474,14.33409528801969,22.537490047699542,107.84438385490395,0.7248647109610399,6.388526754417394,11.112473267007559,7.683236611748699,0.10954304460018749,1.1512443119104125,True,0.6555555555555556,0.6111111111111112,7.683236611748699,0.8904569553998125
B6_adaptive_kalman,adaptive_kalman,rolling_origin_2023-01-17,2023-01-17,12,12,2,1,0.0009859999991022,0.0049202000082004,193.53125,0.0,12,9.661937564041283,8.195320379183793,12.510448276217607,-1.6320957511851397,1.6320957511851397,21.365951447513662,24.858099011447404,28.06140589501392,0.8721138771272698,9.358720302800089,12.285260290057838,8.344330682014652,-0.15790444221806754,1.5579092528846368,True,0.5,0.5833333333333334,8.344330682014652,1.1579044422180675
B6_adaptive_kalman,adaptive_kalman,rolling_origin_2023-05-16,2023-05-16,88,88,14,4,0.0009684999968158,0.0294510000094305,193.53125,0.0,88,5.11296436349908,3.548101113182259,8.35016961729877,-1.8493870715007659,1.8493870715007659,8.837433299660367,14.004187938416553,41.95524743070743,0.913911041385816,4.682503943002157,8.241082415990839,6.2782014752207,0.1856004647701528,0.8189042254005862,True,0.5,0.48863636363636365,6.2782014752207,0.8143995352298472
B6_adaptive_kalman,adaptive_kalman,rolling_origin_2023-07-25,2023-07-25,14,14,2,2,0.0009848000045167,0.0079365999990841,193.53125,0.0,14,13.96899709779214,6.205386230274652,21.097649834111937,-12.787220198660435,12.787220198660435,41.07465769050183,45.094284648336675,49.23695531807128,0.7087651165746536,14.0522393519291,21.214662648236075,13.514482114265329,-0.03363169818006151,2.2389774134920484,True,0.6428571428571429,0.6428571428571429,13.514482114265329,1.0336316981800615
B6_adaptive_kalman,adaptive_kalman,rolling_origin_2023-11-07,2023-11-07,88,88,14,4,0.0024818999954732,0.0351694999990286,193.53125,0.0,88,6.775352131647586,4.153404953874005,12.086702282509183,-0.4735242100836958,0.4735242100836958,12.107868293150585,21.17694536690008,72.7348537186897,0.8840637531114188,5.885062911459688,10.042771708378243,6.104172770658447,-0.10995418809496438,1.0501702624625617,True,0.5909090909090909,0.625,6.104172770658447,1.1099541880949644
B7_two_regime_imm,imm_damped_acceleration,rolling_origin_2021-05-18,2021-05-18,84,84,13,4,0.0005810000002384,0.0634353000059491,193.71484375,0.0,84,4.577791395878758,4.053095632785334,6.167929550241383,-0.6364466597031525,0.6364466597031525,8.285174224025853,10.256736563584376,25.868334540824247,0.8441325407024738,4.560352586456424,6.164602687812696,4.847109727074056,0.055562664424737784,0.5843191070420727,True,0.4880952380952381,0.5,4.847109727074056,0.9444373355752622
B7_two_regime_imm,imm_damped_acceleration,rolling_origin_2021-07-13,2021-07-13,12,12,2,2,0.000526699994225,0.0104588000103831,193.71484375,0.0,12,5.186214872996455,5.443166303864209,5.897519847076703,0.07965781439499242,0.07965781439499242,8.040183494106575,8.688819173787577,9.446656214627655,0.7418349628894563,5.186214872996457,5.897519847076702,6.930570676489801,0.2516900678050409,0.862759876513189,True,1.0,1.0,6.930570676489801,0.7483099321949591
B7_two_regime_imm,imm_damped_acceleration,rolling_origin_2021-11-02,2021-11-02,91,91,14,4,0.0005697000015061,0.0750673000002279,193.71484375,0.0,91,5.743942188690407,3.568581331414478,10.09427295724064,-0.1338419641640906,0.1338419641640906,9.621653739266723,14.729579718484924,68.21185638617109,0.6975443132906727,5.947154025260386,10.300968234355286,6.097705185018902,0.05801575930526037,0.9531126328482691,True,0.5604395604395604,0.5824175824175825,6.097705185018902,0.9419842406947396
B7_two_regime_imm,imm_damped_acceleration,rolling_origin_2022-03-01,2022-03-01,14,14,2,1,0.0005723000067519,0.0165765999990981,193.71484375,0.0,14,4.312408406273193,2.492837542974627,6.66854292283357,-1.02922356697227,1.02922356697227,9.359807970160421,14.065100854528886,20.135788554146174,0.9452738000056422,4.421824467586407,6.823221731328182,5.806703046969976,0.2573396002188415,0.7117513281758766,True,0.7142857142857143,0.6428571428571429,5.806703046969976,0.7426603997811585
B7_two_regime_imm,imm_damped_acceleration,rolling_origin_2022-05-17,2022-05-17,89,89,14,4,0.0004888999974355,0.096166200004518,193.71484375,0.0,89,4.045858829649234,2.7014121553007726,6.100007024494274,-1.3083274256856707,1.3083274256856707,9.215301837110829,12.54800167476645,26.91922672087746,0.8900402978796721,3.6565331398153194,5.32315900638785,4.48333068176607,0.09757742249440937,0.6687495470086338,True,0.651685393258427,0.6629213483146067,4.48333068176607,0.9024225775055906
B7_two_regime_imm,imm_damped_acceleration,rolling_origin_2022-07-19,2022-07-19,13,13,3,2,0.0005296000017551,0.0227155000029597,193.71484375,0.0,13,11.337209038345874,12.719064556319871,14.473530719099463,2.470868702822647,2.470868702822647,20.565858513521786,24.979866140345536,31.024730083751052,0.517677767539688,11.337209038345875,14.473530719099463,12.234021875457897,0.07330482536663419,1.9654106181189261,True,0.6153846153846154,0.5384615384615384,12.234021875457897,0.9266951746333658
B7_two_regime_imm,imm_damped_acceleration,rolling_origin_2022-10-18,2022-10-18,90,90,14,4,0.0006290000019362,0.1168005999934393,193.71484375,0.0,90,6.458555648465503,3.6388562550095673,13.877626246980737,-0.9359606830224411,0.9359606830224411,12.153935794913933,15.80850317324767,105.29997170009857,0.7305626164853392,5.972474382579825,10.770608071382563,7.683236611748699,0.1593964920214086,1.0867903285653826,True,0.6666666666666666,0.6111111111111112,7.683236611748699,0.8406035079785914
B7_two_regime_imm,imm_damped_acceleration,rolling_origin_2023-01-17,2023-01-17,12,12,2,1,0.0005449000018415,0.0155708999955095,193.71484375,0.0,12,10.421515823189903,6.614707077982614,14.177405292746398,1.7046114841862672,1.7046114841862672,24.72349268542455,27.863261898015836,31.39997745033348,0.8357629304788352,10.164835639257578,14.000550134584142,8.344330682014652,-0.24893370365251832,1.680385101064583,True,0.5,0.5833333333333334,8.344330682014652,1.2489337036525183
B7_two_regime_imm,imm_damped_acceleration,rolling_origin_2023-05-16,2023-05-16,88,88,14,4,0.0005266000080155,0.1191094999958295,193.71484375,0.0,88,4.742259092225738,3.1677709144980706,6.969901709770509,-1.461672807003591,1.461672807003591,10.369324965788294,15.74618913499335,29.556240827191587,0.9400194882402626,4.354833779735922,6.5228136695478005,6.2782014752207,0.24464687682565467,0.7595312097795152,True,0.5454545454545454,0.48863636363636365,6.2782014752207,0.7553531231743453
B7_two_regime_imm,imm_damped_acceleration,rolling_origin_2023-07-25,2023-07-25,14,14,2,2,0.0005720000044675,0.0242136000015307,193.71484375,0.0,14,11.811647653961774,6.2052763928151276,17.764846255831547,-10.737017993949346,10.737017993949346,35.457542378870784,40.04059839638068,40.51815980019907,0.793510420775419,11.873169384022178,17.85490654113062,13.514482114265329,0.12600071877753372,1.8931933429585048,True,0.7142857142857143,0.6428571428571429,13.514482114265329,0.8739992812224663
B7_two_regime_imm,imm_damped_acceleration,rolling_origin_2023-11-07,2023-11-07,88,88,14,4,0.000519199995324,0.1374966000003041,193.71484375,0.0,88,6.014953289421121,3.583216678876642,11.341166772704677,0.5239698014585855,0.5239698014585855,11.09752541788595,20.03911944814921,75.19063550100877,0.8979250769295285,5.412069841904042,9.64076289919941,6.104172770658447,0.014616146133049623,0.9323094876716567,True,0.6136363636363636,0.625,6.104172770658447,0.9853838538669504
B8_student_t_robust_imm,imm_student_t_robust_observation,rolling_origin_2021-05-18,2021-05-18,84,84,13,4,0.0004958999925293,0.063179000004311,193.1953125,0.0,84,4.594628047695435,4.054997976817926,6.220773543446312,-0.6021400726212228,0.6021400726212228,8.544497706259438,10.986361114532006,26.32004655757754,0.8414502977060575,4.574874568392716,6.229012770299924,4.847109727074056,0.052089119825028285,0.5864681733721716,True,0.5,0.5,4.847109727074056,0.9479108801749717
B8_student_t_robust_imm,imm_student_t_robust_observation,rolling_origin_2021-07-13,2021-07-13,12,12,2,2,0.0005517999961739,0.0124584000004688,193.1953125,0.0,12,5.078347575062577,5.344245638868675,5.850280331740626,0.18752677574103918,0.18752677574103918,8.040346610386681,8.656431313899354,9.374465230630918,0.7459542360102263,5.078347575062576,5.850280331740626,6.930570676489801,0.26725405278823866,0.8448154644662053,True,1.0,1.0,6.930570676489801,0.7327459472117613
B8_student_t_robust_imm,imm_student_t_robust_observation,rolling_origin_2021-11-02,2021-11-02,91,91,14,4,0.0005249999958323,0.092967899996438,193.1953125,0.0,91,5.7641742702505985,3.6102115949368496,10.172006642016305,-0.15886362364657777,0.15886362364657777,9.621573850838057,14.640875019170295,68.27755880845461,0.6928680931203062,5.969203734022927,10.388027283388487,6.097705185018902,0.05469777640082307,0.9564698136642256,True,0.5494505494505495,0.5824175824175825,6.097705185018902,0.9453022235991769
B8_student_t_robust_imm,imm_student_t_robust_observation,rolling_origin_2022-03-01,2022-03-01,14,14,2,1,0.0005166000046301,0.0212595000048168,193.1953125,0.0,14,4.8893136608760415,2.6701618260454705,7.091531783754847,-1.6332708967800127,1.6332708967800127,10.197815580965909,14.144618227952822,20.24416448704488,0.9381109952393482,5.043578071503187,7.26734693437468,5.806703046969976,0.15798799743559166,0.8069679780177392,True,0.7142857142857143,0.6428571428571429,5.806703046969976,0.8420120025644083
