model_id,reference_model_id,cluster_column,left_out_cluster,remaining_rows,mean_absolute_error_delta
B5_fixed_kalman,B7_two_regime_imm,profile_id,P-H05,561,0.7029480440710858
B5_fixed_kalman,B7_two_regime_imm,profile_id,P-H06,558,0.7031508711866323
B5_fixed_kalman,B7_two_regime_imm,profile_id,P-H07,563,0.6892087508665399
B5_fixed_kalman,B7_two_regime_imm,profile_id,P-V01,558,0.6779918553150789
B5_fixed_kalman,B7_two_regime_imm,profile_id,P-V02,556,0.6888281818312264
B5_fixed_kalman,B7_two_regime_imm,profile_id,P-V03,553,0.7038641536251192
B5_fixed_kalman,B7_two_regime_imm,profile_id,P-V04,558,0.6596134698457817
B5_fixed_kalman,B7_two_regime_imm,profile_id,P-V05,560,0.6932769775955944
B5_fixed_kalman,B7_two_regime_imm,profile_id,P-V06,552,0.6891015040072972
B6_adaptive_kalman,B1_persistence_last_rate,profile_id,P-D01,543,-0.3250814126498709
B6_adaptive_kalman,B1_persistence_last_rate,profile_id,P-H01,548,-0.28960234873910895
B6_adaptive_kalman,B1_persistence_last_rate,profile_id,P-H02,544,-0.42704295190195574
B6_adaptive_kalman,B1_persistence_last_rate,profile_id,P-H03,546,-0.3096031181777237
B6_adaptive_kalman,B1_persistence_last_rate,profile_id,P-H04,535,-0.09342920050418782
B6_adaptive_kalman,B1_persistence_last_rate,profile_id,P-H05,561,-0.23939732041570652
B6_adaptive_kalman,B1_persistence_last_rate,profile_id,P-H06,558,-0.23589123605031456
B6_adaptive_kalman,B1_persistence_last_rate,profile_id,P-H07,563,-0.22799473576568172
B6_adaptive_kalman,B1_persistence_last_rate,profile_id,P-V01,558,-0.27542249099164173
B6_adaptive_kalman,B1_persistence_last_rate,profile_id,P-V02,556,-0.20578767974907186
B6_adaptive_kalman,B1_persistence_last_rate,profile_id,P-V03,553,-0.2433927447058085
B6_adaptive_kalman,B1_persistence_last_rate,profile_id,P-V04,558,-0.2147355200515029
B6_adaptive_kalman,B1_persistence_last_rate,profile_id,P-V05,560,-0.2562045085237878
B6_adaptive_kalman,B1_persistence_last_rate,profile_id,P-V06,552,-0.2934845163266512
B6_adaptive_kalman,B7_two_regime_imm,profile_id,P-D01,543,0.32936363605961755
B6_adaptive_kalman,B7_two_regime_imm,profile_id,P-H01,548,0.4639306307576724
B6_adaptive_kalman,B7_two_regime_imm,profile_id,P-H02,544,0.25459206279733654
B6_adaptive_kalman,B7_two_regime_imm,profile_id,P-H03,546,0.4126237760235004
B6_adaptive_kalman,B7_two_regime_imm,profile_id,P-H04,535,0.4703725225047749
B6_adaptive_kalman,B7_two_regime_imm,profile_id,P-H05,561,0.43551473760524806
B6_adaptive_kalman,B7_two_regime_imm,profile_id,P-H06,558,0.4397819449409514
B6_adaptive_kalman,B7_two_regime_imm,profile_id,P-H07,563,0.42955575878243474
B6_adaptive_kalman,B7_two_regime_imm,profile_id,P-V01,558,0.4044466691639209
B6_adaptive_kalman,B7_two_regime_imm,profile_id,P-V02,556,0.4189176345895217
B6_adaptive_kalman,B7_two_regime_imm,profile_id,P-V03,553,0.43792421769932166
B6_adaptive_kalman,B7_two_regime_imm,profile_id,P-V04,558,0.40344455607554974
B6_adaptive_kalman,B7_two_regime_imm,profile_id,P-V05,560,0.4287769565507517
B6_adaptive_kalman,B7_two_regime_imm,profile_id,P-V06,552,0.4300568217584373
B7_two_regime_imm,B1_persistence_last_rate,profile_id,P-D01,543,-0.6544450487094884
B7_two_regime_imm,B1_persistence_last_rate,profile_id,P-H01,548,-0.7535329794967814
B7_two_regime_imm,B1_persistence_last_rate,profile_id,P-H02,544,-0.6816350146992922
B7_two_regime_imm,B1_persistence_last_rate,profile_id,P-H03,546,-0.7222268942012241
B7_two_regime_imm,B1_persistence_last_rate,profile_id,P-H04,535,-0.5638017230089628
B7_two_regime_imm,B1_persistence_last_rate,profile_id,P-H05,561,-0.6749120580209546
B7_two_regime_imm,B1_persistence_last_rate,profile_id,P-H06,558,-0.675673180991266
B7_two_regime_imm,B1_persistence_last_rate,profile_id,P-H07,563,-0.6575504945481165
B7_two_regime_imm,B1_persistence_last_rate,profile_id,P-V01,558,-0.6798691601555626
B7_two_regime_imm,B1_persistence_last_rate,profile_id,P-V02,556,-0.6247053143385937
B7_two_regime_imm,B1_persistence_last_rate,profile_id,P-V03,553,-0.6813169624051302
B7_two_regime_imm,B1_persistence_last_rate,profile_id,P-V04,558,-0.6181800761270527
B7_two_regime_imm,B1_persistence_last_rate,profile_id,P-V05,560,-0.6849814650745396
B7_two_regime_imm,B1_persistence_last_rate,profile_id,P-V06,552,-0.7235413380850885
B8_student_t_robust_imm,B1_persistence_last_rate,profile_id,P-D01,543,-0.5813458776114994
B8_student_t_robust_imm,B1_persistence_last_rate,profile_id,P-H01,548,-0.6752038725514408
B8_student_t_robust_imm,B1_persistence_last_rate,profile_id,P-H02,544,-0.6179414858514589
B8_student_t_robust_imm,B1_persistence_last_rate,profile_id,P-H03,546,-0.5588522986848935
B8_student_t_robust_imm,B1_persistence_last_rate,profile_id,P-H04,535,-0.487933389661687
B8_student_t_robust_imm,B1_persistence_last_rate,profile_id,P-H05,561,-0.5563177712760621
B8_student_t_robust_imm,B1_persistence_last_rate,profile_id,P-H06,558,-0.5594052629865099
B8_student_t_robust_imm,B1_persistence_last_rate,profile_id,P-H07,563,-0.538278579364931
B8_student_t_robust_imm,B1_persistence_last_rate,profile_id,P-V01,558,-0.56378989682418
B8_student_t_robust_imm,B1_persistence_last_rate,profile_id,P-V02,556,-0.4989814408845724
B8_student_t_robust_imm,B1_persistence_last_rate,profile_id,P-V03,553,-0.5627010432100116
B8_student_t_robust_imm,B1_persistence_last_rate,profile_id,P-V04,558,-0.5018715046205839
B8_student_t_robust_imm,B1_persistence_last_rate,profile_id,P-V05,560,-0.5698537097129724
B8_student_t_robust_imm,B1_persistence_last_rate,profile_id,P-V06,552,-0.6060018961426734
B8_student_t_robust_imm,B7_two_regime_imm,profile_id,P-D01,543,0.07309917109798904
B8_student_t_robust_imm,B7_two_regime_imm,profile_id,P-H01,548,0.07832910694534058
B8_student_t_robust_imm,B7_two_regime_imm,profile_id,P-H02,544,0.06369352884783328
B8_student_t_robust_imm,B7_two_regime_imm,profile_id,P-H03,546,0.1633745955163306
B8_student_t_robust_imm,B7_two_regime_imm,profile_id,P-H04,535,0.07586833334727577
B8_student_t_robust_imm,B7_two_regime_imm,profile_id,P-H05,561,0.11859428674489259
B8_student_t_robust_imm,B7_two_regime_imm,profile_id,P-H06,558,0.11626791800475592
B8_student_t_robust_imm,B7_two_regime_imm,profile_id,P-H07,563,0.11927191518318564
B8_student_t_robust_imm,B7_two_regime_imm,profile_id,P-V01,558,0.11607926333138269
B8_student_t_robust_imm,B7_two_regime_imm,profile_id,P-V02,556,0.12572387345402108
B8_student_t_robust_imm,B7_two_regime_imm,profile_id,P-V03,553,0.11861591919511855
B8_student_t_robust_imm,B7_two_regime_imm,profile_id,P-V04,558,0.11630857150646863
B8_student_t_robust_imm,B7_two_regime_imm,profile_id,P-V05,560,0.11512775536156725
B8_student_t_robust_imm,B7_two_regime_imm,profile_id,P-V06,552,0.11753944194241503
M1_ridge,B1_persistence_last_rate,profile_id,P-D01,543,-0.3653845408274285
M1_ridge,B1_persistence_last_rate,profile_id,P-H01,548,-0.16422638039661505
M1_ridge,B1_persistence_last_rate,profile_id,P-H02,544,-0.14242715057035596
M1_ridge,B1_persistence_last_rate,profile_id,P-H03,546,-0.03650337914262054
M1_ridge,B1_persistence_last_rate,profile_id,P-H04,535,-0.042580222051684234
M1_ridge,B1_persistence_last_rate,profile_id,P-H05,561,-0.07390071893803138
M1_ridge,B1_persistence_last_rate,profile_id,P-H06,558,-0.08481377473423592
M1_ridge,B1_persistence_last_rate,profile_id,P-H07,563,0.0008278800905500538
M1_ridge,B1_persistence_last_rate,profile_id,P-V01,558,-0.07351045300901646
M1_ridge,B1_persistence_last_rate,profile_id,P-V02,556,0.08024970883428426
M1_ridge,B1_persistence_last_rate,profile_id,P-V03,553,-0.13232377057696887
M1_ridge,B1_persistence_last_rate,profile_id,P-V04,558,-0.09523792709104442
M1_ridge,B1_persistence_last_rate,profile_id,P-V05,560,-0.06716946222477474
M1_ridge,B1_persistence_last_rate,profile_id,P-V06,552,-0.0721907667331428
M1_ridge,B7_two_regime_imm,profile_id,P-D01,543,0.28906050788205995
M1_ridge,B7_two_regime_imm,profile_id,P-H01,548,0.5893065991001663
M1_ridge,B7_two_regime_imm,profile_id,P-H02,544,0.5392078641289362
M1_ridge,B7_two_regime_imm,profile_id,P-H03,546,0.6857235150586034
M1_ridge,B7_two_regime_imm,profile_id,P-H04,535,0.5212215009572785
M1_ridge,B7_two_regime_imm,profile_id,P-H05,561,0.6010113390829234
M1_ridge,B7_two_regime_imm,profile_id,P-H06,558,0.59085940625703
M1_ridge,B7_two_regime_imm,profile_id,P-H07,563,0.6583783746386664
M1_ridge,B7_two_regime_imm,profile_id,P-V01,558,0.606358707146546
M1_ridge,B7_two_regime_imm,profile_id,P-V02,556,0.7049550231728777
M1_ridge,B7_two_regime_imm,profile_id,P-V03,553,0.5489931918281612
M1_ridge,B7_two_regime_imm,profile_id,P-V04,558,0.5229421490360081
M1_ridge,B7_two_regime_imm,profile_id,P-V05,560,0.6178120028497648
M1_ridge,B7_two_regime_imm,profile_id,P-V06,552,0.6513505713519457
M2_extra_trees,B1_persistence_last_rate,profile_id,P-D01,543,-0.4853650315529804
M2_extra_trees,B1_persistence_last_rate,profile_id,P-H01,548,-0.3045320884526195
M2_extra_trees,B1_persistence_last_rate,profile_id,P-H02,544,-0.17954983589259588
M2_extra_trees,B1_persistence_last_rate,profile_id,P-H03,546,-0.12333238007980664
M2_extra_trees,B1_persistence_last_rate,profile_id,P-H04,535,0.1224485019349076
M2_extra_trees,B1_persistence_last_rate,profile_id,P-H05,561,-0.04869182677312913
M2_extra_trees,B1_persistence_last_rate,profile_id,P-H06,558,-0.014748228218662713
M2_extra_trees,B1_persistence_last_rate,profile_id,P-H07,563,-0.037028101203189334
M2_extra_trees,B1_persistence_last_rate,profile_id,P-V01,558,-0.09593550778781608
M2_extra_trees,B1_persistence_last_rate,profile_id,P-V02,556,0.011058847135448425
M2_extra_trees,B1_persistence_last_rate,profile_id,P-V03,553,-0.06810131166837663
M2_extra_trees,B1_persistence_last_rate,profile_id,P-V04,558,0.034697315870061016
M2_extra_trees,B1_persistence_last_rate,profile_id,P-V05,560,-0.08056091408065384
M2_extra_trees,B1_persistence_last_rate,profile_id,P-V06,552,-0.1606807856642871
M2_extra_trees,B7_two_regime_imm,profile_id,P-D01,543,0.169080017156508
M2_extra_trees,B7_two_regime_imm,profile_id,P-H01,548,0.4490008910441619
M2_extra_trees,B7_two_regime_imm,profile_id,P-H02,544,0.5020851788066962
M2_extra_trees,B7_two_regime_imm,profile_id,P-H03,546,0.5988945141214174
M2_extra_trees,B7_two_regime_imm,profile_id,P-H04,535,0.6862502249438702
M2_extra_trees,B7_two_regime_imm,profile_id,P-H05,561,0.6262202312478253
M2_extra_trees,B7_two_regime_imm,profile_id,P-H06,558,0.6609249527726031
M2_extra_trees,B7_two_regime_imm,profile_id,P-H07,563,0.6205223933449272
M2_extra_trees,B7_two_regime_imm,profile_id,P-V01,558,0.5839336523677463
M2_extra_trees,B7_two_regime_imm,profile_id,P-V02,556,0.6357641614740418
M2_extra_trees,B7_two_regime_imm,profile_id,P-V03,553,0.6132156507367534
M2_extra_trees,B7_two_regime_imm,profile_id,P-V04,558,0.6528773919971136
M2_extra_trees,B7_two_regime_imm,profile_id,P-V05,560,0.6044205509938857
M2_extra_trees,B7_two_regime_imm,profile_id,P-V06,552,0.5628605524208012
Z01_elastic_net,B1_persistence_last_rate,profile_id,P-D01,543,-0.3318925274366334
Z01_elastic_net,B1_persistence_last_rate,profile_id,P-H01,548,-0.1335958295845413
Z01_elastic_net,B1_persistence_last_rate,profile_id,P-H02,544,-0.07053767651527398
Z01_elastic_net,B1_persistence_last_rate,profile_id,P-H03,546,-0.05599139625678175
Z01_elastic_net,B1_persistence_last_rate,profile_id,P-H04,535,0.013912749871283252
Z01_elastic_net,B1_persistence_last_rate,profile_id,P-H05,561,-0.07023645836659072
Z01_elastic_net,B1_persistence_last_rate,profile_id,P-H06,558,-0.1073883005134734
Z01_elastic_net,B1_persistence_last_rate,profile_id,P-H07,563,-0.05555413233968976
Z01_elastic_net,B1_persistence_last_rate,profile_id,P-V01,558,-0.060365724618740124
Z01_elastic_net,B1_persistence_last_rate,profile_id,P-V02,556,0.0722778503968227
Z01_elastic_net,B1_persistence_last_rate,profile_id,P-V03,553,-0.15329708114108626
Z01_elastic_net,B1_persistence_last_rate,profile_id,P-V04,558,-0.11305497295877162
Z01_elastic_net,B1_persistence_last_rate,profile_id,P-V05,560,-0.0743573939343528
Z01_elastic_net,B1_persistence_last_rate,profile_id,P-V06,552,-0.10919391057355296
Z01_elastic_net,B7_two_regime_imm,profile_id,P-D01,543,0.32255252127285505
Z01_elastic_net,B7_two_regime_imm,profile_id,P-H01,548,0.61993714991224
Z01_elastic_net,B7_two_regime_imm,profile_id,P-H02,544,0.6110973381840182
Z01_elastic_net,B7_two_regime_imm,profile_id,P-H03,546,0.6662354979444423
Z01_elastic_net,B7_two_regime_imm,profile_id,P-H04,535,0.5777144728802459
Z01_elastic_net,B7_two_regime_imm,profile_id,P-H05,561,0.6046755996543639
Z01_elastic_net,B7_two_regime_imm,profile_id,P-H06,558,0.5682848804777925
Z01_elastic_net,B7_two_regime_imm,profile_id,P-H07,563,0.6019963622084268
Z01_elastic_net,B7_two_regime_imm,profile_id,P-V01,558,0.6195034355368225
Z01_elastic_net,B7_two_regime_imm,profile_id,P-V02,556,0.6969831647354162
Z01_elastic_net,B7_two_regime_imm,profile_id,P-V03,553,0.5280198812640438
Z01_elastic_net,B7_two_regime_imm,profile_id,P-V04,558,0.5051251031682811
Z01_elastic_net,B7_two_regime_imm,profile_id,P-V05,560,0.6106240711401868
Z01_elastic_net,B7_two_regime_imm,profile_id,P-V06,552,0.6143474275115355
Z08_xgboost,B1_persistence_last_rate,profile_id,P-D01,543,-0.4865552098125589
Z08_xgboost,B1_persistence_last_rate,profile_id,P-H01,548,-0.2987560439039959
Z08_xgboost,B1_persistence_last_rate,profile_id,P-H02,544,-0.05549417940194868
Z08_xgboost,B1_persistence_last_rate,profile_id,P-H03,546,-0.18771389549250966
Z08_xgboost,B1_persistence_last_rate,profile_id,P-H04,535,-0.01298493717752936
Z08_xgboost,B1_persistence_last_rate,profile_id,P-H05,561,-0.07807873479869694
Z08_xgboost,B1_persistence_last_rate,profile_id,P-H06,558,-0.0718711816680569
Z08_xgboost,B1_persistence_last_rate,profile_id,P-H07,563,-0.06880618617556536
Z08_xgboost,B1_persistence_last_rate,profile_id,P-V01,558,-0.12631167900717277
Z08_xgboost,B1_persistence_last_rate,profile_id,P-V02,556,-0.007238983379515673
Z08_xgboost,B1_persistence_last_rate,profile_id,P-V03,553,-0.09941779299212544
Z08_xgboost,B1_persistence_last_rate,profile_id,P-V04,558,-0.010451080727884721
Z08_xgboost,B1_persistence_last_rate,profile_id,P-V05,560,-0.118763477726409
Z08_xgboost,B1_persistence_last_rate,profile_id,P-V06,552,-0.22282762763837335
Z08_xgboost,B7_two_regime_imm,profile_id,P-D01,543,0.16788983889692952
Z08_xgboost,B7_two_regime_imm,profile_id,P-H01,548,0.4547769355927854
Z08_xgboost,B7_two_regime_imm,profile_id,P-H02,544,0.6261408352973433
Z08_xgboost,B7_two_regime_imm,profile_id,P-H03,546,0.5345129987087143
Z08_xgboost,B7_two_regime_imm,profile_id,P-H04,535,0.5508167858314335
Z08_xgboost,B7_two_regime_imm,profile_id,P-H05,561,0.5968333232222577
Z08_xgboost,B7_two_regime_imm,profile_id,P-H06,558,0.603801999323209
Z08_xgboost,B7_two_regime_imm,profile_id,P-H07,563,0.588744308372551
Z08_xgboost,B7_two_regime_imm,profile_id,P-V01,558,0.5535574811483897
Z08_xgboost,B7_two_regime_imm,profile_id,P-V02,556,0.6174663309590778
Z08_xgboost,B7_two_regime_imm,profile_id,P-V03,553,0.5818991694130045
Z08_xgboost,B7_two_regime_imm,profile_id,P-V04,558,0.6077289953991677
Z08_xgboost,B7_two_regime_imm,profile_id,P-V05,560,0.5662179873481303
Z08_xgboost,B7_two_regime_imm,profile_id,P-V06,552,0.500713710446715
Z09_lightgbm,B1_persistence_last_rate,profile_id,P-D01,543,-0.5025918662165189
Z09_lightgbm,B1_persistence_last_rate,profile_id,P-H01,548,-0.38661499169361985
Z09_lightgbm,B1_persistence_last_rate,profile_id,P-H02,544,-0.17258673183981188
Z09_lightgbm,B1_persistence_last_rate,profile_id,P-H03,546,-0.2728539564930799
Z09_lightgbm,B1_persistence_last_rate,profile_id,P-H04,535,-0.10348588228928872
Z09_lightgbm,B1_persistence_last_rate,profile_id,P-H05,561,-0.22251096222957883
Z09_lightgbm,B1_persistence_last_rate,profile_id,P-H06,558,-0.17867666648814526
Z09_lightgbm,B1_persistence_last_rate,profile_id,P-H07,563,-0.19274090674601724
Z09_lightgbm,B1_persistence_last_rate,profile_id,P-V01,558,-0.23384390995120333
Z09_lightgbm,B1_persistence_last_rate,profile_id,P-V02,556,-0.13697617460911574
Z09_lightgbm,B1_persistence_last_rate,profile_id,P-V03,553,-0.21750928896661947
Z09_lightgbm,B1_persistence_last_rate,profile_id,P-V04,558,-0.08421257163585574
Z09_lightgbm,B1_persistence_last_rate,profile_id,P-V05,560,-0.21456591819247028
Z09_lightgbm,B1_persistence_last_rate,profile_id,P-V06,552,-0.3255369716363808
Z09_lightgbm,B7_two_regime_imm,profile_id,P-D01,543,0.1518531824929696
Z09_lightgbm,B7_two_regime_imm,profile_id,P-H01,548,0.3669179878031615
Z09_lightgbm,B7_two_regime_imm,profile_id,P-H02,544,0.5090482828594804
Z09_lightgbm,B7_two_regime_imm,profile_id,P-H03,546,0.4493729377081442
Z09_lightgbm,B7_two_regime_imm,profile_id,P-H04,535,0.460315840719674
Z09_lightgbm,B7_two_regime_imm,profile_id,P-H05,561,0.45240109579137583
Z09_lightgbm,B7_two_regime_imm,profile_id,P-H06,558,0.49699651450312066
Z09_lightgbm,B7_two_regime_imm,profile_id,P-H07,563,0.46480958780209924
Z09_lightgbm,B7_two_regime_imm,profile_id,P-V01,558,0.44602525020435924
Z09_lightgbm,B7_two_regime_imm,profile_id,P-V02,556,0.4877291397294778
Z09_lightgbm,B7_two_regime_imm,profile_id,P-V03,553,0.4638076734385107
Z09_lightgbm,B7_two_regime_imm,profile_id,P-V04,558,0.5339675044911969
Z09_lightgbm,B7_two_regime_imm,profile_id,P-V05,560,0.4704155468820693
Z09_lightgbm,B7_two_regime_imm,profile_id,P-V06,552,0.39800436644870774
