path,bytes,sha256
artifacts/model_selection/t1_b6_expanded_v1/leave_one_profile_out_jackknife.csv,22270,c2872aba9d4739bea4aa8dff885935b96368f90c4b34a3cc130713e3c55f7867
artifacts/model_selection/t1_b6_expanded_v1/model_registry.json,55648,cfbd104216e2c193a9b0b22d2ae640764174cbc63f1af58fa106e9f3e68c7ac9
artifacts/model_selection/t1_b6_expanded_v1/paired_sensitivity.csv,7355,2b91b9657f42e316047830c5b999ad639c1625fa7558042374a2f75c54d68956
artifacts/model_selection/t1_b6_expanded_v1/prediction_shard_inventory.csv,29011,6c00449f1a23a4552d25b50fee3cf160013706420e193b69b748bbfd07a6d5b0
artifacts/model_selection/t1_b6_expanded_v1/prediction_shards/robustness/b6_cpu/B1_persistence_last_rate.csv,362276,1d0a25a90359e937dfdcb0995a4b2ca746f3327580054d763806212eb38c6936
artifacts/model_selection/t1_b6_expanded_v1/prediction_shards/robustness/b6_cpu/B3_profile_robust_trend.csv,437796,b48818a22af77076a35e17bd1715358b0ac48d89aa1b39d4f3b1c52a93e19c7a
artifacts/model_selection/t1_b6_expanded_v1/prediction_shards/robustness/b6_cpu/B5_fixed_kalman.csv,394107,e7328e3b30fd7326e76454bdb6b2422fa65dd06ddf4441414dd3c2cbb802704b
artifacts/model_selection/t1_b6_expanded_v1/prediction_shards/robustness/b6_cpu/B6_adaptive_kalman.csv,606812,4efd2b354969625c7b40db2bfb09174d8966891c028fb527e06e9b81e6293573
artifacts/model_selection/t1_b6_expanded_v1/prediction_shards/robustness/b6_cpu/B7_two_regime_imm.csv,757170,15f3e8b94e5e351e7ea9b59c94fa4e947a53ef05dc59d04ed759e63e014bdcf0
artifacts/model_selection/t1_b6_expanded_v1/prediction_shards/robustness/b6_cpu/B8_student_t_robust_imm.csv,793218,5b6fbbebc5f511ab2eafcc50a98e5c022b1d4e816e765621888e029b53cbfd70
artifacts/model_selection/t1_b6_expanded_v1/prediction_shards/robustness/b6_cpu/M1_ridge.csv,362632,4a66fe3248d70b501d36f702a2bce46b8d1653194b1340da1f07566e719fc43c
artifacts/model_selection/t1_b6_expanded_v1/prediction_shards/robustness/b6_cpu/M2_extra_trees.csv,402373,2d49c48897a8948acb72e22ddbaa675b7ce4fe0976f3b1e73a7de7159605d3db
artifacts/model_selection/t1_b6_expanded_v1/prediction_shards/robustness/b6_cpu/Z01_elastic_net.csv,356590,19e97941f4561db41e6100f57f98b3816f7f47a4f112b37f6c7837b685b8e60e
artifacts/model_selection/t1_b6_expanded_v1/prediction_shards/robustness/b6_cpu/Z08_xgboost.csv,493919,cde056d6da39279e4fca3b62fb243a6e79ba1bf49f9a7592f9a3374eac2dab3b
artifacts/model_selection/t1_b6_expanded_v1/prediction_shards/robustness/b6_cpu/Z09_lightgbm.csv,480044,292dae4cd536d8a7226f925df0e982a2ba4bd70bdf7f4063d064e61bcd490dd7
artifacts/model_selection/t1_b6_expanded_v1/prediction_shards/screen/b6_cpu/B1_persistence_last_rate.csv,397922,8cde417ff4db8eb875516e03bc0a039cd45f3845ffb1caba31a62b85dcbaf73c
artifacts/model_selection/t1_b6_expanded_v1/prediction_shards/screen/b6_cpu/B3_profile_robust_trend.csv,480552,a8bc6379a06dbc301138cb44986055853b82890aecf1d720beeed3aec136615a
artifacts/model_selection/t1_b6_expanded_v1/prediction_shards/screen/b6_cpu/B5_fixed_kalman.csv,432789,23926211a0031d1d4c7de223426ed1a2a737a10ad6708e3cf68e4053e2347fcd
artifacts/model_selection/t1_b6_expanded_v1/prediction_shards/screen/b6_cpu/B6_adaptive_kalman.csv,669210,d1bfe624ec4e099367215cbefa690f109dc3409170412dd630a95649ac803902
artifacts/model_selection/t1_b6_expanded_v1/prediction_shards/screen/b6_cpu/B7_two_regime_imm.csv,839169,eaae950be90e42a71ad88226e8a8f8cb12b2b821384f54d929f830522a84ed83
artifacts/model_selection/t1_b6_expanded_v1/prediction_shards/screen/b6_cpu/B8_student_t_robust_imm.csv,878767,28f0755e186dc32dc43b31ddc66691ee676e27cc47932648af3aff5d6c49d04a
artifacts/model_selection/t1_b6_expanded_v1/prediction_shards/screen/b6_cpu/M1_ridge.csv,396971,97219d8388e6b3bc3d0e0b71f7b29d48d4962c508c41c20ef5adb85b4f51d2b4
artifacts/model_selection/t1_b6_expanded_v1/prediction_shards/screen/b6_cpu/M2_extra_trees.csv,442074,a93196589693d99dd44d882d548092a50297ebb9cf65bd060ade8bca2f3aff0d
artifacts/model_selection/t1_b6_expanded_v1/prediction_shards/screen/b6_cpu/Z01_elastic_net.csv,391374,353f3f0ae96a173749ea8b9103581c87b3a929bf134d8a331b800d93812557ea
artifacts/model_selection/t1_b6_expanded_v1/prediction_shards/screen/b6_cpu/Z02_huber.csv,384018,e59c2a82ad5c5266b5482bb2098105341b1caf15ead79ddac597252b9a70fb01
artifacts/model_selection/t1_b6_expanded_v1/prediction_shards/screen/b6_cpu/Z03_rbf_svr.csv,397863,fc263b2eff08c0b42f6314e8791de36146557e83b0fb882e97d349b536159327
artifacts/model_selection/t1_b6_expanded_v1/prediction_shards/screen/b6_cpu/Z04_gaussian_process.csv,481654,6a7e0009def03e89569be8fd9e1e293f3fb22104b06a8ce20d6fe11b10c73a02
artifacts/model_selection/t1_b6_expanded_v1/prediction_shards/screen/b6_cpu/Z05_gaussian_gee.csv,471577,55c53e467af0008436a092acf9dd6ced052b838fb6f6f6a5ad25569e8c722535
artifacts/model_selection/t1_b6_expanded_v1/prediction_shards/screen/b6_cpu/Z06_hist_gradient_boosting.csv,488602,24080d9557fa861b899ea7954e9b208839210eaa5daf4ecc04a6bcd145bf8ce0
artifacts/model_selection/t1_b6_expanded_v1/prediction_shards/screen/b6_cpu/Z07_quantile_hist_gradient_boosting.csv,600000,1c769ea16fbfb788ff4960d7cc6b8f9edaf7556451413545e1bca487b7f13849
artifacts/model_selection/t1_b6_expanded_v1/prediction_shards/screen/b6_cpu/Z08_xgboost.csv,545240,ef302c594a18c391c13bcee59eca8209994fedbefe60936ca851d8621ea5960c
artifacts/model_selection/t1_b6_expanded_v1/prediction_shards/screen/b6_cpu/Z09_lightgbm.csv,529186,09f1164c876f27fbb695970250e21b2932687629e5e5a27fb925f924578e37d0
artifacts/model_selection/t1_b6_expanded_v1/prediction_shards/screen/b6_cpu/Z10_catboost.csv,511470,9075385aca615f588aa6087639c88b419eab4e60a3868a7dd22d876d213a82ec
artifacts/model_selection/t1_b6_expanded_v1/prediction_shards/screen/b6_cpu/Z11_ebm.csv,461549,196d368a883f3031f94dad8241729984b975672065f6370fa82751435c0a7b0f
artifacts/model_selection/t1_b6_expanded_v1/prediction_shards/screen/b6_ngboost/Z12_ngboost.csv,464793,9d3420aa87025f80811b7330a4a59a737ee94740bd9544e43d07e9d8ef4c9bd4
artifacts/model_selection/t1_b6_expanded_v1/prediction_shards/screen/b6_torch/Z13_residual_mlp.csv,511304,b90f8e1be29cc7b57e7f37edcda8d76c1018677a6ddc35425102bd76ff8b9a7f
artifacts/model_selection/t1_b6_expanded_v1/prediction_shards/screen/b6_torch/Z14_enfs_replica.csv,584482,b244653bf081456d46b699384f659971d9a35fbad6d53cce2af146da3e482338
artifacts/model_selection/t1_b6_expanded_v1/probabilistic_metrics.csv,507889,6315159f841ba130a0f57e7464c01248d8de0e05dae406494a7ba16669d7a0c9
artifacts/model_selection/t1_b6_expanded_v1/protocol_amendment.json,2880,17956b06f2016b162cdac3ecb8433d02cfa8400bf29e51f075f21d39383e3ad3
artifacts/model_selection/t1_b6_expanded_v1/protocol_errata.json,2522,006993965199ea6dc741de428d3d655419dc86bdadcd3f4beb5dbdf51d2953ee
artifacts/model_selection/t1_b6_expanded_v1/rejection_register.csv,9713,f095cf391b1ed0ba30d302842815e6640b0f18eb37769c97fd06234c8757cb6b
artifacts/model_selection/t1_b6_expanded_v1/robustness_predictions.csv,5427368,f73e90ece5ef71b90009f733ba8d9331f661b81bc9e56ae2201d54c1275beebd
artifacts/model_selection/t1_b6_expanded_v1/screening_register.csv,13650,6919c2254d3820f80146432a768623b644dc1e68a49558109bc4bc340db27135
artifacts/model_selection/t1_b6_expanded_v1/selected_parameter_registry.json,16421,aea11b479441b126658f8178080b76870433c073eec68edfdcbe3f40e214a989
artifacts/model_selection/t1_b6_expanded_v1/temporal_aggregate_metrics.csv,13621,b33d6ffd10ecfd1ef2a48698f858770af4a6128f2032b2e0cfc380ec4563ed23
artifacts/model_selection/t1_b6_expanded_v1/temporal_fold_metrics.csv,114541,7031a118960df027c80304159673b8dda3719de8f8c72ab504cedeac6a27bd23
artifacts/model_selection/t1_b6_expanded_v1/temporal_predictions.csv,11444477,3b0e0e1e54446fb248dff1db93f29cb54fcdfe8926f0c4d8155beefe084cf2fc
artifacts/model_selection/t1_b6_expanded_v1/transition_metrics.csv,85850,b02ccd86ebcbd93e64890ab95eadeda6c1eb48bc8ecc291ee9dc8f16a2aba722
artifacts/model_selection/t1_b6_expanded_v1/tuning_results.csv,2070034,fc90bd430032281f19fc18133dc2510ab781550c01667922604d644f1967cd1e
artifacts/model_selection/t1_b6_expanded_v1/tuning_shards/robustness/b6_cpu/B1_persistence_last_rate.csv,17244,c72382b8ab072926470d0832e82e8c190b07b88e2fa8994d82c4f9e165e145f7
artifacts/model_selection/t1_b6_expanded_v1/tuning_shards/robustness/b6_cpu/B1_persistence_last_rate__selected_inner_oof.csv,2025499,b9588ab0b6bb189b244154cfc81e42cb7a382e37c5ab320599f10fe880a3983d
artifacts/model_selection/t1_b6_expanded_v1/tuning_shards/robustness/b6_cpu/B3_profile_robust_trend.csv,24695,7b5b68681699915b497a6e706f94bd20967f0f3ee04c9a189a1b21d6fb52e967
artifacts/model_selection/t1_b6_expanded_v1/tuning_shards/robustness/b6_cpu/B3_profile_robust_trend__selected_inner_oof.csv,2056948,b771ee4362dbf2f8c9a09ee17189c136dd13534bdd5876c88b2b4d4433521354
artifacts/model_selection/t1_b6_expanded_v1/tuning_shards/robustness/b6_cpu/B5_fixed_kalman.csv,20475,7ff04effc124ea78a11c14942864b65e4b4ab6ea96d2925fe5cc0b4cbfda6b86
artifacts/model_selection/t1_b6_expanded_v1/tuning_shards/robustness/b6_cpu/B5_fixed_kalman__selected_inner_oof.csv,2011493,e865e2f8ac33d4be5d87171471e9e42c71a57a9a18d553a51e642036d69d5bfe
artifacts/model_selection/t1_b6_expanded_v1/tuning_shards/robustness/b6_cpu/B6_adaptive_kalman.csv,40158,c907ad76f3c461724fcb212508f9065ebe1c4c5197a09873361f0fa2fb447f93
artifacts/model_selection/t1_b6_expanded_v1/tuning_shards/robustness/b6_cpu/B6_adaptive_kalman__selected_inner_oof.csv,2128303,d9b7149415553667d0e40cdfc3a188d4917fdae240e25c839a5e221ddcf550f3
artifacts/model_selection/t1_b6_expanded_v1/tuning_shards/robustness/b6_cpu/B7_two_regime_imm.csv,54987,228a97d1711895074e3cf95be47b9a446a1c3e925805b1dc792ae18ac5278c31
artifacts/model_selection/t1_b6_expanded_v1/tuning_shards/robustness/b6_cpu/B7_two_regime_imm__selected_inner_oof.csv,2122901,73f2e26ecbd80ee5570fb5a4476eb39bcf6c0005972b2a67fb4d5d03a034f30b
artifacts/model_selection/t1_b6_expanded_v1/tuning_shards/robustness/b6_cpu/B8_student_t_robust_imm.csv,58193,f51131537c00b7eae8e6c2178902489875d14ab5ffabcb6d40fdf5f60cbd84a2
artifacts/model_selection/t1_b6_expanded_v1/tuning_shards/robustness/b6_cpu/B8_student_t_robust_imm__selected_inner_oof.csv,2156935,cb06c9e7c498641f09b4c5148b7008f44647b2004a9e5b6a94e57e3c37de1bb7
artifacts/model_selection/t1_b6_expanded_v1/tuning_shards/robustness/b6_cpu/M1_ridge.csv,17370,2c5b963072359051fe9549789ed0bba01a804b54819bcd3d5977a5c3330f9851
artifacts/model_selection/t1_b6_expanded_v1/tuning_shards/robustness/b6_cpu/M1_ridge__selected_inner_oof.csv,1971889,27bd394d9bd202568ec4df38eea503133c7096476719c686f9fd16685bf9d1ea
artifacts/model_selection/t1_b6_expanded_v1/tuning_shards/robustness/b6_cpu/M2_extra_trees.csv,21340,6242094910909ee1f45067b70cfd9e1ce876fd20aa63437898e456b97b0b6d1a
artifacts/model_selection/t1_b6_expanded_v1/tuning_shards/robustness/b6_cpu/M2_extra_trees__selected_inner_oof.csv,2005544,fc0c0945baf8126cdcfd70b8c7682199c1fc751e2ac040bd48aab7efe3232e05
artifacts/model_selection/t1_b6_expanded_v1/tuning_shards/robustness/b6_cpu/Z01_elastic_net.csv,186224,4bf7019aa486f834280ceb52901aa258e45baa90162a415c350afbd733df54d9
artifacts/model_selection/t1_b6_expanded_v1/tuning_shards/robustness/b6_cpu/Z01_elastic_net__selected_inner_oof.csv,2011539,b7e218138b51d30e6a9bccf0e13bf9978c3687094d4032b89323cfa3f6e3efa0
artifacts/model_selection/t1_b6_expanded_v1/tuning_shards/robustness/b6_cpu/Z08_xgboost.csv,451227,d6a0652751490778d0ced52862393e65e164fe5e1084573e4879cfe625149a75
artifacts/model_selection/t1_b6_expanded_v1/tuning_shards/robustness/b6_cpu/Z08_xgboost__selected_inner_oof.csv,2006514,66cb098b91a2ae4a971c3fc6148a2c214455b9813ad03185465597f020696298
artifacts/model_selection/t1_b6_expanded_v1/tuning_shards/robustness/b6_cpu/Z09_lightgbm.csv,428347,1708c4ce17a7ff525c3428d292c4bf1279b40a91adb65e91a33923a86447cd02
artifacts/model_selection/t1_b6_expanded_v1/tuning_shards/robustness/b6_cpu/Z09_lightgbm__selected_inner_oof.csv,2012597,168334eb7256e04bbc6377528b89a7907c39ecf37966ca47171c34426333db64
artifacts/model_selection/t1_b6_expanded_v1/tuning_shards/screen/b6_cpu/B1_persistence_last_rate.csv,3832,5ea40801b3f27e0352d53547880b999017aa502b6ca9040d4fda3a4ac43b90d0
artifacts/model_selection/t1_b6_expanded_v1/tuning_shards/screen/b6_cpu/B1_persistence_last_rate__selected_inner_oof.csv,596121,960de83360936838300f212d43f6e0874d0bed85c9c44fd7d774f6bcac725dc1
artifacts/model_selection/t1_b6_expanded_v1/tuning_shards/screen/b6_cpu/B3_profile_robust_trend.csv,5311,d06e4952c5d7000482fd312cd0aeedd95a6e040e8a08adda974cb83db8d7b78d
artifacts/model_selection/t1_b6_expanded_v1/tuning_shards/screen/b6_cpu/B3_profile_robust_trend__selected_inner_oof.csv,605197,4201d7463fb75d1e69995e67709c0e336136ce37661867c4c1874287ae862fbd
artifacts/model_selection/t1_b6_expanded_v1/tuning_shards/screen/b6_cpu/B5_fixed_kalman.csv,4477,c396e2ff1418b7b9ec9503dcb369ded4d5d3edb1afebf7983a25e843d7a7a526
artifacts/model_selection/t1_b6_expanded_v1/tuning_shards/screen/b6_cpu/B5_fixed_kalman__selected_inner_oof.csv,592041,3d61ecf43ab67a86c27e908e91d83009df4fd7fa7fd4e97d2e2db21d078b4e8d
artifacts/model_selection/t1_b6_expanded_v1/tuning_shards/screen/b6_cpu/B6_adaptive_kalman.csv,8498,ad3d302a2387305f686cb3136ec222c5f02cf110ba9c5303cce74232cb3f97bd
artifacts/model_selection/t1_b6_expanded_v1/tuning_shards/screen/b6_cpu/B6_adaptive_kalman__selected_inner_oof.csv,625471,2afc59634d69422b913047f17d346bf8e1db0a481db30fa57306f3e8ecdfcfdf
artifacts/model_selection/t1_b6_expanded_v1/tuning_shards/screen/b6_cpu/B7_two_regime_imm.csv,11521,8f4b7da2e9b954705ea61f699229219c367c0703e765ff1c9ab81cfc2365ee4d
artifacts/model_selection/t1_b6_expanded_v1/tuning_shards/screen/b6_cpu/B7_two_regime_imm__selected_inner_oof.csv,623996,a6a05d1a0b46860a18c42748959c7153b4f204f4d1feb88bfad13fff0b1b3ed5
artifacts/model_selection/t1_b6_expanded_v1/tuning_shards/screen/b6_cpu/B8_student_t_robust_imm.csv,12170,842f0d9caf515da106a995f006d18190d75323ea25efc0268026d0fe349d69df
artifacts/model_selection/t1_b6_expanded_v1/tuning_shards/screen/b6_cpu/B8_student_t_robust_imm__selected_inner_oof.csv,633686,e9d6b4bc8676444746170791059f5907e9129ee31c021e014b8c85807c46cd79
artifacts/model_selection/t1_b6_expanded_v1/tuning_shards/screen/b6_cpu/M1_ridge.csv,3877,7fbd2817c7f0f1d08b72b5988b4f0cb58d802c0d7045251a2dbb70668fe5af9a
artifacts/model_selection/t1_b6_expanded_v1/tuning_shards/screen/b6_cpu/M1_ridge__selected_inner_oof.csv,580767,31275eb405cf1db0a2266475688d159d8f2c28521d86912e02762b7caf7b5fb7
artifacts/model_selection/t1_b6_expanded_v1/tuning_shards/screen/b6_cpu/M2_extra_trees.csv,4629,e94c0824408ebbae06c98cddaf51504d247e77dd6bc1512657eb540a0a8bc3c4
artifacts/model_selection/t1_b6_expanded_v1/tuning_shards/screen/b6_cpu/M2_extra_trees__selected_inner_oof.csv,590403,94d7b7f2eb991f7ac7165179d72a7a50cf8adbe75742d5da4b1ebd48588f2fd8
artifacts/model_selection/t1_b6_expanded_v1/tuning_shards/screen/b6_cpu/Z01_elastic_net.csv,38437,d3acf858e0d44189ca038c9c5a0a46f9af24cd3103905e03684cdf3ce1458089
artifacts/model_selection/t1_b6_expanded_v1/tuning_shards/screen/b6_cpu/Z01_elastic_net__selected_inner_oof.csv,592144,6967eacdc7e5d6c4de21bf49cba87f3da945ea3c5fc7a1ffd513fbbe88f97904
artifacts/model_selection/t1_b6_expanded_v1/tuning_shards/screen/b6_cpu/Z02_huber.csv,28127,aa470aec0e446760be93409b760f208d31603cffa47cbb5e14334805d7bbc52a
artifacts/model_selection/t1_b6_expanded_v1/tuning_shards/screen/b6_cpu/Z02_huber__selected_inner_oof.csv,582442,81c6b7256dfa913a159fb37d8b483e0a7f93b2a7e87d212e611a51d2e702e137
artifacts/model_selection/t1_b6_expanded_v1/tuning_shards/screen/b6_cpu/Z03_rbf_svr.csv,60760,3945d67a7ae50ae83970687dbd3261d588041a51496e862d57062526590f2fc2
artifacts/model_selection/t1_b6_expanded_v1/tuning_shards/screen/b6_cpu/Z03_rbf_svr__selected_inner_oof.csv,585639,4dcd39da76e0692b3da8c8135f288c520c23b5fe46865b7bcc865b1a8fc6e527
artifacts/model_selection/t1_b6_expanded_v1/tuning_shards/screen/b6_cpu/Z04_gaussian_process.csv,26118,3b0956e883049dc473e0dc70af4489752cfef35ff0f206a329a9ee97db61b57b
artifacts/model_selection/t1_b6_expanded_v1/tuning_shards/screen/b6_cpu/Z04_gaussian_process__selected_inner_oof.csv,628529,8f7c60d0efc64d260614ac1f5549c1d4d49973eaa21044565ec125bcb60ee82e
artifacts/model_selection/t1_b6_expanded_v1/tuning_shards/screen/b6_cpu/Z05_gaussian_gee.csv,13459,45627b25093abca2826c3a4678a1c6d66b3664e1fadf95edce06f9290d10499f
