constraint_id,domain,quantity,lower_bound,upper_bound,unit,allowed_values,basis_type,source_id,source_file,source_page,source_location,object,method,period_start,period_end,sign_convention,uncertainty_type,confidence,status,spatial_semantics,temporal_semantics,allowed_use,use_scope,prohibited_use,dependency,notes,provenance_hash,current_use,new_use,reason
MUS-P5-RADAR-2011-2016-SIGNED-DISP,published_spatial_profile,signed_displacement_envelope,-293.09999999999997,-114.39999999999999,mm,,published_graph_digitization,SUP01,inputs/sources/supplementary/geokniga-02obrabotka.pdf,15,"PDF p.15, Line 5, radar, 2011-2016",published_line_5,radar,2011,2016,negative_down_as_printed,conservative_reading_envelope_not_sigma,medium_reading_low_temporal_transfer,ACCEPTED_NUMERIC_CONSTRAINT,categorical_order_printed_distance_labels_no_georeference,one_displacement_interval_exact_campaign_dates_and_common_datum_unknown,modality_comparison_only,modality_comparison_only,cross_period_subtraction;field_sigma;metric_gradient;point_id_mapping;real_temporal_history,method_and_period_separate;nominal_duration_is_explicit_design_assumption,"Extrema include digitization bounds, not population quantiles or measurement precision.",4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,registry_only_not_read_by_v1_formula,modality_comparison_only,published_interval_profile_is_not_a_temporal_trajectory
MUS-P5-RADAR-2015-2016-SIGNED-DISP,published_spatial_profile,signed_displacement_envelope,-54.4,-13.499999999999998,mm,,published_graph_digitization,SUP01,inputs/sources/supplementary/geokniga-02obrabotka.pdf,15,"PDF p.15, Line 5, radar, 2015-2016",published_line_5,radar,2015,2016,negative_down_as_printed,conservative_reading_envelope_not_sigma,medium_reading_low_temporal_transfer,ACCEPTED_NUMERIC_CONSTRAINT,categorical_order_printed_distance_labels_no_georeference,one_displacement_interval_exact_campaign_dates_and_common_datum_unknown,modality_comparison_only,modality_comparison_only,cross_period_subtraction;field_sigma;metric_gradient;point_id_mapping;real_temporal_history,method_and_period_separate;nominal_duration_is_explicit_design_assumption,"Extrema include digitization bounds, not population quantiles or measurement precision.",4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,registry_only_not_read_by_v1_formula,modality_comparison_only,published_interval_profile_is_not_a_temporal_trajectory
MUS-P6-LEVELING-2015-2016-SIGNED-DISP,published_spatial_profile,signed_displacement_envelope,-49.1,4.8,mm,,published_graph_digitization,SUP01,inputs/sources/supplementary/geokniga-02obrabotka.pdf,15,"PDF p.15, Line 6, leveling, 2015-2016",published_line_6,leveling,2015,2016,negative_down_as_printed,conservative_reading_envelope_not_sigma,medium_reading_low_temporal_transfer,ACCEPTED_NUMERIC_CONSTRAINT,categorical_order_printed_distance_labels_no_georeference,one_displacement_interval_exact_campaign_dates_and_common_datum_unknown,interval_displacement_envelope,interval_displacement_envelope,cross_period_subtraction;field_sigma;metric_gradient;point_id_mapping;real_temporal_history,method_and_period_separate;nominal_duration_is_explicit_design_assumption,"Extrema include digitization bounds, not population quantiles or measurement precision.",4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,registry_only_not_read_by_v1_formula,interval_displacement_envelope,published_interval_profile_is_not_a_temporal_trajectory
MUS-P6-RADAR-2015-2016-SIGNED-DISP,published_spatial_profile,signed_displacement_envelope,-51.5,-0.30000000000000004,mm,,published_graph_digitization,SUP01,inputs/sources/supplementary/geokniga-02obrabotka.pdf,15,"PDF p.15, Line 6, radar, 2015-2016",published_line_6,radar,2015,2016,negative_down_as_printed,conservative_reading_envelope_not_sigma,medium_reading_low_temporal_transfer,ACCEPTED_NUMERIC_CONSTRAINT,categorical_order_printed_distance_labels_no_georeference,one_displacement_interval_exact_campaign_dates_and_common_datum_unknown,modality_comparison_only,modality_comparison_only,cross_period_subtraction;field_sigma;metric_gradient;point_id_mapping;real_temporal_history,method_and_period_separate;nominal_duration_is_explicit_design_assumption,"Extrema include digitization bounds, not population quantiles or measurement precision.",4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,registry_only_not_read_by_v1_formula,modality_comparison_only,published_interval_profile_is_not_a_temporal_trajectory
MUS-PERIOD-DATUM,published_evidence_audit,common_datum,,,categorical,,published_text_or_figure,SUP01,inputs/sources/supplementary/geokniga-02obrabotka.pdf,15,"SUP01, PDF page/figure 15",Lines 1/5/17,,,,source_specific_no_implicit_conversion,not_field_measurement_sigma,medium,UNRESOLVED,no_coordinate_transfer,,block_cross_period_subtraction,block_cross_period_subtraction,real_monitoring_history;field_sigma;unproved_spatial_or_temporal_transfer,"No documented common datum, exact campaign endpoints or normalization.",,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,unused_or_context_only,block_cross_period_subtraction,"No documented common datum, exact campaign endpoints or normalization."
MUS-SPATIAL-SHAPES,published_evidence_audit,ordered_profile_shape,,,categorical,,published_text_or_figure,SUP01,inputs/sources/supplementary/geokniga-02obrabotka.pdf,15,"SUP01, PDF page/figure 15",Lines 1/5/17/6,,,,source_specific_no_implicit_conversion,not_field_measurement_sigma,medium,ACCEPTED_STRUCTURAL_CONSTRAINT,categorical_order_not_metric_distance,,randomized_shape_family,randomized_shape_family,real_monitoring_history;field_sigma;unproved_spatial_or_temporal_transfer,"Monotone gradient, two lobes, broad bowl, localized bowl visible; ordinal transfer only.",,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,unused_or_context_only,randomized_shape_family,"Monotone gradient, two lobes, broad bowl, localized bowl visible; ordinal transfer only."
MUS-MAP-2016-LEGEND,published_evidence_audit,velocity_display_scale,-60,60,mm/year,,published_text_or_figure,SUP01,inputs/sources/supplementary/geokniga-02obrabotka.pdf,14,"SUP01, PDF page/figure 14",SKRU-1,radar,2016,2016,source_specific_no_implicit_conversion,not_field_measurement_sigma,medium,ACCEPTED_NUMERIC_CONSTRAINT,no_coordinate_transfer,No georeference or LOS-to-vertical operator documented.,reader_plausibility_reference_only,reader_plausibility_reference_only,real_monitoring_history;field_sigma;unproved_spatial_or_temporal_transfer,Caption explicitly identifies SKRU-1 2016; legend limits are not actual extrema.,No georeference or LOS-to-vertical operator documented.,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,unused_or_context_only,reader_plausibility_reference_only,Caption explicitly identifies SKRU-1 2016; legend limits are not actual extrema.
MUS-MAP-CONTOUR-STEP,published_evidence_audit,contour_spacing,5,5,mm/year,,published_text_or_figure,SUP01,inputs/sources/supplementary/geokniga-02obrabotka.pdf,14,"SUP01, PDF page/figure 14",SKRU-1,,2016,2016,source_specific_no_implicit_conversion,not_field_measurement_sigma,medium,ACCEPTED_NUMERIC_CONSTRAINT,no_coordinate_transfer,,map_resolution_context_only,map_resolution_context_only,real_monitoring_history;field_sigma;unproved_spatial_or_temporal_transfer,Caption says 5 mm/year; cannot assign map zones to reconstructed coordinates.,,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,unused_or_context_only,map_resolution_context_only,Caption says 5 mm/year; cannot assign map zones to reconstructed coordinates.
MUS-UNIDENTIFIED-TIME-CURVE,published_evidence_audit,temporal_trajectory,,,categorical,,published_text_or_figure,SUP01,inputs/sources/supplementary/geokniga-02obrabotka.pdf,14 inset,"SUP01, PDF page/figure 14 inset",unidentified object,,,,source_specific_no_implicit_conversion,not_field_measurement_sigma,medium,UNRESOLVED,no_coordinate_transfer,Relative-looking zero is insufficient to prove a reference; adjacent map does not identify the curve.,prohibit_numeric_calibration,prohibit_numeric_calibration,real_monitoring_history;field_sigma;unproved_spatial_or_temporal_transfer,"Axis May 2011 to Aug 2016 and settlement mm visible, object ID, method, datum and aggregation unspecified.",Relative-looking zero is insufficient to prove a reference; adjacent map does not identify the curve.,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,unused_or_context_only,prohibit_numeric_calibration,"Axis May 2011 to Aug 2016 and settlement mm visible, object ID, method, datum and aggregation unspecified."
MUS-SLIDE12-CONFLICT,published_evidence_audit,site_period,,,categorical,,published_text_or_figure,SUP01,inputs/sources/supplementary/geokniga-02obrabotka.pdf,12,"SUP01, PDF page/figure 12",embedded Berezniki maps,,,,source_specific_no_implicit_conversion,not_field_measurement_sigma,medium,REJECTED,no_coordinate_transfer,,exclude_from_skru1_calibration,exclude_from_skru1_calibration,real_monitoring_history;field_sigma;unproved_spatial_or_temporal_transfer,SKRU-1/2 slide header conflicts with embedded captions Berezniki 2020-2021/2021.,,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,unused_or_context_only,exclude_from_skru1_calibration,SKRU-1/2 slide header conflicts with embedded captions Berezniki 2020-2021/2021.
MUS-SLIDE13-ONE-CM,published_evidence_audit,mean_deviation,10,10,mm,,published_text_or_figure,SUP01,inputs/sources/supplementary/geokniga-02obrabotka.pdf,13 inset,"SUP01, PDF page/figure 13 inset",unspecified difference,,,,source_specific_no_implicit_conversion,not_field_measurement_sigma,medium,UNRESOLVED,no_coordinate_transfer,,exclude_numeric_calibration,exclude_numeric_calibration,real_monitoring_history;field_sigma;unproved_spatial_or_temporal_transfer,"1 cm annotation lacks sufficient method, site, period and deviation definition.",,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,unused_or_context_only,exclude_numeric_calibration,"1 cm annotation lacks sufficient method, site, period and deviation definition."
BAB-ACCELERATION-SCREEN,published_evidence_audit,two_screening_ratios,,,categorical,,published_text_or_figure,SRC03,inputs/sources/primary/03-GR-24-2.pdf,"13 (printed 51), Fig.8","SRC03, PDF page/figure 13 (printed 51), Fig.8",Berezniki persistent scatterers,PS-InSAR,2021,2021,source_specific_no_implicit_conversion,not_field_measurement_sigma,medium,ACCEPTED_STRUCTURAL_CONSTRAINT,no_coordinate_transfer,,acceleration_and_false_acceleration_motivation,acceleration_and_false_acceleration_motivation,real_monitoring_history;field_sigma;unproved_spatial_or_temporal_transfer,"Linear/quadratic residual RMS ratio >1.5, c<0 a<0 under negative-down sign, second/first half >1.5; selection heuristic, not law.",,e134fc6d506d1e7ffcdabf4bd6da9e9a27554ce14139105310440490c7c86fda,unused_or_context_only,acceleration_and_false_acceleration_motivation,"Linear/quadratic residual RMS ratio >1.5, c<0 a<0 under negative-down sign, second/first half >1.5; selection heuristic, not law."
BAB-THERMAL-SHIFT,published_evidence_audit,apparent_spring_displacement,30,50,mm,,published_text_or_figure,SRC03,inputs/sources/primary/03-GR-24-2.pdf,"14 (printed 52), Fig.9","SRC03, PDF page/figure 14 (printed 52), Fig.9",roof reflectors,PS-InSAR roof,2021,2021,source_specific_no_implicit_conversion,not_field_measurement_sigma,high_text_probable_mechanism_low_transfer,ACCEPTED_NUMERIC_CONSTRAINT,no_coordinate_transfer,3-5 cm spring reduction of apparent subsidence; ground/base benchmarks do not show it. Synthetic timing and waveform remain assumptions.,reflector_contamination_stress_amplitude,reflector_contamination_stress_amplitude,real_monitoring_history;field_sigma;unproved_spatial_or_temporal_transfer,"Authors suggest thermal building expansion; not geodynamics, not ground leveling error.",3-5 cm spring reduction of apparent subsidence; ground/base benchmarks do not show it. Synthetic timing and waveform remain assumptions.,e134fc6d506d1e7ffcdabf4bd6da9e9a27554ce14139105310440490c7c86fda,unused_or_context_only,reflector_contamination_stress_amplitude,"Authors suggest thermal building expansion; not geodynamics, not ground leveling error."
BAB-SEASONAL-MISSING,published_evidence_audit,snow_related_unavailability,,,categorical,,published_text_or_figure,SRC03,inputs/sources/primary/03-GR-24-2.pdf,14 (printed 52),"SRC03, PDF page/figure 14 (printed 52)",Berezniki reflectors,PS-InSAR,2021-11,2021-12,source_specific_no_implicit_conversion,not_field_measurement_sigma,medium,ACCEPTED_STRUCTURAL_CONSTRAINT,no_coordinate_transfer,,reflector_winter_missingness_stress,reflector_winter_missingness_stress,real_monitoring_history;field_sigma;unproved_spatial_or_temporal_transfer,No November-December 2021 data because of snow.,,e134fc6d506d1e7ffcdabf4bd6da9e9a27554ce14139105310440490c7c86fda,unused_or_context_only,reflector_winter_missingness_stress,No November-December 2021 data because of snow.
BAB-UNIFORM-RATE,published_evidence_audit,approximately_constant_velocity,,,categorical,,published_text_or_figure,SRC03,inputs/sources/primary/03-GR-24-2.pdf,"9 (printed 47), Fig.5","SRC03, PDF page/figure 9 (printed 47), Fig.5",Berezniki intense subsidence,PS-InSAR,2021,2021,source_specific_no_implicit_conversion,not_field_measurement_sigma,medium,ACCEPTED_STRUCTURAL_CONSTRAINT,no_coordinate_transfer,,uniform_velocity_motivation,uniform_velocity_motivation,real_monitoring_history;field_sigma;unproved_spatial_or_temporal_transfer,Source says selected intense subsidence time series nearly constant.,,e134fc6d506d1e7ffcdabf4bd6da9e9a27554ce14139105310440490c7c86fda,unused_or_context_only,uniform_velocity_motivation,Source says selected intense subsidence time series nearly constant.
BAB-OTHER-SITE-RATES,published_evidence_audit,local_rate_examples,200,320,mm/year,,published_text_or_figure,SRC03,inputs/sources/primary/03-GR-24-2.pdf,"7,9,15 (printed 45,47,53)","SRC03, PDF page/figure 7,9,15 (printed 45,47,53)",Berezniki,PS-InSAR,2021,2021,source_specific_no_implicit_conversion,not_field_measurement_sigma,medium,ACCEPTED_NUMERIC_CONSTRAINT,no_coordinate_transfer,,external_scale_context_only,external_scale_context_only,real_monitoring_history;field_sigma;unproved_spatial_or_temporal_transfer,"Up to 320 mm/year near sinkhole, most strong southern areas 200-250; different site and population.",,e134fc6d506d1e7ffcdabf4bd6da9e9a27554ce14139105310440490c7c86fda,unused_or_context_only,external_scale_context_only,"Up to 320 mm/year near sinkhole, most strong southern areas 200-250; different site and population."
BAB-DISSER-CORROBORATION,published_evidence_audit,acceleration_screen_and_roof_effect,,,categorical,,published_text_or_figure,SRC04,inputs/sources/primary/Babayants-Disser.pdf,"72-74, Fig.3.23-3.24","SRC04, PDF page/figure 72-74, Fig.3.23-3.24",Berezniki,PS-InSAR,2021,2021,source_specific_no_implicit_conversion,not_field_measurement_sigma,medium,ACCEPTED_STRUCTURAL_CONSTRAINT,no_coordinate_transfer,,duplicate_source_corroboration_only,duplicate_source_corroboration_only,real_monitoring_history;field_sigma;unproved_spatial_or_temporal_transfer,Same analysis corroborates journal article; do not count as independent evidence.,,a80ae607e33ddf25f49073400fa138aeba67a86dd5abac7d131732c9491eff21,unused_or_context_only,duplicate_source_corroboration_only,Same analysis corroborates journal article; do not count as independent evidence.
MUS-2011-MODALITY-CORRELATION,published_evidence_audit,radar_leveling_correlation,0.57,0.95,correlation,,published_text_or_figure,SRC05,inputs/sources/primary/01006516068.pdf,"12-13, Fig.4","SRC05, PDF page/figure 12-13, Fig.4",Solikamsk VKM profile 5,radar_vs_leveling,2011,2011,source_specific_no_implicit_conversion,not_field_measurement_sigma,medium,ACCEPTED_NUMERIC_CONSTRAINT,no_coordinate_transfer,,modality_diagnostic_context_only,modality_diagnostic_context_only,real_monitoring_history;field_sigma;unproved_spatial_or_temporal_transfer,Text range 0.57-0.95; comparison depends on interpolation from scatterers.,,faf80647870baa85d11569ecec7a70989990dd607ab307e9141f30a9d1d77e4d,unused_or_context_only,modality_diagnostic_context_only,Text range 0.57-0.95; comparison depends on interpolation from scatterers.
MUS-2011-MODALITY-RMS,published_evidence_audit,published_rms_disagreement,10.7,10.7,mm,,published_text_or_figure,SRC05,inputs/sources/primary/01006516068.pdf,"13, Fig.4","SRC05, PDF page/figure 13, Fig.4",Solikamsk VKM profile 5,,2011,2011,source_specific_no_implicit_conversion,not_field_measurement_sigma,medium,ACCEPTED_NUMERIC_CONSTRAINT,no_coordinate_transfer,,modality_diagnostic_context_only,modality_diagnostic_context_only,real_monitoring_history;field_sigma;unproved_spatial_or_temporal_transfer,Figure label SКО 10.7 mm; not leveling instrument sigma.,,faf80647870baa85d11569ecec7a70989990dd607ab307e9141f30a9d1d77e4d,unused_or_context_only,modality_diagnostic_context_only,Figure label SКО 10.7 mm; not leveling instrument sigma.
MUS-ATMOSPHERIC-RESIDUAL,published_evidence_audit,atmospheric_phase_residual_scale,8,14,mm,,published_text_or_figure,SRC05,inputs/sources/primary/01006516068.pdf,12,"SRC05, PDF page/figure 12",Silvinit radar analysis,radar,,,source_specific_no_implicit_conversion,not_field_measurement_sigma,medium,ACCEPTED_NUMERIC_CONSTRAINT,no_coordinate_transfer,,modality_diagnostic_context_only,modality_diagnostic_context_only,real_monitoring_history;field_sigma;unproved_spatial_or_temporal_transfer,Source reports 0.8-1.4 cm; not transferable into ordinary leveling noise.,,faf80647870baa85d11569ecec7a70989990dd607ab307e9141f30a9d1d77e4d,unused_or_context_only,modality_diagnostic_context_only,Source reports 0.8-1.4 cm; not transferable into ordinary leveling noise.
MUS-SALT-DUMP,published_evidence_audit,subsidence_rate,500,600,mm/year,,published_text_or_figure,SRC05,inputs/sources/primary/01006516068.pdf,12,"SRC05, PDF page/figure 12",salt dumps,radar,,,source_specific_no_implicit_conversion,not_field_measurement_sigma,medium,ACCEPTED_NUMERIC_CONSTRAINT,no_coordinate_transfer,,excluded_from_ground_network_numeric_calibration,excluded_from_ground_network_numeric_calibration,real_monitoring_history;field_sigma;unproved_spatial_or_temporal_transfer,"50-60 cm/year for salt dumps, only one season; different surface type.",,faf80647870baa85d11569ecec7a70989990dd607ab307e9141f30a9d1d77e4d,unused_or_context_only,excluded_from_ground_network_numeric_calibration,"50-60 cm/year for salt dumps, only one season; different surface type."
